id,station_name,province,lon,lat,elev (m),RL50 (mm)
6953,SCOTT,QC,-71.0833,46.5,145,93.62812488
6954,SHERBROOKE,QC,-71.9,45.4,181,81.88031029
6957,SHERBROOKE A,QC,-71.6833,45.4333,241,72.49885074
6960,SOREL,QC,-73.1167,46.0333,15,99.60704371
6963,STANHOPE,QC,-71.7833,45.0167,389,73.65242387
6964,STANSTEAD,QC,-72.1,45.0167,320,69.14424675
6966,SUTTON,QC,-72.6833,45.0667,244,97.9610728
6967,SUTTON JONCTION,QC,-72.6333,45.15,213,89.19344698
6970,THETFORD MINES,QC,-71.35,46.1,381,98.99071356
6974,VALLEE JONCTION,QC,-70.9333,46.3833,152,75.09640329
6975,VALLEYFIELD,QC,-74.1,45.2833,46,93.28915197
6978,VERCHERES,QC,-73.3667,45.7667,21,89.11273439
6979,VICTORIAVILLE,QC,-71.9667,46.05,137,86.00913789
6982,WARDEN,QC,-72.5,45.3833,198,85.74261703
6984,WEST DITTON,QC,-71.3,45.4,512,80.87099707
6986,WOBURN,QC,-70.8667,45.3833,396,81.32864943
6988,DAVELUYVILLE,QC,-72.2,46.1833,84,76.10990402
6993,ST CAMILLE WOLFE,QC,-71.7333,45.6667,268,90.04352917
6997,ANGERS,QC,-75.55,45.55,91,94.88856731
7000,BARRAGE MERCIER,QC,-75.9833,46.7167,236,78.90348988
7001,BARRAGE MITCHINAMECUS,QC,-75.1667,47.2167,390,74.82111475
7003,BELL FALLS,QC,-74.6833,45.7667,122,71.74918914
7005,BUCKINGHAM,QC,-75.4167,45.5833,137,76.92564381
7007,CHARTERIS,QC,-76.4333,45.6833,168,78.7428579
7009,CHELSEA,QC,-75.7833,45.5167,112,88.51552783
7010,CHENEVILLE,QC,-75.0833,45.9,222,81.39358345
7011,CHUTE ST PHILIPPE,QC,-75.25,46.65,252,79.36782767
7012,FERME NEUVE,QC,-75.45,46.7,213,71.79117517
7013,FORT COULONGE,QC,-76.75,45.8167,107,89.69332104
7019,HARRINGTON FOREST FARM,QC,-74.6333,45.85,183,91.24382195
7020,HIGH FALLS,QC,-75.65,45.85,189,73.00373638
7023,LACHUTE,QC,-74.3333,45.65,91,82.52084736
7027,LAC ST DENIS,QC,-74.3167,45.9333,406,85.6223806
7028,LA MACAZA,QC,-74.7667,46.3667,244,78.07493893
7033,LUSKVILLE,QC,-76.05,45.5333,69,86.32550235
7034,LYTTON,QC,-76.0333,46.6833,213,80.21843817
7035,MANIWAKI UA,QC,-76.0061,46.3018,189,75.78249018
7036,MANIWAKI 2,QC,-75.9833,46.3833,174,83.97293116
704,MCBRIDE 4SE,BC,-120.15,53.2667,722,48.60640174
7041,MONTEBELLO (SEDBERGH),QC,-74.9333,45.7,197,90.96899071
7042,MONTEBELLO SEIGNIORY,QC,-74.95,45.65,52,81.11158945
7044,MONT LAURIER,QC,-75.55,46.5667,244,81.66430439
7045,MORIN HEIGHTS,QC,-74.2667,45.9167,290,77.2238969
7046,NOMININGUE,QC,-75.0833,46.4,274,87.71448068
7047,NOTRE DAME DE LA PAIX,QC,-74.9833,45.8,183,90.97424312
7048,NOTRE DAME DU LAUS,QC,-75.6333,46.1167,213,80.04689177
7049,OTTER LAKE,QC,-76.4333,45.85,213,83.66578496
7050,PERKINS,QC,-75.6167,45.6,152,84.13557679
7051,POINTE AU CHENE,QC,-74.8,45.65,51,92.29304755
7053,STE AGATHE DES MONTS,QC,-74.2833,46.05,395,88.16386555
7056,STE ANNE DU LAC,QC,-75.3333,46.85,262,85.60956127
7058,ST FAUSTIN,QC,-74.4833,46.1167,366,87.14058838
7059,ST HIPPOLYTE,QC,-74,45.9833,366,90.93947406
7060,ST JEROME,QC,-74.05,45.8,170,87.19979132
7062,SHAWVILLE,QC,-76.4667,45.6167,168,86.49263465
7064,SHEENBORO,QC,-77.25,45.9667,137,74.56902686
7066,THURSO,QC,-75.2667,45.6,55,67.39748174
7067,VAL DES BOIS,QC,-75.6,45.9,198,86.67621857
7068,WAKEFIELD,QC,-75.9,45.6,152,70.7080963
7069,WALTHAM,QC,-76.9167,45.9167,112,76.50597814
7071,WRIGHT,QC,-76.05,46.0667,142,88.89559258
7072,DUHAMEL,QC,-75.0833,46.0167,244,75.93188496
7075,BAIE-COMEAU A,QC,-68.2,49.1333,22,85.43291855
7079,BAIE ST PAUL,QC,-70.5,47.4167,32,97.51989268
708,MCLEESE LAKE FRASERVIEW,BC,-122.374,52.3797,564,34.79284394
7085,LOURDES DE BLANC SABLON A,QC,-57.1833,51.45,37,79.31368931
709,MCLEESE LAKE GRANITE MT,BC,-122.286,52.5306,1133,44.01676465
7090,BAIE JOHAN BEETZ,QC,-62.8,50.2833,8,86.79820538
7097,CHATEAU RICHER,QC,-71.0333,46.9667,15,96.72136001
7106,FORESTVILLE,QC,-69.0833,48.7333,76,102.5052976
7108,FORET MONTMORENCY,QC,-71.15,47.3167,640,92.71196227
7113,GODBOUT,QC,-67.6167,49.3167,30,85.19945975
7114,GRANDES BERGERONNES,QC,-69.5167,48.25,61,110.6225038
7116,GRAND FONDS,QC,-70.1167,47.75,366,85.04153473
7117,HARRINGTON HARBOUR,QC,-59.5,50.5333,8,80.33405333
7118,HAVRE ST PIERRE,QC,-63.5833,50.25,6,72.8548751
7123,LABRIEVILLE B1,QC,-69.55,49.3,152,57.66119712
7127,LAKE EON,QC,-63.2833,51.8667,561,63.64569867
7128,LA MALBAIE,QC,-70.15,47.6667,23,87.45118075
7133,LES BUISSONS,QC,-68.3833,49.1167,15,79.48776928
7135,LES EBOULEMENTS,QC,-70.25,47.5,267,85.42523608
7138,MANIC 2 LB1,QC,-68.4,49.3,122,85.89072231
7149,NATASHQUAN A,QC,-61.8167,50.1833,11,82.56630822
715,OCHILTREE MIOCENE,BC,-121.724,52.2603,1027,43.36523011
7151,NOTRE DAME DES MONTS,QC,-70.4167,47.6667,267,90.22974577
7154,PETITE RIV ST FRANCOIS,QC,-70.5667,47.3167,15,107.9156957
7155,PETIT SAGUENAY,QC,-70.05,48.1833,122,77.4235365
7158,POSTE MONTAGNAIS,QC,-65.7333,51.8833,610,79.83064342
7164,RIVIERE ST AUGUSTIN,QC,-58.6333,51.2167,8,88.41280652
7167,ST CASSIEN DES CAPS,QC,-70.6167,47.3667,373,106.2167889
7168,ST FEREOL,QC,-70.8333,47.1167,229,106.6433507
7171,ST JEAN (IO),QC,-70.9167,46.9167,30,89.1045092
7173,STE ROSE DU NORD,QC,-70.5333,48.4,205,65.77448529
7174,ST SIMEON,QC,-69.8667,47.85,15,88.326544
7176,ST URBAIN,QC,-70.55,47.5667,91,88.6413387
7177,SEPT-ILES A,QC,-66.2667,50.2167,55,103.5582206
7182,TADOUSSAC,QC,-69.7,48.15,70,83.83570811
7183,TETE A LA BALEINE,QC,-59.3167,50.7,9,93.60187969
7190,ILE AUX COUDRES,QC,-70.3833,47.3833,15,90.43846569
7195,RIVIERE AU TONNERRE,QC,-64.7833,50.2833,15,113.5541688
7197,ST FRANCOIS IO,QC,-70.8333,46.9833,49,92.08705169
7198,ST HILARION,QC,-70.4,47.6,412,86.45454105
7206,ALBERTVILLE,QC,-67.35,48.3,335,92.20374329
7208,AMQUI,QC,-67.45,48.5167,183,81.90178569
7214,ARMAGH,QC,-70.5333,46.75,358,72.178664
7215,ARMAGH STATION,QC,-70.6167,46.7167,312,97.43041692
7216,BARRAGE LAC MORIN,QC,-69.5167,47.65,198,88.42712752
7220,BIC,QC,-68.7,48.3667,18,100.1147826
7227,CAP CHAT,QC,-66.75,49.0833,37,100.896595
7230,CAP DES ROSIERS,QC,-64.2,48.85,15,107.9531148
7232,CAPLAN,QC,-65.6833,48.1,23,85.24517574
7233,CAP MADELEINE,QC,-65.3167,49.2333,2,75.10192683
7235,CAP SEIZE,QC,-66.4,49.0167,229,86.39476804
7237,CAUSAPSCAL,QC,-67.2333,48.3667,168,96.27313495
7239,CAUSAPSCAL RECHERCHES,QC,-67.1667,48.5,332,87.05975122
724,PRINCE GEORGE A,BC,-122.679,53.8908,691,42.81078028
7245,GASPE,QC,-64.4833,48.8333,30,89.83373406
7248,GASPE A,QC,-64.4781,48.7769,34,129.7016614
7250,GRANDE RIVIERE,QC,-64.5333,48.3833,8,93.97626958
7251,GRANDE VALLEE,QC,-65.15,49.2,8,112.9548355
7252,GRINDSTONE ISLAND,QC,-61.8667,47.3833,60,77.96306604
7257,HONFLEUR,QC,-70.85,46.6833,175,94.21021775
7261,LAC HUMQUI,QC,-67.5667,48.2833,236,86.90639508
7262,LAMARTINE,QC,-70.35,47.0333,63,82.27194023
7264,LA POCATIERE CDA,QC,-70.0333,47.35,30,80.81379216
7268,LUCEVILLE,QC,-68.3667,48.5167,38,77.80650931
7269,MATANE,QC,-67.4667,48.85,30,91.84602373
7273,MONT-JOLI A,QC,-68.2167,48.6,52,78.86883713
7277,MONT LOUIS,QC,-65.7333,49.2333,15,96.95282361
7278,MONTMAGNY,QC,-70.5833,46.9667,15,88.18200246
7279,MURDOCHVILLE,QC,-65.5167,48.95,574,79.42480487
728,PRINCE GEORGE 15NW,BC,-122.736,54.0531,762,43.64320831
7280,NEW CARLISLE,QC,-65.2667,48.0333,45,101.1583031
7282,NEW RICHMOND,QC,-65.8,48.1667,47,86.33879218
7284,NOTRE DAME DU LAC,QC,-68.8,47.6,320,87.14688869
7286,NOUVELLE,QC,-66.3,48.1,7,74.65127122
7287,OUIMET,QC,-68.2,48.3167,305,81.29690363
7293,POINTE AU PERE,QC,-68.4833,48.5,8,83.52023956
7296,PORT DANIEL,QC,-64.9833,48.15,69,117.2965589
7297,PORT MENIER,QC,-64.35,49.8167,6,96.09634991
7300,PRICE,QC,-68.1333,48.6,73,85.25652237
7301,RIMOUSKI,QC,-68.5167,48.45,36,91.92070893
7303,RIVIERE BLEUE,QC,-69.0333,47.4333,213,81.9116913
7308,ST ALEXIS DE MATAPEDIA,QC,-67.0667,47.9833,274,79.50074417
7309,STE ANNE DES MONTS,QC,-66.4667,49.1333,15,85.40543426
731,PRINCE GEORGE STP,BC,-122.767,53.88,579,41.5030525
7311,ST ARSENE,QC,-69.3833,47.95,76,81.34193405
7312,ST BRUNO KAMOURASKA,QC,-69.7833,47.45,198,95.17201787
7313,ST CAMILLE,QC,-70.2167,46.4833,396,93.0277194
7314,ST CHARLES GARNIER,QC,-68.05,48.3333,323,78.59547284
7315,ST CLEMENT,QC,-69.1,47.9167,259,84.61142903
7319,ST ELEUTHERE,QC,-69.2833,47.4833,290,87.26586187
7320,ST ELZEAR DE BONAVENTURE,QC,-65.35,48.1833,229,105.9027641
7322,STE GERMAINE,QC,-70.4667,46.4167,510,76.64727107
7323,ST GUY,QC,-68.8167,48.05,320,81.15179112
7325,ST JEAN DE CHERBOURG,QC,-67.1167,48.8833,350,87.69456341
7326,STE LUCIE,QC,-70.0167,46.7333,373,82.02107907
7327,ST MALACHIE,QC,-70.8167,46.55,221,82.26183869
7329,SAINT MICHEL,QC,-70.8833,46.8667,69,92.91304017
733,QUESNEL,BC,-122.483,52.9833,488,43.74141799
7331,ST PAMPHILE,QC,-69.7833,46.9667,388,79.71299813
7333,STE PERPETUE,QC,-69.9333,47.05,411,95.16530287
7335,ST RAPHAEL,QC,-70.75,46.8167,107,86.97612174
7336,ST RENE DE MATANE,QC,-67.3833,48.6833,61,90.53145389
7337,STE ROSE DU DEGELIS,QC,-68.6333,47.5667,151,89.60717336
7339,SQUATECK,QC,-68.7,47.8833,198,83.28126447
7340,TRINITE DES MONTS,QC,-68.4833,48.1333,262,72.25653644
7341,TROIS PISTOLES,QC,-69.1167,48.15,58,73.73390641
7343,VAL D ESPOIR,QC,-64.3833,48.5167,91,126.7993129
7349,FONTENELLE,QC,-64.65,48.9333,15,106.5715719
7350,LADRIERE,QC,-68.7833,48.25,148,80.39059761
7355,ALBANEL,QC,-72.45,48.8833,152,73.1726527
7356,ARVIDA,QC,-71.1667,48.4333,102,60.14067514
7357,BAGOTVILLE A,QC,-71,48.3333,159,71.71756837
7361,BONNARD,QC,-71.05,50.7333,506,70.39171947
7368,CHICOUTIMI,QC,-71.0833,48.4167,15,74.90619471
737,QUESNEL A,BC,-122.51,53.0261,545,46.71087869
7371,CHUTE A LA SAVANE,QC,-71.85,48.7833,140,68.49221114
7377,CHUTE DU DIABLE,QC,-71.7,48.75,174,80.31802686
7379,FERLAND,QC,-70.8333,48.2,198,75.60711087
7381,HEMON,QC,-72.6,49.0667,183,71.01733848
7382,ISLE MALIGNE,QC,-71.6333,48.5833,76,74.00058553
7384,KENOGAMI,QC,-71.25,48.4167,116,78.09152802
7385,LAC BOUCHETTE,QC,-72.1667,48.2167,358,87.35947895
7388,LAC ONATCHIWAY,QC,-71.0333,48.9,305,73.47197282
739,QUESNEL MOOSE HEIGHTS,BC,-122.5,53.0667,712,46.67948029
7390,LAC STE CROIX,QC,-71.75,48.4167,152,69.66430764
7396,MISTASSINI,QC,-72.2,48.85,122,87.18042567
7398,MONT APICA,QC,-71.4167,47.9667,549,74.7319946
74,PORT RENFREW,BC,-124.326,48.5917,10,296.4505699
7401,NORMANDIN CDA,QC,-72.5333,48.85,137,75.27123043
7405,PERIBONCA,QC,-72.0333,48.7667,103,68.17471019
7406,PORTAGE DES ROCHES,QC,-71.2167,48.3,165,73.20183389
741,RED PASS JUNCTION,BC,-119,53,1059,57.03400049
7410,ROBERVAL A,QC,-72.2667,48.5167,179,70.34186893
7414,ST AMBROISE,QC,-71.3333,48.5667,122,69.23852755
7415,ST COEUR DE MARIE,QC,-71.7167,48.6333,107,90.25558224
7418,ST LEON DE LABRECQUE,QC,-71.5167,48.6667,131,92.96814545
7419,ST PRIME,QC,-72.4167,48.6167,122,81.54493738
7420,SHIPSHAW,QC,-71.2167,48.45,23,62.33140523
7431,BARRAGE A LAC KEMPT,QC,-74.1833,47.55,421,75.29466986
7433,BGE C LAC CHATEAUVERT,QC,-73.9,47.7667,382,66.01382407
7434,BARRAGE GOUIN,QC,-74.1,48.35,404,71.31378738
7435,BARRAGE MATTAWIN,QC,-73.65,46.85,366,61.74469998
7442,GRANDE ANSE,QC,-72.9333,47.1,119,83.60261272
7445,LA TUQUE,QC,-72.7833,47.4,152,79.92541688
7446,MANOUAN SANMAUR,QC,-73.8,47.9,357,57.9342906
7452,PARENT,QC,-74.6242,47.9222,445,80.63661445
7454,RAPIDE BLANC,QC,-72.9667,47.8,277,73.62047053
7455,ST MICHEL DES SAINTS,QC,-73.9167,46.6833,350,94.77328149
7460,BARRAGE CABONGA,QC,-76.4667,47.3167,366,70.21832198
7461,BARRAGE ANGLIERS,QC,-79.2358,47.5519,267,75.82189186
7462,BARRAGE TEMISCAMINGUE,QC,-79.1011,46.7097,181,93.39900671
7463,BELLETERRE,QC,-78.7,47.3833,322,99.28976935
7466,GRAND LAC VICTORIA,QC,-77.3667,47.8333,329,80.94730314
7467,KIPAWA LANIEL,QC,-79.2667,47.05,280,90.14986439
747,SPOKIN LAKE 4E,BC,-121.686,52.1836,1033,42.37914096
7471,MANNEVILLE,QC,-78.4833,48.55,311,93.91714848
7472,MONTBEILLARD,QC,-79.2667,48.05,290,84.86236151
7473,MONT BRUN,QC,-78.7333,48.4167,305,74.02043063
7479,RAPIDE-SEPT,QC,-78.3,47.7667,311,83.53377075
7482,REMIGNY,QC,-79.2333,47.7167,290,79.25908556
7490,VILLE MARIE,QC,-79.4333,47.35,213,84.33388283
7492,LATULIPE,QC,-79.0167,47.4333,274,65.33267244
7496,AMOS,QC,-78.1333,48.5667,310,88.82355561
750,TAKLA LANDING,BC,-125.967,55.4667,854,39.08931112
7504,CHAPAIS 2,QC,-74.85,49.7833,396,68.41251746
7506,CHIBOUGAMAU,QC,-74.3667,49.9167,378,72.2966189
7508,CHIBOUGAMAU CHAPAIS A,QC,-74.5333,49.7667,387,81.4445351
7516,EASTMAIN,QC,-78.5167,52.25,6,57.21565576
752,TWAN CREEK,BC,-122.617,52.4664,914,34.51564842
7524,JOUTEL,QC,-78.3,49.4667,290,69.75826846
7530,LA GRANDE RIVIERE A,QC,-77.7,53.6333,195,73.28697943
7537,LA MORANDIERE,QC,-77.6167,48.6167,297,82.14942004
7538,LA SARRE,QC,-79.2167,48.7833,244,72.39180006
7540,LEBEL SUR QUEVILLON,QC,-76.9667,49.05,304,65.41560259
7547,MISTASSINI POST,QC,-73.8833,50.4167,380,63.66339073
7550,NITCHEQUON,QC,-70.9,53.2,536,64.3981432
7555,POULARIES,QC,-78.9833,48.6833,290,65.8534013
7566,SENNETERRE,QC,-77.2667,48.3333,310,78.92325176
7569,TASCHEREAU,QC,-78.7,48.6667,310,73.09456902
7571,VAL ST GILLES,QC,-79.1333,48.9833,290,75.52685942
7583,LAC BERRY,QC,-78.2833,48.8,305,65.65858773
759,WILLIAMS LAKE A,BC,-122.054,52.1831,940,41.25774838
7596,INUKJUAK UA,QC,-78.0833,58.4667,24,48.82948687
7601,KUUJJUARAPIK A,QC,-77.75,55.2833,12,70.71081025
7616,CAPE HOPES ADVANCE,QC,-69.55,61.0833,73,59.42713868
7627,KUUJJUAQ A,QC,-68.4167,58.1,40,49.07752254
763,WILLIAMS LAKE RIVER,BC,-122.149,52.1281,585,45.52344829
7638,SCHEFFERVILLE A,QC,-66.8167,54.8,522,57.75456299
7645,ACADIA FOREST EXP ST,NB,-66.3633,45.9903,54,86.77858367
7647,ALMA,NB,-64.95,45.6,43,122.3074528
7648,AROOSTOOK,NB,-67.7156,46.7122,80,90.2895075
7653,BAS CARAQUET,NB,-64.8667,47.8,11,104.715049
7654,BATHURST,NB,-65.65,47.6167,12,107.6090233
7655,BATHURST,NB,-65.65,47.6167,5,100.8415409
7656,BATHURST A,NB,-65.7483,47.6292,59,98.88208537
7659,BEECHWOOD,NB,-67.6667,46.5333,91,94.7159989
7663,BERTRAND,NB,-65.0667,47.75,23,92.44877628
7666,BON ACCORD,NB,-67.5845,46.6508,450,109.1024548
7669,BUCTOUCHE,NB,-64.7167,46.5167,11,99.21810479
767,VANDERHOOF,BC,-124.017,54.0333,638,44.84634336
7677,CANTERBURY,NB,-67.4667,45.8833,174,85.12721521
7680,CENTREVILLE,NB,-67.7,46.3833,143,92.51591071
7681,CHARLO A,NB,-66.3333,47.9833,40,104.2269387
7686,MIRAMICHI A,NB,-65.4678,47.0095,33,85.83068678
769,CASTLE ROCK 6 NORTH,BC,-122.489,52.5414,541,40.18294666
7690,CHIPMAN,NB,-65.8667,46.1833,11,88.21089189
7693,COLESON COVE,NB,-66.2,45.15,30,99.42673781
7698,DOAKTOWN,NB,-66.1403,46.5525,57,96.01162407
77,RIVER JORDAN,BC,-124.05,48.4167,3,159.740712
7704,EDMUNDSTON FRASER CO,NB,-68.3333,47.3667,152,104.8864903
7707,FREDERICTON A,NB,-66.5279,45.8721,21,87.56407561
7715,GAGETOWN 2,NB,-66.15,45.7833,34,90.3437059
7719,GRAND FALLS DRUMMOND,NB,-67.7,47.0333,229,91.9978763
772,FRASER LAKE NORTH SHORE,BC,-124.847,54.0783,674,41.94644186
7726,HARCOURT,NB,-65.2667,46.5,40,86.07661426
7728,HARVEY STATION,NB,-67,45.7333,152,111.3505399
7731,HAUT SHIPPAGAN,NB,-64.7667,47.75,6,87.32654198
7737,HOYT BLISSVILLE,NB,-66.5667,45.6,15,99.78650219
7738,JUNIPER,NB,-67.1667,46.55,259,97.92142019
7739,KEDGWICK,NB,-67.35,47.65,274,87.28776444
774,108 MILE HOUSE ABEL LAKE,BC,-121.263,51.6233,1005,52.04748186
7744,KOUCHIBOUGUAC,NB,-65,46.7667,35,93.79663357
7749,LITTLE RIVER MINE,NB,-66.0667,47.2833,341,102.4534669
7753,MACTAQUAC PROV PARK,NB,-66.8986,45.9544,110,94.02259781
7756,MAPLETON,NB,-67.2333,46.1833,168,79.46103012
7757,MCADAM,NB,-67.3333,45.5833,140,125.3486872
7758,MCDONALDS CORNER CDA,NB,-66,45.7833,38,105.5622162
7759,MCGIVNEY,NB,-66.5667,46.3667,177,125.153828
7760,MCGRAW BROOK,NB,-66.1167,46.8167,53,97.52607473
7763,MINTO,NB,-66.0333,46.0333,23,87.40347926
7765,MONCTON,NB,-64.7903,46.1014,12,98.22004614
7766,MONCTON A,NB,-64.6838,46.1053,71,107.2156877
7769,MOUNT CARLETON,NB,-66.9333,47.4167,265,75.5867473
7771,MUSQUASH,NB,-66.3333,45.2,15,112.1753956
7774,NEPISIGUIT FALLS,NB,-65.7833,47.4,106,103.2086666
7776,NICTAU,NB,-67.15,47.2333,170,103.2823292
7779,OROMOCTO,NB,-66.4667,45.8333,46,94.08386038
7780,PARKINDALE,NB,-65.0667,45.8667,153,96.38724183
7781,PENNFIELD,NB,-66.7333,45.1,23,103.6657533
7786,PLASTER ROCK,NB,-67.4,46.9,160,100.5231414
779,WINEGLASS RANCH,BC,-122.65,51.85,488,42.75001864
7795,RENOUS,NB,-65.8,46.8,46,106.830052
7796,REXTON,NB,-64.8667,46.6667,5,100.0987053
78,SAANICHTON CDA,BC,-123.419,48.6217,61,81.00137178
7802,ROYAL ROAD,NB,-66.7167,46.05,116,99.50176038
7804,SACKVILLE,NB,-64.3833,45.9,24,96.85281075
7805,SACKVILLE,NB,-64.3833,45.85,46,86.69502354
7808,ST ANDREWS,NB,-67.0833,45.0833,15,109.5755026
7809,ST GEORGE,NB,-66.8333,45.1333,34,108.6157483
7812,SAINT JOHN,NB,-66.0833,45.2833,30,122.2074038
7814,SAINT JOHN A,NB,-65.8856,45.3181,109,126.4634502
782,ABBOTSFORD A,BC,-122.36,49.0253,59,106.4760493
7821,ST LEONARD A,NB,-67.8319,47.1578,242,83.43517024
7826,SEARSVILLE,NB,-65.7,45.7167,61,104.6382522
7833,SUMMIT DEPOT,NB,-68.3333,47.7833,412,78.83923992
7834,SUSSEX,NB,-65.5333,45.7167,21,101.899824
7842,TURTLE CREEK,NB,-64.9,46,46,94.92447435
7846,UPSALQUITCH LAKE,NB,-66.4153,47.4556,625,83.35526388
7848,WIGGINS POINT,NB,-66,45.9167,15,97.86423283
7853,WOODSTOCK,NB,-67.5536,46.1703,153,106.2983223
7856,EDMUNDSTON,NB,-68.1878,47.3464,163,72.09345871
7867,ANNAPOLIS ROYAL,NS,-65.5167,44.75,8,141.0334667
7874,AVON,NS,-64.2167,44.8833,24,133.0010744
7877,BACCARO,NS,-65.4667,43.4667,3,135.979694
7880,BADDECK,NS,-60.75,46.1,8,109.8453253
7882,BARRIE BROOK,NS,-61.4333,45.65,11,103.1223258
7885,BEAR RIVER,NS,-65.6333,44.5667,8,131.5327547
789,AGASSIZ CDA,BC,-121.76,49.2431,15,120.04802
7900,BRIDGEWATER,NS,-64.55,44.4,27,148.2256685
7909,CAPE SABLE,NS,-65.6167,43.3833,3,96.89587027
791,ALDERGROVE,BC,-122.483,49.1167,76,110.5593246
7912,CHAIN LAKE,NS,-63.6333,44.6333,59,133.9567999
7913,CHARLESVILLE,NS,-65.7833,43.5833,3,115.5912095
7917,CHETICAMP,NS,-60.95,46.65,11,84.84167729
7921,CLARENCE,NS,-65.1667,44.9167,52,108.4256507
7923,CLIFTON,NS,-63.4167,45.35,15,105.487117
7926,COLLEGEVILLE,NS,-62.0167,45.4833,76,103.1944418
7928,COPPER LAKE,NS,-61.9667,45.3833,97,119.7145534
7934,DEMING,NS,-61.1778,45.2164,16,125.0994489
7935,DICKIE BROOK,NS,-61.5,45.35,3,124.7045333
794,ALOUETTE LAKE,BC,-122.483,49.2833,117,176.8654148
7942,ECUM SECUM,NS,-62.1833,44.9833,15,121.9372019
7945,FARMINGTON,NS,-64.6667,44.6333,152,95.9945814
7947,FIVE MILE LAKE,NS,-64,44.95,46,134.9927796
7952,GREAT VILLAGE,NS,-63.6167,45.4167,22,73.12379683
7953,GREENWOOD A,NS,-64.9167,44.9833,28,102.6634351
7964,HARMONY,NS,-65.05,44.4167,107,124.07426
7971,INDIAN BROOK,NS,-60.5333,46.3667,13,124.6479574
7972,INGONISH BEACH,NS,-60.4,46.65,8,150.8043725
7976,JACKSON,NS,-63.8333,45.5833,91,131.817852
7978,KEJIMKUJIK PARK,NS,-65.2,44.4333,127,113.2917184
7980,KEMPTVILLE,NS,-65.7667,44.0833,76,115.5832282
7982,KENTVILLE CDA,NS,-64.4833,45.0667,49,107.5660478
7993,LIVERPOOL BIG FALLS,NS,-64.9333,44.1333,50,120.3462579
7994,LIVERPOOL MILTON,NS,-64.7667,44.0833,28,173.3402567
7998,LOUISBOURG,NS,-60,45.9,46,112.0654808
8000,LOWER MEAGHERS GRANT,NS,-63.2333,44.9167,41,120.276586
8005,LYONS BROOK,NS,-62.7967,45.6583,29,101.530263
8006,MABOU,NS,-61.3833,46.0667,32,72.41643064
8011,MALAY FALLS,NS,-62.4833,44.9833,40,111.6984099
8014,MARGAREE FORKS,NS,-61.1,46.3333,23,92.83071854
8022,METEGHAN RIVER,NS,-66.1333,44.2667,15,110.2597607
8023,MIDDLEBORO,NS,-63.5667,45.7667,30,110.8061617
8025,MIDDLE MUSQUODOBOIT,NS,-63.1,45.0667,48,101.7923463
8029,MILL VILLAGE,NS,-64.6667,44.1833,15,127.2891687
8031,MOUNT UNIACKE,NS,-63.8333,44.9,158,127.3971028
8032,NAPPAN CDA,NS,-64.25,45.7667,20,107.8817423
805,BUNTZEN LAKE,BC,-122.867,49.3833,10,233.607178
8050,OXFORD,NS,-63.8667,45.7333,13,94.06399199
8051,PARADISE,NS,-65.2333,44.8333,46,103.29674
8052,PARRSBORO,NS,-64.3333,45.4,24,125.0075147
8059,PLEASANT BAY GRAND ANSE,NS,-60.7667,46.8167,29,105.7707325
8060,POCKWOCK LAKE,NS,-63.8333,44.7667,165,99.96519931
8062,POINT ACONI,NS,-60.3333,46.3167,12,217.469758
8065,PORT HASTINGS,NS,-61.4,45.6333,23,124.0302982
8069,PORT HOOD,NS,-61.5333,45.9833,27,129.6382439
8072,PUGWASH,NS,-63.6553,45.8433,5,95.61939467
8074,RIVER DENYS,NS,-61.2167,45.8,27,114.9257211
8078,ROSEWAY,NS,-65.35,43.7833,15,118.963464
8079,RUTH FALLS,NS,-62.5,44.9333,8,125.2638913
8080,SABLE ISLAND,NS,-60.0094,43.9322,5,123.7704059
8088,SALMON HOLE,NS,-64.0333,44.9333,84,136.3151067
8091,SANDY COVE NRC,NS,-63.5667,44.4667,10,116.6433558
8095,SHEARWATER A,NS,-63.5,44.6333,44,114.5666317
8100,SHEFFIELD MILLS,NS,-64.5,45.1333,30,90.16217999
8108,SPRINGFIELD,NS,-64.85,44.6667,167,118.2772784
8111,SPRUCE HILL LAKE,NS,-63.65,44.5833,108,157.0468686
8114,STELLARTON LOURDES,NS,-62.65,45.5667,11,76.91426921
8116,STILLWATER,NS,-62,45.1833,17,118.4603765
8117,STILLWATER SHERBROOKE,NS,-61.9825,45.1433,14,146.834676
8119,SUMMERVILLE,NS,-64.1833,45.1167,38,93.55516523
8122,SYDNEY A,NS,-60.0481,46.1667,62,108.352802
8126,TATAMAGOUCHE,NS,-63.2333,45.6833,18,118.5339159
8130,TRAFALGAR,NS,-62.6667,45.2833,152,101.4575267
8136,TUSKET,NS,-65.9833,43.8833,9,115.4150849
8138,UPPER STEWIACKE,NS,-63,45.2167,23,94.08899642
8140,WATERVILLE CAMBRIDGE,NS,-64.65,45.05,31,86.59950277
8148,WESTPHAL,NS,-63.5167,44.6833,68,119.8675439
8150,WEYMOUTH FALLS,NS,-65.95,44.4,11,107.2041334
8152,WHITE ROCK,NS,-64.3833,45.05,38,100.9988131
8155,WINDSOR FALMOUTH,NS,-64.1667,44.9833,15,92.44072138
8157,WINDSOR MARTOCK,NS,-64.1667,44.9333,38,102.5517
8159,WRECK COVE BROOK,NS,-60.45,46.5333,76,161.0645788
