history_id,station_name,province,lon,lat,elev (m),annual_pr (mm)
2966,MOUNTAIN VIEW,AB,-113.63,49.127,1339,712
2989,QUEENSTOWN,AB,-112.983,50.6064,940,427
3017,SUFFIELD A,AB,-111.183,50.2667,770,318
3020,TABER,AB,-112.124,49.7919,811,417
3027,UNIVERSITY OF CALGARY,AB,-114.133,51.0833,1112,432
3031,VAUXHALL NORTH,AB,-112.122,50.1825,760,319
3046,SPRINGBANK A,AB,-114.374,51.1031,1201,477
3049,OKOTOKS,AB,-113.961,50.7292,1081,528
3052,ADEN,AB,-111.317,49.05,1036,415
3053,ALTAWAN,AB,-110.014,49.2453,945,313
3067,MANYBERRIES CDA,AB,-110.467,49.1167,934,351
3096,BANFF,AB,-115.567,51.1833,1384,468
3101,BEAVER MINES,AB,-114.177,49.4672,1257,674
3103,BIGHORN DAM,AB,-116.333,52.3167,1341,489
3123,COLEMAN,AB,-114.583,49.6333,1341,568
3135,ELBOW RS,AB,-114.7,50.9,1400,647
3143,GHOST RS,AB,-114.933,51.3,1417,553
3153,JASPER,AB,-118.067,52.8833,1062,397
3159,KANANASKIS,AB,-115.035,51.0275,1391,657
3161,KANANASKIS POCATERRA,AB,-115.12,50.7125,1610,573
3167,LAKE LOUISE,AB,-116.217,51.4333,1524,579
3189,NORDEGG RS,AB,-116.05,52.5,1320,590
3195,PEKISKO,AB,-114.417,50.3667,1439,689
3238,WATERTON RIVER CABIN,AB,-113.833,49.1167,1281,837
3264,ATHABASCA 2,AB,-113.54,54.8217,626,480
3275,BAPTISTE LAKE,AB,-113.533,54.7333,575,468
3286,BRULE BLACK CAT,AB,-117.867,53.35,1036,565
3289,CALLING LAKE RS,AB,-113.183,55.25,598,458
3290,CAMPSIE,AB,-114.678,54.1322,671,466
3307,CROSS LAKE,AB,-113.914,54.6328,655,542
3324,ENTRANCE,AB,-117.7,53.3667,991,508
3336,FORT MCMURRAY A,AB,-111.217,56.65,369,442
3358,HIGHWAY,AB,-115.533,53.9167,823,557
3367,JASPER EAST GATE,AB,-117.817,53.2333,1003,598
3371,KAYBOB 3,AB,-116.631,54.1139,1003,590
3411,PADDLE RIVER,AB,-114.75,54.0333,655,498
3423,ROBB RS,AB,-116.967,53.2333,1130,628
3427,RONAN,AB,-115.25,53.8833,732,542
3441,SHINING BANK,AB,-115.967,53.85,829,531
3476,WHITECOURT A,AB,-115.787,54.1439,782,558
3498,FORT ASSINIBOINE,AB,-114.917,54.3667,671,522
3508,BEAVERLODGE CDA,AB,-119.4,55.2,745,453
3552,ELMWORTH CDA EPF,AB,-119.75,55.1,754,451
3553,EUREKA RIVER,AB,-118.733,56.4833,665,427
3554,FAIRVIEW,AB,-118.383,56.0667,670,452
3566,FORT CHIPEWYAN A,AB,-111.117,58.7667,232,370
3584,GRANDE PRAIRIE A,AB,-118.885,55.1797,669,444
3595,HIGH LEVEL A,AB,-117.165,58.6214,338,385
3644,NOTIKEWIN EAST,AB,-117.567,57.0167,465,386
3651,PEACE RIVER A,AB,-117.447,56.2269,571,390
3682,SIMONETTE,AB,-117.741,54.4247,884,594
3707,VALLEYVIEW RS,AB,-117.267,55.0667,762,496
3710,WABASCA RS,AB,-113.833,55.9667,545,462
3712,WANHAM CDA,AB,-118.383,55.7833,561,465
3734,CLEARDALE,AB,-119.483,56.3333,643,445
3742,COLD LAKE A,AB,-110.283,54.4167,541,433
3752,AMULET,SK,-104.733,49.6167,728,433
3753,ARCOLA CDA EPF,SK,-102.533,49.6333,604,420
3754,ATWATER,SK,-102.217,50.8167,536,437
3758,BALCARRES,SK,-103.617,50.7833,576,409
3759,BANGOR,SK,-102.283,50.9,526,451
3766,BROADVIEW,SK,-102.571,50.3681,600,426
3770,BUFFALO POUND LAKE,SK,-105.383,50.55,588,323
3775,CARLYLE,SK,-102.267,49.6333,631,435
3776,CARNDUFF,SK,-101.75,49.2167,515,506
3783,COTE,SK,-101.783,51.5167,450,454
3786,CUPAR,SK,-104.267,50.85,556,418
3789,DAHINDA,SK,-105.033,49.7333,716,380
3790,DAVIDSON,SK,-105.983,51.2667,619,369
3798,DAVIN 6,SK,-104.15,50.3667,648,529
3800,DILKE,SK,-105.167,50.8667,521,361
3802,DUVAL,SK,-104.867,51.1833,584,413
3806,ESK,SK,-104.85,51.8,542,406
3808,ESTEVAN A,SK,-102.967,49.2167,580,439
3814,FENWOOD,SK,-103.067,51.15,625,473
3815,FERTILE,SK,-101.448,49.3395,511,496
3825,GOOD SPIRIT LAKE,SK,-102.667,51.5,484,483
3830,HANDSWORTH,SK,-102.867,49.8333,678,439
3837,HUMBOLDT,SK,-105.117,52.2667,549,383
3839,INDIAN HEAD CDA,SK,-103.65,50.55,579,429
3840,INDIAN HEAD PFRA,SK,-103.683,50.5,604,420
3844,KELLIHER,SK,-103.753,51.2574,676,474
3847,KIPLING,SK,-102.733,50.2,671,471
3852,KUROKI,SK,-103.45,52,585,465
3854,LAKE ALMA,SK,-104.25,49.0667,724,417
3857,LANGENBURG,SK,-101.717,50.9,517,466
3858,LAST MOUNTAIN CS,SK,-105.25,51.4167,497,380
3863,LEROY,SK,-104.633,52,535,448
3866,LIPTON,SK,-103.767,50.85,602,439
3867,LIPTON 2,SK,-103.889,51.1522,640,478
3869,LUMSDEN,SK,-104.867,50.65,497,375
3872,MACOUN,SK,-103.233,49.2333,571,531
3875,MARGO,SK,-103.333,51.8333,544,412
3877,MARYFIELD,SK,-101.517,49.8333,576,478
3881,MIDALE,SK,-103.4,49.4,582,405
3884,MOOSE JAW A,SK,-105.567,50.3333,577,368
3890,MOOSOMIN,SK,-101.667,50.1333,576,504
3892,MUENSTER,SK,-105,52.3333,580,420
3894,NOKOMIS,SK,-105,51.5167,524,373
3898,ORMISTON,SK,-105.367,49.7167,686,337
3901,OXBOW,SK,-102.117,49.3167,576,435
3904,PARKERVIEW,SK,-103.265,51.4032,637,468
3907,PASWEGIN,SK,-103.917,51.9833,533,462
3914,QUINTON,SK,-104.417,51.35,630,395
3915,RADVILLE,SK,-104.283,49.5,633,475
3918,RAYMORE,SK,-104.583,51.5667,564,372
3928,REGINA CDA,SK,-104.567,50.4,573,374
3931,REGINA GILMOUR,SK,-104.833,50.5667,556,392
3942,ROCANVILLE,SK,-101.55,50.4667,479,448
3947,SEMANS,SK,-104.733,51.4167,562,409
3962,TUGASKE,SK,-106.3,50.8833,607,372
3972,WATROUS,SK,-105.467,51.6667,541,419
3977,WEYBURN,SK,-103.833,49.65,570,425
3979,WHITEWOOD,SK,-102.267,50.35,598,491
3981,WILLMAR,SK,-102.5,49.4167,594,453
3985,WYNYARD,SK,-104.2,51.7667,561,411
3987,YELLOW GRASS,SK,-104.183,49.8167,580,434
3992,YORKTON A,SK,-102.467,51.2667,498,441
3999,ZEHNER,SK,-104.4,50.6333,683,443
4006,ABBEY,SK,-108.783,50.7,695,320
4008,ALSASK HARDENE,SK,-109.85,51.3333,658,303
4009,ANEROID,SK,-107.3,49.7167,754,364
4010,ASSINIBOIA,SK,-105.967,49.7333,724,394
4012,BEECHY,SK,-107.311,50.832,660,356
4021,CHAPLIN,SK,-106.65,50.4667,672,371
4022,CODERRE,SK,-106.367,50.1333,685,380
4026,CYPRESS HILLS,SK,-109.467,49.6667,1196,614
4028,EASTLEIGH,SK,-106.183,50.2833,709,386
4033,ELROSE,SK,-108.033,51.1333,610,382
4034,ESTON,SK,-108.767,51.15,680,304
4040,GOLDEN PRAIRIE,SK,-109.8,50.1833,747,351
4041,GRAVELBOURG,SK,-106.55,49.8833,700,367
4045,GULL LAKE CDA EPF,SK,-108.467,49.95,907,391
4049,HIGH POINT,SK,-107.935,50.9786,647,372
4054,INGEBRIGHT LAKE,SK,-109.35,50.3667,701,323
4056,KINCAID,SK,-107,49.6667,739,358
4057,KLINTONEL,SK,-108.917,49.6833,1074,451
4061,LAFLECHE,SK,-106.567,49.65,750,388
4063,LEADER 2,SK,-109.533,50.8833,674,360
4070,MAPLE CREEK NORTH,SK,-109.467,50,764,381
4078,PALMER,SK,-106.35,49.8667,727,360
4080,PENNANT,SK,-108.233,50.5333,730,344
4086,ROCK POINT,SK,-107.263,51.1539,725,400
4089,SHACKLETON CDA EPF,SK,-108.683,50.6833,709,373
4090,SHAMROCK,SK,-106.717,50.1833,741,358
4093,SHAUNAVON 2,SK,-108.417,49.65,914,385
4094,SHAUNAVON 3,SK,-108.417,49.9,892,390
4095,STEWART VALLEY,SK,-107.8,50.6,727,417
4096,STRONGFIELD,SK,-106.6,51.3333,614,395
4100,SWIFT CURRENT A,SK,-107.683,50.3,817,389
4103,SWIFT CURRENT CDA,SK,-107.733,50.2667,825,357
4108,WOODROW,SK,-106.783,49.5667,730,373
4116,CLAYDON,SK,-109.1,49.1333,975,394
4117,CLIMAX,SK,-108.383,49.2,939,340
4120,CORONACH,SK,-105.517,49.1167,773,431
4122,CORONACH SPC,SK,-105.483,49.05,756,360
4133,FRONTIER,SK,-108.567,49.2,901,367
4136,MANKOTA,SK,-107.024,49.0992,830,353
4145,TREELON,SK,-108.383,49,902,347
4146,VAL-MARIE,SK,-107.848,49.37,808,338
4152,WEST POPLAR RIVER,SK,-106.383,49,876,377
4162,BICKLEIGH,SK,-108.407,51.2944,676,371
4163,BIGGAR,SK,-107.983,52.0667,671,362
4164,BUTTE ST PIERRE,SK,-109.2,53.45,572,378
4178,HILLMOND,SK,-109.723,53.4422,584,405
4181,KERROBERT,SK,-109.048,51.9717,666,338
4184,KINDERSLEY A,SK,-109.183,51.5167,694,335
4200,NORTH BATTLEFORD A,SK,-108.256,52.7719,548,367
4217,SCOTSTOWN,SK,-109.4,52.3833,685,368
4218,SCOTT CDA,SK,-108.835,52.3597,660,364
4230,WASECA,SK,-109.404,53.1309,638,432
4240,CAMEO,SK,-106.55,53.2833,488,429
4254,HAFFORD,SK,-107.367,52.7167,587,368
4257,HARRIS,SK,-107.583,51.7333,578,394
4266,LENEY,SK,-107.517,51.8833,556,321
4272,MELFORT CDA,SK,-104.6,52.8167,480,404
4280,OUTLOOK PFRA,SK,-107.05,51.4833,541,348
4282,PILGER,SK,-105.15,52.4167,552,439
4285,PRINCE ALBERT A,SK,-105.667,53.2167,428,423
4305,SASKATOON SRC,SK,-106.6,52.15,497,366
4307,SASKATOON WATER TP,SK,-106.683,52.1167,483,354
4326,BIG RIVER,SK,-107.033,53.8333,503,443
4332,BUFFALO NARROWS A,SK,-108.433,55.8333,434,454
4337,CIGAR LAKE,SK,-104.483,58.0833,467,511
4357,ISLAND FALLS,SK,-102.35,55.5333,299,501
4363,KEY LAKE,SK,-105.617,57.25,509,482
4369,LA RONGE A,SK,-105.267,55.15,379,499
4373,LOON LAKE CDA EPF,SK,-109.1,54.05,543,421
4378,MEADOW LAKE A,SK,-108.517,54.1333,481,419
4400,WASKESIU LAKE,SK,-106.083,53.9167,532,448
4401,WHITESAND DAM,SK,-103.15,56.2333,344,522
4407,AYLSHAM,SK,-103.8,53.2,362,465
4408,CHOICELAND,SK,-104.483,53.5,442,458
4409,CODETTE ELKHORN,SK,-104.167,53.25,398,459
4416,LOST RIVER,SK,-104.333,53.2833,375,453
4418,NIPAWIN A,SK,-104,53.3333,372,436
4454,MCKAGUE 2,SK,-103.833,52.5833,543,463
4456,PELLY,SK,-101.867,52.0833,509,556
4457,PELLY 2,SK,-101.9,51.7333,499,529
4459,PORCUPINE PLAIN,SK,-103.15,52.65,465,454
4466,BALDUR,MB,-99.2924,49.2764,450,542
4470,BELMONT,MB,-99.45,49.3,482,560
4471,BINSCARTH,MB,-101.267,50.5833,526,498
4473,BIRTLE,MB,-101.05,50.4333,522,487
4474,BOGGY CREEK,MB,-101.391,51.5386,609,524
4475,BRANDON A,MB,-99.9519,49.91,409,468
4477,BRANDON CDA,MB,-99.9833,49.8667,363,472
4489,CYPRESS RIVER,MB,-99.0833,49.55,374,536
4491,DELORAINE,MB,-100.5,49.1833,501,470
4501,ELKHORN 2 EAST,MB,-101.203,49.9267,498,526
4506,HAMIOTA 2,MB,-100.6,50.1833,520,492
4520,MINNEDOSA,MB,-99.8333,50.2667,521,484
4524,OAKNER,MB,-100.633,50.1,503,493
4526,PIERSON,MB,-101.267,49.1833,469,456
4531,PORTAGE SOUTHPORT A,MB,-98.2667,49.9,270,524
4532,PORTAGE LA PRAIRIE CDA,MB,-98.2667,49.95,259,565
4533,PORTAGE LA PRAIRIE 2,MB,-98.3167,49.9833,261,507
4546,ROSSBURN,MB,-100.817,50.6667,590,517
4548,RUSSELL,MB,-101.283,50.7667,567,484
4550,ST ALPHONSE,MB,-99.0167,49.45,403,546
4552,SANDY LAKE,MB,-100.1,50.5,625,489
4561,SOMERSET,MB,-98.6167,49.45,488,550
4565,STRATHCLAIR,MB,-100.4,50.4,579,472
4575,TURTLE MOUNTAIN 6,MB,-100.317,49.3,503,504
4578,VIRDEN,MB,-100.95,49.8333,445,472
4581,WASAGAMING,MB,-99.9419,50.655,627,524
4588,RIVERS PETTAPIECE,MB,-100.179,50.1082,488,491
4590,ROSSBURN 4 NORTH,MB,-100.817,50.75,610,545
4592,ALTONA,MB,-97.55,49.1,248,548
4600,CARMAN,MB,-98.15,49.4333,282,527
4609,DEERWOOD,MB,-98.3167,49.4,338,572
4615,ELM CREEK,MB,-98.0167,49.7167,252,544
4616,EMERSON,MB,-97.1833,49.0333,238,570
4619,FANNYSTELLE,MB,-97.8667,49.8,244,506
4623,GLENLEA,MB,-97.1167,49.65,234,540
4627,GREEN RIDGE,MB,-96.9833,49.1667,252,539
4629,GROSSE ISLE,MB,-97.4333,50.05,245,490
4632,HOLLAND,MB,-98.875,49.6061,375,521
4635,KILLARNEY,MB,-99.65,49.1833,496,503
4644,MARQUETTE,MB,-97.8071,50.0134,244,543
4647,MIAMI ORCHARD,MB,-98.2833,49.3667,330,541
4648,MIAMI THIESSEN,MB,-98.25,49.45,297,564
4651,MORDEN CDA,MB,-98.0833,49.1833,298,540
4656,MORRIS 2,MB,-97.4833,49.4333,238,544
4657,MYRTLE,MB,-97.7833,49.4,248,548
4658,MYRTLE 2,MB,-97.7667,49.3333,252,588
4663,NIVERVILLE,MB,-97.05,49.6,237,488
4664,OAKBANK,MB,-96.85,49.9333,246,641
4666,PEACE GARDENS,MB,-100.05,49,693,602
4674,PILOT MOUND (AUT),MB,-98.9049,49.191,470,501
4677,PINEY,MB,-96.0058,49.0309,326,611
4678,PLUM COULEE,MB,-97.8,49.05,265,536
4679,RATHWELL,MB,-98.55,49.6833,324,517
4690,ST CLAUDE,MB,-98.3667,49.65,311,547
4694,ST LABRE,MB,-96.035,49.3525,352,678
4700,SELKIRK,MB,-96.8681,50.1672,226,487
4702,SPERLING,MB,-97.7,49.5,243,526
4704,SPRAGUE,MB,-95.6,49.0167,329,612
4705,STARBUCK,MB,-97.6167,49.7333,238,558
4706,STEINBACH,MB,-96.7667,49.5333,254,551
4707,STONEWALL,MB,-97.3333,50.1167,252,535
4709,STONY MOUNTAIN,MB,-97.1667,50.1167,236,534
4715,TURTLE MOUNTAIN 11,MB,-100.117,49.1333,579,527
4763,ARBORG,MB,-97.0833,50.9333,224,514
4766,BEAUSEJOUR 2,MB,-96.4667,50.0333,251,562
4772,BISSETT,MB,-95.7,51.0333,259,558
4781,FISHER BRANCH,MB,-97.55,51.1,247,532
4782,FISHER BRANCH SOUTH,MB,-97.5283,51.0528,259,503
4796,GRAND RAPIDS HYDRO,MB,-99.2833,53.1581,223,508
4797,GREAT FALLS,MB,-96,50.4667,249,461
4802,HODGSON 2,MB,-97.4651,51.1861,232,587
4804,INDIAN BAY,MB,-95.1972,49.6239,327,627
4810,NARCISSE,MB,-97.65,50.6667,271,505
4814,PINAWA WNRE,MB,-96.0583,50.1806,267,599
4815,PINE DOCK,MB,-96.8,51.6333,220,626
4816,PINE FALLS,MB,-96.2167,50.5667,231,524
4827,OSTENFELD,MB,-96.4833,49.8167,274,619
4830,ALONSA,MB,-99.05,50.8333,274,573
4832,ASHERN,MB,-98.3667,51.1333,263,485
4838,BEAVER,MB,-98.7,50.05,268,553
4843,DAUPHIN A,MB,-100.05,51.1,305,492
4848,DELTA MARSH CS,MB,-98.3822,50.1826,248,526
4859,GILBERT PLAINS,MB,-100.467,51.1,404,522
4862,COWAN,MB,-100.65,52.0333,366,635
4870,GRASS RIVER,MB,-98.9667,50.5167,270,494
4882,LANGRUTH,MB,-98.55,50.4,250,547
4885,LUNDAR,MB,-97.9333,50.75,267,471
4888,MACDONALD,MB,-98.5,50.1667,250,507
4892,MAFEKING,MB,-101.098,52.6664,325,662
4905,NEEPAWA WATER,MB,-99.4667,50.2167,358,509
4909,OCHRE RIVER,MB,-99.7833,51.0667,280,538
4919,ST AMBROISE,MB,-98.0333,50.2333,252,496
4921,STE ROSE,MB,-99.3833,51.0333,274,489
4924,SWAN RIVER,MB,-101.217,52.05,347,512
4925,SWAN RIVER 2,MB,-101.183,51.9833,412,537
4927,VOGAR,MB,-98.75,50.9167,250,506
4928,MCCREARY,MB,-99.53,50.7119,351,553
4938,FLIN FLON,MB,-101.883,54.7667,320,481
4939,FLIN FLON A,MB,-101.683,54.6833,304,485
4945,PASQUIA PROJECT,MB,-101.533,53.7167,262,420
4947,THE PAS A,MB,-101.1,53.9667,270,461
4954,BROCHET A,MB,-101.681,57.8862,346,468
4957,CHURCHILL A,MB,-94.0664,58.7392,29,432
4966,CROSS LAKE JENPEG,MB,-98.0303,54.5397,219,446
4970,GILLAM A,MB,-94.7106,56.3575,145,498
4976,ISLAND LAKE A,MB,-94.65,53.85,236,560
4988,LYNN LAKE A,MB,-101.076,56.8639,357,489
5018,THOMPSON A,MB,-97.8625,55.8033,224,526
5029,NORWAY HOUSE A,MB,-97.85,53.95,224,519
5030,NORWAY HOUSE FORESTRY,MB,-97.8,54,217,465
5034,BIG TROUT LAKE,ON,-89.8667,53.8333,224,598
5039,EAR FALLS,ON,-93.2167,50.6333,361,678
5044,LANSDOWNE HOUSE,ON,-87.8833,52.2333,255,682
5052,PICKLE LAKE (AUT),ON,-90.2178,51.4492,391,685
5060,RED LAKE A,ON,-93.7931,51.0669,386,673
5072,BARWICK,ON,-93.9667,48.6333,335,690
5080,FORT FRANCES,ON,-93.4167,48.6167,343,720
5081,FORT FRANCES A,ON,-93.4333,48.65,342,734
5085,MINE CENTRE,ON,-92.6167,48.7667,343,756
5090,SLEEMAN,ON,-94.4167,48.7167,335,681
5098,DRYDEN,ON,-92.8333,49.7833,372,709
5099,DRYDEN A,ON,-92.75,49.8333,413,715
5110,KENORA A,ON,-94.3653,49.7903,410,688
5117,RAWSON LAKE,ON,-93.7167,49.65,358,720
5123,SIOUX LOOKOUT A,ON,-91.9,50.1167,383,753
5138,ARMSTRONG (AUT),ON,-88.9053,50.2936,323,735
5147,CAMERON FALLS,ON,-88.35,49.15,229,829
5157,GERALDTON A,ON,-86.9306,49.7828,348,762
5163,FLINT,ON,-89.6833,48.35,274,762
5182,MANITOUWADGE,ON,-85.8,49.15,332,865
5224,THUNDER BAY A,ON,-89.3272,48.3694,199,701
5239,WHITEFISH LAKE,ON,-89.9167,48.2833,399,835
5243,THUNDER BAY WPCP,ON,-89.2333,48.4,184,714
5263,HORNEPAYNE,ON,-84.8,49.2333,329,697
5281,SAULT STE MARIE 2,ON,-84.3333,46.5333,212,1000
5283,SAULT STE MARIE A,ON,-84.5094,46.4833,192,897
5296,WAWA A,ON,-84.7833,47.9667,287,974
5300,BISCOTASING,ON,-82.1,47.3,407,811
5304,CHAPLEAU A,ON,-83.3467,47.82,448,814
5308,CONISTON STP,ON,-80.85,46.4833,268,827
5316,MASSEY,ON,-82.0247,46.1931,200,913
5320,MONETVILLE,ON,-80.307,46.1425,221,962
5329,SUDBURY A,ON,-80.7978,46.6256,348,886
5333,TURBINE,ON,-81.5667,46.3833,206,838
5340,COCHRANE,ON,-81.0333,49.0667,275,910
5346,EARLTON A,ON,-79.85,47.7,243,805
5348,ENGLEHART,ON,-79.9,47.8167,252,866
5356,IROQUOIS FALLS,ON,-80.6667,48.75,259,785
5357,ISLAND FALLS,ON,-81.3833,49.5833,213,788
5358,KAPUSKASING CDA,ON,-82.4333,49.4,218,837
5359,KAPUSKASING A,ON,-82.4675,49.4139,227,850
5364,KIRKLAND LAKE,ON,-80,48.15,324,871
5370,MATTICE TCPL,ON,-83.1667,49.6,233,840
5375,MOOSONEE UA,ON,-80.65,51.2667,10,711
5386,PORCUPINE ONT HYDRO,ON,-81.2667,48.4667,299,859
5390,SMOKY FALLS,ON,-82.1667,50.0667,183,813
5393,TIMMINS VICTOR POWER A,ON,-81.3767,48.5697,295,853
5406,CRYSTAL FALLS,ON,-79.8667,46.45,227,909
5408,DWIGHT,ON,-78.9,45.3833,404,1182
5409,FRENCH R CHAUDIERE DAM,ON,-80.0167,46.1333,198,934
5413,MADAWASKA,ON,-77.9833,45.5,316,833
5418,NORTH BAY A,ON,-79.4228,46.3636,370,1004
5431,GORE BAY A,ON,-82.5667,45.8833,194,825
5440,SOUTH BAYMOUTH,ON,-82.0167,45.5833,182,850
5449,ARNPRIOR GRANDON,ON,-76.3667,45.4167,107,785
5453,AVONMORE,ON,-74.9708,45.17,91,993
5461,BROCKVILLE PCC,ON,-75.6667,44.6,96,992
5467,CATARAQUI TS,ON,-76.6167,44.3667,145,958
5468,CHALK RIVER AECL,ON,-77.3667,46.05,122,850
5469,CHATS FALLS,ON,-76.2333,45.4667,94,776
5470,CHENAUX,ON,-76.6833,45.5833,84,823
5474,CLAYBANK,ON,-76.4,45.4167,107,796
5477,COMBERMERE,ON,-77.6167,45.3667,287,848
5480,CORNWALL,ON,-74.7489,45.0156,64,985
5484,CORNWALL ONT HYDRO,ON,-74.8,45.0333,76,960
5490,DALHOUSIE MILLS,ON,-74.4667,45.3167,69,1052
5504,GLENBURNIE,ON,-76.5,44.3333,114,1025
5505,GLEN GORDON,ON,-74.5333,45.1667,53,950
5511,DRUMMOND CENTRE,ON,-76.2528,45.0322,145,904
5515,HARTINGTON IHD,ON,-76.6903,44.4281,160,965
5519,KEMPTVILLE,ON,-75.6333,45,99,922
5524,KINGSTON A,ON,-76.5967,44.2186,92,962
5531,KINGSTON PUMPING STATION,ON,-76.4806,44.2439,77,924
5539,LYNDHURST SHAWMERE,ON,-76.0833,44.5167,87,974
5553,MORRISBURG,ON,-75.1883,44.9236,82,980
5570,OTTAWA CDA,ON,-75.7167,45.3833,79,892
5595,PETAWAWA A,ON,-77.3167,45.95,130,792
5596,PETAWAWA NAT FORESTRY,ON,-77.4333,45.9833,183,836
5599,PURDY,ON,-77.7167,45.3167,491,851
5601,RENFREW,ON,-76.7,45.4833,130,810
5619,RUSSELL,ON,-75.3595,45.2628,76,945
5620,ST. ALBERT,ON,-75.0636,45.2872,80,1072
5628,SOUTH MOUNTAIN,ON,-75.4833,44.9667,85,913
5646,ALLISTON NELSON,ON,-79.8722,44.1514,221,838
5657,BARRIE WPCC,ON,-79.6897,44.3758,221,945
5659,BEATRICE 2,ON,-79.4,45.1333,297,1207
5681,CHATSWORTH,ON,-80.9056,44.395,305,1150
5684,COLDWATER WARMINSTER,ON,-79.5389,44.6311,285,1037
5690,COOKSTOWN,ON,-79.6947,44.2067,244,827
5694,DUNCHURCH,ON,-79.8833,45.6167,268,1136
5695,DURHAM,ON,-80.8167,44.1833,384,1069
5698,ESSA ONT HYDRO,ON,-79.8167,44.35,216,867
5705,HANOVER,ON,-81.0058,44.1164,270,1060
5714,HUNTSVILLE WPCP,ON,-79.1667,45.35,321,1008
5729,MIDHURST,ON,-79.7667,44.45,226,899
5730,MIDLAND WATER POLLUTION CONTROL PLANT,ON,-79.8753,44.7578,180,1015
5735,MUSKOKA A,ON,-79.3,44.9667,282,1056
5743,ORILLIA TS,ON,-79.4167,44.6167,220,1014
5747,OWEN SOUND MOE,ON,-80.9333,44.5833,179,1092
5759,POWASSAN,ON,-79.25,46.1167,274,954
5761,PRICEVILLE,ON,-80.6378,44.2036,472,1045
5762,PROTON STATION,ON,-80.5167,44.1667,480,1088
5773,SHANTY BAY,ON,-79.6328,44.3995,250,973
5793,UDORA,ON,-79.1614,44.2625,262,880
5808,WIARTON A,ON,-81.1072,44.7458,222,1030
5820,THORNBURY SLAMA,ON,-80.4853,44.5736,213,955
5828,BLYTH,ON,-81.3836,43.7183,351,1177
5829,BRUCEFIELD,ON,-81.55,43.55,259,1000
5841,COURTRIGHT,ON,-82.4517,42.7639,186,859
5845,EXETER,ON,-81.5,43.35,262,984
5863,LUCKNOW,ON,-81.5,43.95,290,1107
5870,PAISLEY,ON,-81.3667,44.2667,244,1161
5873,PETROLIA TOWN,ON,-82.1667,42.8833,201,920
5880,SARNIA AIRPORT,ON,-82.3047,42.9922,181,843
5897,WROXETER,ON,-81.1522,43.8633,335,994
5900,THEDFORD,ON,-81.8558,43.1756,200,973
5901,AMHERSTBURG,ON,-83.0945,42.1034,182,938
5917,CHATHAM WPCP,ON,-82.2153,42.39,180,870
5921,DELHI CDA,ON,-80.55,42.8667,232,964
5923,DRESDEN,ON,-82.1833,42.5833,183,828
5926,DUNNVILLE PUMPING STN,ON,-79.6167,42.8333,175,899
5934,FORT ERIE,ON,-78.9667,42.8833,180,1030
5942,HAGERSVILLE,ON,-80.0667,42.9667,221,908
5944,HARROW CDA,ON,-82.9,42.0333,191,901
5948,KINGSVILLE MOE,ON,-82.6739,42.0431,200,862
5958,NEW GLASGOW,ON,-81.6361,42.5145,198,908
5959,NIAGARA FALLS,ON,-79.0833,43.1333,183,949
5977,PORT COLBORNE,ON,-79.25,42.8833,175,979
5980,PORT DALHOUSIE,ON,-79.2667,43.1833,91,892
5983,PORT STANLEY,ON,-81.2167,42.6667,183,976
5992,RIDGEVILLE,ON,-79.325,43.0417,236,849
5996,ST CATHARINES A,ON,-79.1667,43.2,98,874
6000,ST CATHARINES POWER GLEN,ON,-79.25,43.1167,122,850
6003,ST THOMAS WPCP,ON,-81.205,42.7683,209,982
6004,ST WILLIAMS,ON,-80.45,42.7,213,1015
6018,TILLSONBURG WWTP,ON,-80.7217,42.8553,213,981
6022,VINELAND RITTENHOUSE,ON,-79.4167,43.1667,95,869
6023,VINELAND STATION,ON,-79.4,43.1833,79,838
6027,WALLACEBURG,ON,-82.4,42.5833,177,828
6032,WATERFORD,ON,-80.2333,42.8833,223,939
6033,WELLAND,ON,-79.2611,42.9925,175,974
6038,WINDSOR A,ON,-82.9556,42.2756,190,927
6063,BRANTFORD MOE,ON,-80.2333,43.1333,196,843
6068,CAMBRIDGE GALT MOE,ON,-80.3167,43.3333,268,889
6069,CAMBRIDGE-STEWART,ON,-80.3,43.35,289,983
6074,CULLODEN EASEY,ON,-80.8467,42.8895,280,1042
6077,DORCHESTER,ON,-81.0328,43.002,271,1090
6087,FERGUS SHAND DAM,ON,-80.3303,43.7347,418,950
6088,FERGUS MOE,ON,-80.3789,43.7017,396,913
6089,FOLDENS,ON,-80.7808,43.0184,328,953
6092,GLEN ALLAN,ON,-80.7103,43.6839,400,983
6108,ILDERTON BEAR CREEK,ON,-81.4333,43.05,267,1009
6124,LONDON SHARON DRIVE,ON,-81.2833,43.0333,274,1008
6132,MONTICELLO,ON,-80.4,43.9667,482,975
6145,PRESTON,ON,-80.4167,43.4,291,939
6151,ROSEVILLE,ON,-80.4736,43.3536,328,924
6156,SCOTLAND,ON,-80.4278,43.0008,247,970
6159,STRATFORD WWTP,ON,-81.0047,43.3689,345,1044
6161,STRATHROY,ON,-81.65,42.95,229,949
6168,WATERLOO WPCP,ON,-80.5167,43.4833,328,927
6169,WATERLOO WELLINGTON A,ON,-80.3833,43.45,317,904
6172,WESTMINSTER TWP WPCP,ON,-81.2167,42.9167,259,953
6173,WOODSTOCK,ON,-80.7706,43.1361,282,941
