history_id,station_name,province,lon,lat,elev (m),annual_pr (mm)
6182,ALBION,ON,-79.8333,43.9333,274,828
6183,ALBION FIELD CENTRE,ON,-79.8333,43.9167,282,790
6192,BELLEVILLE,ON,-77.3947,44.1506,76,881
6196,BLOOMFIELD,ON,-77.2167,43.9833,91,982
6200,BOWMANVILLE MOSTERT,ON,-78.6667,43.9167,99,846
6216,BURKETON MCLAUGHLIN,ON,-78.8,44.0333,312,906
6222,BURLINGTON TS,ON,-79.8333,43.3333,99,857
6230,CAMPBELLFORD,ON,-77.8,44.3,146,834
6236,CENTREVILLE,ON,-76.9078,44.4034,150,968
6239,CLAREMONT,ON,-79.0667,43.95,175,847
6244,COBOURG STP,ON,-78.1833,43.9667,79,870
6248,COLD CREEK,ON,-79.7,43.9167,251,783
6252,CRESSY,ON,-76.85,44.1,84,940
6257,FRANKFORD MOE,ON,-77.6,44.2333,114,853
6258,FRENCHMANS BAY,ON,-79.0833,43.8167,76,849
6262,GEORGETOWN WWTP,ON,-79.8792,43.64,221,847
6263,GLEN HAFFY MONO MILLS,ON,-79.95,43.9333,434,907
6273,HAMILTON A,ON,-79.9342,43.1717,238,895
6276,HAMILTON MUNICIPAL LAB,ON,-79.7667,43.25,76,853
6277,HAMILTON PSYCH HOSPITAL,ON,-79.9,43.2333,198,904
6278,HAMILTON RBG,ON,-79.8833,43.2833,102,871
6284,HEART LAKE,ON,-79.7833,43.7333,259,802
6298,KING SMOKE TREE,ON,-79.5167,44.0167,352,852
6300,LAKEVIEW MOE,ON,-79.5667,43.5667,76,764
6320,MILLGROVE,ON,-79.9667,43.3167,255,937
6336,ORANGEVILLE MOE,ON,-80.0864,43.9184,412,899
6338,ORONO,ON,-78.6167,43.9667,148,838
6344,OSHAWA WPCP,ON,-78.8333,43.8667,84,863
6395,PICTON,ON,-77.1333,44.0167,76,929
6397,PINE GROVE,ON,-79.5833,43.8,183,798
6403,PORT HOPE,ON,-78.2833,43.95,81,812
6407,RICHMOND HILL,ON,-79.4478,43.8772,240,874
6413,SANDHILL,ON,-79.8081,43.8081,270,890
6416,SHARON,ON,-79.4333,44.1,262,781
6435,THORNHILL GRANDVIEW,ON,-79.4167,43.8,199,844
6436,TORONTO,ON,-79.4,43.6667,113,817
6441,TORONTO ASHBRIDGES BAY,ON,-79.3167,43.6667,74,794
6466,TORONTO ELLESMERE,ON,-79.2667,43.7667,164,776
6479,TORONTO ISLAND A,ON,-79.395,43.6286,77,758
6520,TRENTON A,ON,-77.5333,44.1167,86,886
6522,TRENTON ONT HYDRO,ON,-77.6,44.1333,88,877
6528,TYRONE,ON,-78.7333,44.0167,206,939
6542,WOODBRIDGE,ON,-79.6,43.7833,164,779
6548,MOUNTAINVIEW,ON,-77.3017,44.052,108,956
6551,TORONTO BUTTONVILLE A,ON,-79.37,43.8622,198,865
6555,OAKVILLE SOUTHEAST WPCP,ON,-79.6333,43.4833,87,802
6575,HALIBURTON A,ON,-78.5833,45,320,987
6577,HALIBURTON 3,ON,-78.5311,45.0322,330,1091
6585,LINDSAY FROST,ON,-78.7403,44.3384,262,895
6588,MINDEN,ON,-78.7167,44.9333,274,1039
6596,PETERBOROUGH A,ON,-78.3667,44.2333,191,836
6599,PETERBOROUGH DOBBIN TS,ON,-78.4,44.3167,244,885
6601,PETERBOROUGH STP,ON,-78.3167,44.2833,192,839
6603,PETERBOROUGH TRENT U,ON,-78.3,44.3667,198,849
6622,BERTHIERVILLE,QC,-73.1833,46.05,12,1000
6627,CHARLESBOURG PARC ORLEAN,QC,-71.2667,46.8667,114,1336
6631,COTEAU DU LAC,QC,-74.1667,45.3167,49,972
6634,DESCHAMBAULT,QC,-71.9167,46.6667,15,1138
6638,DONNACONA 2,QC,-71.7333,46.6833,46,1113
6641,HEROUXVILLE,QC,-72.6,46.6667,145,1047
6646,JOLIETTE VILLE,QC,-73.4333,46.0167,56,1017
6654,LES CEDRES,QC,-74.05,45.3,47,949
6658,LOUISEVILLE,QC,-73.0167,46.2667,45,987
6659,MASCOUCHE,QC,-73.6,45.75,15,990
6663,OKA,QC,-74.0667,45.5,91,1062
6667,QUEBEC/JEAN LESAGE INTL A,QC,-71.3833,46.8,74,1203
6669,RIGAUD,QC,-74.3667,45.5,46,977
6673,RIVIERE VERTE OUEST,QC,-71.8333,46.9833,213,1448
6674,ST ALBAN,QC,-72.0833,46.7167,76,1107
6675,ST ALEXIS DES MONTS,QC,-73.15,46.5333,183,1061
6676,STE ANNE DE LA PERADE,QC,-72.2333,46.5833,16,1119
6678,STE BEATRIX,QC,-73.6,46.2,198,1086
6680,STE CATHERINE,QC,-71.6167,46.85,152,1270
6681,ST CHARLES DE MANDEVILLE,QC,-73.35,46.35,168,1022
6683,STE CHRISTINE,QC,-71.9167,46.8167,152,1219
6685,ST COME,QC,-73.75,46.2833,244,1079
6686,ST DONAT,QC,-74.2,46.3167,389,1114
6691,ST JACQUES,QC,-73.5833,45.95,69,995
6692,ST JANVIER,QC,-73.8833,45.7333,61,1017
6699,ST NARCISSE,QC,-72.4333,46.5333,46,1049
6703,STE THERESE OUEST,QC,-73.8833,45.65,61,1060
6709,SHAWINIGAN,QC,-72.75,46.5667,122,999
6726,TROIS RIVIERES AQUEDUC,QC,-72.6167,46.3833,55,1110
6729,LAC AUX SABLES,QC,-72.4,46.8667,160,1116
6737,ARTHABASKA,QC,-71.95,46.0167,140,1158
6744,BEAUSEJOUR,QC,-71.1667,46.6667,107,1247
6745,BECANCOUR,QC,-72.4333,46.3333,15,1044
6747,BISHOPTON,QC,-71.5667,45.5833,213,1036
6750,BONSECOURS,QC,-72.2667,45.4,297,1208
6753,BROME,QC,-72.5667,45.1833,206,1288
6755,BROMPTONVILLE,QC,-71.95,45.4833,130,1109
6762,CHARTIERVILLE,QC,-71.2,45.2833,518,1185
6765,COATICOOK,QC,-71.8,45.15,259,1125
6772,DISRAELI,QC,-71.3167,45.9167,350,1189
6774,DRUMMONDVILLE,QC,-72.4833,45.8833,82,1077
6784,FARNHAM,QC,-72.9,45.3,68,1116
6786,FLEURY,QC,-73,45.8,31,1086
6787,FORTIERVILLE,QC,-72.05,46.4833,53,1106
6792,GARTHBY,QC,-71.3833,45.8333,251,1148
6794,GEORGEVILLE,QC,-72.2333,45.1333,267,1230
6795,GRANBY,QC,-72.7167,45.3833,175,1205
6800,HEMMINGFORD FOUR WINDS,QC,-73.7167,45.0667,61,927
6802,HUNTINGDON,QC,-74.1667,45.05,49,1016
6804,IBERVILLE,QC,-73.25,45.3333,31,1046
6814,LAC MEGANTIC 2,QC,-70.8667,45.6,426,1049
6817,LAMBTON,QC,-71.0833,45.8333,366,1128
6819,LAPRAIRIE,QC,-73.4333,45.3833,30,914
6822,LAURIERVILLE,QC,-71.6667,46.3333,152,1148
6823,LAUZON,QC,-71.1,46.8167,69,1181
6826,LENNOXVILLE,QC,-71.8236,45.3689,181,1026
6827,LINGWICK,QC,-71.3667,45.6333,267,1194
6829,MAGOG,QC,-72.1167,45.2667,274,1133
6833,MARIEVILLE,QC,-73.1333,45.4,38,1069
6839,MILAN,QC,-71.1167,45.5833,482,1304
6845,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QC,-73.75,45.4667,36,985
6848,MONTREAL JAR BOT,QC,-73.55,45.5667,46,1031
6852,MONTREAL MCGILL,QC,-73.5833,45.5,57,1024
6856,NICOLET,QC,-72.6167,46.2,30,933
6859,NOTRE DAME DES BOIS,QC,-71.0833,45.4,503,1338
6860,ORMSTOWN,QC,-74.05,45.1167,46,958
6861,PHILIPSBURG,QC,-73.0833,45.0333,53,1065
6863,PIERREVILLE,QC,-72.8333,46.0833,15,987
6869,RICHMOND,QC,-72.1333,45.6333,123,1166
6870,RIVIERE DES PRAIRIES,QC,-73.5,45.7,9,983
6875,SABREVOIS,QC,-73.2,45.2167,38,1022
6879,ST AMABLE,QC,-73.3,45.6667,41,999
6880,ST ANICET,QC,-74.35,45.1333,53,985
6883,ST BENOIT LABRE,QC,-70.8,46.05,305,1139
6884,ST BERNARD DE LACOLLE,QC,-73.3833,45.0833,49,980
6889,STE CLOTHILDE CDA,QC,-73.6833,45.1667,56,981
6892,ST COME DE LINIERE,QC,-70.5167,46.05,244,1016
6898,ST EPHREM,QC,-70.9667,46.0667,312,1087
6899,ST FERDINAND,QC,-71.5833,46.1,297,1204
6900,ST FLAVIEN,QC,-71.5667,46.4833,137,1126
6904,ST GEDEON,QC,-70.6167,45.8667,282,968
6905,STE GENEVIEVE,QC,-73.85,45.5,23,963
6906,ST GEORGES,QC,-70.7,46.15,168,1002
6907,ST GUILLAUME,QC,-72.7667,45.8833,44,1013
6911,MONTREAL/ST-HUBERT A,QC,-73.4167,45.5167,27,1020
6915,ST HYACINTHE 2,QC,-72.9167,45.5667,33,1050
6925,ST LUDGER,QC,-70.6833,45.75,335,1047
6926,STE MADELEINE,QC,-73.1333,45.6167,30,1043
6927,ST MALO D AUCKLAND,QC,-71.5,45.2,564,1255
6928,STE MARTINE,QC,-73.85,45.2167,38,970
6931,ST NAZAIRE,QC,-72.6167,45.7333,69,1104
6932,ST ODILON,QC,-70.65,46.35,358,1168
6934,ST PIERRE DE BROUGHTON,QC,-71.2167,46.25,366,1212
6935,ST PROSPER,QC,-70.5,46.2167,282,1093
6936,ST REMI,QC,-73.6,45.2833,53,1000
6940,ST SEBASTIEN,QC,-70.95,45.7667,442,1209
6942,ST SEVERIN,QC,-71.05,46.3333,442,1239
6945,ST THEOPHILE,QC,-70.4833,45.9333,395,963
6948,ST WENCESLAS,QC,-72.3333,46.1667,84,980
6949,ST ZACHARIE,QC,-70.3833,46.1167,480,1207
6952,SAWYERVILLE NORD,QC,-71.5333,45.3667,346,1152
6953,SCOTT,QC,-71.0833,46.5,145,1112
6957,SHERBROOKE A,QC,-71.6833,45.4333,241,1106
6960,SOREL,QC,-73.1167,46.0333,15,1013
6964,STANSTEAD,QC,-72.1,45.0167,320,1124
6966,SUTTON,QC,-72.6833,45.0667,244,1329
6970,THETFORD MINES,QC,-71.35,46.1,381,1283
6974,VALLEE JONCTION,QC,-70.9333,46.3833,152,1053
6975,VALLEYFIELD,QC,-74.1,45.2833,46,944
6978,VERCHERES,QC,-73.3667,45.7667,21,982
6984,WEST DITTON,QC,-71.3,45.4,512,1291
6988,DAVELUYVILLE,QC,-72.2,46.1833,84,1031
6993,ST CAMILLE WOLFE,QC,-71.7333,45.6667,268,1166
6997,ANGERS,QC,-75.55,45.55,91,982
6998,ARUNDEL,QC,-74.6167,45.95,191,1076
7003,BELL FALLS,QC,-74.6833,45.7667,122,1030
7009,CHELSEA,QC,-75.7833,45.5167,113,987
7010,CHENEVILLE,QC,-75.0833,45.9,223,1059
7019,HARRINGTON FOREST FARM,QC,-74.6333,45.85,183,1093
7023,LACHUTE,QC,-74.3333,45.65,91,1128
7028,LA MACAZA,QC,-74.7667,46.3667,244,1029
7033,LUSKVILLE,QC,-76.05,45.5333,69,935
7035,MANIWAKI UA,QC,-76.0061,46.3018,189,910
7041,MONTEBELLO (SEDBERGH),QC,-74.9333,45.7,197,1161
7044,MONT LAURIER,QC,-75.55,46.5667,244,991
7046,NOMININGUE,QC,-75.0833,46.4,274,1061
7048,NOTRE DAME DU LAUS,QC,-75.6333,46.1167,213,972
7049,OTTER LAKE,QC,-76.4333,45.85,213,1032
7050,PERKINS,QC,-75.6167,45.6,152,987
7051,POINTE AU CHENE,QC,-74.8,45.65,51,959
7053,STE AGATHE DES MONTS,QC,-74.2833,46.05,395,1161
7056,STE ANNE DU LAC,QC,-75.3333,46.85,262,1058
7059,ST HIPPOLYTE,QC,-74,45.9833,366,1152
7060,ST JEROME,QC,-74.05,45.8,170,1036
7062,SHAWVILLE,QC,-76.4667,45.6167,168,868
7064,SHEENBORO,QC,-77.25,45.9667,137,848
7068,WAKEFIELD,QC,-75.9,45.6,152,997
7069,WALTHAM,QC,-76.9167,45.9167,113,913
7071,WRIGHT,QC,-76.05,46.0667,142,952
7075,BAIE-COMEAU A,QC,-68.2,49.1333,22,994
7079,BAIE ST PAUL,QC,-70.5,47.4167,32,954
7085,LOURDES DE BLANC SABLON A,QC,-57.1833,51.45,37,1049
7090,BAIE JOHAN BEETZ,QC,-62.8,50.2833,8,985
7097,CHATEAU RICHER,QC,-71.0333,46.9667,15,1310
7106,FORESTVILLE,QC,-69.0833,48.7333,76,1091
7108,FORET MONTMORENCY,QC,-71.15,47.3167,640,1543
7113,GODBOUT,QC,-67.6167,49.3167,30,935
7114,GRANDES BERGERONNES,QC,-69.5167,48.25,61,1063
7123,LABRIEVILLE B1,QC,-69.55,49.3,152,869
7128,LA MALBAIE,QC,-70.15,47.6667,23,804
7149,NATASHQUAN A,QC,-61.8167,50.1833,11,1105
7155,PETIT SAGUENAY,QC,-70.05,48.1833,122,993
7173,STE ROSE DU NORD,QC,-70.5333,48.4,205,1150
7174,ST SIMEON,QC,-69.8667,47.85,15,1009
7176,ST URBAIN,QC,-70.55,47.5667,91,941
7177,SEPT-ILES A,QC,-66.2667,50.2167,55,1138
7182,TADOUSSAC,QC,-69.7,48.15,70,984
7183,TETE A LA BALEINE,QC,-59.3167,50.7,9,1185
7190,ILE AUX COUDRES,QC,-70.3833,47.3833,15,942
7195,RIVIERE AU TONNERRE,QC,-64.7833,50.2833,15,1077
7198,ST HILARION,QC,-70.4,47.6,412,981
7208,AMQUI,QC,-67.45,48.5167,183,991
7230,CAP DES ROSIERS,QC,-64.2,48.85,15,1173
7232,CAPLAN,QC,-65.6833,48.1,23,979
7233,CAP MADELEINE,QC,-65.3167,49.2333,2,817
7237,CAUSAPSCAL,QC,-67.2333,48.3667,168,1029
7248,GASPE A,QC,-64.4781,48.7769,34,1147
7251,GRANDE VALLEE,QC,-65.15,49.2,8,944
7257,HONFLEUR,QC,-70.85,46.6833,175,1131
7261,LAC HUMQUI,QC,-67.5667,48.2833,236,1176
7262,LAMARTINE,QC,-70.35,47.0333,63,996
7264,LA POCATIERE CDA,QC,-70.0333,47.35,31,931
7273,MONT-JOLI A,QC,-68.2167,48.6,52,927
7277,MONT LOUIS,QC,-65.7333,49.2333,15,884
7278,MONTMAGNY,QC,-70.5833,46.9667,15,1108
7279,MURDOCHVILLE,QC,-65.5167,48.95,575,1089
7284,NOTRE DAME DU LAC,QC,-68.8,47.6,320,1009
7286,NOUVELLE,QC,-66.3,48.1,7,950
7287,OUIMET,QC,-68.2,48.3167,305,1156
7296,PORT DANIEL,QC,-64.9833,48.15,69,1257
7301,RIMOUSKI,QC,-68.5167,48.45,36,919
7303,RIVIERE BLEUE,QC,-69.0333,47.4333,213,959
7308,ST ALEXIS DE MATAPEDIA,QC,-67.0667,47.9833,274,1031
7309,STE ANNE DES MONTS,QC,-66.4667,49.1333,15,844
7311,ST ARSENE,QC,-69.3833,47.95,76,927
7312,ST BRUNO KAMOURASKA,QC,-69.7833,47.45,198,1002
7313,ST CAMILLE,QC,-70.2167,46.4833,396,1199
7314,ST CHARLES GARNIER,QC,-68.05,48.3333,323,1007
7315,ST CLEMENT,QC,-69.1,47.9167,259,1038
7319,ST ELEUTHERE,QC,-69.2833,47.4833,290,1102
7320,ST ELZEAR DE BONAVENTURE,QC,-65.35,48.1833,229,1163
7322,STE GERMAINE,QC,-70.4667,46.4167,511,1183
7323,ST GUY,QC,-68.8167,48.05,320,1232
7325,ST JEAN DE CHERBOURG,QC,-67.1167,48.8833,351,1088
7326,STE LUCIE,QC,-70.0167,46.7333,373,1172
7327,ST MALACHIE,QC,-70.8167,46.55,221,1070
7329,SAINT MICHEL,QC,-70.8833,46.8667,69,1137
7331,ST PAMPHILE,QC,-69.7833,46.9667,388,1007
7333,STE PERPETUE,QC,-69.9333,47.05,411,1163
7337,STE ROSE DU DEGELIS,QC,-68.6333,47.5667,151,986
7339,SQUATECK,QC,-68.7,47.8833,198,1053
7340,TRINITE DES MONTS,QC,-68.4833,48.1333,262,1058
7341,TROIS PISTOLES,QC,-69.1167,48.15,58,983
7343,VAL D ESPOIR,QC,-64.3833,48.5167,91,1329
7346,ILES DE LA MADELEINE A,QC,-61.7833,47.4167,11,1054
7355,ALBANEL,QC,-72.45,48.8833,152,854
7357,BAGOTVILLE A,QC,-71,48.3333,159,933
7361,BONNARD,QC,-71.05,50.7333,506,943
7381,HEMON,QC,-72.6,49.0667,183,948
7383,JONQUIERE,QC,-71.1425,48.425,136,944
7385,LAC BOUCHETTE,QC,-72.1667,48.2167,358,1014
7390,LAC STE CROIX,QC,-71.75,48.4167,152,952
7396,MISTASSINI,QC,-72.2,48.85,122,913
7398,MONT APICA,QC,-71.4167,47.9667,549,1349
7401,NORMANDIN CDA,QC,-72.5333,48.85,137,865
7405,PERIBONCA,QC,-72.0333,48.7667,103,853
7410,ROBERVAL A,QC,-72.2667,48.5167,179,906
7414,ST AMBROISE,QC,-71.3333,48.5667,122,1048
7415,ST COEUR DE MARIE,QC,-71.7167,48.6333,107,921
7418,ST LEON DE LABRECQUE,QC,-71.5167,48.6667,131,1081
7419,ST PRIME,QC,-72.4167,48.6167,122,842
7420,SHIPSHAW,QC,-71.2167,48.45,23,917
7442,GRANDE ANSE,QC,-72.9333,47.1,119,941
7445,LA TUQUE,QC,-72.7833,47.4,152,933
7455,ST MICHEL DES SAINTS,QC,-73.9167,46.6833,351,948
7461,BARRAGE ANGLIERS,QC,-79.2358,47.5519,267,907
7462,BARRAGE TEMISCAMINGUE,QC,-79.1011,46.7097,181,915
7463,BELLETERRE,QC,-78.7,47.3833,322,995
7467,KIPAWA LANIEL,QC,-79.2667,47.05,280,916
7471,MANNEVILLE,QC,-78.4833,48.55,311,877
7473,MONT BRUN,QC,-78.7333,48.4167,305,1005
7478,RAPIDE DES JOACHIMS,QC,-77.7,46.2,137,880
7482,REMIGNY,QC,-79.2333,47.7167,290,915
7490,VILLE MARIE,QC,-79.4333,47.35,213,808
7492,LATULIPE,QC,-79.0167,47.4333,274,909
7496,AMOS,QC,-78.1333,48.5667,310,902
7504,CHAPAIS 2,QC,-74.85,49.7833,396,956
7530,LA GRANDE RIVIERE A,QC,-77.7,53.6333,195,699
7537,LA MORANDIERE,QC,-77.6167,48.6167,297,916
7538,LA SARRE,QC,-79.2167,48.7833,244,879
7569,TASCHEREAU,QC,-78.7,48.6667,310,876
7583,LAC BERRY,QC,-78.2833,48.8,305,875
7596,INUKJUAK UA,QC,-78.0833,58.4667,24,419
7601,KUUJJUARAPIK A,QC,-77.75,55.2833,12,638
7627,KUUJJUAQ A,QC,-68.4167,58.1,40,554
7638,SCHEFFERVILLE A,QC,-66.8167,54.8,522,790
7645,ACADIA FOREST EXP ST,NB,-66.3633,45.9903,54,1168
7647,ALMA,NB,-64.95,45.6,43,1473
7648,AROOSTOOK,NB,-67.7156,46.7122,80,1101
7655,BATHURST,NB,-65.65,47.6167,5,1020
7659,BEECHWOOD,NB,-67.6667,46.5333,91,1080
7663,BERTRAND,NB,-65.0667,47.75,23,1121
7666,BON ACCORD,NB,-67.5845,46.6508,450,1281
7669,BUCTOUCHE,NB,-64.7167,46.5167,11,1118
7681,CHARLO A,NB,-66.3333,47.9833,40,1034
7686,MIRAMICHI A,NB,-65.4678,47.0095,33,1087
7693,COLESON COVE,NB,-66.2,45.15,31,1174
7698,DOAKTOWN,NB,-66.1403,46.5525,57,1134
7707,FREDERICTON A,NB,-66.5279,45.8721,21,1094
7715,GAGETOWN 2,NB,-66.15,45.7833,34,1138
7719,GRAND FALLS DRUMMOND,NB,-67.7,47.0333,229,1103
7738,JUNIPER,NB,-67.1667,46.55,259,1139
7739,KEDGWICK,NB,-67.35,47.65,274,991
7749,LITTLE RIVER MINE,NB,-66.0667,47.2833,341,1095
7753,MACTAQUAC PROV PARK,NB,-66.8986,45.9544,110,1086
7756,MAPLETON,NB,-67.2333,46.1833,168,1121
7760,MCGRAW BROOK,NB,-66.1167,46.8167,53,1155
7763,MINTO,NB,-66.0333,46.0333,23,994
7764,MISCOU ISLAND (AUT),NB,-64.4942,48.0089,4,1011
7765,MONCTON,NB,-64.7903,46.1014,12,1129
7766,MONCTON A,NB,-64.6838,46.1053,71,1222
7769,MOUNT CARLETON,NB,-66.9333,47.4167,265,1090
7774,NEPISIGUIT FALLS,NB,-65.7833,47.4,106,1009
7779,OROMOCTO,NB,-66.4667,45.8333,46,1105
7781,PENNFIELD,NB,-66.7333,45.1,23,1366
7796,REXTON,NB,-64.8667,46.6667,5,1094
7802,ROYAL ROAD,NB,-66.7167,46.05,116,1197
7814,SAINT JOHN A,NB,-65.8856,45.3181,109,1357
7821,ST LEONARD A,NB,-67.8319,47.1578,242,1117
7834,SUSSEX,NB,-65.5333,45.7167,21,1141
7842,TURTLE CREEK,NB,-64.9,46,46,1107
7846,UPSALQUITCH LAKE,NB,-66.4153,47.4556,625,1082
7853,WOODSTOCK,NB,-67.5536,46.1703,153,1122
7867,ANNAPOLIS ROYAL,NS,-65.5167,44.75,8,1229
7874,AVON,NS,-64.2167,44.8833,24,1403
7880,BADDECK,NS,-60.75,46.1,8,1445
7885,BEAR RIVER,NS,-65.6333,44.5667,8,1345
7900,BRIDGEWATER,NS,-64.55,44.4,27,1504
7917,CHETICAMP,NS,-60.95,46.65,11,1372
7921,CLARENCE,NS,-65.1667,44.9167,52,1228
7926,COLLEGEVILLE,NS,-62.0167,45.4833,76,1288
7934,DEMING,NS,-61.1778,45.2164,16,1420
7942,ECUM SECUM,NS,-62.1833,44.9833,15,1511
7953,GREENWOOD A,NS,-64.9167,44.9833,28,1116
7957,HALIFAX CITADEL,NS,-63.5833,44.65,70,1473
7972,INGONISH BEACH,NS,-60.4,46.65,8,1678
7978,KEJIMKUJIK PARK,NS,-65.2,44.4333,127,1394
7980,KEMPTVILLE,NS,-65.7667,44.0833,76,1456
7982,KENTVILLE CDA,NS,-64.4833,45.0667,49,1205
7993,LIVERPOOL BIG FALLS,NS,-64.9333,44.1333,50,1475
7994,LIVERPOOL MILTON,NS,-64.7667,44.0833,29,1630
7998,LOUISBOURG,NS,-60,45.9,46,1604
8000,LOWER MEAGHERS GRANT,NS,-63.2333,44.9167,41,1421
8005,LYONS BROOK,NS,-62.7967,45.6583,29,1249
8014,MARGAREE FORKS,NS,-61.1,46.3333,23,1392
8025,MIDDLE MUSQUODOBOIT,NS,-63.1,45.0667,48,1364
8031,MOUNT UNIACKE,NS,-63.8333,44.9,159,1520
8032,NAPPAN CDA,NS,-64.25,45.7667,20,1146
8051,PARADISE,NS,-65.2333,44.8333,46,1237
8052,PARRSBORO,NS,-64.3333,45.4,24,1247
8059,PLEASANT BAY GRAND ANSE,NS,-60.7667,46.8167,29,1386
8060,POCKWOCK LAKE,NS,-63.8333,44.7667,165,1469
8065,PORT HASTINGS,NS,-61.4,45.6333,23,1432
8072,PUGWASH,NS,-63.6553,45.8433,5,999
8078,ROSEWAY,NS,-65.35,43.7833,15,1478
8080,SABLE ISLAND,NS,-60.0094,43.9322,5,1361
8088,SALMON HOLE,NS,-64.0333,44.9333,84,1337
8091,SANDY COVE NRC,NS,-63.5667,44.4667,10,1355
8095,SHEARWATER A,NS,-63.5,44.6333,44,1383
8108,SPRINGFIELD,NS,-64.85,44.6667,167,1433
8117,STILLWATER SHERBROOKE,NS,-61.9825,45.1433,14,1461
8119,SUMMERVILLE,NS,-64.1833,45.1167,38,1050
8122,SYDNEY A,NS,-60.0481,46.1667,62,1495
8133,TRURO,NS,-63.2667,45.3667,40,1175
8136,TUSKET,NS,-65.9833,43.8833,9,1356
8138,UPPER STEWIACKE,NS,-63,45.2167,23,1279
8140,WATERVILLE CAMBRIDGE,NS,-64.65,45.05,31,1195
8146,WESTERN HEAD,NS,-64.6642,43.99,10,1330
8148,WESTPHAL,NS,-63.5167,44.6833,68,1429
8150,WEYMOUTH FALLS,NS,-65.95,44.4,11,1277
8152,WHITE ROCK,NS,-64.3833,45.05,38,1254
8159,WRECK COVE BROOK,NS,-60.45,46.5333,76,2001
8164,YARMOUTH A,NS,-66.0886,43.8308,43,1276
8168,ALBERTON,PE,-64.0167,46.85,3,1060
8170,ALLISTON,PE,-62.6,46.0667,61,1206
8173,BANGOR,PE,-62.6833,46.35,37,1250
8177,CHARLOTTETOWN A,PE,-63.1286,46.2886,49,1174
8179,CHARLOTTETOWN CDA,PE,-63.1333,46.25,23,1135
8183,EAST BALTIC,PE,-62.1667,46.4333,61,1226
8193,MONTICELLO,PE,-62.4667,46.4667,32,1131
8196,NEW GLASGOW,PE,-63.3503,46.4089,6,1253
8198,LONG RIVER,PE,-63.55,46.5,18,1027
8208,STANHOPE,PE,-63.0831,46.4164,3,1021
8212,SUMMERSIDE A,PE,-63.8317,46.4389,20,1058
8217,WELLINGTON,PE,-64.05,46.4667,50,1111
8229,BAIE VERTE,NL,-56.1833,49.9833,110,1086
8237,BONAVISTA,NL,-53.1142,48.6672,26,1060
8242,BUCHANS,NL,-56.8667,48.8167,270,1188
8247,BURGEO,NL,-57.6167,47.6167,11,1729
8251,BURNT POND,NL,-57.3333,48.1667,299,1391
8252,CAPE BROYLE,NL,-52.9333,47.1,6,1569
8267,COLINET,NL,-53.55,47.2167,27,1387
8271,COMFORT COVE,NL,-54.8833,49.2667,99,1172
8274,CORMACK,NL,-57.4,49.3167,154,1282
8277,CORNER BROOK,NL,-57.95,48.95,5,1231
8279,COW HEAD,NL,-57.7889,49.9117,15,1299
8280,DANIELS HARBOUR,NL,-57.5811,50.2364,19,1094
8282,DEER LAKE,NL,-57.4333,49.1667,11,975
8283,DEER LAKE A,NL,-57.4,49.2167,22,1082
8293,EXPLOITS DAM,NL,-56.6,48.7667,154,1115
8302,GALLANTS,NL,-58.2333,48.7,143,1532
8313,GOOBIES,NL,-53.9653,47.9492,72,1327
8317,GRAND FALLS,NL,-55.6667,48.9333,60,1061
8324,HARBOUR BRETON,NL,-55.8333,47.4667,30,1443
8328,HEARTS CONTENT,NL,-53.3833,47.8667,9,1183
8333,HOLYROOD GEN STN,NL,-53.1,47.45,6,1110
8345,LETHBRIDGE,NL,-53.9017,48.35,15,1214
8347,LOCKSTON,NL,-53.3833,48.4,18,1321
8348,LOGY BAY,NL,-52.6642,47.6242,27,1183
8349,LONG HARBOUR,NL,-53.8167,47.4167,8,1367
8357,MUSGRAVE HARBOUR,NL,-53.9833,49.45,3,1035
8358,NEW CHELSEA,NL,-53.2167,48.0333,9,1182
8361,PETTY HARBOUR,NL,-52.7167,47.4667,6,1368
8366,PLUM POINT,NL,-56.8833,51.0667,6,1201
8367,POINT LEAMINGTON,NL,-55.4,49.3333,8,1140
8371,PORT AUX BASQUES,NL,-59.1547,47.5739,40,1435
8382,PORT UNION,NL,-53.0833,48.5,6,1294
8386,RATTLING BRK NORRIS ARM,NL,-55.3,49.0667,9,1142
8403,ST LAWRENCE,NL,-55.3833,46.9167,49,1539
8411,SALT POND,NL,-55.2017,47.0936,30,1710
8416,SOPS ARM WHITE BAY,NL,-56.8833,49.7667,17,1001
8419,SPRINGDALE,NL,-56.0833,49.5,23,999
8423,STEPHENVILLE A,NL,-58.55,48.5333,25,1295
8431,TERRA NOVA NAT PARK HQ,NL,-53.9833,48.55,84,1200
8438,TORS COVE,NL,-52.85,47.2167,6,1427
8447,WESTBROOK ST LAWRENCE,NL,-55.3833,46.95,31,1520
8464,MAIN BROOK,NL,-56.0167,51.1833,14,1211
8479,CARTWRIGHT,NL,-57.035,53.7083,14,1044
8486,GOOSE A,NL,-60.4167,53.3167,49,943
8489,HOPEDALE (AUT),NL,-60.2167,55.45,12,779
8498,NAIN A,NL,-61.6833,56.55,6,887
8518,WABUSH LAKE A,NL,-66.8742,52.9272,551,881
8766,SALTSPRING ST MARY'S L,BC,-123.546,48.8881,46,985
8767,VICTORIA INT'L A,BC,-123.426,48.6472,20,875
