history_id,station_name,province,lon,lat,elevation (m),Tmean,Tmin (degC),Tmax (degC),HDD (degC-day)
2863,CARDSTON,AB,-113.286,49.2006,1136,6,-27,23,4633
2871,CARWAY,AB,-113.376,48.9997,1354,5,-26,23,4937
2877,CLARESHOLM,AB,-113.639,50.0036,1009,5,-28,22,4803
2880,CLARESHOLM WATERWORKS,AB,-113.711,50.0189,1008,6,-27,24,4599
2883,COCHRANE,AB,-114.434,51.1969,1332,4,-28,21,5201
2886,CONNELLY CREEK,AB,-114.215,49.6161,1249,5,-27,22,4856
2887,COP UPPER,AB,-114.222,51.0761,1235,5,-27,22,4896
2902,FOREMOST,AB,-111.446,49.477,892,6,-26,25,4591
2912,GLEICHEN,AB,-113.05,50.8833,905,4,-29,22,5126
2924,HIGH RIVER,AB,-114.167,50.4833,1219,4,-28,22,5068
2938,LETHBRIDGE A,AB,-112.8,49.6303,929,6,-27,24,4559
2940,LETHBRIDGE A CR10,AB,-112.8,49.6333,929,6,-27,25,4442
2943,LETHBRIDGE CDA,AB,-112.767,49.695,910,6,-26,24,4358
2955,MEDICINE HAT A,AB,-110.721,50.0189,717,6,-29,26,4549
2963,MONARCH,AB,-113.161,49.8144,947,5,-29,23,4725
2977,PINCHER CREEK A,AB,-114,49.5167,1190,5,-29,22,4855
2978,PINCHER CREEK (AUT),AB,-113.997,49.5206,1190,5,-28,23,4723
2979,PINCHER CREEK CLIMATE,AB,-114.005,49.5217,1190,5,-25,21,4663
2989,QUEENSTOWN,AB,-112.983,50.6064,940,5,-27,25,4876
3010,STAVELY AAFC,AB,-113.883,50.1833,1364,5,-26,22,4657
3017,SUFFIELD A,AB,-111.183,50.2667,770,5,-30,27,4799
3027,UNIVERSITY OF CALGARY,AB,-114.133,51.0833,1112,5,-27,23,4906
3030,VAUXHALL CDA CS,AB,-112.133,50.05,779,6,-29,23,4668
3031,VAUXHALL NORTH,AB,-112.122,50.1825,760,5,-27,24,4767
3042,COCHRANE VE6CQC,AB,-114.448,51.2381,1303,4,-26,21,5364
3046,SPRINGBANK A,AB,-114.374,51.1031,1201,3,-28,19,5477
3049,OKOTOKS,AB,-113.961,50.7292,1081,5,-27,22,4899
3067,MANYBERRIES CDA,AB,-110.467,49.1167,934,5,-27,24,4879
3070,MASINASIN,AB,-111.654,49.1267,953,7,-28,28,4512
3072,MILK RIVER,AB,-112.05,49.1333,1050,5,-26,22,4790
3078,ONEFOUR CDA,AB,-110.467,49.1167,935,6,-28,25,4738
3095,BANFF CS,AB,-115.552,51.1934,1397,3,-26,17,5689
3096,BANFF,AB,-115.567,51.1833,1384,3,-28,20,5397
3101,BEAVER MINES,AB,-114.177,49.4672,1257,5,-27,23,4841
3103,BIGHORN DAM,AB,-116.333,52.3167,1341,3,-27,20,5516
3106,BOW VALLEY,AB,-115.067,51.0833,1298,4,-29,21,5186
3114,CAMERON FALLS,AB,-113.917,49.05,1311,5,-26,23,4680
3123,COLEMAN,AB,-114.583,49.6333,1341,4,-27,21,5273
3131,CROWSNEST,AB,-114.482,49.6275,1303,4,-26,20,5156
3135,ELBOW RS,AB,-114.7,50.9,1400,2,-29,19,5795
3153,JASPER,AB,-118.067,52.8833,1062,3,-29,19,5299
3154,JASPER WARDEN,AB,-118.03,52.9264,1020,3,-28,21,5384
3159,KANANASKIS,AB,-115.035,51.0275,1391,4,-28,20,5227
3161,KANANASKIS POCATERRA,AB,-115.12,50.7125,1610,1,-28,18,6183
3167,LAKE LOUISE,AB,-116.217,51.4333,1524,0,-28,18,6337
3189,NORDEGG RS,AB,-116.05,52.5,1320,1,-31,18,6191
3217,WATERTON PARK GATE,AB,-113.809,49.1311,1289,6,-26,22,4625
3220,SUNWAPTA,AB,-117.45,52.45,1555,0,-29,17,6724
3228,WATERTON DAM,AB,-113.684,49.32,1189,5,-26,23,4771
3264,ATHABASCA 2,AB,-113.54,54.8217,626,3,-32,24,5771
3277,BARRHEAD CS,AB,-114.448,54.0947,648,3,-30,19,5438
3286,BRULE BLACK CAT,AB,-117.867,53.35,1036,3,-30,20,5730
3289,CALLING LAKE RS,AB,-113.183,55.25,598,1,-34,22,6251
3290,CAMPSIE,AB,-114.678,54.1322,671,2,-32,22,5741
3307,CROSS LAKE,AB,-113.914,54.6328,655,2,-33,20,6001
3317,EDSON A,AB,-116.467,53.5833,927,2,-29,19,5752
3319,EDSON CLIMATE,AB,-116.453,53.5803,927,3,-28,19,5595
3336,FORT MCMURRAY A,AB,-111.217,56.65,369,1,-34,23,6288
3338,FORT MCMURRAY CS,AB,-111.213,56.6511,369,2,-32,21,6136
3367,JASPER EAST GATE,AB,-117.817,53.2333,1003,4,-29,21,5076
3399,MILDRED LAKE,AB,-111.559,57.0411,310,2,-32,22,5992
3405,MOOSE WALLOW,AB,-115.017,54.2333,633,2,-33,21,5763
3427,RONAN,AB,-115.25,53.8833,732,2,-33,21,5926
3441,SHINING BANK,AB,-115.967,53.85,829,2,-31,21,5731
3447,SLAVE LAKE A,AB,-114.783,55.2833,583,2,-31,22,5894
3450,SLAVE LAKE A,AB,-114.783,55.3,581,2,-31,22,5824
3475,WHITECOURT,AB,-115.784,54.1397,785,3,-29,22,5455
3476,WHITECOURT A,AB,-115.787,54.1439,782,3,-30,21,5566
3505,BALLATER,AB,-117.209,55.5781,564,3,-34,22,5660
3508,BEAVERLODGE CDA,AB,-119.4,55.2,745,3,-32,21,5675
3512,BEAVERLODGE RCS,AB,-119.396,55.1967,745,3,-30,20,5682
3552,ELMWORTH CDA EPF,AB,-119.75,55.1,754,3,-32,21,5756
3553,EUREKA RIVER,AB,-118.733,56.4833,665,0,-36,21,6568
3554,FAIRVIEW,AB,-118.383,56.0667,670,2,-31,23,5772
3566,FORT CHIPEWYAN A,AB,-111.117,58.7667,232,-2,-38,24,7226
3570,FORT VERMILION,AB,-116.04,58.3823,289,0,-33,21,6425
3584,GRANDE PRAIRIE A,AB,-118.885,55.1797,669,2,-35,21,5835
3595,HIGH LEVEL A,AB,-117.165,58.6214,338,-1,-36,21,6903
3611,KEG RIVER RS,AB,-117.617,57.75,405,0,-34,21,6490
3628,MANNING,AB,-117.644,56.9508,491,1,-35,22,6259
3651,PEACE RIVER A,AB,-117.447,56.2269,571,1,-34,21,5998
3670,RED EARTH,AB,-115.278,56.552,546,2,-32,22,5946
3707,VALLEYVIEW RS,AB,-117.267,55.0667,762,2,-30,19,5558
3734,CLEARDALE,AB,-119.483,56.3333,643,1,-35,20,6274
3742,COLD LAKE A,AB,-110.283,54.4167,541,2,-32,22,5816
3752,AMULET,SK,-104.733,49.6167,728,4,-30,26,5294
3754,ATWATER,SK,-102.217,50.8167,536,2,-31,24,5839
3766,BROADVIEW,SK,-102.571,50.3681,600,2,-32,22,5741
3770,BUFFALO POUND LAKE,SK,-105.383,50.55,588,4,-31,26,5330
3775,CARLYLE,SK,-102.267,49.6333,631,3,-31,26,5662
3783,COTE,SK,-101.783,51.5167,450,1,-36,25,6253
3786,CUPAR,SK,-104.267,50.85,556,3,-32,25,5846
3790,DAVIDSON,SK,-105.983,51.2667,619,2,-33,23,6026
3802,DUVAL,SK,-104.867,51.1833,584,3,-31,26,5507
3808,ESTEVAN A,SK,-102.967,49.2167,580,4,-30,25,5396
3814,FENWOOD,SK,-103.067,51.15,625,2,-32,23,5933
3830,HANDSWORTH,SK,-102.867,49.8333,678,3,-32,25,5580
3839,INDIAN HEAD CDA,SK,-103.65,50.55,579,3,-32,23,5840
3840,INDIAN HEAD PFRA,SK,-103.683,50.5,604,3,-31,26,5516
3844,KELLIHER,SK,-103.753,51.2574,676,2,-31,24,5881
3847,KIPLING,SK,-102.733,50.2,671,3,-29,25,5501
3857,LANGENBURG,SK,-101.717,50.9,517,2,-32,21,5973
3858,LAST MOUNTAIN CS,SK,-105.25,51.4167,497,2,-32,22,5818
3863,LEROY,SK,-104.633,52,535,2,-33,25,5938
3866,LIPTON,SK,-103.767,50.85,602,2,-33,25,5809
3877,MARYFIELD,SK,-101.517,49.8333,576,3,-30,25,5568
3880,MIDALE,SK,-103.3,49.3833,587,4,-31,26,5370
3884,MOOSE JAW A,SK,-105.567,50.3333,577,4,-32,25,5201
3885,MOOSE JAW CS,SK,-105.538,50.3317,577,4,-29,24,5287
3890,MOOSOMIN,SK,-101.667,50.1333,576,3,-31,25,5599
3892,MUENSTER,SK,-105,52.3333,580,2,-33,25,6021
3894,NOKOMIS,SK,-105,51.5167,524,3,-33,25,5754
3903,PARKBEG,SK,-106.067,50.4667,610,4,-32,27,5349
3907,PASWEGIN,SK,-103.917,51.9833,533,2,-34,25,6095
3920,REDVERS,SK,-101.717,49.6,596,3,-30,25,5493
3942,ROCANVILLE,SK,-101.55,50.4667,479,3,-31,26,5600
3944,SALTCOATS,SK,-102.267,50.9667,523,2,-32,25,5833
3947,SEMANS,SK,-104.733,51.4167,562,2,-34,26,5655
3962,TUGASKE,SK,-106.3,50.8833,607,4,-31,26,5483
3969,WAPELLA PIPESTONE,SK,-102.05,50.1333,609,3,-30,26,5499
3972,WATROUS,SK,-105.467,51.6667,541,2,-33,24,5781
3973,WATROUS EAST,SK,-105.4,51.6667,526,2,-32,23,5865
3977,WEYBURN,SK,-103.833,49.65,570,4,-30,27,5376
3979,WHITEWOOD,SK,-102.267,50.35,598,2,-31,24,5753
3984,WOLSELEY,SK,-103.283,50.4333,594,3,-32,26,5590
3985,WYNYARD,SK,-104.2,51.7667,561,2,-31,26,5793
3987,YELLOW GRASS,SK,-104.183,49.8167,580,4,-29,26,5236
3992,YORKTON A,SK,-102.467,51.2667,498,2,-33,23,5999
3993,TONKIN,SK,-102.233,51.2,527,2,-31,22,5949
3998,WYNYARD (AUT),SK,-104.2,51.7667,560,2,-30,23,5818
3999,ZEHNER,SK,-104.4,50.6333,683,3,-32,24,5734
4002,WEYBURN,SK,-103.8,49.7,589,3,-31,22,5492
4006,ABBEY,SK,-108.783,50.7,695,5,-31,27,5106
4008,ALSASK HARDENE,SK,-109.85,51.3333,658,4,-33,26,5368
4009,ANEROID,SK,-107.3,49.7167,754,5,-27,26,5015
4010,ASSINIBOIA,SK,-105.967,49.7333,724,4,-31,27,5141
4011,ASSINIBOIA AIRPORT,SK,-105.946,49.7292,726,4,-29,22,5206
4012,BEECHY,SK,-107.311,50.832,660,4,-30,26,5172
4022,CODERRE,SK,-106.367,50.1333,685,4,-29,24,5383
4025,COURVAL,SK,-105.883,50.1833,693,4,-29,27,5393
4026,CYPRESS HILLS,SK,-109.467,49.6667,1196,4,-29,23,5460
4029,ELBOW CS,SK,-106.583,51.1333,595,3,-30,23,5411
4032,ELBOW 2 NE,SK,-106.55,51.1667,605,3,-30,23,5488
4033,ELROSE,SK,-108.033,51.1333,610,4,-31,28,5119
4034,ESTON,SK,-108.767,51.15,680,4,-33,26,5404
4040,GOLDEN PRAIRIE,SK,-109.8,50.1833,747,5,-31,25,4946
4063,LEADER 2,SK,-109.533,50.8833,674,4,-32,26,5116
4065,LUCKY LAKE,SK,-107.15,50.95,665,3,-29,20,5310
4068,MAPLE CREEK,SK,-109.466,49.9025,767,5,-28,25,4803
4070,MAPLE CREEK NORTH,SK,-109.467,50,764,6,-28,28,4726
4086,ROCK POINT,SK,-107.263,51.1539,725,4,-30,25,5386
4095,STEWART VALLEY,SK,-107.8,50.6,727,4,-30,26,5030
4100,SWIFT CURRENT A,SK,-107.683,50.3,817,4,-31,23,5146
4103,SWIFT CURRENT CDA,SK,-107.733,50.2667,825,4,-29,25,5175
4104,TOMPKINS,SK,-108.8,50.05,811,6,-28,26,4698
4110,LEADER AIRPORT,SK,-109.501,50.9095,676,4,-30,24,5209
4116,CLAYDON,SK,-109.1,49.1333,975,5,-27,27,4961
4120,CORONACH,SK,-105.517,49.1167,773,4,-30,27,5230
4122,CORONACH SPC,SK,-105.483,49.05,756,4,-28,27,5185
4123,CYPRESS HILLS PARK,SK,-109.514,49.6406,1271,4,-27,23,5149
4127,EASTEND CYPRESS (AUT),SK,-108.989,49.4378,1080,4,-28,23,5210
4133,FRONTIER,SK,-108.567,49.2,901,5,-29,27,4919
4145,TREELON,SK,-108.383,49,902,5,-27,26,4910
4152,WEST POPLAR RIVER,SK,-106.383,49,876,4,-31,26,5472
4158,ARTLAND,SK,-109.9,52.7833,640,3,-32,25,5663
4163,BIGGAR,SK,-107.983,52.0667,671,3,-32,25,5691
4164,BUTTE ST PIERRE,SK,-109.2,53.45,572,1,-33,23,6106
4184,KINDERSLEY A,SK,-109.183,51.5167,694,3,-32,25,5536
4191,LLOYDMINSTER 12E,SK,-109.667,53.2833,648,2,-34,24,5913
4198,MEDSTEAD,SK,-108.033,53.35,700,1,-33,22,6237
4200,NORTH BATTLEFORD A,SK,-108.256,52.7719,548,2,-34,24,5906
4208,ROSETOWN,SK,-108.017,51.6167,586,3,-32,26,5415
4210,ROSETOWN EAST,SK,-107.917,51.5667,586,3,-32,23,5810
4211,RUDDELL,SK,-107.85,52.5833,538,3,-32,24,5568
4218,SCOTT CDA,SK,-108.835,52.3597,660,2,-29,22,5999
4230,WASECA,SK,-109.404,53.1309,638,2,-32,25,5854
4240,CAMEO,SK,-106.55,53.2833,488,1,-35,22,6377
4257,HARRIS,SK,-107.583,51.7333,578,3,-31,24,5477
4270,MELFORT,SK,-104.6,52.8167,490,1,-32,21,6094
4272,MELFORT CDA,SK,-104.6,52.8167,480,1,-33,24,6114
4280,OUTLOOK PFRA,SK,-107.05,51.4833,541,4,-31,25,5308
4282,PILGER,SK,-105.15,52.4167,552,2,-32,25,6100
4285,PRINCE ALBERT A,SK,-105.667,53.2167,428,1,-33,24,6103
4305,SASKATOON SRC,SK,-106.6,52.15,497,4,-29,27,5586
4307,SASKATOON WATER TP,SK,-106.683,52.1167,483,4,-28,27,5100
4316,VISCOUNT,SK,-105.633,51.95,547,2,-34,26,5845
4319,WEIRDALE,SK,-105.25,53.45,474,1,-34,25,6234
4322,LANGHAM 2W,SK,-107.017,52.3667,503,2,-32,24,5594
4332,BUFFALO NARROWS A,SK,-108.433,55.8333,434,1,-33,24,6258
4338,CLUFF LAKE,SK,-109.517,58.3667,330,-1,-36,24,6941
4346,CREE LAKE,SK,-107.133,57.35,495,-2,-38,21,7492
4363,KEY LAKE,SK,-105.617,57.25,509,-2,-38,23,7377
4369,LA RONGE A,SK,-105.267,55.15,379,0,-34,22,6513
4373,LOON LAKE CDA EPF,SK,-109.1,54.05,543,1,-34,23,6137
4378,MEADOW LAKE A,SK,-108.517,54.1333,481,1,-35,22,6290
4392,SPIRITWOOD WEST,SK,-107.55,53.3667,584,1,-31,21,6015
4396,STONY RAPIDS A,SK,-105.833,59.25,245,-4,-39,20,7865
4399,WASKESIU LAKE,SK,-106.067,53.9167,569,1,-31,21,6100
4407,AYLSHAM,SK,-103.8,53.2,362,1,-33,24,6212
4416,LOST RIVER,SK,-104.333,53.2833,375,1,-33,25,6228
4418,NIPAWIN A,SK,-104,53.3333,372,1,-35,23,6226
4444,HUDSON BAY A,SK,-102.317,52.8167,358,1,-33,23,6282
4456,PELLY,SK,-101.867,52.0833,509,1,-32,22,6345
4457,PELLY 2,SK,-101.9,51.7333,499,2,-32,26,5984
4471,BINSCARTH,MB,-101.267,50.5833,526,2,-32,26,5937
4474,BOGGY CREEK,MB,-101.391,51.5386,609,1,-32,23,6220
4475,BRANDON A,MB,-99.9519,49.91,409,2,-32,25,5869
4477,BRANDON CDA,MB,-99.9833,49.8667,363,3,-31,27,5657
4482,CAMERON,MB,-100.467,49.4667,442,3,-31,23,5606
4483,CARBERRY CS,MB,-99.3574,49.9058,384,2,-31,23,5781
4489,CYPRESS RIVER,MB,-99.0833,49.55,374,4,-31,27,5497
4524,OAKNER,MB,-100.633,50.1,503,2,-31,25,5764
4526,PIERSON,MB,-101.267,49.1833,469,4,-29,26,5357
4531,PORTAGE SOUTHPORT A,MB,-98.2667,49.9,270,3,-30,27,5525
4534,PORTAGE SOUTHPORT,MB,-98.2841,49.9031,273,3,-29,24,5493
4542,ROBLIN,MB,-101.363,51.1833,540,1,-32,23,6020
4550,ST ALPHONSE,MB,-99.0167,49.45,403,4,-30,27,5475
4552,SANDY LAKE,MB,-100.1,50.5,625,1,-31,25,6016
4553,SHOAL LAKE CS,MB,-100.603,50.4549,561,2,-31,22,6089
4562,SOURIS,MB,-100.25,49.65,433,3,-32,26,5742
4565,STRATHCLAIR,MB,-100.4,50.4,579,2,-31,24,6011
4575,TURTLE MOUNTAIN 6,MB,-100.317,49.3,503,3,-31,27,5453
4578,VIRDEN,MB,-100.95,49.8333,445,3,-30,25,5614
4581,WASAGAMING,MB,-99.9419,50.655,627,1,-32,22,6402
4586,MELITA,MB,-100.986,49.2813,446,3,-30,22,5536
4592,ALTONA,MB,-97.55,49.1,248,4,-28,28,5319
4600,CARMAN,MB,-98.15,49.4333,282,3,-29,27,5245
4618,EMERSON AUT,MB,-97.2375,49,242,4,-29,27,5379
4628,GRETNA (AUT),MB,-97.56,49.0308,253,3,-29,24,5409
4644,MARQUETTE,MB,-97.8071,50.0134,244,3,-31,27,5586
4648,MIAMI THIESSEN,MB,-98.25,49.45,297,4,-28,27,5150
4651,MORDEN CDA,MB,-98.0833,49.1833,298,4,-30,28,5420
4657,MYRTLE,MB,-97.7833,49.4,248,3,-30,27,5508
4674,PILOT MOUND (AUT),MB,-98.9049,49.191,470,2,-31,23,5722
4675,PILOT MOUND 2,MB,-98.9,49.2,472,3,-29,25,5595
4677,PINEY,MB,-96.0058,49.0309,326,3,-31,26,5543
4678,PLUM COULEE,MB,-97.8,49.05,265,4,-30,28,5388
4700,SELKIRK,MB,-96.8681,50.1672,226,3,-31,27,5492
4701,SNOWFLAKE,MB,-98.65,49.0667,474,3,-31,26,5497
4703,SPRAGUE,MB,-95.5983,49.0236,329,3,-30,22,5630
4704,SPRAGUE,MB,-95.6,49.0167,329,3,-32,24,5869
4706,STEINBACH,MB,-96.7667,49.5333,254,3,-31,26,5682
4709,STONY MOUNTAIN,MB,-97.1667,50.1167,236,3,-31,25,5615
4715,TURTLE MOUNTAIN 11,MB,-100.117,49.1333,579,3,-29,25,5454
4742,WINNIPEG THE FORKS,MB,-97.1294,49.8883,230,5,-27,23,5240
4753,ZHODA,MB,-96.5167,49.25,305,3,-32,26,5668
4756,CARMAN U OF M CS,MB,-98.0297,49.4981,268,3,-30,23,5528
4762,WINNIPEG A CS,MB,-97.2494,49.9167,239,3,-31,23,5691
4763,ARBORG,MB,-97.0833,50.9333,224,2,-32,25,6089
4766,BEAUSEJOUR 2,MB,-96.4667,50.0333,251,3,-33,24,5613
4770,BERENS RIVER CS,MB,-97.022,52.3597,222,1,-32,21,6335
4772,BISSETT,MB,-95.7,51.0333,259,2,-33,26,6022
4775,BROAD VALLEY,MB,-97.4667,50.9833,259,2,-32,24,5983
4787,GIMLI,MB,-97.0167,50.6333,223,2,-31,26,5949
4788,GIMLI,MB,-97.0167,50.6333,223,2,-32,23,5706
4790,GIMLI HARBOUR CS,MB,-96.9822,50.6311,217,3,-29,23,5596
4793,GIMLI INDUSTRIAL PARK,MB,-97.05,50.6333,230,2,-32,25,5802
4796,GRAND RAPIDS HYDRO,MB,-99.2833,53.1581,223,1,-31,26,6202
4802,HODGSON 2,MB,-97.4651,51.1861,232,1,-33,25,6312
4804,INDIAN BAY,MB,-95.1972,49.6239,327,3,-31,24,5595
4814,PINAWA WNRE,MB,-96.0583,50.1806,267,3,-31,26,5588
4825,VICTORIA BEACH (AUT),MB,-96.5667,50.7,220,4,-30,24,5614
4827,OSTENFELD,MB,-96.4833,49.8167,274,3,-31,24,5711
4828,PINAWA,MB,-96.0647,50.1772,268,3,-32,26,5781
4843,DAUPHIN A,MB,-100.05,51.1,305,2,-31,26,5751
4848,DELTA MARSH CS,MB,-98.3822,50.1826,248,3,-29,25,5720
4859,GILBERT PLAINS,MB,-100.467,51.1,404,2,-32,25,6018
4862,COWAN,MB,-100.65,52.0333,366,2,-31,25,6034
4867,GLADSTONE SOUTH,MB,-99.0167,50.1833,282,3,-31,26,5606
4882,LANGRUTH,MB,-98.55,50.4,250,3,-31,26,5869
4892,MAFEKING,MB,-101.098,52.6664,325,2,-29,23,5959
4904,NEEPAWA MURRAY 6 SOUTHWEST,MB,-99.5667,50.15,412,3,-29,26,5531
4905,NEEPAWA WATER,MB,-99.4667,50.2167,358,3,-31,24,5745
4913,PINE RIVER,MB,-100.567,51.8,378,2,-31,25,5919
4924,SWAN RIVER,MB,-101.217,52.05,347,2,-31,23,6091
4927,VOGAR,MB,-98.75,50.9167,250,2,-30,26,5701
4928,MCCREARY,MB,-99.53,50.7119,351,3,-29,25,5610
4934,OAKPOINT MARINE,MB,-98.0367,50.4995,250,2,-29,23,5840
4935,SWAN RIVER RCS,MB,-101.233,52.115,335,2,-31,22,5945
4938,FLIN FLON,MB,-101.883,54.7667,320,1,-31,26,6129
4939,FLIN FLON A,MB,-101.683,54.6833,304,0,-33,25,6605
4947,THE PAS A,MB,-101.1,53.9667,270,1,-33,25,6467
4957,CHURCHILL A,MB,-94.0664,58.7392,29,-6,-36,23,8925
4966,CROSS LAKE JENPEG,MB,-98.0303,54.5397,219,0,-33,25,6748
4970,GILLAM A,MB,-94.7106,56.3575,145,-4,-36,24,7923
4976,ISLAND LAKE A,MB,-94.65,53.85,236,-1,-34,24,6874
4988,LYNN LAKE A,MB,-101.076,56.8639,357,-3,-37,24,7778
5018,THOMPSON A,MB,-97.8625,55.8033,224,-3,-36,24,7603
5021,THOMPSON ZOO,MB,-97.8661,55.752,206,-2,-36,25,7305
5029,NORWAY HOUSE A,MB,-97.85,53.95,224,-1,-35,25,6910
5034,BIG TROUT LAKE,ON,-89.8667,53.8333,224,-2,-36,24,7465
5039,EAR FALLS,ON,-93.2167,50.6333,361,2,-29,23,5912
5046,LANSDOWNE HOUSE (AUT),ON,-87.9361,52.1961,253,-1,-31,22,6904
5052,PICKLE LAKE (AUT),ON,-90.2178,51.4492,391,0,-31,19,6728
5053,PICKLE LAKE A,ON,-90.2142,51.4464,386,1,-32,25,6430
5060,RED LAKE A,ON,-93.7931,51.0669,386,1,-32,24,6154
5072,BARWICK,ON,-93.9667,48.6333,335,4,-30,26,5485
5080,FORT FRANCES,ON,-93.4167,48.6167,343,4,-30,26,5350
5081,FORT FRANCES A,ON,-93.4333,48.65,342,3,-30,26,5376
5085,MINE CENTRE,ON,-92.6167,48.7667,343,3,-29,26,5486
5090,SLEEMAN,ON,-94.4167,48.7167,335,3,-32,25,5637
5096,EMO RADBOURNE,ON,-93.8333,48.6833,350,3,-32,25,5784
5098,DRYDEN,ON,-92.8333,49.7833,372,2,-31,25,5759
5099,DRYDEN A,ON,-92.75,49.8333,413,2,-31,23,5790
5110,KENORA A,ON,-94.3653,49.7903,410,3,-30,25,5572
5117,RAWSON LAKE,ON,-93.7167,49.65,358,3,-30,26,5580
5123,SIOUX LOOKOUT A,ON,-91.9,50.1167,383,2,-32,25,5880
5147,CAMERON FALLS,ON,-88.35,49.15,229,2,-30,23,5963
5157,GERALDTON A,ON,-86.9306,49.7828,348,1,-33,23,6363
5163,FLINT,ON,-89.6833,48.35,274,3,-29,24,5665
5206,PUKASKWA NATL PARK,ON,-86.3,48.6,192,3,-28,19,5840
5219,TERRACE BAY,ON,-87.1,48.8,289,2,-29,20,5966
5224,THUNDER BAY A,ON,-89.3272,48.3694,199,3,-28,23,5672
5230,TRANQUILLO RIDGE,ON,-89.5167,48.2333,317,3,-27,26,5439
5239,WHITEFISH LAKE,ON,-89.9167,48.2833,399,2,-29,25,5826
5274,MONTREAL FALLS,ON,-84.4333,47.2667,306,3,-27,23,5304
5283,SAULT STE MARIE A,ON,-84.5094,46.4833,192,5,-23,24,4914
5296,WAWA A,ON,-84.7833,47.9667,287,3,-28,22,5635
5304,CHAPLEAU A,ON,-83.3467,47.82,448,2,-30,24,5806
5316,MASSEY,ON,-82.0247,46.1931,200,5,-25,23,4823
5329,SUDBURY A,ON,-80.7978,46.6256,348,4,-26,25,5148
5337,WARREN,ON,-80.3167,46.4333,212,4,-28,25,5380
5340,COCHRANE,ON,-81.0333,49.0667,275,0,-33,22,6293
5346,EARLTON A,ON,-79.85,47.7,243,3,-30,25,5663
5357,ISLAND FALLS,ON,-81.3833,49.5833,213,1,-33,25,6389
5358,KAPUSKASING CDA,ON,-82.4333,49.4,218,1,-33,25,6263
5359,KAPUSKASING A,ON,-82.4675,49.4139,227,1,-32,25,6148
5364,KIRKLAND LAKE,ON,-80,48.15,324,2,-32,25,6006
5375,MOOSONEE UA,ON,-80.65,51.2667,10,0,-32,24,6686
5386,PORCUPINE ONT HYDRO,ON,-81.2667,48.4667,299,3,-32,26,5879
5390,SMOKY FALLS,ON,-82.1667,50.0667,183,1,-33,24,6410
5393,TIMMINS VICTOR POWER A,ON,-81.3767,48.5697,295,2,-30,25,5958
5408,DWIGHT,ON,-78.9,45.3833,404,4,-26,24,5086
5413,MADAWASKA,ON,-77.9833,45.5,316,4,-27,25,5134
5418,NORTH BAY A,ON,-79.4228,46.3636,370,4,-27,25,5101
5431,GORE BAY A,ON,-82.5667,45.8833,194,6,-23,24,4644
5439,SANDFIELD,ON,-81.982,45.69,231,6,-23,25,4464
5440,SOUTH BAYMOUTH,ON,-82.0167,45.5833,182,6,-22,24,4647
5449,ARNPRIOR GRANDON,ON,-76.3667,45.4167,107,6,-26,27,4701
5453,AVONMORE,ON,-74.9708,45.17,91,6,-24,27,4539
5461,BROCKVILLE PCC,ON,-75.6667,44.6,96,8,-21,26,4013
5468,CHALK RIVER AECL,ON,-77.3667,46.05,122,6,-24,27,4679
5469,CHATS FALLS,ON,-76.2333,45.4667,94,6,-24,27,4455
5472,CHESTERVILLE 2,ON,-75.2,45.0167,85,6,-26,27,4729
5480,CORNWALL,ON,-74.7489,45.0156,64,8,-22,28,4057
5490,DALHOUSIE MILLS,ON,-74.4667,45.3167,69,6,-25,26,4630
5504,GLENBURNIE,ON,-76.5,44.3333,114,7,-22,26,4365
5505,GLEN GORDON,ON,-74.5333,45.1667,53,7,-23,26,4760
5510,GODFREY,ON,-76.6333,44.5667,160,6,-23,27,4474
5511,DRUMMOND CENTRE,ON,-76.2528,45.0322,145,7,-23,26,4429
5515,HARTINGTON IHD,ON,-76.6903,44.4281,160,7,-21,26,4171
5519,KEMPTVILLE,ON,-75.6333,45,99,6,-24,27,4537
5524,KINGSTON A,ON,-76.5967,44.2186,92,7,-21,26,4195
5531,KINGSTON PUMPING STATION,ON,-76.4806,44.2439,77,8,-20,27,3970
5539,LYNDHURST SHAWMERE,ON,-76.0833,44.5167,87,8,-21,23,4237
5553,MORRISBURG,ON,-75.1883,44.9236,82,7,-24,27,4429
5561,OMPAH,ON,-76.8561,44.9742,251,5,-23,24,4752
5562,OMPAH-SEITZ,ON,-76.7839,45.0536,276,6,-23,26,4494
5570,OTTAWA CDA,ON,-75.7167,45.3833,79,7,-23,27,4364
5595,PETAWAWA A,ON,-77.3167,45.95,130,5,-24,26,5024
5596,PETAWAWA NAT FORESTRY,ON,-77.4333,45.9833,183,4,-27,24,5131
5601,RENFREW,ON,-76.7,45.4833,130,5,-27,26,4925
5619,RUSSELL,ON,-75.3595,45.2628,76,7,-24,27,4454
5620,ST. ALBERT,ON,-75.0636,45.2872,80,6,-25,25,4584
5628,SOUTH MOUNTAIN,ON,-75.4833,44.9667,85,6,-24,27,4468
5642,PETAWAWA HOFFMAN,ON,-77.25,45.8833,153,6,-25,25,4675
5646,ALLISTON NELSON,ON,-79.8722,44.1514,221,8,-19,27,4022
5657,BARRIE WPCC,ON,-79.6897,44.3758,221,7,-20,27,4204
5659,BEATRICE 2,ON,-79.4,45.1333,297,5,-26,25,4996
5681,CHATSWORTH,ON,-80.9056,44.395,305,7,-20,26,4438
