history_id,station_name,province,lon,lat,elevation (m),Tmean,Tmin (degC),Tmax (degC),HDD (degC-day)
5685,COLLINGWOOD,ON,-80.2167,44.5,180,8,-17,28,3854
5690,COOKSTOWN,ON,-79.6947,44.2067,244,6,-21,26,4394
5693,DORSET MOE,ON,-78.9333,45.2167,323,5,-26,25,4888
5694,DUNCHURCH,ON,-79.8833,45.6167,268,5,-26,24,4899
5698,ESSA ONT HYDRO,ON,-79.8167,44.35,216,7,-22,27,4299
5705,HANOVER,ON,-81.0058,44.1164,270,7,-19,26,4307
5721,LAGOON CITY,ON,-79.2167,44.5472,221,7,-22,24,4289
5729,MIDHURST,ON,-79.7667,44.45,226,7,-22,27,4349
5733,MOONSTONE,ON,-79.6667,44.6333,201,6,-23,25,4447
5735,MUSKOKA A,ON,-79.3,44.9667,282,5,-25,24,4702
5741,ORILLIA BRAIN,ON,-79.4389,44.6028,250,7,-21,24,4252
5743,ORILLIA TS,ON,-79.4167,44.6167,220,7,-22,26,4259
5747,OWEN SOUND MOE,ON,-80.9333,44.5833,179,8,-16,27,4028
5758,PORT LAW,ON,-80.4667,44.25,495,5,-20,23,4682
5759,POWASSAN,ON,-79.25,46.1167,274,5,-28,26,5087
5762,PROTON STATION,ON,-80.5167,44.1667,480,5,-21,24,4793
5773,SHANTY BAY,ON,-79.6328,44.3995,250,7,-22,26,4230
5793,UDORA,ON,-79.1614,44.2625,262,7,-21,27,4135
5808,WIARTON A,ON,-81.1072,44.7458,222,7,-18,26,4244
5820,THORNBURY SLAMA,ON,-80.4853,44.5736,213,7,-18,27,4110
5822,EGBERT CARE,ON,-79.7833,44.2333,252,7,-21,27,4228
5828,BLYTH,ON,-81.3836,43.7183,351,7,-19,27,4175
5840,DASHWOOD,ON,-81.6167,43.3667,253,8,-16,27,3772
5841,COURTRIGHT,ON,-82.4517,42.7639,186,9,-17,29,3578
5845,EXETER,ON,-81.5,43.35,262,8,-17,28,3824
5851,GODERICH,ON,-81.7167,43.7667,214,8,-15,24,3736
5861,KINCARDINE,ON,-81.6233,44.1728,200,8,-14,26,3790
5863,LUCKNOW,ON,-81.5,43.95,290,7,-18,26,4203
5870,PAISLEY,ON,-81.3667,44.2667,244,7,-19,26,4320
5873,PETROLIA TOWN,ON,-82.1667,42.8833,201,9,-16,28,3602
5877,SALTFORD,ON,-81.6833,43.75,229,8,-14,26,4001
5880,SARNIA AIRPORT,ON,-82.3047,42.9922,181,8,-16,28,3771
5889,TARA,ON,-81.157,44.5195,230,7,-18,25,4228
5900,THEDFORD,ON,-81.8558,43.1756,200,9,-16,28,3640
5901,AMHERSTBURG,ON,-83.0945,42.1034,182,10,-15,27,3362
5917,CHATHAM WPCP,ON,-82.2153,42.39,180,10,-16,28,3442
5921,DELHI CDA,ON,-80.55,42.8667,232,8,-17,26,3888
5923,DRESDEN,ON,-82.1833,42.5833,183,8,-19,28,3768
5926,DUNNVILLE PUMPING STN,ON,-79.6167,42.8333,175,8,-16,26,3774
5934,FORT ERIE,ON,-78.9667,42.8833,180,9,-15,27,3692
5939,GRIMSBY MOUNTAIN,ON,-79.5583,43.1836,171,10,-14,27,3438
5942,HAGERSVILLE,ON,-80.0667,42.9667,221,8,-16,26,3778
5944,HARROW CDA,ON,-82.9,42.0333,191,9,-18,28,3556
5958,NEW GLASGOW,ON,-81.6361,42.5145,198,9,-16,27,3652
5959,NIAGARA FALLS,ON,-79.0833,43.1333,183,9,-16,28,3569
5963,NIAGARA ON THE LAKE,ON,-79.1333,43.25,81,9,-14,27,3594
5977,PORT COLBORNE,ON,-79.25,42.8833,175,10,-14,26,3523
5980,PORT DALHOUSIE,ON,-79.2667,43.1833,91,9,-15,28,3517
5983,PORT STANLEY,ON,-81.2167,42.6667,183,8,-16,26,3868
5990,RIDGETOWN AUTOMATIC CLIMATE STATION,ON,-81.8833,42.45,206,9,-16,27,3590
5992,RIDGEVILLE,ON,-79.325,43.0417,236,9,-16,27,3731
5996,ST CATHARINES A,ON,-79.1667,43.2,98,9,-14,28,3570
6003,ST THOMAS WPCP,ON,-81.205,42.7683,209,9,-16,27,3663
6017,TILLSONBURG NORTH,ON,-80.7406,42.8606,235,9,-17,27,3703
6020,VINELAND,ON,-79.4167,43.15,110,10,-14,28,3393
6022,VINELAND RITTENHOUSE,ON,-79.4167,43.1667,95,9,-15,28,3527
6033,WELLAND,ON,-79.2611,42.9925,175,9,-16,27,3730
6037,WINDSOR RIVERSIDE,ON,-82.9333,42.3333,188,11,-14,28,3165
6038,WINDSOR A,ON,-82.9556,42.2756,190,10,-16,29,3379
6045,WOODSLEE CDA AUTOMATIC CLIMATE STATION,ON,-82.7333,42.2167,183,10,-15,29,3399
6048,POINT PELEE,ON,-82.5167,41.95,177,10,-16,27,3461
6063,BRANTFORD MOE,ON,-80.2333,43.1333,196,8,-18,26,3937
6073,CROMARTY,ON,-81.3333,43.4167,328,8,-18,27,4137
6074,CULLODEN EASEY,ON,-80.8467,42.8895,280,8,-17,27,3902
6087,FERGUS SHAND DAM,ON,-80.3303,43.7347,418,7,-19,26,4253
6088,FERGUS MOE,ON,-80.3789,43.7017,396,7,-17,25,4255
6089,FOLDENS,ON,-80.7808,43.0184,328,8,-17,27,3901
6092,GLEN ALLAN,ON,-80.7103,43.6839,400,7,-19,26,4285
6095,GRAND VALLEY WPCP,ON,-80.3333,43.8833,465,6,-21,26,4559
6099,GUELPH ARBORETUM,ON,-80.2167,43.55,328,7,-17,26,4238
6108,ILDERTON BEAR CREEK,ON,-81.4333,43.05,267,8,-18,27,3845
6121,LONDON CS,ON,-81.15,43.0333,278,8,-17,23,3850
6132,MONTICELLO,ON,-80.4,43.9667,482,5,-20,25,4691
6145,PRESTON,ON,-80.4167,43.4,291,7,-18,27,4071
6151,ROSEVILLE,ON,-80.4736,43.3536,328,8,-20,24,4188
6152,RUSKVIEW,ON,-80.1333,44.2333,472,6,-20,25,4477
6159,STRATFORD WWTP,ON,-81.0047,43.3689,345,8,-18,26,4057
6161,STRATHROY,ON,-81.65,42.95,229,8,-18,28,3778
6162,STRATHROY-MULLIFARRY,ON,-81.6428,42.9806,243,9,-16,27,3676
6169,WATERLOO WELLINGTON A,ON,-80.3833,43.45,317,7,-17,26,4158
6173,WOODSTOCK,ON,-80.7706,43.1361,282,8,-17,27,3920
6176,ELORA AUTOMATIC CLIMATE STATION,ON,-80.4167,43.65,376,7,-19,24,4268
6192,BELLEVILLE,ON,-77.3947,44.1506,76,8,-19,26,3910
6195,BLACKSTOCK,ON,-78.8333,44.1,291,7,-19,27,4149
6200,BOWMANVILLE MOSTERT,ON,-78.6667,43.9167,99,7,-18,25,3999
6204,BRADFORD MUCK RESEARCH,ON,-79.6,44.0333,221,7,-20,27,4261
6216,BURKETON MCLAUGHLIN,ON,-78.8,44.0333,312,7,-20,25,4269
6227,CAMBORNE,ON,-78.2167,44.05,175,7,-18,24,4122
6236,CENTREVILLE,ON,-76.9078,44.4034,150,7,-22,22,4253
6244,COBOURG STP,ON,-78.1833,43.9667,79,8,-18,25,3987
6250,COPETOWN,ON,-80.1167,43.25,229,8,-17,26,3952
6252,CRESSY,ON,-76.85,44.1,84,8,-19,25,3932
6262,GEORGETOWN WWTP,ON,-79.8792,43.64,221,7,-19,26,4263
6267,GORMLEY ARDENLEE,ON,-79.3833,43.8667,198,7,-19,27,4091
6273,HAMILTON A,ON,-79.9342,43.1717,238,8,-17,27,3907
6278,HAMILTON RBG,ON,-79.8833,43.2833,102,9,-16,28,3750
6279,HAMILTON RBG CS,ON,-79.9083,43.2917,102,9,-14,27,3642
6293,JANETVILLE,ON,-78.6333,44.2167,297,7,-21,26,4392
6294,KALADAR,ON,-77.1172,44.6478,215,7,-21,27,4144
6298,KING SMOKE TREE,ON,-79.5167,44.0167,352,7,-20,27,4225
6317,MIDDLEPORT TS,ON,-80.0333,43.1167,206,8,-17,28,3844
6320,MILLGROVE,ON,-79.9667,43.3167,255,8,-17,26,3937
6336,ORANGEVILLE MOE,ON,-80.0864,43.9184,412,6,-19,27,4433
6344,OSHAWA WPCP,ON,-78.8333,43.8667,84,8,-17,26,3787
6395,PICTON,ON,-77.1333,44.0167,76,8,-20,26,3989
6407,RICHMOND HILL,ON,-79.4478,43.8772,240,8,-18,27,3916
6433,STOUFFVILLE WPCP,ON,-79.25,43.9667,267,7,-20,27,4146
6436,TORONTO,ON,-79.4,43.6667,113,9,-16,28,3488
6479,TORONTO ISLAND A,ON,-79.395,43.6286,77,9,-16,25,3698
6490,TORONTO MALVERN,ON,-79.2333,43.8,160,8,-18,27,3885
6520,TRENTON A,ON,-77.5333,44.1167,86,8,-20,26,4050
6528,TYRONE,ON,-78.7333,44.0167,206,7,-21,25,4277
6542,WOODBRIDGE,ON,-79.6,43.7833,164,7,-19,25,4209
6543,WOOLER,ON,-77.7178,44.2006,123,8,-21,27,4044
6548,MOUNTAINVIEW,ON,-77.3017,44.052,108,8,-20,26,3867
6551,TORONTO BUTTONVILLE A,ON,-79.37,43.8622,198,8,-18,27,3951
6556,NAPANEE,ON,-76.9667,44.2333,80,8,-20,27,4108
6558,TORONTO NORTH YORK,ON,-79.4678,43.78,187,9,-17,27,3723
6577,HALIBURTON 3,ON,-78.5311,45.0322,330,5,-25,24,4889
6585,LINDSAY FROST,ON,-78.7403,44.3384,262,7,-22,26,4309
6588,MINDEN,ON,-78.7167,44.9333,274,6,-24,25,4654
6596,PETERBOROUGH A,ON,-78.3667,44.2333,191,6,-21,26,4417
6601,PETERBOROUGH STP,ON,-78.3167,44.2833,192,7,-20,26,4171
6602,PETERBOROUGH TORRANCE,ON,-78.3167,44.2333,655,7,-22,26,4299
6603,PETERBOROUGH TRENT U,ON,-78.3,44.3667,198,7,-21,27,4283
6622,BERTHIERVILLE,QC,-73.1833,46.05,12,6,-25,27,4642
6627,CHARLESBOURG PARC ORLEAN,QC,-71.2667,46.8667,114,4,-25,23,5054
6631,COTEAU DU LAC,QC,-74.1667,45.3167,49,7,-24,26,4612
6634,DESCHAMBAULT,QC,-71.9167,46.6667,15,5,-25,26,4953
6640,DUCHESNAY,QC,-71.65,46.8667,166,3,-27,23,5347
6646,JOLIETTE VILLE,QC,-73.4333,46.0167,56,6,-25,27,4656
6654,LES CEDRES,QC,-74.05,45.3,47,7,-23,26,4378
6658,LOUISEVILLE,QC,-73.0167,46.2667,45,6,-26,26,5017
6659,MASCOUCHE,QC,-73.6,45.75,15,7,-23,25,4519
6663,OKA,QC,-74.0667,45.5,91,6,-26,26,4741
6667,QUEBEC/JEAN LESAGE INTL A,QC,-71.3833,46.8,74,4,-25,24,5169
6669,RIGAUD,QC,-74.3667,45.5,46,6,-25,27,4652
6673,RIVIERE VERTE OUEST,QC,-71.8333,46.9833,213,4,-27,24,5365
6674,ST ALBAN,QC,-72.0833,46.7167,76,5,-27,25,5148
6675,ST ALEXIS DES MONTS,QC,-73.15,46.5333,183,5,-26,24,5218
6676,STE ANNE DE LA PERADE,QC,-72.2333,46.5833,16,5,-26,25,5006
6678,STE BEATRIX,QC,-73.6,46.2,198,4,-27,25,5225
6680,STE CATHERINE,QC,-71.6167,46.85,152,4,-27,25,5327
6681,ST CHARLES DE MANDEVILLE,QC,-73.35,46.35,168,5,-26,23,5141
6683,STE CHRISTINE,QC,-71.9167,46.8167,152,4,-26,22,5421
6685,ST COME,QC,-73.75,46.2833,244,4,-27,24,5485
6691,ST JACQUES,QC,-73.5833,45.95,69,5,-25,26,4865
6698,ST MATHIEU,QC,-72.9333,46.5833,168,3,-28,24,5408
6699,ST NARCISSE,QC,-72.4333,46.5333,46,5,-26,25,5066
6703,STE THERESE OUEST,QC,-73.8833,45.65,61,6,-25,26,4651
6708,STE FOY (PIE XII),QC,-71.3167,46.7833,79,5,-26,26,5062
6726,TROIS RIVIERES AQUEDUC,QC,-72.6167,46.3833,55,5,-25,26,4901
6729,LAC AUX SABLES,QC,-72.4,46.8667,160,4,-27,25,5257
6734,QUEBEC/JEAN LESAGE INTL,QC,-71.3817,46.8036,60,5,-24,23,4908
6737,ARTHABASKA,QC,-71.95,46.0167,140,5,-25,25,4921
6740,AUTEUIL,QC,-73.7333,45.65,53,7,-25,27,4594
6744,BEAUSEJOUR,QC,-71.1667,46.6667,107,5,-25,26,5110
6745,BECANCOUR,QC,-72.4333,46.3333,15,5,-26,23,4995
6747,BISHOPTON,QC,-71.5667,45.5833,213,4,-27,25,5077
6750,BONSECOURS,QC,-72.2667,45.4,297,5,-24,24,4960
6753,BROME,QC,-72.5667,45.1833,206,5,-26,26,4753
6755,BROMPTONVILLE,QC,-71.95,45.4833,130,6,-25,25,4738
6765,COATICOOK,QC,-71.8,45.15,259,6,-23,25,4644
6774,DRUMMONDVILLE,QC,-72.4833,45.8833,82,7,-24,27,4515
6784,FARNHAM,QC,-72.9,45.3,68,7,-25,26,4581
6786,FLEURY,QC,-73,45.8,31,6,-24,26,4627
6787,FORTIERVILLE,QC,-72.05,46.4833,53,5,-26,25,5080
6794,GEORGEVILLE,QC,-72.2333,45.1333,267,6,-24,23,4893
6795,GRANBY,QC,-72.7167,45.3833,175,6,-23,26,4480
6800,HEMMINGFORD FOUR WINDS,QC,-73.7167,45.0667,61,7,-22,27,4344
6802,HUNTINGDON,QC,-74.1667,45.05,49,7,-24,26,4295
6804,IBERVILLE,QC,-73.25,45.3333,31,7,-24,26,4534
6814,LAC MEGANTIC 2,QC,-70.8667,45.6,426,5,-26,24,5174
6817,LAMBTON,QC,-71.0833,45.8333,366,4,-25,25,5017
6822,LAURIERVILLE,QC,-71.6667,46.3333,152,5,-26,26,5115
6823,LAUZON,QC,-71.1,46.8167,69,5,-26,26,5053
6826,LENNOXVILLE,QC,-71.8236,45.3689,181,6,-24,23,4733
6827,LINGWICK,QC,-71.3667,45.6333,267,5,-24,25,4959
6829,MAGOG,QC,-72.1167,45.2667,274,6,-24,26,4724
6830,MANSEAU,QC,-71.9833,46.3333,96,4,-28,25,5186
6833,MARIEVILLE,QC,-73.1333,45.4,38,7,-23,27,4577
6839,MILAN,QC,-71.1167,45.5833,482,4,-26,24,5385
6845,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QC,-73.75,45.4667,36,7,-22,27,4322
6850,MONTREAL LAFONTAINE,QC,-73.5667,45.5167,41,7,-21,28,4149
6856,NICOLET,QC,-72.6167,46.2,30,5,-26,26,4890
6859,NOTRE DAME DES BOIS,QC,-71.0833,45.4,503,4,-25,21,5227
6860,ORMSTOWN,QC,-74.05,45.1167,46,7,-23,27,4403
6861,PHILIPSBURG,QC,-73.0833,45.0333,53,7,-23,27,4312
6863,PIERREVILLE,QC,-72.8333,46.0833,15,6,-25,26,4728
6865,POINTE DU MOULIN,QC,-73.9167,45.35,38,6,-23,26,4432
6870,RIVIERE DES PRAIRIES,QC,-73.5,45.7,9,7,-23,27,4595
6875,SABREVOIS,QC,-73.2,45.2167,38,7,-22,24,4408
6880,ST ANICET,QC,-74.35,45.1333,53,7,-22,27,4293
6892,ST COME DE LINIERE,QC,-70.5167,46.05,244,4,-26,24,5227
6896,STE DOROTHEE,QC,-73.7833,45.5167,23,7,-24,26,4446
6898,ST EPHREM,QC,-70.9667,46.0667,312,4,-27,25,5263
6899,ST FERDINAND,QC,-71.5833,46.1,297,5,-26,25,5106
6900,ST FLAVIEN,QC,-71.5667,46.4833,137,4,-26,26,5174
6902,ST FORTUNAT,QC,-71.6,45.9667,465,3,-27,24,5358
6905,STE GENEVIEVE,QC,-73.85,45.5,23,7,-22,25,4376
6906,ST GEORGES,QC,-70.7,46.15,168,5,-26,25,5087
6907,ST GUILLAUME,QC,-72.7667,45.8833,44,6,-26,27,4802
6911,MONTREAL/ST-HUBERT A,QC,-73.4167,45.5167,27,6,-21,26,4504
6915,ST HYACINTHE 2,QC,-72.9167,45.5667,33,7,-24,27,4558
6925,ST LUDGER,QC,-70.6833,45.75,335,5,-25,24,5192
6926,STE MADELEINE,QC,-73.1333,45.6167,30,7,-24,27,4583
6927,ST MALO D AUCKLAND,QC,-71.5,45.2,564,5,-26,24,5268
6928,STE MARTINE,QC,-73.85,45.2167,38,7,-23,27,4377
6931,ST NAZAIRE,QC,-72.6167,45.7333,69,6,-25,26,4637
6932,ST ODILON,QC,-70.65,46.35,358,3,-28,24,5465
6934,ST PIERRE DE BROUGHTON,QC,-71.2167,46.25,366,4,-27,25,5306
6935,ST PROSPER,QC,-70.5,46.2167,282,4,-27,24,5417
6936,ST REMI,QC,-73.6,45.2833,53,6,-23,26,4567
6940,ST SEBASTIEN,QC,-70.95,45.7667,442,4,-27,24,5271
6942,ST SEVERIN,QC,-71.05,46.3333,442,4,-26,22,5467
6945,ST THEOPHILE,QC,-70.4833,45.9333,395,4,-25,25,5173
6948,ST WENCESLAS,QC,-72.3333,46.1667,84,5,-27,26,4999
6949,ST ZACHARIE,QC,-70.3833,46.1167,480,3,-27,24,5542
6950,ST ZEPHIRIN,QC,-72.5833,46.0667,52,5,-26,26,4897
6952,SAWYERVILLE NORD,QC,-71.5333,45.3667,346,5,-24,25,4785
6953,SCOTT,QC,-71.0833,46.5,145,5,-25,26,5022
6957,SHERBROOKE A,QC,-71.6833,45.4333,241,5,-25,23,5003
6960,SOREL,QC,-73.1167,46.0333,15,7,-22,27,4530
6966,SUTTON,QC,-72.6833,45.0667,244,6,-23,26,4481
6970,THETFORD MINES,QC,-71.35,46.1,381,5,-26,25,5017
6974,VALLEE JONCTION,QC,-70.9333,46.3833,152,5,-25,26,5016
6975,VALLEYFIELD,QC,-74.1,45.2833,46,7,-22,26,4414
6977,VAL RACINE,QC,-71.0667,45.4833,495,3,-26,24,5347
6978,VERCHERES,QC,-73.3667,45.7667,21,7,-23,27,4458
6986,WOBURN,QC,-70.8667,45.3833,396,4,-25,22,5181
6988,DAVELUYVILLE,QC,-72.2,46.1833,84,4,-28,26,5142
6993,ST CAMILLE WOLFE,QC,-71.7333,45.6667,268,5,-27,25,5236
6997,ANGERS,QC,-75.55,45.55,91,5,-25,25,4883
7004,BLANCHE,QC,-75.3333,45.75,213,4,-27,24,5164
7007,CHARTERIS,QC,-76.4333,45.6833,168,6,-22,26,4936
7009,CHELSEA,QC,-75.7833,45.5167,113,6,-25,26,4684
7010,CHENEVILLE,QC,-75.0833,45.9,223,5,-27,25,5234
7023,LACHUTE,QC,-74.3333,45.65,91,6,-24,26,4614
7028,LA MACAZA,QC,-74.7667,46.3667,244,4,-27,25,5308
7033,LUSKVILLE,QC,-76.05,45.5333,69,6,-25,26,4742
7035,MANIWAKI UA,QC,-76.0061,46.3018,189,4,-27,23,5205
7041,MONTEBELLO (SEDBERGH),QC,-74.9333,45.7,197,5,-25,23,4835
7044,MONT LAURIER,QC,-75.55,46.5667,244,4,-29,25,5402
7046,NOMININGUE,QC,-75.0833,46.4,274,4,-29,25,5400
7047,NOTRE DAME DE LA PAIX,QC,-74.9833,45.8,183,5,-27,25,5107
7051,POINTE AU CHENE,QC,-74.8,45.65,51,6,-26,25,4707
7053,STE AGATHE DES MONTS,QC,-74.2833,46.05,395,3,-27,24,5345
7056,STE ANNE DU LAC,QC,-75.3333,46.85,262,3,-30,25,5554
7059,ST HIPPOLYTE,QC,-74,45.9833,366,5,-26,25,5191
7060,ST JEROME,QC,-74.05,45.8,170,6,-25,26,4904
7062,SHAWVILLE,QC,-76.4667,45.6167,168,5,-26,26,4908
7064,SHEENBORO,QC,-77.25,45.9667,137,5,-27,26,4985
7068,WAKEFIELD,QC,-75.9,45.6,152,5,-25,24,4803
7071,WRIGHT,QC,-76.05,46.0667,142,5,-29,26,5091
7075,BAIE-COMEAU A,QC,-68.2,49.1333,22,2,-27,19,5972
7079,BAIE ST PAUL,QC,-70.5,47.4167,32,4,-21,22,5267
7085,LOURDES DE BLANC SABLON A,QC,-57.1833,51.45,37,1,-25,17,6229
7090,BAIE JOHAN BEETZ,QC,-62.8,50.2833,8,1,-24,17,6135
7097,CHATEAU RICHER,QC,-71.0333,46.9667,15,5,-24,24,4965
7106,FORESTVILLE,QC,-69.0833,48.7333,76,3,-27,25,5685
7108,FORET MONTMORENCY,QC,-71.15,47.3167,640,0,-28,20,6431
7114,GRANDES BERGERONNES,QC,-69.5167,48.25,61,4,-25,22,5499
7120,HAVRE-SAINT-PIERRE A,QC,-63.6,50.2833,38,1,-27,19,6300
7128,LA MALBAIE,QC,-70.15,47.6667,23,4,-22,24,5386
7133,LES BUISSONS,QC,-68.3833,49.1167,15,4,-17,21,5657
7135,LES EBOULEMENTS,QC,-70.25,47.5,267,2,-25,23,5632
7149,NATASHQUAN A,QC,-61.8167,50.1833,11,1,-26,19,6137
7151,NOTRE DAME DES MONTS,QC,-70.4167,47.6667,267,2,-27,24,5695
7153,PENTECOTE,QC,-67.1667,49.7333,15,2,-25,20,5969
7154,PETITE RIV ST FRANCOIS,QC,-70.5667,47.3167,15,5,-19,23,4871
7163,RIVIERE ETERNITE,QC,-70.4,48.25,256,2,-29,24,5971
7165,SACRE COEUR,QC,-69.8667,48.25,122,2,-27,22,5777
7166,STE ANNE DE BEAUPRE,QC,-70.9167,47.0333,76,4,-25,25,5135
7171,ST JEAN (IO),QC,-70.9167,46.9167,31,5,-24,25,4920
7173,STE ROSE DU NORD,QC,-70.5333,48.4,205,3,-30,24,5846
7174,ST SIMEON,QC,-69.8667,47.85,15,3,-24,23,5411
7176,ST URBAIN,QC,-70.55,47.5667,91,4,-22,22,5313
7177,SEPT-ILES A,QC,-66.2667,50.2167,55,1,-27,20,6202
7182,TADOUSSAC,QC,-69.7,48.15,70,3,-22,19,5477
7183,TETE A LA BALEINE,QC,-59.3167,50.7,9,1,-27,18,6283
7190,ILE AUX COUDRES,QC,-70.3833,47.3833,15,4,-20,21,5033
7198,ST HILARION,QC,-70.4,47.6,412,3,-27,22,5799
7199,SAULT AU MOUTON,QC,-69.25,48.55,47,3,-26,22,5599
7208,AMQUI,QC,-67.45,48.5167,183,2,-27,24,5925
7226,BAIE DES SABLES,QC,-67.8333,48.7,99,3,-22,21,5525
7230,CAP DES ROSIERS,QC,-64.2,48.85,15,4,-21,22,5385
7232,CAPLAN,QC,-65.6833,48.1,23,4,-20,21,5226
7233,CAP MADELEINE,QC,-65.3167,49.2333,2,3,-23,22,5553
7235,CAP SEIZE,QC,-66.4,49.0167,229,2,-26,24,5910
7237,CAUSAPSCAL,QC,-67.2333,48.3667,168,3,-27,24,5935
7248,GASPE A,QC,-64.4781,48.7769,34,3,-22,24,5409
7257,HONFLEUR,QC,-70.85,46.6833,175,4,-27,25,5356
7261,LAC HUMQUI,QC,-67.5667,48.2833,236,3,-27,24,5845
7262,LAMARTINE,QC,-70.35,47.0333,63,4,-25,24,5084
7264,LA POCATIERE CDA,QC,-70.0333,47.35,31,4,-24,25,5186
7269,MATANE,QC,-67.4667,48.85,30,3,-22,22,5510
7273,MONT-JOLI A,QC,-68.2167,48.6,52,4,-23,24,5249
7277,MONT LOUIS,QC,-65.7333,49.2333,15,3,-24,23,5438
7278,MONTMAGNY,QC,-70.5833,46.9667,15,5,-23,25,5052
7279,MURDOCHVILLE,QC,-65.5167,48.95,575,2,-26,24,6018
7284,NOTRE DAME DU LAC,QC,-68.8,47.6,320,3,-24,23,5523
7285,NOTRE DAME DU ROSAIRE,QC,-70.4,46.8333,373,3,-27,24,5491
7286,NOUVELLE,QC,-66.3,48.1,7,4,-21,22,5325
7301,RIMOUSKI,QC,-68.5167,48.45,36,5,-24,25,5229
7303,RIVIERE BLEUE,QC,-69.0333,47.4333,213,3,-24,19,5621
7308,ST ALEXIS DE MATAPEDIA,QC,-67.0667,47.9833,274,2,-25,21,5901
7309,STE ANNE DES MONTS,QC,-66.4667,49.1333,15,3,-22,22,5502
7311,ST ARSENE,QC,-69.3833,47.95,76,3,-22,22,5426
7312,ST BRUNO KAMOURASKA,QC,-69.7833,47.45,198,3,-23,20,5564
7313,ST CAMILLE,QC,-70.2167,46.4833,396,3,-28,24,5613
7314,ST CHARLES GARNIER,QC,-68.05,48.3333,323,2,-26,24,5838
7315,ST CLEMENT,QC,-69.1,47.9167,259,2,-25,22,5798
7317,ST DAMASE DES AULNAIES,QC,-70.1333,47.2,274,3,-26,23,5499
7319,ST ELEUTHERE,QC,-69.2833,47.4833,290,3,-27,24,5598
7320,ST ELZEAR DE BONAVENTURE,QC,-65.35,48.1833,229,2,-24,18,5715
7321,ST GABRIEL,QC,-68.15,48.4833,259,3,-25,25,5593
7322,STE GERMAINE,QC,-70.4667,46.4167,511,3,-27,24,5564
7323,ST GUY,QC,-68.8167,48.05,320,2,-24,21,5851
7325,ST JEAN DE CHERBOURG,QC,-67.1167,48.8833,351,2,-26,23,6011
7326,STE LUCIE,QC,-70.0167,46.7333,373,3,-27,25,5645
7327,ST MALACHIE,QC,-70.8167,46.55,221,3,-27,25,5432
7329,SAINT MICHEL,QC,-70.8833,46.8667,69,5,-25,25,5135
7331,ST PAMPHILE,QC,-69.7833,46.9667,388,3,-25,23,5522
7333,STE PERPETUE,QC,-69.9333,47.05,411,3,-26,21,5692
7334,ST PHILEMON,QC,-70.4167,46.6667,450,2,-28,22,5668
7336,ST RENE DE MATANE,QC,-67.3833,48.6833,61,3,-24,19,5629
7337,STE ROSE DU DEGELIS,QC,-68.6333,47.5667,151,3,-24,22,5531
7339,SQUATECK,QC,-68.7,47.8833,198,3,-26,22,5509
7340,TRINITE DES MONTS,QC,-68.4833,48.1333,262,3,-24,22,5785
7341,TROIS PISTOLES,QC,-69.1167,48.15,58,4,-21,23,5320
7343,VAL D ESPOIR,QC,-64.3833,48.5167,91,2,-25,21,5915
7346,ILES DE LA MADELEINE A,QC,-61.7833,47.4167,11,6,-16,21,4560
7350,LADRIERE,QC,-68.7833,48.25,148,3,-23,24,5685
7357,BAGOTVILLE A,QC,-71,48.3333,159,3,-28,24,5567
7361,BONNARD,QC,-71.05,50.7333,506,-1,-33,22,7183
7381,HEMON,QC,-72.6,49.0667,183,1,-33,22,6404
7385,LAC BOUCHETTE,QC,-72.1667,48.2167,358,2,-31,24,6004
7390,LAC STE CROIX,QC,-71.75,48.4167,152,3,-30,26,5819
7401,NORMANDIN CDA,QC,-72.5333,48.85,137,1,-32,24,6224
7410,ROBERVAL A,QC,-72.2667,48.5167,179,3,-29,25,5639
7414,ST AMBROISE,QC,-71.3333,48.5667,122,2,-33,24,6102
7418,ST LEON DE LABRECQUE,QC,-71.5167,48.6667,131,2,-32,19,6103
7419,ST PRIME,QC,-72.4167,48.6167,122,3,-31,26,5842
7420,SHIPSHAW,QC,-71.2167,48.45,23,3,-30,25,5609
7442,GRANDE ANSE,QC,-72.9333,47.1,119,4,-28,24,5403
7445,LA TUQUE,QC,-72.7833,47.4,152,4,-26,22,5508
7455,ST MICHEL DES SAINTS,QC,-73.9167,46.6833,351,3,-29,24,5610
7461,BARRAGE ANGLIERS,QC,-79.2358,47.5519,267,4,-30,25,5511
7462,BARRAGE TEMISCAMINGUE,QC,-79.1011,46.7097,181,5,-25,23,4999
7463,BELLETERRE,QC,-78.7,47.3833,322,2,-28,22,5984
7467,KIPAWA LANIEL,QC,-79.2667,47.05,280,4,-22,24,5659
7471,MANNEVILLE,QC,-78.4833,48.55,311,0,-32,22,6483
7473,MONT BRUN,QC,-78.7333,48.4167,305,2,-33,24,6337
7478,RAPIDE DES JOACHIMS,QC,-77.7,46.2,137,5,-26,26,4990
7482,REMIGNY,QC,-79.2333,47.7167,290,2,-28,22,5891
7483,RIVIERE KINOJEVIS,QC,-78.8667,48.2167,290,1,-32,24,6013
7490,VILLE MARIE,QC,-79.4333,47.35,213,3,-29,25,5578
7492,LATULIPE,QC,-79.0167,47.4333,274,2,-30,19,5892
7496,AMOS,QC,-78.1333,48.5667,310,2,-31,25,6162
