id,station_name,province,lon,lat,elev,SL50 (kPa)
8283,DEER LAKE A,NL,-57.4,49.2167,22,7.3
8302,GALLANTS,NL,-58.2333,48.7,143,11.7
8345,LETHBRIDGE,NL,-53.9017,48.35,15,4.7
8353,MIDDLE ARM,NL,-56.0833,49.6833,48,14.5
8361,PETTY HARBOUR,NL,-52.7167,47.4667,6,5.9
8366,PLUM POINT,NL,-56.8833,51.0667,6,5
8371,PORT AUX BASQUES,NL,-59.1547,47.5739,40,7.2
8386,RATTLING BRK NORRIS ARM,NL,-55.3,49.0667,9,4.1
8397,ST ANTHONY,NL,-55.6,51.3667,12,11.5
8403,ST LAWRENCE,NL,-55.3833,46.9167,48,4.5
8416,SOPS ARM WHITE BAY,NL,-56.8833,49.7667,17,5
8419,SPRINGDALE,NL,-56.0833,49.5,23,4.7
8423,STEPHENVILLE A,NL,-58.55,48.5333,25,7
8455,WOODY POINT,NL,-57.9167,49.5,23,10.1
8472,BATTLE HARBOUR LOR,NL,-55.6,52.25,9,10.5
8479,CARTWRIGHT,NL,-57.035,53.7083,14,11.4
8484,CHURCHILL FALLS A,NL,-64.1,53.55,440,8.1
8486,GOOSE A,NL,-60.4167,53.3167,49,6.7
8489,HOPEDALE (AUT),NL,-60.2167,55.45,12,9.3
8498,NAIN A,NL,-61.6833,56.55,6,9.5
8518,WABUSH LAKE A,NL,-66.8742,52.9272,551,7
8767,VICTORIA INT'L A,BC,-123.426,48.6472,20,1.4
8769,VANCOUVER INT'L A,BC,-123.182,49.195,4,1.2
8774,EDMONTON INT'L A,AB,-113.583,53.3167,723,1.7
8775,CALGARY INT'L A,AB,-114.02,51.1139,1084,0.9
8784,REGINA INT'L A,SK,-104.667,50.4333,578,1.5
8785,SASKATOON DIEFENBAKER INT'L A,SK,-106.717,52.1667,504,1.4
8786,WINNIPEG RICHARDSON INT'L A,MB,-97.2333,49.9167,239,2.6
8789,OTTAWA MACDONALD-CARTIER INT'L A,ON,-75.6692,45.3225,114,3.5
8792,LONDON INT'L AIRPORT,ON,-81.1511,43.0331,278,1.8
8795,TORONTO LESTER B. PEARSON INT'L A,ON,-79.6306,43.6772,173,1.4
8799,L'ASSOMPTION,QC,-73.4347,45.8094,21,2.9
8807,MONTREAL/MIRABEL INT'L A,QC,-74.0333,45.6667,83,3.4
8816,VAL-D'OR A,QC,-77.7867,48.0564,337,4.2
8821,HALIFAX STANFIELD INT'L A,NS,-63.5,44.88,145,2.5
8826,O'LEARY,PE,-64.2617,46.7003,38,6
8832,GANDER INT'L A,NL,-54.5769,48.9464,151,5.9
8842,ST JOHN'S A,NL,-52.7428,47.6222,140,5.5
8844,ST JOHN'S WEST CDA,NL,-52.7833,47.5167,114,4.9
12341,FREDERICTON CDA,NB,-66.6167,45.9167,40,3.1
123,HAGERSVILLE 2 composite,ON,-80.42906,42.77439,214,1.5
192,BURKS FALLS composite,ON,-79.41611818,45.33400909,298,3.8
200,STELLARTON LOURDES composite,NS,-62.62608182,45.63357273,54,3
220,COPPER LAKE composite,NS,-61.571925,45.592375,47,4.5
223,SOUTH MOUNTAIN composite,ON,-75.7747875,44.7023375,98,2.1
224,OTTAWA ROCKCLIFFE A composite,ON,-75.56446667,45.36306667,107,3.7
269,METEGHAN RIVER composite,NS,-66.56365,44.46076667,33,1.5
275,WALKERTON composite,ON,-81.2871,44.43423333,216,3.5
278,MAGAGUADAVIC LAKE composite,NB,-67.2232875,45.4179375,91,5.6
282,ST HYACINTHE composite,QC,-72.58703684,45.45045263,146,5.1
286,DEBERT A composite,NS,-63.32314737,45.42973684,56,3
321,HALIBURTON A composite,ON,-78.52882667,44.29722,263,3.1
345,STIRLING composite,ON,-77.62724286,44.39395238,178,3.3
360,LAVALTRIE CDA composite,QC,-73.64116429,45.44933929,45,4.8
437,TORONTO NEW INT'L A composite,ON,-79.48505417,43.59246944,172,1.9
446,GUELPH OAC composite,ON,-80.42801786,43.56001071,348,2.4
456,BATHURST composite,NB,-65.70261429,47.56835714,60,6.7
484,ARGENTIA A composite,NF,-54.1762,47.43571429,32,1.5
487,CAPE RACE (AUT) composite,NF,-53.39608333,46.74611667,41,1.7
488,HARBOUR GRACE composite,NF,-53.59278125,47.4163,34,4
534,ST ANDREWS composite,NF,-59.24258,47.73378,24,6.1
537,MARGAREE FORKS composite,NS,-61.30098,46.322,30,5
555,MONTAGUE composite,PE,-62.51987778,46.2758,34,3.1
586,CAMPBELLTON composite,NB,-66.612725,47.989175,23,7.5
619,SUMMERSIDE CDA composite,PE,-63.55731667,46.3752,29,4.9
621,RIVIERE A PIERRE composite,QC,-72.55415833,46.47778333,82,4.9
639,PORT MENIER composite,QC,-64.36443333,49.8351,32,9.8
641,CAPE LAZO composite,BC,-124.6196087,49.52080435,54,1.2
643,CACHE LAKE composite,QC,-74.5576,49.802625,392,4.8
677,PITT MEADOWS A composite,BC,-122.6529608,49.18924706,68,1.5
729,SPRUCE TCPL 43 composite,MB,-96.63602632,49.46824211,278,2.2
786,MATAGAMI A composite,QC,-77.8049,49.76225,281,4.1
795,GLENWOOD composite,NF,-54.5312,48.85947143,82,4.8
796,TWILLINGATE composite,NF,-54.5889,49.51111667,27,6.1
889,BROADVIEW A composite,SK,-102.5009,50.46864,582,1.8
900,GIMLI A composite,MB,-97.38028,50.50114,250,2
973,GYPSUMVILLE composite,MB,-98.57141429,51.4881,261,2.1
989,VISCOUNT composite,SK,-105.70825,51.647925,573,2.1
1002,ROCKY MTN HOUSE A composite,AB,-114.45775,52.57634167,964,2
1124,OLIVER TREE NURSERY composite,AB,-113.4792941,53.5862,676,1.8
1734,WAGNER composite,AB,-114.61,55.3677,584,2.8
2075,CAPE HOPES ADVANCE composite,QC,-69.59165,61.06665,52,4.2
2139,FORT SIMPSON composite,NT,-121.2822,61.80286,154,2.7
