history_id,station_name,province,lon,lat,elev (m),TwJul2.5 (degC)
8807,MONTREAL/MIRABEL INT'L A,QC,-74.0333,45.6667,83,22.9
8810,CAP-D'ESPOIR,QC,-64.3169,48.4194,15,18.8
8816,VAL-D'OR A,QC,-77.7867,48.0564,337,21.2
8821,HALIFAX STANFIELD INT'L A,NS,-63.5,44.88,145,21.3
8832,GANDER INT'L A,NL,-54.5769,48.9464,151,20.1
8842,ST JOHN'S A,NL,-52.7428,47.6222,141,20.2
8845,ST JOHN'S WEST CDA CS,NL,-52.7847,47.5156,114,22.3
8853,MARY'S HARBOUR,NL,-55.8325,52.3036,12,18.3
12694,BRATT'S LAKE,SK,-104.711,50.2003,580,23.1
4.78748E+11,GIMLI COMPOSITE,MB,-97.0163,50.63256667,223,22.6
3.31633E+11,EDSON A COMPOSITE,AB,-116.467,53.5862,927,17.6
2.38124E+11,EDMONTON CITY CENTRE AWOS COMPOSITE,AB,-113.518,53.57276667,671,19.2
84828484,CHURCHILL FALLS COMPOSITE,NL,-64.09695,53.5539,440,17.1
82098212,SUMMERSIDE COMPOSITE,PE,-63.8349,46.44,16,21.4
80958098,SHEARWATER A COMPOSITE,NS,-63.51165,44.63055,25,20.25
79597962,HALIFAX DOCKYARD COMPOSITE,NS,-63.5928,44.6561,27,20.65
76847686,MIRAMICHI RCS COMPOSITE,NB,-65.4664,47.00945,33,21.7
76817682,CHARLO A COMPOSITE,NB,-66.33375,47.98665,41,21.2
75967597,INUKJUAK UA COMPOSITE,QC,-78.0801,58.4693,25,14.9
71777180,SEPT-ILES A COMPOSITE,QC,-66.25835,50.2167,54,17.8
61218792,LONDON CS COMPOSITE,ON,-81.15055,43.0332,278,23.5
53765378,MOOSONEE A COMPOSITE,ON,-80.6128,51.29155,9,21.3
53595362,KAPUSKASING A COMPOSITE,ON,-82.45555,49.41015,222,21.1
50345035,BIG TROUT LAKE COMPOSITE,ON,-89.88115,53.82445,223,19.9
45314534,PORTAGE SOUTHPORT A COMPOSITE,MB,-98.2754,49.90155,271,22.8
43684369,LA RONGE RCS COMPOSITE,SK,-105.2685,55.1482,379,19
38843885,MOOSE JAW A COMPOSITE,SK,-105.5525,50.3325,577,20.8
34753476,WHITECOURT COMPOSITE,AB,-115.7855,54.1418,784,18.4
34473450,SLAVE LAKE A COMPOSITE,AB,-114.783,55.29165,582,18.3
33773378,LAC LA BICHE (AUT) COMPOSITE,AB,-112.0205,54.7678,567,19.2
33363338,FORT MCMURRAY A COMPOSITE,AB,-111.215,56.65055,369,18.9
29552958,MEDICINE HAT A COMPOSITE,AB,-110.719,50.022,716,19.4
23838774,EDMONTON INTERNATIONAL CS COMPOSITE,AB,-113.5945,53.3117,719,19.6
23642365,CORONATION (AUT) COMPOSITE,AB,-111.4495,52.07875,791,18.4
19791982,INUVIK A COMPOSITE,NT,-133.5,68.31045,85,16.8
19681970,HAY RIVER A COMPOSITE,NT,-115.78,60.8393,164,18.1
19591961,FORT SMITH A COMPOSITE,NT,-111.9455,60.0232,204,18.5
19441945,FORT RELIANCE COMPOSITE,NT,-109.1675,62.71405,167,16.7
16851717,DEASE LAKE LWIS COMPOSITE,BC,-130.0285,58.42415,797,14.5
