irlat,irlon,RL50 (kPa),rlat,rlon,lat,lon,elev (m),station_name,province,model_values,ratio
728,620,0.09300000000000001,3.2540343879709486,-6.82970579631831,50.28335,-107.708,821.0,SWIFT CURRENT (HYBRID),SK,0.0860995426774025,0.9049170164261643
729,576,0.13,3.294490341736107,-8.78098449257167,50.0189,-110.721,717.0,MEDICINE HAT A,AB,0.07842602580785751,1.3887043484750623
729,1142,0.233,3.321200862802388,16.278681835293746,48.2167,-72.1667,358.0,LAC BOUCHETTE,QC,0.2953781187534332,0.6608520657964673
729,1213,0.444,3.3020657185607187,19.387549788287743,47.1578,-67.8319,242.0,ST LEONARD A,NB,0.4267526865005493,0.8716323841393889
729,1301,0.44799999999999995,3.2939386094819403,23.293464625867358,45.63357273,-62.62608182,54.0,STELLARTON LOURDES composite,NS,0.4420679211616516,0.8490155875470502
730,1311,0.748,3.336863255409132,23.744543989867303,45.4833,-62.0167,76.0,COLLEGEVILLE,NS,0.4795001745223999,1.3068913375785716
730,1326,0.741,3.3478667584073754,24.392707899410343,45.2164,-61.1778,16.0,DEMING,NS,0.4858633279800415,1.2777054240684314
733,1198,0.327,3.491313994124788,18.733677276905336,47.5667,-68.6333,151.0,STE ROSE DU DEGELIS,QC,0.40240180492401123,0.6807920626956565
735,474,0.381,3.5652891404836695,-13.311122271809033,49.2964,-117.632,496.0,CASTLEGAR A,BC,0.29270413517951965,1.0904927153294346
735,502,0.132,3.5715594149337595,-12.06538588634602,49.6122,-115.78200000000001,940.0,CRANBROOK A,BC,0.11689839512109756,0.9460019539415445
735,515,0.282,3.565855703432369,-11.467506817735874,49.7453,-114.883,1138.0,SPARWOOD,BC,0.07886506617069244,2.9956501146000645
735,1139,0.225,3.5858890255644726,16.122340479606144,48.5167,-72.2667,179.0,ROBERVAL A,QC,0.2871268093585968,0.6565010487650497
735,1316,0.763,3.568214239959637,23.980406366594252,45.592375,-61.571925,47.0,COPPER LAKE composite,NS,0.4678030014038086,1.3664325067689322
736,570,0.187,3.5910565071829694,-9.028653520187895,50.2667,-111.18299999999999,770.0,SUFFIELD A,AB,0.07186289876699448,2.180035300560929
736,820,0.18100000000000002,3.6085516827729736,2.018623133323337,51.0669,-93.7931,386.0,RED LAKE A,ON,0.17129023373126984,0.885263633757322
736,1147,0.32299999999999995,3.5978108026814204,16.479739155928193,48.4167,-71.75,152.0,LAC STE CROIX,QC,0.27890923619270325,0.9702111850154371
737,725,0.174,3.6486471044256565,-2.1807652710283705,51.1,-100.46700000000001,404.0,GILBERT PLAINS,MB,0.09265955537557602,1.5732063381323915
737,731,0.131,3.637650982133446,-1.9186062210436028,51.1,-100.05,304.0,DAUPHIN A,MB,0.0926765650510788,1.1842080743346624
737,1136,0.255,3.6504271546022258,15.99683941147927,48.6167,-72.4167,122.0,ST PRIME,QC,0.2925635278224945,0.7302081018967433
737,1158,0.24,3.677953743438618,16.97946760951628,48.3333,-71.0,159.0,BAGOTVILLE A,QC,0.3033805191516876,0.6627507114372394
738,1188,0.26,3.71007111167222,18.31675132549891,47.9167,-69.1,259.0,ST CLEMENT,QC,0.36650824546813965,0.5943143949401636
738,1276,0.35600000000000004,3.6845959413421965,22.197652168319504,46.4389,-63.8317,20.0,SUMMERSIDE A,PE,0.4809432029724121,0.6201301656085125
738,1281,0.615,3.7031269177923956,22.396835274342646,46.3752,-63.55731667,29.0,SUMMERSIDE CDA composite,PE,0.46748119592666626,1.1021421720934268
738,1288,0.461,3.7088202378029633,22.71596758927946,46.25,-63.1333,23.0,CHARLOTTETOWN CDA,PE,0.45960482954978943,0.840316696642159
738,1297,0.495,3.695154703131543,23.128978936207325,46.0667,-62.6,61.0,ALLISTON,PE,0.44922465085983276,0.9231414893321448
739,478,0.42700000000000005,3.7345715322890913,-13.108365117454234,49.5123,-117.399,760.0,NELSON RIXEN CREEK,BC,0.25921452045440674,1.3800512038814796
739,628,0.062,3.7636991911369555,-6.505263198283556,50.832,-107.311,660.0,BEECHY,SK,0.08270065486431122,0.6280719413336829
739,1248,0.47,3.765296967036392,20.93925168325036,47.0095,-65.4678,33.0,MIRAMICHI A,NB,0.4662661552429199,0.8444824265270106
739,1287,0.527,3.745334014783396,22.703007279034583,46.2886,-63.1286,49.0,CHARLOTTETOWN A,PE,0.46073001623153687,0.958276325987799
740,1268,0.496,3.805146627159658,21.821103653985478,46.7003,-64.2617,38.0,O'LEARY,PE,0.4783461093902588,0.8686925191703478
741,387,0.387,3.823732054743596,-17.157965052632917,48.4131,-123.325,70.0,VICTORIA GONZALES HTS,BC,0.33052992820739746,0.9809047256054544
741,1133,0.33899999999999997,3.8488977138356315,15.851778350050044,48.85,-72.5333,137.0,NORMANDIN CDA,QC,0.29688000679016113,0.9566330876319689
741,1164,0.36200000000000004,3.8422604402526868,17.25132301995396,48.4,-70.5333,205.0,STE ROSE DU NORD,QC,0.33451804518699646,0.9065999094626986
741,1280,0.46299999999999997,3.8191632149950627,22.350518174671695,46.5,-63.55,18.0,LONG RIVER,PE,0.478177547454834,0.8111822926794765
742,697,0.11800000000000001,3.887198018830976,-3.42540834014595,51.2667,-102.46700000000001,498.0,YORKTON A,SK,0.07750267535448074,1.2755337783584633
742,1237,0.521,3.862139802217241,20.45703721604458,47.2833,-66.0667,341.0,LITTLE RIVER MINE,NB,0.42139390110969543,1.0358005293969217
743,1180,0.433,3.9275140340820363,17.940016482155016,48.25,-69.5167,61.0,GRANDES BERGERONNES,QC,0.35030123591423035,1.035554303548284
746,387,0.5680000000000001,4.05401331129362,-17.1462653539833,48.63445,-123.4225,40.5,SAANICHTON CDA,BC,0.34881845116615295,1.3641921225264777
746,439,0.205,4.062019040754055,-14.8297517816315,49.3572,-120.07700000000001,517.0,HEDLEY,BC,0.14851179718971252,1.1564305562277557
746,447,0.15,4.074800059239958,-14.502483686793461,49.4631,-119.602,344.0,PENTICTON A,BC,0.13676540553569794,0.9188437223782199
747,384,0.818,4.110152086638713,-17.269400328837698,48.6469,-123.626,159.0,SHAWNIGAN LAKE,BC,0.49048498272895813,1.3971860463186245
747,1295,0.449,4.097032741271308,23.04520507377626,46.4667,-62.4667,32.0,MONTICELLO,PE,0.43477120995521545,0.8651914403936953
748,1300,0.589,4.153673757113379,23.247299074645955,46.4333,-62.1667,61.0,EAST BALTIC,PE,0.43477120995521545,1.13496159998193
749,405,0.804,4.198174141908334,-16.35606704872496,49.0253,-122.36,59.0,ABBOTSFORD A,BC,0.7324294447898865,0.9196379920547316
749,422,0.7290000000000001,4.1991101393692425,-15.578263258483593,49.2667,-121.23299999999999,685.0,HOPE SLIDE,BC,0.44337043166160583,1.377486821757597
749,482,0.297,4.196953729114685,-12.965453311805444,49.9958,-117.37,568.0,NEW DENVER,BC,0.20069532096385956,1.2397835024189805
750,434,0.168,4.250712703917452,-15.069322822765542,49.4678,-120.51299999999999,702.0,PRINCETON A,BC,0.17602503299713135,0.7995792191391308
751,415,0.795,4.282087444883862,-15.91382619343588,49.2431,-121.76,15.0,AGASSIZ CDA,BC,0.6446676850318909,1.0331369127591468
751,1323,0.722,4.273588051025234,24.277623200008552,46.1,-60.75,8.0,BADDECK,NS,0.4545270800590515,1.3307733210473525
752,706,0.17800000000000002,4.329181842759334,-3.0410843278094837,51.7333,-101.9,499.0,PELLY 2,SK,0.08517063409090042,1.750881576091465
752,1313,0.662,4.307962092008874,23.836527778183594,46.321999999999996,-61.30098,30.0,MARGAREE FORKS composite,NS,0.432224839925766,1.2831425843211548
753,419,1.023,4.348558395632354,-15.712158813189633,49.3683,-121.49799999999999,39.0,HOPE A,BC,0.5287550091743469,1.6208685292012455
753,1098,0.308,4.371155389527281,14.306667475765332,49.802625,-74.5576,392.0,CACHE LAKE composite,QC,0.2691632807254791,0.9586532621808272
753,1192,0.34700000000000003,4.345598033008107,18.495415831965524,48.45,-68.5167,36.0,RIMOUSKI,QC,0.3422900140285492,0.8493015108072193
753,1223,0.231,4.377253566453017,19.848600589722924,47.989175,-66.612725,23.0,CAMPBELLTON composite,NB,0.3552756905555725,0.5447197711232352
754,385,0.794,4.407282646003369,-17.245770999404836,48.935,-123.742,75.0,CHEMAINUS,BC,0.48741453886032104,1.3647360824785713
754,402,0.938,4.414650227614725,-16.48604181669755,49.18924706,-122.6529608,68.0,PITT MEADOWS A composite,BC,0.6711291074752808,1.1709097288388224
754,1207,0.35600000000000004,4.415906609261064,19.14630208065784,48.2833,-67.5667,236.0,LAC HUMQUI,QC,0.3552767336368561,0.8394790873427195
755,674,0.081,4.473443711760957,-4.46219952097385,51.7667,-104.2,561.0,WYNYARD,SK,0.07126086950302124,0.9522709869154238
755,1227,0.379,4.442055448008857,20.024656104182274,47.9833,-66.3333,40.0,CHARLO A,NB,0.3591722846031189,0.8840219405757325
756,453,0.132,4.506705494696642,-14.223333606531087,49.9561,-119.37799999999999,430.0,KELOWNA A,BC,0.14909276366233826,0.7417268784931896
757,384,0.621,4.547856150701866,-17.285246670498605,49.0544,-123.87,28.0,NANAIMO A,BC,0.5877403020858765,0.8851824185233974
757,395,0.583,4.531847882450481,-16.812356613135417,49.195,-123.182,4.0,VANCOUVER INT'L A,BC,0.6264681816101074,0.7796437249996341
757,1195,0.29,4.5562730774171545,18.628454874362962,48.6,-68.2167,52.0,MONT-JOLI A,QC,0.34547632932662964,0.703244513111853
757,1247,0.424,4.553130535964961,20.90147083831138,47.75,-65.0667,23.0,BERTRAND,NB,0.45743274688720703,0.7765425469592653
757,1332,0.7070000000000001,4.547908489350023,24.68599969266512,46.1667,-60.0481,62.0,SYDNEY A,NS,0.48559319972991943,1.2197574198610563
758,453,0.136,4.590826836110048,-14.224088312309972,50.0366,-119.416,506.0,WINFIELD,BC,0.14915195107460022,0.7639001945646796
759,603,0.046,4.610409614867476,-7.570753106418941,51.5167,-109.18299999999999,694.0,KINDERSLEY A,SK,0.06527882814407349,0.5903534875280217
759,1249,0.507,4.651853828796736,21.005823736238465,47.8,-64.8667,11.0,BAS CARAQUET,NB,0.45920953154563904,0.9249616282027096
759,1251,0.534,4.632375784571248,21.087559840485376,47.75,-64.7667,6.0,HAUT SHIPPAGAN,NB,0.45920953154563904,0.9742199397638006
761,1235,0.337,4.715470111362363,20.38318679106956,48.1,-65.6833,23.0,CAPLAN,QC,0.3967439532279968,0.7116168706052731
761,1315,0.5489999999999999,4.70829070687878,23.912394653903753,46.65,-60.95,11.0,CHETICAMP,NS,0.40481364727020264,1.1361713931691084
762,534,0.217,4.778503714622416,-10.625797002736029,51.1139,-114.02,1084.0,CALGARY INT'L A,AB,0.07873387634754181,2.309004349959938
763,391,0.665,4.788781407389454,-16.97143584939462,49.3856,-123.541,34.0,GIBSONS GOWER POINT,BC,0.8557198643684387,0.6510535071049506
764,457,0.166,4.859998740791233,-14.047864832441528,50.3443,-119.271,538.0,VERNON NORTH,BC,0.16234099864959717,0.8566561279369785
764,520,0.46799999999999997,4.8363904848695105,-11.26905824222256,51.0275,-115.035,1391.0,KANANASKIS,AB,0.08687379211187363,4.513191119340732
764,1005,0.23399999999999999,4.838614639714897,10.181446848171866,51.2667,-80.65,10.0,MOOSONEE UA,ON,0.18789678812026978,1.0433334996971795
764,1323,1.178,4.873758057634859,24.25294202573579,46.65,-60.4,8.0,INGONISH BEACH,NS,0.4153687059879303,2.375954764830981
766,386,0.34600000000000003,4.946532338915584,-17.173074384200916,49.4675,-123.913,7.0,MERRY ISLAND LIGHTSTATION,BC,0.8471898436546326,0.34215430538699915
767,358,0.6990000000000001,5.0044347021713405,-18.449748667971477,49.0822,-125.773,24.0,TOFINO A,BC,0.5594678521156311,1.0467155846281029
768,376,0.695,5.032427849855934,-17.630534663570668,49.3938,-124.617,8.0,QUALICUM R FISH RESEARCH,BC,0.6063934564590454,0.9601894932366676
768,640,0.087,5.039762809078846,-5.965341609252919,52.1667,-106.71700000000001,504.0,SASKATOON DIEFENBAKER INT'L A,SK,0.06456682085990906,1.1288506841746864
769,457,0.183,5.066941291229419,-14.03967533064155,50.5452,-119.35,419.0,SILVER CREEK,BC,0.18309880793094635,0.8373214637317838
769,513,0.168,5.0655475865321336,-11.558827532360517,51.1833,-115.56700000000001,1384.0,BANFF,AB,0.1630883663892746,0.8630042813528487
769,901,0.158,5.061316046013959,5.590602250568889,52.2333,-87.8833,254.0,LANSDOWNE HOUSE,ON,0.16832831501960754,0.7863693211469982
769,1191,0.622,5.058478584630331,18.448044213540186,49.1333,-68.2,22.0,BAIE-COMEAU A,QC,0.36494266986846924,1.4278822364454082
769,1208,0.252,5.083231709000099,19.203872504046767,48.8833,-67.1167,350.0,ST JEAN DE CHERBOURG,QC,0.33814704418182373,0.6243406271966674
770,1295,0.455,5.100925893032472,23.02929875054479,47.3833,-61.8667,60.0,GRINDSTONE ISLAND,QC,0.416032999753952,0.9162421514180404
771,377,0.855,5.152302859502165,-17.588380624383266,49.52080435,-124.6196087,54.0,CAPE LAZO composite,BC,0.6247854828834534,1.146467732076044
772,398,1.1540000000000001,5.2151149274009825,-16.64324273203796,49.8958,-123.281,46.0,SQUAMISH UPPER,BC,0.8510522246360779,1.1359945520108563
772,424,0.408,5.1885658794574345,-15.497821704493647,50.2333,-121.583,229.0,LYTTON,BC,0.19857342541217804,1.721336138646292
773,476,0.331,5.253797842772089,-13.203936242889501,50.9533,-118.166,450.0,REVELSTOKE AIRPORT RD,BC,0.2779906392097473,0.9975265708347968
776,375,0.67,5.398827057118161,-17.69177543345937,49.7167,-124.9,26.0,COMOX A,BC,0.6405894756317139,0.8762371346382378
776,405,0.778,5.367198301998756,-16.368037148016132,50.1289,-122.955,658.0,WHISTLER,BC,0.5104763507843018,1.2768227760450037
776,494,0.151,5.394415140675882,-12.39295400636217,51.2992,-116.98200000000001,785.0,GOLDEN A,BC,0.1177729070186615,1.0741333561295425
776,574,0.122,5.391313639347458,-8.863542897471344,52.0667,-111.45,791.0,CORONATION A,AB,0.06781335920095444,1.507201173640596
777,443,0.138,5.416834683190573,-14.660457567490104,50.7022,-120.44200000000001,345.0,KAMLOOPS A,BC,0.1473766416311264,0.7844713401677267
778,349,0.55,5.466629246781768,-18.811593513119927,49.3833,-126.54299999999999,6.0,ESTEVAN POINT,BC,0.5019234418869019,0.918019404359242
778,487,0.48200000000000004,5.482574779413113,-12.71709709241998,51.3017,-117.51700000000001,1330.0,GLACIER NP ROGERS PASS,BC,0.15445514023303986,2.614395715952875
782,1246,0.542,5.651301920249028,20.85593090429929,48.7769,-64.4781,34.0,GASPE A,QC,0.4199007749557495,1.0813823115854135
783,371,0.701,5.703163327113734,-17.835905794927697,49.9519,-125.273,109.0,CAMPBELL RIVER A,BC,0.608188807964325,0.9656199840272137
785,541,0.063,5.801064729915265,-10.317618290854872,52.1786,-113.89299999999999,905.0,RED DEER A,AB,0.0701901912689209,0.7519531355895418
785,620,0.083,5.765774172302074,-6.816518407766225,52.7719,-108.256,548.0,NORTH BATTLEFORD A,SK,0.05734812095761299,1.2125106192352455
785,1249,0.611,5.79153324323768,20.99524749910319,48.85,-64.2,15.0,CAP DES ROSIERS,QC,0.42227110266685486,1.212206194575644
788,451,0.138,5.932724915674236,-14.330120957742263,51.2918,-120.18299999999999,466.0,DARFIELD,BC,0.21431373059749603,0.5394556440572702
790,657,0.158,6.007061876745139,-5.205649220236125,53.2167,-105.667,428.0,PRINCE ALBERT A,SK,0.0706724002957344,1.8729832616110567
790,680,0.111,6.022339598671445,-4.196613718484254,53.3333,-104.0,372.0,NIPAWIN A,SK,0.08163262158632278,1.1391630402896595
792,372,0.696,6.099084371860609,-17.80527022983485,50.3332,-125.446,23.0,CHATHAM POINT,BC,0.6947590708732605,0.8392699335161479
792,1330,0.6829999999999999,6.07942366355763,24.598257854640586,47.5739,-59.1547,40.0,PORT AUX BASQUES,NL,0.49783268570899963,1.149380824803282
794,1327,1.117,6.194931185731555,24.47214019417098,47.733779999999996,-59.242580000000004,24.0,ST ANDREWS composite,NF,0.5032761693000793,1.8594027016360448
798,806,0.111,6.37108696084185,1.3946292957132782,53.85,-94.65,236.0,ISLAND LAKE A,MB,0.14604145288467407,0.6367566437902074
800,598,0.14300000000000002,6.467027949933973,-7.816700497910845,53.3092,-110.072,668.0,LLOYDMINSTER A,AB,0.058664895594120026,2.0421347070853018
800,763,0.107,6.452753004204012,-0.5033945328851623,53.95,-97.85,224.0,NORWAY HOUSE A,MB,0.12840743362903595,0.6981042188232081
801,439,0.099,6.4965383453506425,-14.83152150856505,51.6814,-121.21700000000001,928.0,100 MILE HOUSE 6NE,BC,0.1629539132118225,0.5089757037014463
802,720,0.17,6.530706804739108,-2.4262533068727663,53.9667,-101.1,270.0,THE PAS A,MB,0.09586715698242188,1.48561311339503
802,870,0.14400000000000002,6.527474346337769,4.229992367547862,53.8333,-89.8667,224.0,BIG TROUT LAKE,ON,0.14202286303043365,0.8494364243068143
802,1209,0.6,6.526088218670024,19.216683889338345,50.2167,-66.2667,55.0,SEPT-ILES A,QC,0.4377099871635437,1.148395403352168
803,468,0.303,6.576161870116752,-13.555416375438215,52.129,-119.29,690.0,BLUE RIVER A,BC,0.2025030106306076,1.2535388413524502
803,1351,0.8220000000000001,6.597500707225498,25.503301629128412,47.6167,-57.6167,11.0,BURGEO,NL,0.5889039635658264,1.1693755020365997
805,354,0.5870000000000001,6.6747472272446595,-18.602265614133806,50.5833,-126.93299999999999,59.0,ALERT BAY,BC,0.5676831007003784,0.8662809943539391
806,1389,0.606,6.714805284597526,27.17979422671576,46.9167,-55.3833,48.0,ST LAWRENCE,NL,0.528296709060669,0.9609955351326009
809,349,0.618,6.867169200978581,-18.822471420345344,50.6803,-127.366,22.0,PORT HARDY A,BC,0.5547022819519043,0.9333728708594707
809,572,0.076,6.849001617251035,-8.94303792876865,53.4833,-112.03299999999999,636.0,VEGREVILLE CDA,AB,0.06035349518060684,1.0549644312903483
810,551,0.096,6.872797573742963,-9.888532509729613,53.3167,-113.583,723.0,EDMONTON INT'L A,AB,0.06697201728820801,1.2008935256569153
812,559,0.124,6.98369096721194,-9.527016403047012,53.5,-113.03299999999999,750.0,UNCAS,AB,0.0632985383272171,1.6411741004724223
814,437,0.083,7.063303973997932,-14.953217742857733,52.1836,-121.686,1033.0,SPOKIN LAKE 4E,BC,0.1941651552915573,0.358124018441308
815,432,0.159,7.133331673139345,-15.169367061339733,52.1831,-122.054,940.0,WILLIAMS LAKE A,BC,0.1615949273109436,0.824320407766078
815,489,0.175,7.097323706908893,-12.626067082342265,52.8833,-118.06700000000001,1062.0,JASPER,AB,0.08045594394207001,1.8222441523158066
815,553,0.078,7.1153958025878365,-9.795709266970313,53.5733,-113.51799999999999,671.0,EDMONTON CITY CENTRE A,AB,0.06434651464223862,1.01553810967251
815,1328,0.49200000000000005,7.117358910371174,24.517097913492673,48.5333,-58.55,25.0,STEPHENVILLE A,NL,0.4774366319179535,0.8633283769980853
816,545,0.07400000000000001,7.165517526809998,-10.146227458310676,53.5475,-114.10799999999999,766.0,EDMONTON STONY PLAIN,AB,0.0662391185760498,0.935930986524473
816,622,0.065,7.135252540529704,-6.770535142688353,54.1333,-108.51700000000001,481.0,MEADOW LAKE A,SK,0.06801678985357285,0.8006152841633133
817,336,0.48700000000000004,7.217536626163485,-19.408809155479275,50.7822,-128.42700000000002,72.0,CAPE SCOTT,BC,0.49110326170921326,0.8307738037061491
817,554,0.10300000000000001,7.20031278290669,-9.74605025536421,53.6667,-113.46700000000001,688.0,EDMONTON NAMAO A,AB,0.06389673054218292,1.350470926510467
818,343,0.599,7.225774117220209,-19.07644773785695,50.9167,-127.95,14.0,BULL HARBOUR,BC,0.6138982176780701,0.8174422880651027
818,1417,0.583,7.251016002521476,28.45011299373771,46.74611667,-53.39608333,41.0,CAPE RACE (AUT) composite,NF,0.49543824791908264,0.9858382729950692
820,1390,0.6759999999999999,7.3432719055429,27.244436784751777,47.4306,-54.8428,15.0,BOAT HARBOUR,NL,0.5265601873397827,1.0755369311924352
821,1331,0.7170000000000001,7.362144133067964,24.62615250390588,48.7,-58.2333,143.0,GALLANTS,NL,0.4568027853965759,1.314973689366087
824,514,0.08900000000000001,7.52710801321648,-11.51139931173636,53.5833,-116.46700000000001,927.0,EDSON A,AB,0.059990692883729935,1.2428902458486941
825,1032,0.141,7.55110484508539,11.40209725081259,53.6333,-77.7,195.0,LA GRANDE RIVIERE A,QC,0.21729764342308044,0.5436141432334622
825,1399,0.57,7.574171644166242,27.635093055999413,47.43571429,-54.1762,32.0,ARGENTIA A composite,NF,0.5111308693885803,0.9342635301369678
826,599,0.11,7.579601901793152,-7.751283756222322,54.4167,-110.28299999999999,541.0,COLD LAKE A,AB,0.06408828496932983,1.437939740080308
826,1410,0.703,7.601455119667214,28.116150540572814,47.2167,-53.55,27.0,COLINET,NL,0.4833090603351593,1.218588399207373
827,1268,0.456,7.646599951001509,21.855483859627054,50.1833,-61.8167,11.0,NATASHQUAN A,QC,0.516893208026886,0.7390786692203763
828,1332,0.431,7.670314249600299,24.67471781601549,48.95,-57.95,5.0,CORNER BROOK,NL,0.42615461349487305,0.8472990643087527
829,1419,0.645,7.717138353829867,28.539548624607665,47.1,-52.9333,6.0,CAPE BROYLE,NL,0.4900002181529999,1.1027830754673678
830,1407,0.648,7.758143300668337,27.987996394216502,47.4163,-53.59278125,34.0,HARBOUR GRACE composite,NF,0.45923206210136414,1.1821414771360614
833,667,0.086,7.903160812653753,-4.758247218746956,55.15,-105.26700000000001,379.0,LA RONGE A,SK,0.08598850667476654,0.8378855399024575
833,1348,0.618,7.890790861218801,25.37151188867836,48.8167,-56.8667,270.0,BUCHANS,NL,0.3615599572658539,1.4319729023450818
834,526,0.067,7.97302083337573,-10.980979499107141,54.1439,-115.787,782.0,WHITECOURT A,AB,0.06521506607532501,0.860703393229134
834,528,0.10300000000000001,7.945925692469452,-10.914612003503843,54.1333,-115.667,741.0,WHITECOURT,AB,0.0638977661728859,1.3504490385910808
835,432,0.228,8.020634284705773,-15.164130981795742,53.0261,-122.51,545.0,QUESNEL A,BC,0.19129067659378052,0.9985451228467841
837,1336,0.317,8.075391192008935,24.868387906174352,49.2167,-57.4,22.0,DEER LAKE A,NL,0.38026759028434753,0.6983877300379155
837,1418,0.639,8.106864939483001,28.474338160291843,47.4667,-52.7167,6.0,PETTY HARBOUR,NL,0.48600777983665466,1.1014994582221949
838,1416,0.7020000000000001,8.126197355843289,28.409254978313303,47.5167,-52.7833,114.0,ST JOHN'S WEST CDA,NL,0.4802805483341217,1.2245281276413473
839,1327,0.461,8.166239327159682,24.433605951924587,49.5,-57.9167,23.0,WOODY POINT,NL,0.39845019578933716,0.9692895528962293
839,1335,0.544,8.163405045656338,24.820435529383964,49.3167,-57.4,154.0,CORMACK,NL,0.3801463842391968,1.1988771606876238
840,1416,0.784,8.230534649080468,28.377457088340115,47.6222,-52.7428,140.0,ST JOHN'S A,NL,0.4815242290496826,1.3640320321629464
842,763,0.08199999999999999,8.306018505604065,-0.4898819825218631,55.8033,-97.8625,224.0,THOMPSON A,MB,0.11523158103227615,0.5961684416440588
842,1124,0.165,8.299960359573916,15.44560701182247,53.2,-70.9,536.0,NITCHEQUON,QC,0.2265283763408661,0.6102221716297574
845,1392,0.521,8.455403278865548,27.32675373010038,48.35,-53.9017,15.0,LETHBRIDGE,NL,0.38945311307907104,1.1207511538505475
848,1324,0.446,8.568414912870594,24.31154833282076,49.9117,-57.7889,15.0,COW HEAD,NL,0.3687855303287506,1.0131823999804943
849,1366,0.42700000000000005,8.611102176608682,26.155877500630655,49.0667,-55.3,9.0,RATTLING BRK NORRIS ARM,NL,0.31337571144104004,1.1415348987056686
850,345,0.774,8.650836671452103,-18.9954872190085,52.2617,-128.719,26.0,MCINNES ISLAND,BC,0.7736990451812744,0.838099440737205
850,1378,0.262,8.683901913262767,26.702849450200837,48.85947143,-54.5312,82.0,GLENWOOD composite,NF,0.3344903290271759,0.6562123153412457
851,1337,0.457,8.71890176481015,24.90090147023769,49.7667,-56.8833,17.0,SOPS ARM WHITE BAY,NL,0.3280700147151947,1.1670146636596272
852,1350,0.41,8.736699349311783,25.49020065588056,49.5,-56.0833,23.0,SPRINGDALE,NL,0.29319167137145996,1.1715447401839183
852,1376,0.35,8.743890975982405,26.6323194328237,48.9464,-54.5769,151.0,GANDER INT'L A,NL,0.32095327973365784,0.9135932400450908
855,436,0.184,8.871679997996239,-14.978951097074027,53.8908,-122.679,691.0,PRINCE GEORGE A,BC,0.19216124713420868,0.8021926258561565
855,804,0.109,8.876406118523924,1.2834890209619778,56.3575,-94.7106,145.0,GILLAM A,MB,0.1241588145494461,0.7354880005923696
855,1177,0.184,8.894474268549919,17.832949980002578,52.9272,-66.8742,551.0,WABUSH LAKE A,NL,0.24300803244113922,0.6343425518813769
856,313,0.478,8.9221102400567,-20.436114299632873,51.9333,-131.017,92.0,CAPE ST JAMES,BC,0.6414346098899841,0.6243126836458738
856,1323,0.34,8.917592883317909,24.275196665536356,50.2364,-57.5811,19.0,DANIELS HARBOUR,NL,0.3380807638168335,0.8425294828909429
856,1369,0.447,8.920267481638986,26.294066602940795,49.2667,-54.8833,99.0,COMFORT COVE,NL,0.3027174174785614,1.237077091162698
858,1398,0.529,8.995449237262823,27.614971456792322,48.6672,-53.1142,26.0,BONAVISTA,NL,0.3929886221885681,1.1277227617500931
861,1022,0.158,9.143254450485722,10.963379553343792,55.2833,-77.75,12.0,KUUJJUARAPIK A,QC,0.18468163907527924,0.7167373187425059
863,1370,0.39799999999999996,9.227860750135529,26.33760073397983,49.51111667,-54.5889,27.0,TWILLINGATE composite,NF,0.30488038063049316,1.093654754124306
867,493,0.09699999999999999,9.437642625030247,-12.46008114715757,55.1797,-118.885,669.0,GRANDE PRAIRIE A,AB,0.06793343275785446,1.1962303717722282
870,487,0.055,9.539950230363896,-12.7402776438216,55.2,-119.4,745.0,BEAVERLODGE CDA,AB,0.06149531155824661,0.7492855105198074
871,340,0.9940000000000001,9.606712845887811,-19.221120663833677,53.05,-129.683,10.0,ETHELDA BAY,BC,0.7170888781547546,1.1612882950718455
877,597,0.08,9.871182472145804,-7.876901137946268,56.65,-111.21700000000001,369.0,FORT MCMURRAY A,AB,0.07628493756055832,0.8785729806069308
877,1323,0.358,9.858365396681622,24.266777866488194,51.0667,-56.8833,6.0,PLUM POINT,NL,0.3381638526916504,0.8869160108169526
883,1207,0.23,10.11636629865344,19.13577139970266,53.55,-64.1,440.0,CHURCHILL FALLS A,NL,0.21232230961322784,0.9075255428126534
883,1315,0.242,10.104162651119204,23.912489411212096,51.45,-57.1833,37.0,LOURDES DE BLANC SABLON A,QC,0.3485185503959656,0.5817228431537937
885,505,0.11800000000000001,10.212029191845676,-11.935249413927469,56.0667,-118.383,670.0,FAIRVIEW,AB,0.07004427909851074,1.4113540977237646
885,517,0.07,10.226946829363605,-11.381198804475845,56.2269,-117.447,571.0,PEACE RIVER A,AB,0.07229752093553543,0.8111502107974715
887,315,0.498,10.323304131822256,-20.314453931732185,53.2539,-131.813,6.0,SANDSPIT A,BC,0.3227812945842743,1.2925508414702442
892,1336,0.498,10.513143541501316,24.830079614182484,51.3667,-55.6,12.0,ST ANTHONY,NL,0.26744142174720764,1.5600097815816918
895,367,0.986,10.64544044520589,-18.038806278710556,54.4664,-128.577,217.0,TERRACE A,BC,0.3435843586921692,2.4041977212664793
895,387,0.24100000000000002,10.665533425795687,-17.140960439352252,54.8247,-127.18299999999999,522.0,SMITHERS A,BC,0.19626030325889587,1.0287532685595617
895,1162,0.22399999999999998,10.642722973708436,17.15060312140212,54.8,-66.8167,522.0,SCHEFFERVILLE A,QC,0.22449682652950287,0.8359195130347167
897,477,0.09,10.753806257076697,-13.163717285063106,56.2381,-120.74,695.0,FORT ST JOHN A,BC,0.06191064044833183,1.2178782200115994
