irlat,irlon,RL50 (kPa),rlat,rlon,lat,lon,elev (m),station_name,province,model_values,ratio
668,1174,0.474,0.6002534616609015,17.66009565819819,45.2,-71.5,564.0,ST MALO D AUCKLAND,QC,0.43930602073669434,0.9039363215861138
669,1146,0.494,0.6436379439510136,16.440798499950514,45.6167,-73.1333,30.0,STE MADELEINE,QC,0.40656059980392456,1.0179543710751968
669,1150,0.39,0.6413453724906322,16.600395614683634,45.5667,-72.9167,33.0,ST HYACINTHE 2,QC,0.4077587127685547,0.8012868370133923
669,1266,0.596,0.6616967255468574,21.753266688790557,43.8308,-66.0886,43.0,YARMOUTH A,NS,0.43087488412857056,1.1588353403828435
670,1167,0.294,0.6886805319462729,17.390734475406397,45.3689,-71.8236,181.0,LENNOXVILLE,QC,0.42027536034584045,0.5860572626829543
671,1098,0.336,0.7391769186864998,14.331629182838835,46.3018,-76.0061,189.0,MANIWAKI UA,QC,0.3522646725177765,0.7990920998510487
671,1141,0.387,0.738457158552364,16.240560473908765,45.7667,-73.3667,21.0,VERCHERES,QC,0.40966829657554626,0.7914167907129694
671,1267,0.542,0.7390764935272756,21.803607253579266,43.8833,-65.9833,9.0,TUSKET,NS,0.4331686496734619,1.0482597736480967
672,1140,0.467,0.7652575197208127,16.182646599358296,45.8094,-73.4347,21.0,L'ASSOMPTION,QC,0.41472533345222473,0.9433719668001207
672,1165,0.37200000000000005,0.7695743040876517,17.270669708561627,45.4833,-71.95,130.0,BROMPTONVILLE,QC,0.4181998670101166,0.7452220569300898
672,1169,0.38799999999999996,0.7807929838028224,17.463999638422727,45.4333,-71.6833,241.0,SHERBROOKE A,QC,0.41769862174987793,0.7782073609268801
673,1126,0.535,0.8244980392844867,15.547958374592634,46.05,-74.2833,395.0,STE AGATHE DES MONTS,QC,0.44066986441612244,1.0171080255676708
673,1131,0.563,0.816943782864911,15.7555788147033,45.9833,-74.0,366.0,ST HIPPOLYTE,QC,0.4546075463294983,1.0375246061586283
674,1147,0.45,0.8463890909946689,16.47479579678509,45.8,-73.0,30.0,FLEURY,QC,0.41326630115509033,0.9122401267445296
674,1178,0.32299999999999995,0.8834959655618496,17.87385061537259,45.4,-71.0833,503.0,NOTRE DAME DES BOIS,QC,0.43090859055519104,0.6279774098019852
677,881,0.17,0.9978671020460085,4.707577833482668,48.2833,-89.9167,399.0,WHITEFISH LAKE,ON,0.26536229252815247,0.5367058906527808
678,1117,0.42,1.0340555599277181,15.137667577989024,46.3667,-74.7667,244.0,LA MACAZA,QC,0.3946135938167572,0.8916694751406791
678,1143,0.40299999999999997,1.0447050148731867,16.327496188013978,46.0333,-73.1167,15.0,SOREL,QC,0.42439281940460205,0.7955430207323749
678,1154,0.405,1.0348232563982545,16.79264234742965,45.8833,-72.4833,82.0,DRUMMONDVILLE,QC,0.4112483263015747,0.8250447988489895
678,1172,0.326,1.0408049695193322,17.61091405605013,45.6333,-71.3667,267.0,LINGWICK,QC,0.4115142226219177,0.6636810254198647
678,1177,0.318,1.0494863716117762,17.79263385317223,45.5833,-71.1167,482.0,MILAN,QC,0.4164721667766571,0.6396873884987448
679,959,0.39399999999999996,1.1072814606393633,8.146944438375767,47.9667,-84.7833,287.0,WAWA A,ON,0.3535498380661011,0.9336244792895467
679,1135,0.542,1.1048802078623199,15.95810005194841,46.2,-73.6,198.0,STE BEATRIX,QC,0.451256662607193,1.0062416985373437
680,890,0.248,1.1206948848156557,5.08967868562008,48.3694,-89.3272,199.0,THUNDER BAY A,ON,0.2970421314239502,0.6994558058306043
680,981,0.319,1.1215982693691606,9.121374066660865,47.82,-83.3467,448.0,CHAPLEAU A,ON,0.26735252141952515,0.999615656852211
680,1147,0.45299999999999996,1.1514404604556916,16.500102870276372,46.0833,-72.8333,15.0,PIERREVILLE,QC,0.41634082794189453,0.9115402529876981
681,1132,0.595,1.1542596729610621,15.834532095958147,46.2833,-73.75,244.0,ST COME,QC,0.46220582723617554,1.078470326586216
683,1178,0.312,1.2606717705989359,17.84366708527203,45.7667,-70.95,442.0,ST SEBASTIEN,QC,0.4105389416217804,0.636688325698423
684,1138,0.5489999999999999,1.29909797368146,16.07911852243818,46.35,-73.35,168.0,ST CHARLES DE MANDEVILLE,QC,0.4512785077095032,1.0191881016609927
684,1150,0.406,1.3081477460879134,16.607760775956216,46.2,-72.6167,30.0,NICOLET,QC,0.4173415005207062,0.8150065732456209
684,1182,0.294,1.3054290288877226,18.025092727207987,45.75,-70.6833,335.0,ST LUDGER,QC,0.4122019112110138,0.597535869093259
686,1105,0.40700000000000003,1.3913321643034506,14.630169131697288,46.85,-75.3333,262.0,STE ANNE DU LAC,QC,0.3350898325443268,1.0175594919895428
687,1166,0.457,1.4353865918581943,17.319534723993772,46.1,-71.5833,297.0,ST FERDINAND,QC,0.41058436036109924,0.9324819813958413
688,1033,0.275,1.464268420428553,11.450362801068342,47.7,-79.85,243.0,EARLTON A,ON,0.27389752864837646,0.8411457040681946
688,1149,0.40299999999999997,1.4827451771107225,16.55193535398155,46.3833,-72.6167,55.0,TROIS RIVIERES AQUEDUC,QC,0.430489718914032,0.7842759784785687
688,1169,0.345,1.4868129159530434,17.472963414579834,46.1,-71.35,381.0,THETFORD MINES,QC,0.409062922000885,0.7065707092461583
689,1140,0.634,1.5150610464679561,16.15629574000493,46.5333,-73.15,183.0,ST ALEXIS DES MONTS,QC,0.43496617674827576,1.2211258409610415
690,1149,0.441,1.5858719669451118,16.564190208663554,46.47778333,-72.55415833,82.0,RIVIERE A PIERRE composite,QC,0.43530017137527466,0.8487433848666037
691,1182,0.304,1.6268592987363577,18.036246116246513,46.05,-70.5167,244.0,ST COME DE LINIERE,QC,0.40815702080726624,0.6239832953863051
691,1284,1.014,1.6142468085780268,22.551400289984592,44.4,-64.55,27.0,BRIDGEWATER,NS,0.5003440380096436,1.6978365433284976
692,1150,0.375,1.664176253985097,16.626426689197242,46.5333,-72.4333,46.0,ST NARCISSE,QC,0.4364309310913086,0.7198506416625641
692,1179,0.377,1.6796607608428853,17.883321299254668,46.15,-70.7,168.0,ST GEORGES,QC,0.40344029664993286,0.7828683340120709
692,1246,0.6940000000000001,1.6654751578683622,20.850317762178534,45.1,-66.7333,23.0,PENNFIELD,NB,0.6361055970191956,0.9140225378016869
693,758,0.295,1.6882373082187547,-0.7083728658870007,49.1833,-98.0833,298.0,MORDEN CDA,MB,0.11304685473442078,2.1862014772554716
693,1156,0.38,1.6981108675439935,16.892890608074847,46.4833,-72.05,53.0,FORTIERVILLE,QC,0.42503446340560913,0.7490073888294656
694,1153,0.415,1.7540822281724946,16.741931706325044,46.5833,-72.2333,16.0,STE ANNE DE LA PERADE,QC,0.43245407938957214,0.8039605702464997
695,1172,0.345,1.7744012915046719,17.594713197903786,46.3333,-71.05,442.0,ST SEVERIN,QC,0.3941085636615753,0.7333813714656188
695,1181,0.353,1.788085543520356,17.992307149959434,46.2167,-70.5,282.0,ST PROSPER,QC,0.40496987104415894,0.7302618998760602
697,686,0.071,1.8662740844535828,-3.895667948011195,49.2167,-102.96700000000001,580.0,ESTEVAN A,SK,0.09845993667840958,0.6041231074865941
697,1157,0.40299999999999997,1.9009426839342536,16.922755381469877,46.6667,-71.9167,15.0,DESCHAMBAULT,QC,0.43768706917762756,0.7713793011080439
698,1154,0.508,1.912824438817077,16.798519081378075,46.7167,-72.0833,76.0,ST ALBAN,QC,0.44678062200546265,0.9525681029683382
699,756,0.19399999999999998,1.956539149126066,-0.8130760493526549,49.45,-98.25,297.0,MIAMI THIESSEN,MB,0.10951878130435944,1.484020084150757
699,1148,0.473,1.9884978888085978,16.545808996887292,46.8667,-72.4,160.0,LAC AUX SABLES,QC,0.4584549367427826,0.864352988951643
699,1180,0.37,1.9845023376234565,17.948131049345225,46.4167,-70.4667,510.0,STE GERMAINE,QC,0.40283453464508057,0.7694876961084662
701,1163,0.467,2.054217978278324,17.173129500136174,46.7333,-71.5,58.0,ST AUGUSTIN,QC,0.43143540620803833,0.9068339034557699
701,1168,0.43200000000000005,2.0641528045347988,17.411163562539105,46.6667,-71.1667,107.0,BEAUSEJOUR,QC,0.41196179389953613,0.8785236499757159
701,1273,0.618,2.0477520185861904,22.08183244528817,44.9833,-64.9167,28.0,GREENWOOD A,NS,0.43927374482154846,1.1786364823330793
702,1007,0.24600000000000002,2.1028662985791216,10.272256140147682,48.5697,-81.3767,295.0,TIMMINS VICTOR POWER A,ON,0.24091297388076782,0.8554636678827364
702,1183,0.48200000000000004,2.1043623241683953,18.088712820603085,46.4833,-70.2167,396.0,ST CAMILLE,QC,0.4064384698867798,0.9935251873294548
702,1256,0.643,2.0923818993230565,21.32172942210499,45.3181,-65.8856,109.0,SAINT JOHN A,NB,0.5373662710189819,1.0024603877886817
703,1062,0.28300000000000003,2.1295758090215102,12.715646487269279,48.0564,-77.7867,337.0,VAL-D'OR A,QC,0.2781698703765869,0.8523206260739298
703,1164,0.47600000000000003,2.142892402870948,17.22771444423007,46.8,-71.3833,74.0,QUEBEC/JEAN LESAGE INTL A,QC,0.43250772356987,0.9220187151065731
703,1297,0.6970000000000001,2.1285083347995943,23.143751611246888,44.6333,-63.5,44.0,SHEARWATER A,NS,0.5180006623268127,1.1272730234758557
704,1277,0.534,2.1832299349175868,22.229032603976535,45.05,-64.65,31.0,WATERVILLE CAMBRIDGE,NS,0.42769134044647217,1.0460138886476855
705,1168,0.45,2.220882571941183,17.406153681880436,46.8167,-71.1,69.0,LAUZON,QC,0.42192012071609497,0.8935295674098463
705,1279,0.565,2.245163530071908,22.330642996726787,45.0667,-64.4833,49.0,KENTVILLE CDA,NS,0.4303649365901947,1.0998620527424199
705,1287,0.612,2.249827933933791,22.675906214322463,44.9333,-64.0333,84.0,SALMON HOLE,NS,0.45343151688575745,1.1307494095835617
707,813,0.18,2.3191516259454263,1.7019727769211224,49.7903,-94.3653,410.0,KENORA A,ON,0.1771586835384369,0.8512099896320755
707,1046,0.306,2.3301463594803966,12.017196687285196,48.4167,-78.7333,305.0,MONT BRUN,QC,0.27351534366607666,0.9372735970364867
708,1168,0.48,2.377566928011995,17.400888965846388,46.9667,-71.0333,15.0,CHATEAU RICHER,QC,0.4294535219669342,0.9363791172701621
708,1184,0.51,2.38587791745667,18.134863525524572,46.7333,-70.0167,373.0,STE LUCIE,QC,0.40073543787002563,1.06620098023259
708,1295,0.76,2.353824406162802,23.043207937173968,44.88,-63.5,145.0,HALIFAX STANFIELD INT'L A,NS,0.5094563961029053,1.249779003790008
709,756,0.121,2.406655175540253,-0.816592826955396,49.9,-98.2667,270.0,PORTAGE SOUTHPORT A,MB,0.10387501120567322,0.9758901571945485
709,771,0.16899999999999998,2.4169256900823712,-0.15035553299554535,49.9167,-97.2333,239.0,WINNIPEG RICHARDSON INT'L A,MB,0.1080813929438591,1.3099732353415263
709,836,0.16699999999999998,2.408289044403697,2.742262906325916,49.8333,-92.75,413.0,DRYDEN A,ON,0.1869925856590271,0.7482017769720699
709,1242,0.57,2.4355673986902304,20.695842322706284,45.8721,-66.5279,21.0,FREDERICTON A,NB,0.5476866364479065,0.8719053900859111
710,732,0.18899999999999997,2.4461289022730366,-1.9022360052764455,49.91,-99.9519,409.0,BRANDON A,MB,0.09665179252624512,1.6382438348868527
710,1225,0.552,2.4503054913706883,19.923144460296516,46.1703,-67.5536,153.0,WOODSTOCK,NB,0.5043020248413086,0.9170119957870008
710,1240,0.581,2.4538374466501836,20.62178160144984,45.9167,-66.6167,40.0,FREDERICTON CDA,NB,0.5432615876197815,0.8959706533139175
710,1248,0.647,2.4523914808738034,20.97348209091824,45.7833,-66.15,34.0,GAGETOWN 2,NB,0.5759193897247314,0.9411725049537251
712,1054,0.233,2.5693781490772243,12.368776262825914,48.5667,-78.1333,310.0,AMOS,QC,0.2703103721141815,0.7221374394276883
712,1355,0.528,2.558199415687226,25.705259485464225,43.9322,-60.0094,5.0,SABLE ISLAND,NS,0.4735258221626282,0.9341506209070829
713,1244,0.61,2.5880834006331126,20.757678859211282,45.9903,-66.3633,54.0,ACADIA FOREST EXP ST,NB,0.5343093276023865,0.9564532125504047
713,1278,0.619,2.5929897681063143,22.295057999272316,45.4,-64.3333,24.0,PARRSBORO,NS,0.45860615372657776,1.1307781867424054
715,921,0.243,2.703334463357099,6.489334819136607,49.7828,-86.9306,348.0,GERALDTON A,ON,0.2334626466035843,0.8719980628676479
715,1163,0.501,2.6832756820036425,17.21270812915398,47.3167,-71.15,640.0,FORET MONTMORENCY,QC,0.4714151620864868,0.8903501379852835
716,848,0.18100000000000002,2.724053173483273,3.2714077284853,50.1167,-91.9,383.0,SIOUX LOOKOUT A,ON,0.1871650516986847,0.8101780399911624
717,988,0.307,2.7844182733983796,9.431461031270734,49.4,-82.4333,218.0,KAPUSKASING CDA,ON,0.23171532154083252,1.1099675319456666
717,1051,0.261,2.7724424149031415,12.216949590249524,48.8,-78.2833,305.0,LAC BERRY,QC,0.26310664415359497,0.8310656707720036
718,987,0.266,2.7939506024780143,9.406987093709729,49.4139,-82.4675,226.0,KAPUSKASING A,ON,0.23003999888896942,0.9687348660879497
718,1299,0.573,2.8057614051937527,23.227533862191482,45.2167,-63.0,23.0,UPPER STEWIACKE,NS,0.5018500089645386,0.9565492527811688
718,1313,0.648,2.8341066245898623,23.849578318579603,44.9833,-62.1833,15.0,ECUM SECUM,NS,0.49023568630218506,1.1073801508324148
719,1294,0.539,2.865301707549471,22.994531657643748,45.3667,-63.2667,40.0,TRURO,NS,0.4597567915916443,0.9821713528332833
720,1218,0.384,2.915060025357727,19.622613419942642,46.7122,-67.7156,80.0,AROOSTOOK,NB,0.46189001202583313,0.6964970869046966
720,1293,0.595,2.906569872397495,22.932472395768386,45.42973684,-63.32314737,56.0,DEBERT A composite,NS,0.45524850487709045,1.0949520187529898
721,1179,0.479,2.9632011627512,17.917497467271644,47.35,-70.0333,30.0,LA POCATIERE CDA,QC,0.3866293430328369,1.0379282987110932
721,1276,0.486,2.952510648604285,22.20214615660833,45.7667,-64.25,20.0,NAPPAN CDA,NS,0.46672263741493225,0.8723766934376964
721,1304,0.69,2.9636487927491326,23.41369120676652,45.2833,-62.6667,152.0,TRAFALGAR,NS,0.5203890800476074,1.1108299155625223
722,694,0.09,2.995535908365118,-3.5550168868492085,50.3681,-102.571,600.0,BROADVIEW,SK,0.08927798271179199,0.8445488831484718
722,1273,0.5589999999999999,2.99186183107382,22.08356301670653,45.85,-64.3833,46.0,SACKVILLE,NB,0.4607769250869751,1.0163604028683844
724,695,0.149,3.0926391667634663,-3.503230109800849,50.46864,-102.5009,582.0,BROADVIEW A composite,SK,0.09028303623199463,1.3826325073087293
724,891,0.243,3.0628319237385395,5.168523459661336,50.2936,-88.9053,322.0,ARMSTRONG (AUT),ON,0.19758033752441406,1.0303605011562675
725,651,0.10800000000000001,3.1345694278645513,-5.464582646908156,50.3333,-105.56700000000001,577.0,MOOSE JAW A,SK,0.08425862342119217,1.0738312713050353
725,1267,0.57,3.143485364303546,21.790230230835956,46.1053,-64.6838,71.0,MONCTON A,NB,0.47259634733200073,1.0104414329327966
726,489,0.35,3.187961984628174,-12.656336194902284,49.0971,-116.51799999999999,610.0,CRESTON,BC,0.24219897389411926,1.2106605656519274
726,545,0.261,3.16518878430455,-10.173529005346774,49.6303,-112.8,929.0,LETHBRIDGE A,AB,0.07679153978824615,2.847434760535256
726,664,0.068,3.1741915710209807,-4.882522538616095,50.4333,-104.667,578.0,REGINA INT'L A,SK,0.07495617121458054,0.7600255095702215
726,1242,0.45,3.1668816081319098,20.688150177613355,46.5525,-66.1403,57.0,DOAKTOWN,NB,0.49293336272239685,0.7648054107412382
