ilocy,ilocx,HDD (degC-day),rlat,rlon,lat,lon,station_name,ratio,model_vals
610,1046,4477.0,-1.9632896096268049,12.005951269358317,44.2333,-80.1333,RUSKVIEW,1.153682993867395,3858.8139597464665
610,1069,4277.0,-1.9506957967676675,13.034488807523276,44.0167,-78.7333,TYRONE,1.1544177029409775,3684.0838794423116
611,1033,4438.0,-1.9208176300440867,11.431423879128285,44.395,-80.9056,CHATSWORTH,1.1520786849252462,3830.5258165969035
611,1051,4228.0,-1.9090728517835933,12.250936972318437,44.2333,-79.7833,EGBERT CARE,1.090296298115378,3856.059073757254
611,1053,4394.0,-1.9211289341184725,12.318754222071837,44.2067,-79.6947,COOKSTOWN,1.132419759450424,3858.387583389979
611,1068,4269.0,-1.9456140465990561,12.98396334043673,44.0333,-78.8,BURKETON MCLAUGHLIN,1.1425031279744258,3715.540456664994
611,1078,3987.0,-1.9064779158935732,13.431092717642924,43.9667,-78.1833,COBOURG STP,1.0928584070283873,3627.7351715475347
612,1067,4149.0,-1.886213506972899,12.945302739494345,44.1,-78.8333,BLACKSTOCK,1.101175165829897,3746.625320377631
613,1028,4228.0,-1.8353251431644337,11.230341090007814,44.5195,-81.157,TARA,1.0959508333066423,3836.163818359375
613,1077,4122.0,-1.8312767142835416,13.387933314906906,44.05,-78.2167,CAMBORNE,1.1164540572013633,3671.3041786798967
614,1050,4299.0,-1.800398130737639,12.202123436529773,44.35,-79.8167,ESSA ONT HYDRO,1.0982384855365521,3892.458795607826
614,1061,4135.0,-1.7816353282292943,12.679022862516934,44.2625,-79.1614,UDORA,1.0688860886423652,3846.779796928741
615,1031,4028.0,-1.7405275891997007,11.373576723747828,44.5833,-80.9333,OWEN SOUND MOE,1.045349312011855,3831.609678312394
615,1052,4204.0,-1.7553657751343468,12.285118537724797,44.3758,-79.6897,BARRIE WPCC,1.0698185888410525,3907.561347277781
615,1070,4392.0,-1.7395011092485384,13.057972763569062,44.2167,-78.6333,JANETVILLE,1.1538764202721907,3784.916216673935
616,1039,4110.0,-1.6839926466563786,11.687924428012861,44.5736,-80.4853,THORNBURY SLAMA,1.052740199128806,3882.1637716038695
616,1043,3854.0,-1.7154697341383163,11.8907013659687,44.5,-80.2167,COLLINGWOOD,0.9817246983599026,3903.6891770316306
616,1051,4349.0,-1.6950125327746375,12.21516992426389,44.45,-79.7667,MIDHURST,1.104486966036009,3915.4533134058356
616,1053,4230.0,-1.7233069520001558,12.319592020167152,44.3995,-79.6328,SHANTY BAY,1.0732850580236333,3919.0294003536083
617,1067,4309.0,-1.638869579923607,12.955200183926335,44.3384,-78.7403,LINDSAY FROST,1.1122167089852824,3852.4793214322817
617,1074,4358.0,-1.6744215474072017,13.257323716687257,44.2333,-78.3417,PETERBOROUGH A,1.1415602776096843,3796.13470565668
617,1087,4050.0,-1.647919910661428,13.848380542642577,44.1167,-77.5333,TRENTON A,1.1041015445227869,3647.5331134660883
617,1091,3867.0,-1.6694849297937964,14.02564779032217,44.052,-77.3017,MOUNTAINVIEW,1.0620776763533382,3620.521484375
617,1094,3989.0,-1.6734444404721234,14.151747243967074,44.0167,-77.1333,PICTON,1.0611399676357096,3738.045654296875
618,1028,4244.0,-1.6065279350677362,11.219407227076683,44.7458,-81.1072,WIARTON A,1.1000982347571877,3836.163818359375
618,1074,4171.0,-1.6216103317267434,13.262919317046434,44.2833,-78.3167,PETERBOROUGH STP,1.085663907137952,3820.3049160557584
618,1084,4044.0,-1.5989571666107039,13.699452523724991,44.2006,-77.7178,WOOLER,1.090035745842401,3689.1273225162863
619,1089,3910.0,-1.5905322191931184,13.936456970299941,44.1506,-77.3947,BELLEVILLE,1.059063238610067,3671.200479738769
620,1059,4289.0,-1.5131887286064079,12.576260729874983,44.5472,-79.2167,LAGOON CITY,1.073039159547438,3974.6025996712256
620,1074,4283.0,-1.5377497104263818,13.254811521010158,44.3667,-78.3,PETERBOROUGH TRENT U,1.1008861165806572,3868.645336853917
620,1098,3932.0,-1.5414624437518731,14.327793343245277,44.1,-76.85,CRESSY,1.0659098530818933,3668.1431000081648
621,1051,4447.0,-1.5005493345131968,12.24455704668356,44.6333,-79.6667,MOONSTONE,1.115816965335784,3963.030425586324
621,1055,4255.5,-1.485903018789871,12.415651137516097,44.609750000000005,-79.4278,ORILLIA BRAIN,1.0644272068775156,3975.4643718546877
622,1096,4108.0,-1.4337203913822272,14.21300261615781,44.2333,-76.9667,NAPANEE,1.1048565381642617,3697.2411864738224
623,1102,4195.0,-1.3803565049833204,14.473210899310928,44.2186,-76.5967,KINGSTON A,1.1299097476753235,3691.8278980094797
624,1103,3970.0,-1.3344650417683777,14.547086211470535,44.2439,-76.4806,KINGSTON PUMPING STATION,1.066232885525415,3702.471046376153
626,1096,4253.0,-1.2584926692926106,14.210738204995435,44.4034,-76.9078,CENTREVILLE,1.1297217294591426,3743.493970409142
626,1102,4365.0,-1.2516890253689585,14.510561931232607,44.3333,-76.5,GLENBURNIE,1.1647962101049325,3726.383400382995
627,1099,4171.0,-1.1950455367128394,14.354715693013972,44.4281,-76.6903,HARTINGTON IHD,1.1071303273252144,3746.232091432079
629,1055,4702.0,-1.1177117079756498,12.424309244301325,44.9667,-79.3,MUSKOKA A,1.1362291570773009,4115.000881717533
631,1064,4654.0,-1.0562070565687953,12.833953903344092,44.9333,-78.7167,MINDEN,1.105529307705958,4186.097660906851
631,1091,4144.0,-1.0596148068915552,14.004623047146392,44.6478,-77.1172,KALADAR,1.0545510882609985,3907.5573431504663
631,1099,4474.0,-1.0506547599153988,14.358492556784078,44.5667,-76.6333,GODFREY,1.1734077621120338,3791.405715576122
632,1108,4237.0,-0.9970343098368244,14.75008258088223,44.5167,-76.0833,LYNDHURST SHAWMERE,1.124403063592574,3747.051664573142
633,1053,4996.0,-0.9711249001282717,12.318182553301423,45.1333,-79.4,BEATRICE 2,1.1820495556296222,4202.8121885767
633,1067,4889.0,-0.929498972966488,12.938661086656456,45.0322,-78.5311,HALIBURTON 3,1.151590430535066,4221.581980111813
634,1010,4647.0,-0.9112210432501607,10.426027277235224,45.5833,-82.0167,SOUTH BAYMOUTH,1.0841537371886936,4262.2119140625
636,1010,4464.0,-0.8018517841064011,10.429480362505993,45.69,-81.98200000000001,SANDFIELD,1.041459497054084,4262.2119140625
636,1060,4888.0,-0.8155861240598921,12.61988479689368,45.2167,-78.9333,DORSET MOE,1.1337829143284774,4287.010296793292
636,1114,4013.0,-0.8378436542802289,15.014147783762358,44.6,-75.6667,BROCKVILLE PCC,1.0632821816054792,3752.9593561638394
639,1000,4644.0,-0.6883970505338951,9.992710779507949,45.8833,-82.5667,GORE BAY A,1.065278581595023,4334.931640625
639,1093,4752.0,-0.6970346994898854,14.101504159842776,44.9742,-76.8561,OMPAH,1.1806302731372667,4002.3563589702676
640,1059,5086.0,-0.6480473584073168,12.604555155685231,45.3833,-78.9,DWIGHT,1.1619538552105464,4352.519365345111
641,1094,4494.0,-0.6072636239021553,14.130672257107062,45.0536,-76.7839,OMPAH-SEITZ,1.1151109095132408,4007.4511845235265
642,1043,4899.0,-0.5742533922365206,11.880619147076752,45.6167,-79.8833,DUNCHURCH,1.1439533017693575,4258.458122457272
642,1102,4429.0,-0.5311247041004096,14.49877022431523,45.0322,-76.2528,DRUMMOND CENTRE,1.1286848152270592,3901.990749133305
644,1112,4537.0,-0.4461626144289343,14.929598665935082,45.0,-75.6333,KEMPTVILLE,1.1799860388383565,3823.359608552622
644,1114,4468.0,-0.4496347539430733,15.040747769215615,44.9667,-75.4833,SOUTH MOUNTAIN,1.1630135247706226,3820.160737236407
645,1119,4429.0,-0.43427613707536233,15.253398110235178,44.9236,-75.1883,MORRISBURG,1.1466779062585677,3840.76267944603
646,1073,5134.0,-0.3836766946566222,13.202421150283568,45.5,-77.9833,MADAWASKA,1.166554105104577,4376.271077575126
647,968,4914.0,-0.3282026503152139,8.56463998274487,46.4833,-84.5094,SAULT STE MARIE A,1.143489165726394,4273.230657109663
647,1007,4823.0,-0.313658385690148,10.304340206572224,46.1931,-82.0247,MASSEY,1.0952406315596859,4378.858912241159
647,1118,4729.0,-0.34700285948860216,15.219938380209175,45.0167,-75.2,CHESTERVILLE 2,1.2119499409759107,3880.054891030825
649,1125,4057.0,-0.25988898011708267,15.52670054154102,45.0156,-74.7489,CORNWALL,1.0429129247203421,3868.2113553138106
650,1093,4925.0,-0.1767276458478402,14.078064634363093,45.4833,-76.7,RENFREW,1.183999785289023,4136.260176294163
650,1098,4701.0,-0.1807976990180741,14.321151979112058,45.4167,-76.3667,ARNPRIOR GRANDON,1.1427649480548159,4090.595891308772
651,1109,4468.0,-0.14229068458931268,14.818651720335906,45.3225,-75.6692,OTTAWA MACDONALD-CARTIER INT'L A,1.1141018438777937,3987.874742886609
651,1114,4454.0,-0.14093876294364713,15.044549154525475,45.2628,-75.3595,RUSSELL,1.1195602420205555,3955.9972661664433
651,1121,4539.0,-0.15509703413979337,15.333313656471164,45.17,-74.9708,AVONMORE,1.1521629136173246,3917.4145167571105
652,1100,4455.0,-0.10813293545524913,14.398485438967267,45.4667,-76.2333,CHATS FALLS,1.0802266397563662,4100.964997218216
652,1108,4364.0,-0.0926557441963778,14.770203286375427,45.3833,-75.7167,OTTAWA CDA,1.0804582490781678,4016.3355538308692
652,1134,4295.0,-0.11059958944123897,15.91164378309388,45.05,-74.1667,HUNTINGDON,1.0928757266660676,3907.919647812393
653,1119,4584.0,-0.0604863936540115,15.238149298815271,45.2872,-75.0636,ST. ALBERT,1.1524213168260897,3955.364973894602
653,1128,4760.0,-0.07216402157873898,15.630422831696166,45.1667,-74.5333,GLEN GORDON,1.2159694902798193,3892.579686260813
653,1131,4293.0,-0.06763698819223248,15.76386408140092,45.1333,-74.35,ST ANICET,1.1016258402513488,3875.0740995313595
654,1095,4908.0,-0.005795683190460074,14.201635678814915,45.6167,-76.4667,SHAWVILLE,1.1688905295409655,4175.264102107211
654,1102,4742.0,-0.010141822987990141,14.504972791199682,45.5333,-76.05,LUSKVILLE,1.1469170695908846,4111.334103127663
654,1135,4403.0,-0.02306995179155099,15.971452536902286,45.1167,-74.05,ORMSTOWN,1.129370541445539,3876.729218648616
654,1141,4344.0,-0.002819591108613995,16.211153361252567,45.0667,-73.7167,HEMMINGFORD FOUR WINDS,1.1220008414431097,3849.9037446493076
655,1050,5087.0,0.0108004267438218,12.200271604969695,46.1167,-79.25,POWASSAN,1.1235943419329577,4501.999386807775
655,1106,4684.0,0.023408393646965037,14.689533459485038,45.5167,-75.7833,CHELSEA,1.1376288556592582,4094.20443647171
656,1096,4936.0,0.06457777123853113,14.206951891737853,45.6833,-76.4333,CHARTERIS,1.1667615776530513,4206.745796413597
656,1104,4803.0,0.08195977352268988,14.588600976666568,45.6,-75.9,WAKEFIELD,1.1552849087565082,4134.059507852
656,1128,4630.0,0.0849726979880299,15.633090253915883,45.3167,-74.4667,DALHOUSIE MILLS,1.1696246482581532,3936.295707200695
657,1082,4675.0,0.11330453220638075,13.605283933039043,45.8833,-77.25,PETAWAWA HOFFMAN,1.0639851098588753,4369.173616406175
657,1110,4883.0,0.09932157620079315,14.83803900373631,45.55,-75.55,ANGERS,1.1834178500027057,4103.00310937142
657,1134,4414.0,0.12639370122986404,15.889859305178064,45.2833,-74.1,VALLEYFIELD,1.122631809962232,3909.7431048454237
657,1138,4377.0,0.11337791584524394,16.077591989134834,45.2167,-73.85,STE MARTINE,1.1201619029001462,3885.518543733783
657,1151,4312.0,0.09735313190136174,16.648563684979216,45.0333,-73.0833,PHILIPSBURG,1.086953363826102,3944.7644773910483
658,1032,5380.0,0.1588690757167492,11.411658178529011,46.4333,-80.3167,WARREN,1.1832917361244346,4521.095508246089
658,1079,5131.0,0.17855996765314416,13.45697987749162,45.9833,-77.4333,PETAWAWA NAT FORESTRY,1.1561630785051387,4413.02264323118
658,1081,5024.0,0.16636607784747412,13.543748046258958,45.95,-77.3167,PETAWAWA A,1.1367642478039437,4394.732667284635
658,1132,4612.0,0.1449521540605815,15.835340398054557,45.3167,-74.1667,COTEAU DU LAC,1.161589284324997,3948.1163166306137
658,1134,4378.0,0.15249205653689513,15.918756455961613,45.3,-74.05,LES CEDRES,1.10830204702801,3927.9943940716785
659,1081,4985.0,0.19407473605052883,13.584505642712083,45.9667,-77.25,SHEENBORO,1.1237427321107254,4411.146730189821
659,1157,4481.0,0.2143332821945056,16.907970562019244,45.0667,-72.6833,SUTTON,1.0981134388559588,4057.709715624632
660,1046,5101.0,0.2247059616752298,12.02855117692835,46.3636,-79.4228,NORTH BAY A,1.1181555078315346,4536.347896458043
660,1079,4679.0,0.2546265558096915,13.485297134232503,46.05,-77.3667,CHALK RIVER AECL,1.046529323586285,4445.850769041554
660,1136,4432.0,0.22738696504931138,15.994085520116192,45.35,-73.9167,POINTE DU MOULIN,1.1178989138826423,3942.30712532075
660,1141,4567.0,0.2283644204318483,16.22655884926908,45.2833,-73.6,ST REMI,1.1623709726254494,3906.9647516571467
660,1148,4408.0,0.2478536721012904,16.515278173256952,45.2167,-73.2,SABREVOIS,1.109801566435444,3949.5670388978915
661,1024,5148.0,0.27785930544065024,11.04782465123829,46.6256,-80.7978,SUDBURY A,1.093055795056384,4683.272675749665
661,1128,4652.0,0.2806495088143387,15.648523738310713,45.5,-74.3667,RIGAUD,1.1458457436461318,4037.0747203799665
662,1073,4990.0,0.3432681606598265,13.224513500547225,46.2,-77.7,RAPIDE DES JOACHIMS,1.0934458134401595,4537.916673274731
662,1112,5164.0,0.33288059623135635,14.929673952353337,45.75,-75.3333,BLANCHE,1.2086432830224945,4248.555815907027
662,1121,4707.0,0.33932389965887066,15.315281294240158,45.65,-74.8,POINTE AU CHENE,1.1236333676010615,4165.554377409529
662,1133,4741.0,0.34068495857699327,15.85004677117141,45.5,-74.0667,OKA,1.1750383520572698,4012.0944745784136
662,1146,4534.0,0.34872560816845866,16.447024680651992,45.3333,-73.25,IBERVILLE,1.140599944679078,3952.7687465691215
662,1158,4753.0,0.35043721364910185,16.950859185149188,45.1833,-72.5667,BROME,1.1549142398157137,4092.3362967621338
663,1118,4835.0,0.361483120581601,15.211915468380836,45.7,-74.9333,MONTEBELLO (SEDBERGH),1.1382029411839008,4224.059357192922
663,1136,4376.0,0.3845159255402604,15.995474941061378,45.5,-73.85,STE GENEVIEVE,1.0886537561879082,3997.0609929995126
663,1138,4322.0,0.3730154780297401,16.072237754624673,45.4667,-73.75,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,1.0812221780730642,3974.871145796077
663,1152,4581.0,0.3905380912778866,16.691842997635554,45.3,-72.9,FARNHAM,1.1443746276062459,3980.570397114856
663,1163,4893.0,0.3750065977850023,17.189960041690064,45.1333,-72.2333,GEORGEVILLE,1.1593613814329586,4196.716412831103
664,1128,4614.0,0.43111426674639375,15.628350571746576,45.65,-74.3333,LACHUTE,1.1136434322840274,4119.880957929214
664,1137,4446.0,0.41406455561027233,16.035360030867526,45.5167,-73.7833,STE DOROTHEE,1.104091462849244,4004.217358624049
664,1147,4577.0,0.4368054058190625,16.505448072721734,45.4,-73.1333,MARIEVILLE,1.1472290189744199,3967.1993671161167
665,966,5304.0,0.4534327836783287,8.490695838493727,47.2667,-84.4333,MONTREAL FALLS,1.1222341048829427,4699.734129546228
665,1117,5107.0,0.4479252468195834,15.150717234220592,45.8,-74.9833,NOTRE DAME DE LA PAIX,1.18324813249166,4291.837475323164
665,1140,4149.0,0.4583713999221783,16.180524851159493,45.5167,-73.5667,MONTREAL LAFONTAINE,1.0319343799636576,3998.0165779675126
665,1169,4644.0,0.4860499102898444,17.47520195436037,45.15,-71.8,COATICOOK,1.0603620999677135,4355.031012120287
666,1099,5091.0,0.5043901353927333,14.364356559816647,46.0667,-76.05,WRIGHT,1.151229019927298,4397.38616610686
666,1115,5234.0,0.5248360328681333,15.056181318654785,45.9,-75.0833,CHENEVILLE,1.1981637462319112,4343.809602918228
666,1132,4844.0,0.5070676872066261,15.82450983689447,45.6667,-74.0333,MONTREAL/MIRABEL INT'L A,1.1686904469704233,4121.524424395512
666,1134,4651.0,0.521333283639665,15.929713258832273,45.65,-73.8833,STE THERESE OUEST,1.1287109251266645,4097.480054645725
666,1142,4504.0,0.4892824791896059,16.280985270212184,45.5167,-73.4167,MONTREAL/ST-HUBERT A,1.1219135969430654,3992.0153985322663
666,1154,4480.0,0.5088716677241474,16.78949405383804,45.3833,-72.7167,GRANBY,1.1018523047988957,4043.038407543488
666,1164,4724.0,0.5272872692490097,17.226791433609083,45.2667,-72.1167,MAGOG,1.1086196390297058,4237.215561571415
