ilocy,ilocx,HDD (degC-day),rlat,rlon,lat,lon,station_name,ratio,model_vals
666,1273,3999.0,0.5167730618197578,22.051543718913305,43.5833,-65.7833,CHARLESVILLE,1.3038003535939333,3049.955810546875
667,1137,4594.0,0.5517791406523052,16.030056157354327,45.65,-73.7333,AUTEUIL,1.1149844407283724,4097.089218908471
668,1049,4999.0,0.6116695306403618,12.166449577432108,46.7097,-79.1011,BARRAGE TEMISCAMINGUE,1.0655129414135949,4665.279259012736
668,1161,4960.0,0.6214263288690471,17.08527176163669,45.4,-72.2667,BONSECOURS,1.1774242719809571,4188.91868178324
668,1174,5268.0,0.6002534616609015,17.66009565819819,45.2,-71.5,ST MALO D AUCKLAND,1.1770457012256819,4450.4679537833445
669,1131,4904.0,0.6313835144540892,15.775006468895526,45.8,-74.05,ST JEROME,1.1512687644281072,4235.717401628333
669,1140,4595.0,0.6472925145879969,16.171309964048906,45.7,-73.5,RIVIERE DES PRAIRIES,1.1145996709651258,4099.395713408046
669,1146,4583.0,0.6436379439510136,16.440798499950514,45.6167,-73.1333,STE MADELEINE,1.1310260348040015,4029.3082471541848
669,1150,4558.0,0.6413453724906322,16.600395614683634,45.5667,-72.9167,ST HYACINTHE 2,1.1225978874664508,4037.414493066709
669,1266,3963.0,0.6616967255468574,21.753266688790557,43.8308,-66.0886,YARMOUTH A,1.2920632161272212,3049.955810546875
670,1138,4519.0,0.6746081217094909,16.08989611417244,45.75,-73.6,MASCOUCHE,1.0781454690772494,4167.908889037603
670,1167,4733.0,0.6886805319462729,17.390734475406397,45.3689,-71.8236,LENNOXVILLE,1.0882228088641597,4324.858646297488
670,1266,3965.0,0.691809181967963,21.732060479707474,43.8667,-66.1,DAYTON,1.2927152793198164,3049.955810546875
671,1098,5205.0,0.7391769186864998,14.331629182838835,46.3018,-76.0061,MANIWAKI UA,1.1437875010688214,4525.10462391763
671,1141,4458.0,0.738457158552364,16.240560473908765,45.7667,-73.3667,VERCHERES,1.0776016593932327,4113.7230496510465
671,1172,4785.0,0.7509101223247516,17.58498768439471,45.3667,-71.5333,SAWYERVILLE NORD,1.0693817214870605,4449.409963168567
672,1140,4777.0,0.7652575197208127,16.182646599358296,45.8094,-73.4347,L'ASSOMPTION,1.1424986694243973,4157.69642227738
672,1165,4738.0,0.7695743040876517,17.270669708561627,45.4833,-71.95,BROMPTONVILLE,1.0993658818218348,4285.5447960732545
672,1169,5003.0,0.7807929838028224,17.463999638422727,45.4333,-71.6833,SHERBROOKE A,1.135664641268453,4380.600375191842
673,1126,5345.0,0.8244980392844867,15.547958374592634,46.05,-74.2833,STE AGATHE DES MONTS,1.184157696015426,4488.398464467205
673,1131,5191.0,0.816943782864911,15.7555788147033,45.9833,-74.0,ST HIPPOLYTE,1.181720915966798,4368.0675298710285
674,1137,4865.0,0.8692421461964197,16.042427016078804,45.95,-73.5833,ST JACQUES,1.1328948376033423,4270.182970533272
674,1147,4627.0,0.8463890909946689,16.47479579678509,45.8,-73.0,FLEURY,1.11589659978988,4123.1466579935795
674,1153,4637.0,0.8636001331270774,16.74986518653635,45.7333,-72.6167,ST NAZAIRE,1.119500845653506,4118.754508857835
674,1178,5227.0,0.8834959655618496,17.87385061537259,45.4,-71.0833,NOTRE DAME DES BOIS,1.1462501219845906,4534.46801298546
675,1045,5659.0,0.917660245635942,11.979386771404783,47.05,-79.2667,KIPAWA LANIEL,1.1820453886301765,4760.568058160929
675,1182,5181.0,0.916905903277946,18.023200046235907,45.3833,-70.8667,WOBURN,1.122658266470701,4589.012611098944
676,887,5439.0,0.9729814465218624,4.9774347896798545,48.2333,-89.5167,TRANQUILLO RIDGE,1.1069950146462413,4885.698144355856
676,1139,4656.0,0.9636319823370622,16.122458232313356,46.0167,-73.4333,JOLIETTE VILLE,1.079079508672228,4290.54798628495
676,1150,4802.0,0.9747855116695645,16.604689994654365,45.8833,-72.7667,ST GUILLAUME,1.1416388827678197,4182.602967923212
676,1170,5077.0,0.9489281006476226,17.494131786612147,45.5833,-71.5667,BISHOPTON,1.1390795024408884,4432.067479020721
676,1178,5347.0,0.9661034892266325,17.85802000379403,45.4833,-71.0667,VAL RACINE,1.171099500125625,4540.143982501406
677,881,5826.0,0.9978671020460085,4.707577833482668,48.2833,-89.9167,WHITEFISH LAKE,1.1601083345243575,4993.731305588159
677,1112,5400.0,1.005526645700237,14.918558559991391,46.4,-75.0833,NOMININGUE,1.1430394510852342,4697.705391769094
677,1167,5236.0,0.9912789287134749,17.357229033844433,45.6667,-71.7333,ST CAMILLE WOLFE,1.1909947491663289,4371.626284933878
678,1117,5308.0,1.0340555599277181,15.137667577989024,46.3667,-74.7667,LA MACAZA,1.1134959438126113,4740.187408166781
678,1142,4642.0,1.0468615131981447,16.278382023454203,46.05,-73.1833,BERTHIERVILLE,1.0753779055330952,4292.371120666687
678,1143,4530.0,1.0447050148731867,16.327496188013978,46.0333,-73.1167,SOREL,1.0521327692448268,4281.3515722477605
678,1154,4515.0,1.0348232563982545,16.79264234742965,45.8833,-72.4833,DRUMMONDVILLE,1.0655619807252636,4213.3959709604715
678,1172,4959.0,1.0408049695193322,17.61091405605013,45.6333,-71.3667,LINGWICK,1.1034502395495474,4468.837805805826
678,1177,5385.0,1.0494863716117762,17.79263385317223,45.5833,-71.1167,MILAN,1.1821359636567477,4529.721645876162
679,884,5665.0,1.0786265168121942,4.855987512171448,48.35,-89.6833,FLINT,1.12769745368479,4995.288225376362
679,959,5635.0,1.1072814606393633,8.146944438375767,47.9667,-84.7833,WAWA A,1.1365049569255692,4930.328125
679,1104,5402.0,1.0783665501697681,14.56388649802228,46.5667,-75.55,MONT LAURIER,1.1433194111006872,4698.294548432127
679,1135,5225.0,1.1048802078623199,15.95810005194841,46.2,-73.6,STE BEATRIX,1.1567783055856684,4491.479243696735
680,890,5672.0,1.1206948848156557,5.08967868562008,48.3694,-89.3272,THUNDER BAY A,1.142778837457553,4935.455838907132
680,981,5806.0,1.1215982693691606,9.121374066660865,47.82,-83.3467,CHAPLEAU A,1.1344065820771112,5089.34077073663
680,1147,4728.0,1.1514404604556916,16.500102870276372,46.0833,-72.8333,PIERREVILLE,1.0838611789926738,4337.675345634213
680,1180,5174.0,1.121857502574631,17.95280611454204,45.6,-70.8667,LAC MEGANTIC 2,1.1260044498518758,4569.193549576546
681,820,5485.0,1.17242148420654,2.0045267189053573,48.6333,-93.9667,BARWICK,1.124658210753317,4849.637878379327
681,828,5350.0,1.171307503113004,2.3685206274323862,48.6167,-93.4167,FORT FRANCES,1.0868540523014347,4894.80945765011
681,1041,5578.0,1.1847574110401833,11.80195308999552,47.35,-79.4333,VILLE MARIE,1.1404037612146714,4863.770859205021
681,1132,5485.0,1.1542596729610621,15.834532095958147,46.2833,-73.75,ST COME,1.1811634551182106,4617.637834514405
681,1151,4897.0,1.1882352189004102,16.67043021880062,46.0667,-72.5833,ST ZEPHIRIN,1.1365526208504886,4284.4373206975415
682,822,5784.0,1.2258957845981295,2.0905986080791252,48.6833,-93.8333,EMO RADBOURNE,1.180225449521172,4873.225931483156
682,828,5376.0,1.2040678231957311,2.3560277919814805,48.65,-93.4333,FORT FRANCES A,1.0893192387889115,4907.46627337095
682,1248,4453.0,1.22131817111723,20.95157407717011,44.65,-66.8333,SEAL COVE,1.1927988256760502,3712.262939453125
682,1263,3995.0,1.2260693338535873,21.62925982666031,44.4,-65.95,WEYMOUTH FALLS,1.2130376749297698,3274.882568359375
683,813,5637.0,1.2450305823457917,1.7044929060086724,48.7167,-94.4167,SLEEMAN,1.156227473738808,4847.948387811266
683,1161,4921.0,1.2763094335797933,17.104104129505625,46.0167,-71.95,ARTHABASKA,1.1319043595241427,4323.115810635109
683,1178,5271.0,1.2606717705989359,17.84366708527203,45.7667,-70.95,ST SEBASTIEN,1.1522635197518558,4548.774850093963
683,1281,3942.0,1.2610336342032678,22.40401598304577,44.1333,-64.9333,LIVERPOOL BIG FALLS,1.2329776093284708,3179.1767042415872
683,1284,4007.0,1.261987951032758,22.533695992288553,44.0833,-64.7667,LIVERPOOL MILTON,1.2694385424641945,3138.7801666985147
684,1047,5892.0,1.3294122999251627,12.058052306278517,47.4333,-79.0167,LATULIPE,1.196344538954628,4897.333775243237
684,1052,5984.0,1.3299647528776817,12.278198359713487,47.3833,-78.7,BELLETERRE,1.2174920450040612,4887.409065488401
684,1138,5141.0,1.29909797368146,16.07911852243818,46.35,-73.35,ST CHARLES DE MANDEVILLE,1.1121693320643484,4596.528169714683
684,1143,5017.0,1.2881409336328433,16.32377712875588,46.2667,-73.0167,LOUISEVILLE,1.1081794300779453,4501.810957403798
684,1150,4890.0,1.3081477460879134,16.607760775956216,46.2,-72.6167,NICOLET,1.1127498105127582,4369.830258373105
684,1167,5358.0,1.305267531023902,17.350725953154015,45.9667,-71.6,ST FORTUNAT,1.2093050931867293,4405.752179495801
684,1175,5017.0,1.293674588091914,17.734174158350864,45.8333,-71.0833,LAMBTON,1.10508845219612,4514.402707928239
684,1182,5192.0,1.3054290288877226,18.025092727207987,45.75,-70.6833,ST LUDGER,1.1227834225792312,4598.243116651685
685,840,5486.0,1.3481612006290875,2.888354841498004,48.7667,-92.6167,MINE CENTRE,1.0892403288270616,5008.24225534829
685,1154,4999.0,1.3365106493736163,16.804800195591653,46.1667,-72.3333,ST WENCESLAS,1.1437870507283,4346.0147783814255
686,1043,5511.0,1.4114245534198955,11.886957938417009,47.5519,-79.2358,BARRAGE ANGLIERS,1.1114769097676998,4930.41190684315
686,1105,5554.0,1.3913321643034506,14.630169131697288,46.85,-75.3333,STE ANNE DU LAC,1.132864539136683,4875.073076835173
686,1156,5142.0,1.3807822076069196,16.887501960563338,46.1833,-72.2,DAVELUYVILLE,1.1714948780313013,4364.604696249874
686,1284,4150.0,1.3821740029408922,22.56028411923297,44.1833,-64.6667,MILL VILLAGE,1.2903999083629392,3197.9893315911513
687,1166,5106.0,1.4353865918581943,17.319534723993772,46.1,-71.5833,ST FERDINAND,1.1436128190546926,4439.714395532223
687,1274,4149.5,1.4484465391270387,22.115954879060453,44.4182,-65.20155,KEJIMKUJIK PARK,1.2501142968328878,3300.648556618885
688,771,5379.0,1.500238175261201,-0.1558671941190945,49.0,-97.2375,EMERSON AUT,1.0973130906526063,4874.434303881549
688,1033,5663.0,1.464268420428553,11.450362801068342,47.7,-79.85,EARLTON A,1.127831243847728,4992.93230168371
688,1127,5610.0,1.5037525622964423,15.608573111621684,46.6833,-73.9167,ST MICHEL DES SAINTS,1.1403534175360932,4891.889407712275
688,1149,4901.0,1.4827451771107225,16.55193535398155,46.3833,-72.6167,TROIS RIVIERES AQUEDUC,1.0840615703994574,4495.56199262635
688,1152,4995.0,1.4738111302348953,16.68777768726543,46.3333,-72.4333,BECANCOUR,1.1189320118247974,4438.998835898908
688,1169,5017.0,1.4868129159530434,17.472963414579834,46.1,-71.35,THETFORD MINES,1.1092013375242589,4497.663437937642
689,766,5409.0,1.5321233667437582,-0.36729378923272993,49.0308,-97.56,GRETNA (AUT),1.0965679905137136,4904.950788780636
689,789,5543.0,1.5350710334875086,0.6520645088268568,49.0309,-96.0058,PINEY,1.1281108556348083,4885.9198414218445
689,795,5749.5,1.5284324891740146,0.9189431922892288,49.02015,-95.59915,SPRAGUE,1.163592792543248,4913.40194316044
689,1140,5218.0,1.5150610464679561,16.15629574000493,46.5333,-73.15,ST ALEXIS DES MONTS,1.111925165675656,4666.397735690227
689,1175,5263.0,1.540749758985941,17.73550833013751,46.0667,-70.9667,ST EPHREM,1.1489578752310068,4554.938328425114
689,1183,5173.0,1.5242966039290742,18.096586920667207,45.9333,-70.4833,ST THEOPHILE,1.1124018928989055,4624.172180875286
690,750,5497.0,1.5781799589874443,-1.0813719494445242,49.0667,-98.65,SNOWFLAKE,1.095732973197385,4988.549013623173
690,763,5388.0,1.5526997089048007,-0.5245030077534,49.05,-97.8,PLUM COULEE,1.0876474415170299,4925.980427404339
690,934,5840.0,1.585858911633587,7.055491873290131,48.6,-86.3,PUKASKWA NATL PARK,1.1422817862267407,5083.851222588786
690,1042,5891.0,1.5723766422513157,11.8515015407491,47.7167,-79.2333,REMIGNY,1.1752909471324116,4984.216163479714
690,1158,5186.0,1.5699018781915144,16.98335742756213,46.3333,-71.9833,MANSEAU,1.162437971837435,4436.249483871345
691,766,5319.0,1.6012747916408643,-0.36024496770735226,49.1,-97.55,ALTONA,1.0768812685678766,4911.514210397834
691,1142,5408.0,1.607393110610914,16.283534503371335,46.5833,-72.9333,ST MATHIEU,1.1526257495636811,4665.53662374448
691,1163,5115.0,1.6384874829205949,17.19100096731101,46.3333,-71.6667,LAURIERVILLE,1.1387760420002357,4466.430224851181
691,1182,5227.0,1.6268592987363577,18.036246116246513,46.05,-70.5167,ST COME DE LINIERE,1.120619441670188,4638.179849238717
691,1284,4126.0,1.6142468085780268,22.551400289984592,44.4,-64.55,BRIDGEWATER,1.2466622280112496,3291.043781681549
692,728,5454.0,1.6742075566257653,-2.0397530351410067,49.1333,-100.117,TURTLE MOUNTAIN 11,1.073823532974908,5050.512539305931
692,1150,5066.0,1.664176253985097,16.626426689197242,46.5333,-72.4333,ST NARCISSE,1.0989116718868044,4584.1163999659675
692,1170,5306.0,1.6584646708515252,17.512421946317293,46.25,-71.2167,ST PIERRE DE BROUGHTON,1.1581375606040027,4555.7547457752235
692,1179,5087.0,1.6796607608428853,17.883321299254668,46.15,-70.7,ST GEORGES,1.0962938722464637,4614.110473898236
692,1246,4690.0,1.6654751578683622,20.850317762178534,45.1,-66.7333,PENNFIELD,1.2838216612854219,3632.6318057277545
693,746,5658.5,1.7107226376147948,-1.243636752000045,49.1955,-98.90245,PILOT MOUND (AUT),1.1182794419361752,5031.578081849065
693,758,5420.0,1.6882373082187547,-0.7083728658870007,49.1833,-98.0833,MORDEN CDA,1.0854073008976037,4965.463404513553
693,921,5966.0,1.7144764090857971,6.505500981730009,48.8,-87.1,TERRACE BAY,1.1624198916380863,5103.562684431434
693,1156,5080.0,1.6981108675439935,16.892890608074847,46.4833,-72.05,FORTIERVILLE,1.1138128287832847,4535.286570715986
693,1184,5542.0,1.7203353439045161,18.101638337129636,46.1167,-70.3833,ST ZACHARIE,1.18685292974567,4643.258396041415
693,1250,4287.0,1.7154081076878958,21.04652747769824,45.0731,-66.4492,POINT LEPREAU CS,1.1483333855093705,3712.262939453125
694,711,5357.0,1.759869947385571,-2.788925790154022,49.1833,-101.26700000000001,PIERSON,1.0562733208573194,5043.111534519966
694,782,5668.0,1.75098144362941,0.31562401784473887,49.25,-96.5167,ZHODA,1.1457172256600399,4919.326367652571
694,1153,5006.0,1.7540822281724946,16.741931706325044,46.5833,-72.2333,STE ANNE DE LA PERADE,1.084688049993502,4589.223693897212
695,1163,5174.0,1.8025936437057593,17.208994077081204,46.4833,-71.5667,ST FLAVIEN,1.1334463610535153,4539.19342444716
695,1172,5467.0,1.7744012915046719,17.594713197903786,46.3333,-71.05,ST SEVERIN,1.1765100066522287,4620.688437033122
695,1181,5417.0,1.788085543520356,17.992307149959434,46.2167,-70.5,ST PROSPER,1.152960647456505,4671.943572052783
695,1277,4210.0,1.7750700012855147,22.249610446505937,44.6667,-64.85,SPRINGFIELD,1.2376849699239736,3382.401951912696
695,1280,4181.0,1.7956809346675493,22.382699204771423,44.6333,-64.6667,FARMINGTON,1.2298653444422671,3380.460308135855
696,649,5185.0,1.8530276791510933,-5.551048048175222,49.05,-105.48299999999999,CORONACH SPC,1.0906768689235085,4727.220882316444
696,716,5536.0,1.847991952515984,-2.6003980818173,49.2813,-100.986,MELITA,1.0827007932882988,5084.413508573838
696,726,5453.0,1.8461722388645943,-2.1634391440554928,49.3,-100.31700000000001,TURTLE MOUNTAIN 6,1.0652259007836964,5090.342651582858
696,1173,5016.0,1.8477648175200458,17.65478065992973,46.3833,-70.9333,VALLEE JONCTION,1.0723173208161625,4651.440224183369
696,1253,4452.0,1.8528378278950468,21.18059270462604,45.15,-66.2,COLESON COVE,1.1925309615786606,3712.262939453125
697,636,5472.0,1.8709560722784313,-6.143356834257447,49.0,-106.383,WEST POPLAR RIVER,1.1445245455938582,4754.164613198543
697,686,5396.0,1.8662740844535828,-3.895667948011195,49.2167,-102.96700000000001,ESTEVAN A,1.0808897951750536,4964.137036424423
697,763,5508.0,1.9025703794522904,-0.510023459423396,49.4,-97.7833,MYRTLE,1.104011936926091,4961.047667170209
697,1029,6006.0,1.8818189500908733,11.254690971329046,48.15,-80.0,KIRKLAND LAKE,1.1662895490966665,5120.733582576199
697,1157,4953.0,1.9009426839342536,16.922755381469877,46.6667,-71.9167,DESCHAMBAULT,1.0577999515293144,4656.054151292637
697,1178,5465.0,1.8799679473293647,17.85055640566512,46.35,-70.65,ST ODILON,1.1552497064499285,4704.002424348723
698,649,5230.0,1.9217580791277464,-5.565919320395133,49.1167,-105.51700000000001,CORONACH,1.095363885772523,4747.844735849253
698,758,5245.0,1.9388365983686902,-0.7482821736307885,49.4333,-98.15,CARMAN,1.044022617451758,4995.613410232178
698,1154,5148.0,1.912824438817077,16.798519081378075,46.7167,-72.0833,ST ALBAN,1.0850840574064375,4717.679061927224
698,1170,5022.0,1.924782851224904,17.51916677348729,46.5,-71.0833,SCOTT,1.0680234343710884,4675.727189303441
698,1270,4285.0,1.9173520216787827,21.94487127536682,44.9167,-65.1667,CLARENCE,1.228048158629386,3469.6739499171263
699,745,5475.0,1.9670199217075781,-1.3116963458875754,49.45,-99.0167,ST ALPHONSE,1.0864514660506166,5011.030321745149
699,756,5150.0,1.956539149126066,-0.8130760493526549,49.45,-98.25,MIAMI THIESSEN,1.0249370983132267,4996.469647169958
699,902,5963.0,1.9644369395837542,5.64879348201322,49.15,-88.35,CAMERON FALLS,1.1334757379611002,5231.2541311085515
699,1148,5257.0,1.9884978888085978,16.545808996887292,46.8667,-72.4,LAC AUX SABLES,1.0919660046944375,4787.205782408113
699,1180,5564.0,1.9845023376234565,17.948131049345225,46.4167,-70.4667,STE GERMAINE,1.1716719094022794,4722.090876860329
699,1298,4392.0,1.9569807986708783,23.16812369013147,44.4667,-63.5667,SANDY COVE NRC,1.2697782079441409,3439.439697265625
700,724,5606.0,2.01697541858997,-2.253770610868459,49.4667,-100.46700000000001,CAMERON,1.0894879464404303,5116.628682914855
700,759,5528.0,2.002533166016492,-0.6691504847160616,49.4981,-98.0297,CARMAN U OF M CS,1.0996850865929795,4998.652387363687
700,778,5682.0,2.0335274203908495,0.15150827139782444,49.5333,-96.7667,STEINBACH,1.1301560288898138,4999.378989355232
700,1009,5879.0,2.0164603918766244,10.364249727743847,48.4667,-81.2667,PORCUPINE ONT HYDRO,1.1262692509730088,5190.563044227381
700,1174,5432.0,2.031512617921482,17.67659981234482,46.55,-70.8167,ST MALACHIE,1.135982202438519,4754.900916178582
701,606,4910.0,2.0454001350395923,-7.444549262222911,49.0,-108.383,TREELON,1.0547664700495312,4628.906558794295
701,682,5370.0,2.0494711797191627,-4.09912821844457,49.3833,-103.3,MIDALE,1.068477332845074,4997.608249959629
701,744,5497.0,2.0681265362032217,-1.352320706706114,49.55,-99.0833,CYPRESS RIVER,1.091660951577603,5007.1568784602
701,1156,5421.0,2.0434183347994725,16.875816064205196,46.8167,-71.9167,STE CHRISTINE,1.1210763989406485,4808.365084354804
701,1168,5110.0,2.0641528045347988,17.411163562539105,46.6667,-71.1667,BEAUSEJOUR,1.0697479731421573,4749.9896714861625
701,1273,4049.0,2.0477520185861904,22.08183244528817,44.9833,-64.9167,GREENWOOD A,1.1933722173446273,3373.8447265625
701,1291,4253.0,2.074260409036978,22.85644042732311,44.7,-63.9,ST MARGARET'S BAY,1.2469208274391423,3391.6399416922045
702,1007,5958.0,2.1028662985791216,10.272256140147682,48.5697,-81.3767,TIMMINS VICTOR POWER A,1.1361566654264146,5214.534145860085
702,1045,6013.0,2.115085730644821,11.9769317110481,48.2167,-78.8667,RIVIERE KINOJEVIS,1.153701342237986,5182.640009067793
702,1139,5403.0,2.100160056740986,16.12801895862977,47.1,-72.9333,GRANDE ANSE,1.0771281128766932,4987.935672669222
702,1183,5613.0,2.1043623241683953,18.088712820603085,46.4833,-70.2167,ST CAMILLE,1.181735975593593,4723.107416082813
702,1256,4660.0,2.0923818993230565,21.32172942210499,45.3181,-65.8856,SAINT JOHN A,1.2463908672856034,3717.790351683767
702,1296,3919.0,2.1196558101930303,23.082772328459058,44.65,-63.5833,HALIFAX CITADEL,1.1532949789952844,3378.999283173722
703,801,5595.0,2.137454399850029,1.1685590870668008,49.6239,-95.1972,INDIAN BAY,1.10335759541621,5042.397041524301
703,1062,6077.0,2.1295758090215102,12.715646487269279,48.0564,-77.7867,VAL-D'OR A,1.1590830821357951,5213.4823408879765
703,1159,5347.0,2.14822484257896,17.03338649155908,46.8667,-71.65,DUCHESNAY,1.087314683249527,4889.9922260918975
703,1160,5327.0,2.139578302013488,17.060287126239714,46.85,-71.6167,STE CATHERINE,1.0835033586805918,4888.838291766019
703,1164,5038.5,2.1447730523095254,17.227659227146034,46.8018,-71.3825,QUEBEC/JEAN LESAGE INTL A,1.028648800812656,4870.655085885036
703,1165,5062.0,2.141629603938868,17.27629182672879,46.7833,-71.3167,STE FOY (PIE XII),1.0353370974045233,4861.760968463999
703,1172,5356.0,2.1501189541189794,17.6115595829187,46.6833,-70.85,HONFLEUR,1.105793559841532,4816.368967479741
703,1291,4275.0,2.154404320358035,22.8729134731765,44.7667,-63.8333,POCKWOCK LAKE,1.2411643065641145,3424.9960808109877
703,1297,4163.0,2.14892450784469,23.128137524052722,44.6583,-63.50835,SHEARWATER A,1.2230481402565005,3384.6681660975783
704,705,5493.0,2.192795072440763,-3.057417837564855,49.6,-101.71700000000001,REDVERS,1.0548866548909548,5177.940292890172
704,727,5742.0,2.1940200283558933,-2.1051172813454797,49.65,-100.25,SOURIS,1.1121296360957402,5134.060848573879
704,823,5580.0,2.194926487102732,2.1266742815778903,49.65,-93.7167,RAWSON LAKE,1.0774488815459913,5149.804729005116
704,1068,6130.0,2.2056823756394897,12.97467662996059,48.0667,-77.3833,LOUVICOURT,1.1644539548050992,5234.695111082646
704,1244,4572.0,2.173083669748209,20.772546955364465,45.6,-66.5667,HOYT BLISSVILLE,1.1536688651047673,3940.7445808047805
704,1277,4024.0,2.1832299349175868,22.229032603976535,45.05,-64.65,WATERVILLE CAMBRIDGE,1.1383269753523804,3515.152587890625
704,1285,4023.0,2.2119797330826,22.589318864862648,44.9333,-64.1667,WINDSOR MARTOCK,1.1471993698852496,3487.099745978961
705,596,4961.0,2.2477172015257336,-7.88928622531456,49.1333,-109.1,CLAYDON,1.0470060330396471,4711.652803877213
705,604,4919.0,2.2609165501685404,-7.534424637373432,49.2,-108.56700000000001,FRONTIER,1.040074434712149,4702.898855711478
705,697,5662.0,2.2489046645255795,-3.411153802440533,49.6333,-102.26700000000001,CARLYLE,1.0836106868597863,5195.768862901964
705,1156,5365.0,2.21948402727274,16.877744951521635,46.9833,-71.8333,RIVIERE VERTE OUEST,1.0718206871917422,4977.380346792354
705,1165,5054.0,2.231592225551093,17.2820151698798,46.8667,-71.2667,CHARLESBOURG PARC ORLEAN,1.019755710543755,4928.245443207146
705,1168,5053.0,2.220882571941183,17.406153681880436,46.8167,-71.1,LAUZON,1.0251040246719418,4901.563090944037
705,1179,5668.0,2.2318537708212007,17.89809691069761,46.6667,-70.4167,ST PHILEMON,1.1752275107014347,4795.800733680277
705,1255,4495.0,2.2259082118344966,21.25569052578888,45.4667,-65.9,NAUWIGEWAUK,1.1794342807008344,3789.7380043163703
705,1279,4131.0,2.245163530071908,22.330642996726787,45.0667,-64.4833,KENTVILLE CDA,1.1685956101343646,3515.152587890625
705,1287,4280.0,2.249827933933791,22.675906214322463,44.9333,-64.0333,SALMON HOLE,1.2180945405524837,3493.944561562504
706,1290,4469.0,2.276362339898619,22.819066790626398,44.9,-63.8333,MOUNT UNIACKE,1.2718020278025488,3494.170388958628
707,675,5376.0,2.3444152303763364,-4.421666135144434,49.65,-103.833,WEYBURN,1.0716474713137851,4988.391769111371
707,782,5711.0,2.3178092398446517,0.33366328798232175,49.8167,-96.4833,OSTENFELD,1.124720223377423,5049.180466726739
707,813,5572.0,2.3191516259454263,1.7019727769211224,49.7903,-94.3653,KENORA A,1.072793879472099,5164.735179586307
707,1046,6337.0,2.3301463594803966,12.017196687285196,48.4167,-78.7333,MONT BRUN,1.1973862331481864,5262.628144447711
707,1171,5135.0,2.3161518592684875,17.530326768266313,46.8667,-70.8833,SAINT MICHEL,1.0383395656508618,4917.612254673699
708,576,4808.5,2.3773939182474364,-8.775282388866069,49.1167,-110.46700000000001,MANYBERRIES CDA,1.0230729421759108,4673.650787735475
708,661,5294.0,2.365788795482905,-5.005623792275916,49.6167,-104.73299999999999,AMULET,1.0805902693542824,4871.650480055999
708,675,5492.0,2.392352772509108,-4.39599211308612,49.7,-103.8,WEYBURN,1.090619523742462,5007.379396703377
708,773,5240.0,2.3883694702034233,-0.08344225224319311,49.8883,-97.1294,WINNIPEG THE FORKS,1.0235515958787655,5090.6681202000855
708,835,5759.0,2.355451406451814,2.691247840369279,49.7833,-92.8333,DRYDEN,1.08238027608274,5290.789053630575
708,1168,4965.0,2.377566928011995,17.400888965846388,46.9667,-71.0333,CHATEAU RICHER,0.994249722344881,4965.6603649331955
708,1170,4920.0,2.3560343942310813,17.492475232440565,46.9167,-70.9167,ST JEAN (IO),0.9887804539390912,4947.872130091122
708,1178,5491.0,2.3928831921630294,17.85383397054956,46.8333,-70.4,NOTRE DAME DU ROSAIRE,1.121191105123857,4869.9560011811955
708,1184,5645.0,2.38587791745667,18.134863525524572,46.7333,-70.0167,STE LUCIE,1.1780188497444868,4765.022371386562
708,1283,4172.0,2.3753772930633694,22.505141605331136,45.1167,-64.1833,SUMMERVILLE,1.1577511293627119,3583.293022455145
708,1295,4255.0,2.353824406162802,23.043207937173968,44.88,-63.5,HALIFAX STANFIELD INT'L A,1.2126527598844055,3489.1235037447245
709,709,5568.0,2.418002429277972,-2.9143599374970126,49.8333,-101.51700000000001,MARYFIELD,1.06583587444826,5194.719838806664
709,717,5614.0,2.398079809265068,-2.5488583429224527,49.8333,-100.95,VIRDEN,1.0718717232835502,5208.142178653907
709,731,5657.0,2.4036333940360897,-1.9241254340494038,49.8667,-99.9833,BRANDON CDA,1.092916417519559,5146.979829667963
709,740,5781.0,2.4288455569653005,-1.5193890618839296,49.9058,-99.3574,CARBERRY CS,1.1340344098045003,5069.089676660955
709,756,5509.0,2.4082970065400016,-0.822175238613512,49.90155,-98.27539999999999,PORTAGE SOUTHPORT A,1.0907589317467876,5022.2373310333705
709,771,5680.0,2.4169418023078975,-0.155543523396879,49.9167,-97.24135,WINNIPEG A CS,1.1122138022889867,5078.240829216248
709,836,5790.0,2.408289044403697,2.742262906325916,49.8333,-92.75,DRYDEN A,1.08470523008253,5307.867425820542
709,1139,5508.0,2.416900417711517,16.134563842521807,47.4,-72.7833,LA TUQUE,1.067868441674835,5128.9612376081495
709,1236,4825.0,2.4159697674047114,20.425584720825874,45.9544,-66.8986,MACTAQUAC PROV PARK,1.1642158332970394,4121.137015367085
709,1242,4677.0,2.4355673986902304,20.695842322706284,45.8721,-66.5279,FREDERICTON A,1.145176814314704,4061.140931281084
709,1243,4639.0,2.415558099465363,20.74994682985211,45.8333,-66.4667,OROMOCTO,1.1398163917705888,4047.088595087589
710,689,5580.0,2.476150763593188,-3.783965964958236,49.8333,-102.867,HANDSWORTH,1.0596926227996695,5236.0950959415795
710,732,5869.0,2.4461289022730366,-1.9022360052764455,49.91,-99.9519,BRANDON A,1.1334781992711678,5148.7781027347955
710,1062,6171.0,2.4527194206904652,12.728400141464762,48.3667,-77.65,BARRAUTE,1.1561866834831456,5307.387788134901
