ilocy,ilocx,SL50 (kPa),rlat,rlon,lat,lon,station_name,ratio,model_vals
871,340,2.3,9.606712845887811,-19.221120663833677,53.05,-129.683,ETHELDA BAY,0.7133610110766982,2.3367855548858643
877,597,1.8,9.871182472145804,-7.876901137946268,56.65,-111.21700000000001,FORT MCMURRAY A,0.9576811009758939,1.3622348308563232
877,1323,4.2,9.858365396681622,24.266777866488194,51.0667,-56.8833,PLUM POINT,0.6843959694069207,4.4477691650390625
880,668,2.4,10.011841930809885,-4.721178101861767,57.25,-105.617,KEY LAKE,0.9351995931664323,1.8599759340286255
883,1207,8.1,10.11636629865344,19.13577139970266,53.55,-64.1,CHURCHILL FALLS A,1.6732276594723399,3.5085718631744385
883,1315,4.4,10.104162651119204,23.912489411212096,51.45,-57.1833,LOURDES DE BLANC SABLON A,0.6978246773526604,4.5699005126953125
885,505,2.6,10.212029191845676,-11.935249413927469,56.0667,-118.383,FAIRVIEW,1.458172012575042,1.2923048734664917
885,517,1.9,10.226946829363605,-11.381198804475845,56.2269,-117.447,PEACE RIVER A,1.068521360711683,1.288756251335144
885,649,1.7,10.211000872120755,-5.534482218850916,57.35,-107.133,CREE LAKE,0.6747500614516538,1.8260235786437988
887,315,1.7,10.323304131822256,-20.314453931732185,53.2539,-131.813,SANDSPIT A,1.88105524900792,0.6550097465515137
889,462,2.1,10.382100207627825,-13.816510353920053,55.6872,-121.62700000000001,CHETWYND A,0.7815776482089646,1.9473658800125122
892,1336,8.7,10.513143541501316,24.830079614182484,51.3667,-55.6,ST ANTHONY,1.5492205907548997,4.070112228393555
895,367,6.3,10.64544044520589,-18.038806278710556,54.4664,-128.577,TERRACE A,0.3747037434452147,12.185768127441406
895,387,2.7,10.665533425795687,-17.140960439352252,54.8247,-127.18299999999999,SMITHERS A,0.271171209811742,7.216399669647217
895,1162,4.9,10.642722973708436,17.15060312140212,54.8,-66.8167,SCHEFFERVILLE A,1.0203487080513676,3.4805498123168945
897,477,3.6,10.753806257076697,-13.163717285063106,56.2381,-120.74,FORT ST JOHN A,1.7391399657741256,1.5002663135528564
898,684,2.8,10.776852701726542,-4.019039624140345,58.0833,-104.48299999999999,CIGAR LAKE,1.0109643571500044,2.007347583770752
899,1255,6.7,10.842940456164209,21.25454186850438,53.3167,-60.4167,GOOSE A,1.2100315495219227,4.013086318969727
901,342,2.1,10.925168419012316,-19.12359427311639,54.2925,-130.445,PRINCE RUPERT A,0.36271193048800254,4.196216106414795
904,425,3.5,11.047399217578207,-15.445471313000713,55.7855,-124.70100000000001,GERMANSEN LANDING,0.5579873876348699,4.5461530685424805
908,342,1.0,11.239871559683275,-19.14849221056054,54.5686,-130.708,GREEN ISLAND,0.19127899642256058,3.789074182510376
909,810,2.6,11.268490682622877,1.5517817622508403,58.7392,-94.0664,CHURCHILL A,0.8936567082005965,2.108642816543579
909,1325,8.0,11.27986689754487,24.383441139208454,52.25,-55.6,BATTLE HARBOUR LOR,1.3820595443730568,4.195305824279785
913,368,6.5,11.456778063183705,-17.971764008077084,55.2375,-129.03,NASS CAMP,0.3864755753515639,12.18966293334961
915,310,1.7,11.545163694436308,-20.54536787529786,54.2552,-133.058,LANGARA,1.6584842492616176,0.742913007736206
926,670,3.0,12.01176366560062,-4.604034071073405,59.25,-105.833,STONY RAPIDS A,1.2023776946325144,1.808342695236206
928,547,2.3,12.11878653105197,-10.070287881930062,58.3833,-116.03299999999999,FORT VERMILION CDA,1.1471795116517778,1.4531044960021973
928,1292,11.4,12.126358983270919,22.883799444538962,53.7083,-57.035,CARTWRIGHT,1.862051574119798,4.437246322631836
929,1000,3.0,12.184706889709847,9.988977488368288,58.4667,-78.0833,INUKJUAK UA,0.890468444007137,2.441760778427124
932,364,9.8,12.314069788778712,-18.18701005126701,55.9361,-129.985,STEWART A,0.41151722913427125,17.259906768798828
937,535,2.6,12.498830656358052,-10.594224739549533,58.6214,-117.165,HIGH LEVEL A,1.395801024121703,1.3500511646270752
937,641,2.6,12.505036006001426,-5.928649267233507,59.5667,-108.48299999999999,URANIUM CITY A,1.0791977309548675,1.7461144924163818
943,1235,9.3,12.800428563828865,20.37992732710111,55.45,-60.2167,HOPEDALE (AUT),1.5374802780769172,4.384032726287842
954,602,2.4,13.254432412961972,-7.616430689969889,60.0203,-111.962,FORT SMITH A,1.093208920259456,1.5911402702331543
957,1115,3.7,13.3816017084914,15.062915391847254,58.1,-68.4167,KUUJJUAQ A,0.9450710943771449,2.8375115394592285
957,1207,9.5,13.419876797675242,19.12294867359371,56.55,-61.6833,NAIN A,1.5868092815850745,4.3390960693359375
960,474,2.7,13.53351926237463,-13.294599528109782,58.8364,-122.59700000000001,FORT NELSON A,1.3715214760696837,1.4267948865890503
963,731,2.8,13.681900442512509,-1.9366766682370051,61.1333,-100.9,ENNADAI LAKE,0.9240285265258724,2.1962058544158936
981,564,3.0,14.468960203336742,-9.324605930233329,60.8397,-115.78299999999999,HAY RIVER A,1.469382377813665,1.479744791984558
983,589,2.9,14.565388662023608,-8.223670798368683,61.1808,-113.69,FORT RESOLUTION A,1.3508474303901057,1.5559372901916504
984,387,3.1,14.58973720034851,-17.142096595521583,58.4283,-130.011,DEASE LAKE,0.41411582700252114,5.425506114959717
1002,827,2.4,15.389341884371548,2.3116704332428544,62.8167,-92.1167,RANKIN INLET A,0.7536695558458704,2.3079726696014404
1008,644,2.8,15.66795069496372,-5.7587229165762075,62.7167,-109.167,FORT RELIANCE,1.0655623296246197,1.904493808746338
1013,416,3.3,15.880923220563833,-15.851020784876589,60.1165,-128.822,WATSON LAKE A,1.0596748828697293,2.2570526599884033
1013,587,1.9,15.8941364226464,-8.283411299371597,62.4628,-114.44,YELLOWKNIFE A,0.8405226528147764,1.638342022895813
1014,1077,4.2,15.939086686787777,13.391751917053249,61.06665,-69.59165,CAPE HOPES ADVANCE composite,1.0082074442772686,3.0192549228668213
1015,480,2.5,15.991103468858041,-13.014781168462859,61.2419,-123.742,YOHIN,0.9407788221164434,1.9259848594665527
1015,841,3.2,15.951712281201985,2.928277120662789,63.3333,-90.7167,CHESTERFIELD,0.9688516220052984,2.393828868865967
1018,511,2.7,16.085824204153216,-11.662896594650553,61.7603,-121.23700000000001,FORT SIMPSON A,1.2405280104300023,1.5774571895599365
1019,511,2.3,16.132951979124126,-11.670039491267158,61.802859999999995,-121.2822,FORT SIMPSON composite,1.0580905383342272,1.5754528045654297
1033,375,3.2,16.76506763477859,-17.660877209858345,60.1741,-132.736,TESLIN A,0.5956212169582742,3.8938589096069336
1034,784,3.2,16.80137872475479,0.41775555963923183,64.2989,-96.0778,BAKER LAKE A,1.0357394704147864,2.2392358779907227
1043,914,2.7,17.235601653792568,6.170803303022934,64.1933,-83.3594,CORAL HARBOUR A,0.8596429580214107,2.2763867378234863
1056,357,2.0,17.7729222850007,-18.468791200743226,60.7095,-135.069,WHITEHORSE A,0.5755162406538823,2.518678903579712
1070,333,2.0,18.431001006079605,-19.56058255517341,60.7725,-137.58,HAINES JUNCTION,0.5531348690943432,2.620591640472412
1072,643,4.0,18.483281173616597,-5.8054537397209645,65.4833,-110.367,CONTWOYTO LAKE,1.4136777965745821,2.050736904144287
1075,1065,2.3,18.615143558311996,12.846172943570908,63.75,-68.55,IQALUIT A,0.6134145993450872,2.7175285816192627
1077,391,1.8,18.714427641818464,-16.97524634774574,62.2069,-133.373,FARO A,0.43005600219794204,3.033527135848999
1090,325,1.5,19.306314193603082,-19.882004589804254,61.3667,-139.05,BURWASH A,0.5913981997605362,1.8382799625396729
1112,485,3.8,20.25328633221057,-12.797273633836445,65.2825,-126.8,NORMAN WELLS A,1.9467859297267436,1.41470468044281
1117,383,2.8,20.495251114049235,-17.3192127506522,63.6167,-135.86700000000002,MAYO A,0.7678149748943371,2.643028497695923
1130,839,3.3,21.067501083406018,2.8624662073599754,68.4333,-89.7167,PELLY BAY,1.1652357778436802,2.052582025527954
1131,875,2.8,21.12615228933823,4.467676573336247,68.3,-85.6667,MACKAR INLET,0.8092878119411286,2.5075836181640625
1132,611,2.75,21.171525512136107,-7.235799033114204,67.82499999999999,-115.1305,COPPERMINE,0.9931428567767216,2.0068798065185547
1132,767,1.2,21.168306359986623,-0.31208441667822434,68.6667,-97.8,GLADMAN POINT A,0.4717032002942712,1.8437957763671875
1142,359,2.3,21.598938834154087,-18.407519961095826,64.0431,-139.128,DAWSON A,0.7621423105362545,2.187218427658081
1142,669,1.2,21.61343274960767,-4.674782885449549,68.75,-109.06700000000001,BYRON BAY A,0.45611892280416544,1.9067929983139038
1144,356,3.3,21.676001032265592,-18.5250048011659,64.05,-139.433,DAWSON,1.170755187335927,2.042905330657959
1146,704,1.6,21.771353847100382,-3.1159972251081784,69.1081,-105.13799999999999,CAMBRIDGE BAY A,0.640833445780598,1.809569239616394
1149,912,2.2,21.893848234284437,6.082122147370087,68.7758,-81.2425,HALL BEACH A,0.724747435457811,2.2000694274902344
1160,1100,8.4,22.39945260697579,14.412454916130438,66.5833,-61.6167,CAPE DYER A,1.8042298940834696,3.3743319511413574
1164,963,3.4,22.577846279580037,8.34718788299684,68.8986,-75.1408,LONGSTAFF BLUFF,0.9569055114207147,2.575195789337158
1169,998,3.9,22.807411148594248,9.909844813640515,68.65,-71.1667,DEWAR LAKES,1.0067763566057384,2.8075790405273438
1171,1071,6.3,22.868701178463567,13.129046420759014,67.5356,-63.7889,FOX FIVE,2.0907371990818437,2.1839439868927
1179,1036,5.2,23.241209751869288,11.583229823915062,68.4725,-66.8153,CAPE HOOPER,1.9413130751987693,1.9413692951202393
1184,575,1.6,23.44235374761187,-8.826311309401945,69.5833,-120.8,CLINTON POINT,0.5702282948313865,2.033628463745117
1199,460,3.0,24.11612349673207,-13.935204799901314,68.3042,-133.483,INUVIK A,1.3824889372047828,1.5727510452270508
1207,549,1.1,24.460936365558343,-9.983429469768042,70.1667,-124.71700000000001,CAPE PARRY A,0.4441702429522292,1.7949138879776
1215,1003,4.8,24.854671892755793,10.111462339176834,70.4861,-68.5167,CLYDE A,1.5850756724214592,2.1947832107543945
1219,477,2.1,25.028017177100875,-13.181003907270492,69.4333,-133.026,TUKTOYAKTUK A,0.9092020205363638,1.6740148067474365
1220,477,1.8,25.03831355202299,-13.16333698797708,69.45,-133.0,TUKTOYAKTUK,0.7793160176025975,1.6740148067474365
1246,562,1.1,26.222748150746305,-9.3888415938028,72.0,-125.26700000000001,SACHS HARBOUR A,0.4828619481606548,1.6510875225067139
1269,788,1.5,27.224762925109236,0.6018099385145664,74.7169,-94.9694,RESOLUTE CARS,0.5328459314863807,2.040281057357788
1322,640,1.2,29.59681105435813,-5.969241673105273,76.2333,-119.333,MOULD BAY A,0.5060966390136875,1.7184946537017822
1362,741,1.6,31.345755932126362,-1.4849252212430886,78.7833,-103.53299999999999,ISACHSEN,0.6519575673596124,1.7786931991577148
1391,826,0.9,32.64541886648805,2.272431308433523,79.9833,-85.9333,EUREKA A,0.3351019153096835,1.9465519189834595
1472,894,2.3,36.222662646628834,5.2749625457498235,82.5178,-62.2806,ALERT,1.1002332787465097,1.51510751247406
