ilocy,ilocx,mean RH (%),rlat,rlon,lat,lon,station_name,ratio,model_vals
741,387,82.0,3.8239210122061644,-17.15789936957119,48.4133,-123.325,VICTORIA GONZALES CS,1.0313748530401172,88.73403930664062
741,1133,77.0,3.8382573925206396,15.845783579360823,48.8417,-72.5469,NORMANDIN,1.050612921573547,81.79766845703125
742,380,83.0,3.8731095045639248,-17.440320329245736,48.3667,-123.75,VICTORIA MARINE,1.0319300672375913,89.76783752441406
742,385,84.0,3.866425232576927,-17.22336588045333,48.431999999999995,-123.439,ESQUIMALT HARBOUR,1.0545664697654005,88.89928436279297
742,387,80.0,3.860863145810521,-17.13098660583699,48.457,-123.305,VICTORIA UNIVERSITY CS,1.0115775198811483,88.26403045654297
742,540,68.0,3.8753849419885085,-10.387030233865174,50.2819,-113.35,CHAMPION AGDM,0.9654964697883667,78.60517883300781
742,630,73.0,3.8673502491107055,-6.388839086316044,50.95,-107.15,LUCKY LAKE,1.0259068083231826,79.41597747802734
742,697,70.0,3.887198018830976,-3.42540834014595,51.2667,-102.46700000000001,YORKTON A,0.9640574315380037,81.03787994384766
744,386,77.0,3.9669161304813976,-17.202327127922683,48.5338,-123.459,VICTORIA HARTLAND CS,0.9752796556840767,88.1159439086914
744,562,70.0,3.9532646939536473,-9.393077020352104,50.5553,-111.84899999999999,BROOKS,0.9934991277444091,78.6363754272461
745,639,72.0,4.004028274264496,-6.011103315258324,51.1333,-106.583,ELBOW CS,1.0060835774843842,79.87141418457031
746,387,78.0,4.066814708077395,-17.144251143372646,48.6472,-123.426,VICTORIA INT'L A,0.9896088350926999,87.96784973144531
746,447,62.0,4.074800059239958,-14.502483686793461,49.4631,-119.602,PENTICTON A,0.8155901221478181,84.84234619140625
746,597,69.0,4.042323964101323,-7.864251449612356,50.9095,-109.501,LEADER AIRPORT,0.9726887703735626,79.1713638305664
746,1294,79.0,4.050689586418005,22.98365073703906,46.4503,-62.5758,ST. PETERS,1.090556391362094,80.8484878540039
747,394,80.0,4.113870510243994,-16.861279139610314,48.7839,-123.045,SATURNA ISLAND CS,1.0158384603253834,87.89380645751953
748,870,72.0,4.132586328310283,4.232948026607014,51.4478,-90.21600000000001,PICKLE LAKE (AUT) COMPOSITE,1.0074505622712435,79.7630386352539
749,405,76.0,4.198174141908334,-16.35606704872496,49.0253,-122.36,ABBOTSFORD A,0.9751574194583347,86.98248291015625
749,422,79.0,4.1991101393692425,-15.578263258483593,49.2667,-121.23299999999999,HOPE SLIDE,1.013307313440784,87.0119400024414
749,447,62.0,4.1788700064708015,-14.503447269573998,49.5626,-119.649,SUMMERLAND CS,0.8157247992448198,84.82833862304688
749,658,77.0,4.190016549970016,-5.148031551390762,51.4167,-105.25,LAST MOUNTAIN CS,1.0609845873629402,80.99805450439453
749,1154,75.0,4.20185281218835,16.777550400371577,48.8942,-71.0317,ONATCHIWAY,1.0260027335436708,81.5841293334961
750,434,67.0,4.249087464114037,-15.0688028537222,49.4664,-120.5115,PRINCETON A COMPOSITE,0.8736487003526613,85.591552734375
750,561,72.0,4.2504422562418815,-9.465240944258065,50.8333,-112.05,ROSEMARY AGDM,1.0214949315420485,78.66638946533203
751,399,82.0,4.28007966625976,-16.62260391293486,49.0181,-122.78399999999999,WHITE ROCK CAMPBELL SCIENTIFIC,1.045336766440274,87.54887390136719
751,415,77.0,4.282087444883862,-15.91382619343588,49.2431,-121.76,AGASSIZ RCS,0.9939094561006381,86.46430206298828
751,1238,75.0,4.264025097535811,20.52416016276687,47.6292,-65.7483,BATHURST A,1.0919898567734092,76.65413665771484
752,1092,77.0,4.314826475256753,14.041572275934413,49.8225,-74.9753,CHAPAIS,1.0071719326143969,85.32573699951172
752,1098,74.0,4.341123900397775,14.331937270448247,49.7667,-74.5333,CHIBOUGAMAU CHAPAIS A,0.972197332234316,84.95133972167969
753,419,76.0,4.348558395632354,-15.712158813189633,49.3683,-121.49799999999999,HOPE A,0.9807268729811554,86.48851776123047
753,555,70.0,4.359475769684267,-9.711349543044342,50.8925,-112.465,BASSANO AGCM,0.9945375662085305,78.55426788330078
754,633,74.0,4.388030623549306,-6.257256460178759,51.4833,-107.05,OUTLOOK PFRA,1.0325354271065896,79.98705291748047
754,1193,78.0,4.416708703505286,18.502904398959508,48.5139,-68.4683,POINTE-AU-PERE (INRS),1.1508766951288287,75.6412582397461
755,402,81.0,4.440452463283688,-16.502915772943545,49.2083,-122.69,PITT MEADOWS CS,1.0318100804146617,87.61494445800781
755,657,77.0,4.448566909522275,-5.214211817459767,51.6667,-105.4,WATROUS EAST,1.0589312740203267,81.15511322021484
755,674,73.0,4.473443711760957,-4.46219952097385,51.7667,-104.2,WYNYARD (AUT),0.9962970282300283,81.77620697021484
755,1227,74.0,4.445044420877726,20.023108968557214,47.98665,-66.33375,CHARLO A COMPOSITE,1.103322101960621,74.85526275634766
755,1317,80.0,4.446991408341724,24.01922014584583,46.3684,-60.9759,NORTHEAST MARGAREE (AUT),1.0376806675827073,86.0437240600586
756,453,70.0,4.506705494696642,-14.223333606531087,49.9561,-119.37799999999999,KELOWNA A,0.9249585923080533,84.46342468261719
756,567,71.0,4.495893017200723,-9.19575838743062,51.1253,-111.705,POLLOCKVILLE AGDM,1.0008966333137101,79.17025756835938
757,384,75.0,4.547856150701866,-17.285246670498605,49.0544,-123.87,NANAIMO A,0.9488089355126433,88.2217025756836
757,395,79.0,4.531847882450481,-16.812356613135417,49.195,-123.182,VANCOUVER INT'L A,1.0082830621851113,87.44551849365234
757,477,78.0,4.535658879917492,-13.17156524054139,50.2694,-117.81700000000001,NAKUSP CS,1.0246833851255863,84.95674133300781
757,621,73.0,4.543253953489351,-6.782143420224657,51.5667,-107.917,ROSETOWN EAST,1.0213135904105588,79.77313995361328
757,1195,74.0,4.5562730774171545,18.628454874362962,48.6,-68.2167,MONT-JOLI A,1.0773524654438806,76.65965270996094
757,1332,79.0,4.547908489350023,24.68599969266512,46.1667,-60.0481,SYDNEY A,1.018706673748135,86.5507583618164
758,544,68.0,4.601576348302692,-10.188871211149367,51.0333,-113.28299999999999,STRATHMORE AGDM,0.9672480037688989,78.46283721923828
758,587,70.0,4.597677436781176,-8.312432835564865,51.3833,-110.35,OYEN AGDM,0.9831434786418858,79.46466827392578
758,1314,79.0,4.588363646646774,23.89393865227279,46.55,-61.05,GRAND ETANG,1.0096205717691726,87.32967376708984
759,396,78.0,4.6139940975641816,-16.742374252793972,49.2954,-123.12200000000001,VANCOUVER HARBOUR CS,0.9974472340646591,87.27655792236328
759,556,69.0,4.648897319967058,-9.67540328145398,51.1833,-112.5,HUSSAR AGDM,0.9761086288935359,78.89398193359375
759,603,71.0,4.610409614867476,-7.570753106418941,51.5167,-109.18299999999999,KINDERSLEY A,0.9927834041942183,79.81725311279297
759,1207,75.0,4.623485216674943,19.159314658896264,48.4719,-67.4347,AMQUI,1.0870360323921815,77.00346374511719
760,396,77.0,4.67786479441112,-16.76938595703542,49.347,-123.193,WEST VANCOUVER AUT,0.985557343760049,87.1970443725586
760,716,73.0,4.685995917015492,-2.6066397449072016,52.115,-101.23299999999999,SWAN RIVER RCS,1.0285370391297821,79.212890625
760,1250,77.0,4.662707364772209,21.02564696281144,47.8022,-64.8333,BAS CARAQUET,1.1249274518802828,76.39398193359375
761,1241,76.0,4.7250359023055095,20.634839340816264,48.0119,-65.3317,NEW CARLISLE 1,1.1288230320858132,75.14163970947266
761,1315,77.0,4.704626271084214,23.916315122938823,46.645,-60.9472,CHETICAMP CS,0.9729325610426077,88.3285140991211
762,531,62.0,4.76924219822372,-10.75830623635522,51.0761,-114.22200000000001,COP UPPER,0.8752459172855268,79.05958557128906
762,534,61.0,4.778503714622416,-10.625797002736029,51.1139,-114.02,CALGARY INT'L A,0.8677791894412442,78.45372009277344
763,529,65.0,4.816583810372801,-10.845805340030955,51.1031,-114.374,SPRINGBANK A,0.9101876630552992,79.703125
764,395,79.0,4.8334767565191905,-16.7885490023161,49.4878,-123.29899999999999,HOWE SOUND - PAM ROCKS,1.0135783752905174,86.9886703491211
764,590,70.0,4.864690176494659,-8.17501403860561,51.6697,-110.206,ESTHER 1,0.9796322401756518,79.7494888305664
764,774,75.0,4.859701908610029,-0.013483923037703209,52.3597,-97.022,BERENS RIVER CS,1.0611768722371195,78.87991333007812
764,1005,77.5,4.853192638299974,10.190266595970183,51.279125,-80.6314,MOOSONEE UA,1.0380551969679288,83.32478332519531
765,382,82.0,4.890221179886947,-17.364549459480404,49.3503,-124.16,BALLENAS ISLAND,1.0418949882864896,87.83808135986328
765,520,62.0,4.895315794269252,-11.275867224351858,51.0833,-115.06700000000001,BOW VALLEY,0.8418060831581625,82.20014190673828
765,1322,77.0,4.883307348938683,24.243318232091806,46.6628,-60.4064,INGONISH BEACH RCS,0.9660722385760862,88.95575714111328
766,372,77.0,4.945895438594795,-17.81291919406879,49.25,-124.833,PORT ALBERNI A,0.9635611108090193,89.18758392333984
766,379,79.0,4.929600235541749,-17.512957381789747,49.3372,-124.39399999999999,QUALICUM BEACH AIRPORT,1.0045763089778061,87.76818084716797
766,555,67.0,4.927662707280547,-9.731934430373395,51.4453,-112.677,DRUMHELLER EAST,0.9446102253382975,79.16169738769531
766,1252,78.0,4.942492261216898,21.153051514564137,48.0089,-64.4942,MISCOU ISLAND (AUT),1.1336230601164223,76.79251098632812
767,358,84.0,5.0044347021713405,-18.449748667971477,49.0822,-125.773,TOFINO A,1.038086822405738,90.31056213378906
768,640,71.0,5.039762809078846,-5.965341609252919,52.1667,-106.71700000000001,SASKATOON DIEFENBAKER INT'L A,0.9797730295230548,80.87714385986328
768,900,75.0,5.02058830583224,5.562715540897963,52.1961,-87.9361,LANSDOWNE HOUSE (AUT),1.0286485704298678,81.37428283691406
769,379,78.0,5.079148563625665,-17.48702781581934,49.4866,-124.435,SISTERS ISLAND,0.9864562296297545,88.24898529052734
769,399,78.0,5.08339526237996,-16.606789185471683,49.7832,-123.161,SQUAMISH AIRPORT,0.9936572777663882,87.60944366455078
769,513,64.0,5.069347677214045,-11.553046379784682,51.18835,-115.5595,BANFF CS COMPOSITE,0.8470593231626593,84.32553100585938
769,1145,77.0,5.0684658115503245,16.386396578181373,49.8403,-71.1683,CHUTE-DES-PASSES,1.0191540250662015,84.32257080078125
769,1191,75.0,5.058478584630331,18.448044213540186,49.1333,-68.2,BAIE-COMEAU A,1.082584702356468,77.32008361816406
770,556,71.0,5.138070948144064,-9.687548815657058,51.6603,-112.675,MORRIN AGDM,0.9992573972997091,79.30013275146484
771,424,64.0,5.184233667687611,-15.498892268984644,50.22885,-121.5825,LYTTON COMPOSITE,0.8220290013507541,86.89319610595703
771,570,73.0,5.171550438084447,-9.052190682327561,51.8158,-111.68299999999999,SPONDIN AGCM,1.0239280477227881,79.56945037841797
771,584,71.0,5.18190198753528,-8.438819655987178,51.9369,-110.713,CONSORT AGDM,0.9925672782171497,79.83463287353516
771,1296,80.0,5.160340225196276,23.067063733372112,47.42100000000001,-61.778999999999996,ILES DE LA MADELEINE COMPOSITE,1.004149002652563,88.9169921875
772,459,77.0,5.207853828775503,-13.959067681366966,50.703,-119.291,SALMON ARM CS,1.01319895351743,84.81817626953125
772,562,73.0,5.198788326002008,-9.40686000965901,51.775,-112.25200000000001,CRAIGMYLE AGCM,1.025385801927367,79.45632934570312
772,1191,72.0,5.1887276143913486,18.43614600800423,49.2592,-68.1458,BAIE-COMEAU,1.0574403477296266,75.99229431152344
773,476,78.0,5.258987524420587,-13.208070252451712,50.9572,-118.1745,REVELSTOKE A COMPOSITE,1.0124982542109562,85.97917175292969
774,549,73.0,5.3099265254253885,-9.989132869980383,51.7675,-113.206,THREE HILLS,1.0313430222303377,78.99737548828125
774,593,71.0,5.301782684398907,-8.034036962194845,52.1242,-110.101,BODO AGDM,0.9902201613252904,80.02386474609375
776,375,79.0,5.398827057118161,-17.69177543345937,49.7167,-124.9,COMOX A,0.9793422199143264,90.02964782714844
776,405,74.0,5.367198301998756,-16.368037148016132,50.1289,-122.955,WHISTLER,0.9367027521000331,88.17041015625
776,494,71.0,5.394415140675882,-12.39295400636217,51.2992,-116.98200000000001,GOLDEN A,0.9050501420434203,87.55453491210938
776,574,71.0,5.3949422586397935,-8.86254343967241,52.07045,-111.4495,CORONATION A COMPOSITE,0.9946148526736163,79.67028045654297
776,1213,80.0,5.405639870783257,19.402403838180682,49.1092,-66.6544,CAP-CHAT,1.1472034361735475,77.82918548583984
776,1251,80.0,5.366053007944036,21.097471836404118,48.4194,-64.3169,CAP-D'ESPOIR,1.1393509020400914,78.36559295654297
777,381,78.0,5.420220326338664,-17.40753530712463,49.8342,-124.5,POWELL RIVER A,0.9901880846991911,87.91638946533203
777,443,62.0,5.416834683190573,-14.660457567490104,50.7022,-120.44200000000001,KAMLOOPS A,0.8174958679987075,84.64456176757812
777,537,71.0,5.416627615103591,-10.525009840106886,51.7586,-114.085,OLDS AGDM,1.0066661659799296,78.71650695800781
777,611,75.0,5.410314696485807,-7.227641306952379,52.3597,-108.835,SCOTT CDA,1.0372420332832355,80.70010375976562
777,702,70.0,5.427034731484576,-3.224959760138713,52.8167,-102.31700000000001,HUDSON BAY A COMPOSITE,0.9731061541643935,80.2843246459961
777,1201,79.0,5.422717212948875,18.882282923933264,49.3167,-67.3811,POINTE-DES-MONTS,1.1680752520861024,75.4830093383789
778,555,68.0,5.484581550677684,-9.697295705595849,51.9978,-112.803,BIG VALLEY AGCM,0.9555066676831011,79.42699432373047
779,529,68.0,5.517534556250306,-10.88321669473655,51.7781,-114.68299999999999,SUNDRE A,0.9612328915825741,78.9538345336914
779,544,70.0,5.524228340797441,-10.187388476931694,51.9358,-113.59100000000001,WIMBORNE AGCM,0.9877784230825251,79.091796875
780,588,72.0,5.551407514468578,-8.246042385577823,52.3342,-110.51,CADOGAN AGCM,1.0021405512078274,80.18567657470703
780,670,78.0,5.541979838388668,-4.606198823522794,52.8167,-104.6,MELFORT,1.0648842738323163,81.74950408935547
782,1246,74.0,5.651301920249028,20.85593090429929,48.7769,-64.4781,GASPE A,1.042334043956779,79.23512268066406
783,371,77.0,5.703163327113734,-17.835905794927697,49.9519,-125.273,CAMPBELL RIVER A,0.9588818637435488,89.62281036376953
783,571,72.0,5.673227190517969,-9.015923551224448,52.3153,-111.779,ALLIANCE AGCM,1.009217008009823,79.62342834472656
783,744,75.0,5.7063233640495,-1.365436807885565,53.1864,-99.2678,GRAND RAPIDS (AUT),1.0369840990857149,80.72017669677734
785,541,69.0,5.801064729915265,-10.317618290854872,52.1786,-113.89299999999999,RED DEER A,0.9703586153054609,79.36148071289062
785,560,71.0,5.80114413522297,-9.50199083700556,52.3469,-112.596,STETTLER AGDM,0.9950566112040377,79.6349105834961
785,591,73.0,5.782834529229403,-8.101626068486432,52.5869,-110.34299999999999,RIBSTONE SOUTH AGCM,1.0126856378793774,80.45279693603516
785,620,70.0,5.765774172302074,-6.816518407766225,52.7719,-108.256,NORTH BATTLEFORD A COMPOSITE,0.9590054474142192,81.46478271484375
787,1230,75.0,5.868272928845077,20.155391389530983,49.2508,-65.3247,CAP-MADELEINE,1.0526122772129465,79.52172088623047
788,576,71.0,5.899614217282353,-8.776780488424757,52.5822,-111.465,BELLSHILL AGCM,0.9929311792244835,79.80537414550781
789,1140,78.0,5.94133415030525,16.191733535969586,50.7289,-71.0131,BONNARD 1,1.0217005255119744,85.20477294921875
789,1147,78.0,5.97269704592703,16.505185607563952,50.6564,-70.5319,MANOUANE EST,1.0292772794710967,84.57756042480469
790,547,68.0,6.011625811417479,-10.086977829025768,52.4333,-113.6,PRENTISS,0.9514335818038903,79.76702117919922
790,657,70.0,6.007061876745139,-5.205649220236125,53.2167,-105.667,PRINCE ALBERT A,0.9548668200671235,81.81787109375
790,680,73.0,6.022339598671445,-4.196613718484254,53.3333,-104.0,NIPAWIN A COMPOSITE,1.0068235886702521,80.92121887207031
791,432,67.0,6.040529782467067,-15.168750889719446,51.1447,-121.505,CLINTON (AUT),0.8976116415287648,83.30657196044922
791,545,74.0,6.047101757492389,-10.177073514979266,52.4489,-113.756,LACOMBE CDA 2,1.0352214175475214,79.7795181274414
792,582,69.0,6.101760253486226,-8.51030655742628,52.8294,-111.096,WAINWRIGHT CFB AIRFIELD 21,0.9591746493032494,80.28683471679688
792,1330,85.0,6.07942366355763,24.598257854640586,47.5739,-59.1547,PORT AUX BASQUES,1.056737922952071,89.77275848388672
794,529,71.0,6.182117809439772,-10.874585430531898,52.42735,-114.9145,ROCKY MTN HOUSE A COMPOSITE,1.005516951401351,78.80647277832031
794,596,73.0,6.1838732114001385,-7.88359819250942,53.0189,-110.102,RIVERCOURSE AGCM,1.0064089368467375,80.95455932617188
795,535,76.0,6.243901081434693,-10.58202050895611,52.5531,-114.47200000000001,LEEDALE AGDM,1.0711444861456132,79.18783569335938
795,564,72.0,6.20569266152084,-9.314940305333598,52.7803,-112.428,ROSALIND AGCM,1.0060464834515777,79.87435913085938
795,572,72.0,6.206484689719541,-8.970219103168295,52.8475,-111.87200000000001,KILLAM AGDM,1.0051963773770412,79.94190979003906
796,590,72.0,6.288482904584754,-8.183879472767462,53.0708,-110.62100000000001,GILT EDGE NORTH AGCM,0.9949562006708995,80.76467895507812
797,366,82.0,6.335759578282908,-18.08989630523469,50.4535,-125.993,FANNY ISLAND,1.036478489309385,88.29711151123047
797,632,77.0,6.295206216756323,-6.310304850448561,53.3667,-107.55,SPIRITWOOD WEST,1.068175970943845,80.45274353027344
798,806,72.0,6.37108696084185,1.3946292957132782,53.85,-94.65,ISLAND LAKE A,1.0029753701955562,80.11893463134766
799,514,68.0,6.406167945919117,-11.529902496188551,52.492,-116.04,NORDEGG CS,0.9696481095494284,78.26862335205078
799,582,74.0,6.39023592991597,-8.509207539713254,53.1133,-111.181,ALBERT HALL AGCM,1.025792574145174,80.51283264160156
800,598,71.0,6.467027949933973,-7.816700497910845,53.3092,-110.072,LLOYDMINSTER A,0.974367682900571,81.32581329345703
800,763,72.0,6.452753004204012,-0.5033945328851623,53.95,-97.85,NORWAY HOUSE A,0.9972620774459007,80.57793426513672
802,560,77.0,6.5168158846192465,-9.491987419918518,53.05,-112.81700000000001,CAMROSE,1.0730878060519848,80.08448791503906
802,575,73.0,6.519155409001907,-8.823180162448546,53.1822,-111.73200000000001,VIKING AGCM,1.0151505654803272,80.2574462890625
802,720,71.0,6.530706804739108,-2.4262533068727663,53.9667,-101.1,THE PAS A COMPOSITE,0.974529684927647,81.31229400634766
802,870,75.0,6.5178768261047715,4.222264895214605,53.82445,-89.88115,BIG TROUT LAKE COMPOSITE,1.022601582843131,81.85547637939453
802,1209,74.0,6.5281147544200975,19.221659956798636,50.2167,-66.25835,SEPT-ILES A COMPOSITE,1.0259156492820685,80.503173828125
803,468,75.0,6.576161870116752,-13.555416375438215,52.129,-119.29,BLUE RIVER A COMPOSITE,0.9607291977004941,87.12709045410156
803,568,72.0,6.581022963586246,-9.1269137688749,53.185,-112.24600000000001,HOLDEN AGDM,1.0041430863976448,80.02576446533203
803,587,73.0,6.584772918176092,-8.290268669050546,53.3438,-110.882,VERMILION AGDM,1.008127552661312,80.8165512084961
803,1351,83.0,6.597500707225498,25.503301629128412,47.6167,-57.6167,BURGEO,1.0316365176554365,89.79338073730469
805,354,84.0,6.6747472272446595,-18.602265614133806,50.5833,-126.93299999999999,ALERT BAY,1.0343220088703093,90.6392822265625
805,1133,79.0,6.681568308578967,15.871063520888601,51.5325,-71.1108,LAC BENOIT,1.0178621923300468,86.62256622314453
805,1239,80.0,6.672664893036011,20.54019153843304,49.8386,-64.2933,PORT-MENIER,1.1198613577631076,79.72943115234375
806,653,72.0,6.729632151874416,-5.362566278886254,53.9167,-106.06700000000001,WASKESIU LAKE,1.0188382939724037,78.87151336669922
806,1389,86.0,6.714805284597526,27.17979422671576,46.9167,-55.3833,ST LAWRENCE COMPOSITE,1.06636987742207,90.00849914550781
807,539,70.0,6.762574807232476,-10.4434834705437,53.0894,-114.441,BRETON PLOTS,0.9820489076684304,79.55323791503906
808,546,70.0,6.8155085797781725,-10.093559028413027,53.2172,-113.895,THORSBY AGCM,0.9746900329821513,80.15386199951172
808,599,73.0,6.817885406962582,-7.761994236902337,53.6642,-110.081,TULLIBY LAKE AGCM,1.00750979492503,80.86610412597656
809,349,84.0,6.867169200978581,-18.822471420345344,50.6803,-127.366,PORT HARDY A,1.0214906432946067,91.77783966064453
810,551,72.0,6.869367874748275,-9.896363041606373,53.3117,-113.5945,EDMONTON INTERNATIONAL CS COMPOSITE,1.0006688864859496,80.30360412597656
810,572,71.0,6.878051683715291,-8.976976249942552,53.5053,-112.098,VEGREVILLE,0.9854076865668236,80.41468048095703
811,578,73.0,6.948249156394621,-8.707260567495911,53.6253,-111.678,TWO HILLS AGDM,1.0084966662453985,80.78697204589844
812,569,72.0,6.961652056468458,-9.083551639856822,53.5667,-112.3,MUNDARE AGDM,1.0002387826899448,80.338134765625
814,1236,81.0,7.086274614072902,20.404725115702817,50.2714,-64.2264,LONGUE-POINTE-DE-MINGAN,1.131316670106798,79.90864562988281
815,397,71.0,7.128698629262367,-16.716391235889667,51.6746,-124.40299999999999,TATLAYOKO LAKE RCS,0.9243246865486009,85.72879791259766
815,432,68.0,7.133331673139345,-15.169367061339733,52.1831,-122.054,WILLIAMS LAKE A,0.9141373126524602,83.02146911621094
815,489,67.0,7.097323706908893,-12.626067082342265,52.8833,-118.06700000000001,JASPER,0.864307209027056,86.51663208007812
815,490,68.0,7.132905600093984,-12.59280256834153,52.9264,-118.03,JASPER WARDEN,0.880585562223909,86.18472290039062
815,553,69.0,7.1152353415096,-9.795438105772934,53.5732,-113.5175,EDMONTON CITY CENTRE A COMPOSITE,0.9577495865166556,80.40629577636719
815,1328,78.0,7.117358910371174,24.517097913492673,48.5333,-58.55,STEPHENVILLE A,0.9679311836540224,89.9379653930664
816,537,69.0,7.140820673012801,-10.527039980520042,53.4394,-114.71799999999999,TOMAHAWK AGDM,0.9619231170242583,80.05743408203125
816,545,69.0,7.16537115445447,-10.146260505635626,53.54735,-114.10799999999999,EDMONTON STONY PLAIN COMPOSITE,0.9601429713247289,80.20586395263672
816,556,71.0,7.169430466081352,-9.681257865613995,53.65,-113.35,OLIVER AGDM,0.9841961298420808,80.513671875
816,562,72.0,7.142646703644518,-9.39280651845686,53.6828,-112.868,ELK ISLAND NAT PARK,0.9997625461436453,80.37640380859375
816,594,75.0,7.142733701567932,-8.005841552539946,53.9428,-110.579,LINDBERGH AGDM,1.023231603585427,81.8050765991211
816,622,74.0,7.135252540529704,-6.770535142688353,54.1333,-108.51700000000001,MEADOW LAKE A COMPOSITE,1.0133773552837377,81.49922180175781
817,336,87.0,7.217536626163485,-19.408809155479275,50.7822,-128.42700000000002,CAPE SCOTT,1.0654957995962497,91.12980651855469
817,554,68.0,7.20031278290669,-9.74605025536421,53.6667,-113.46700000000001,EDMONTON NAMAO A COMPOSITE,0.9428507121199043,80.49314880371094
818,713,70.0,7.265476171623048,-2.7271258170741155,54.6833,-101.68299999999999,FLIN FLON COMPOSITE,0.9791509511979487,79.78868865966797
818,1244,75.0,7.2595427423462,20.768642084400955,50.2833,-63.6,HAVRE-SAINT-PIERRE A,1.0206456157643309,82.01234436035156
819,571,75.0,7.302630708009056,-9.002126367410352,53.9169,-112.279,ANDREW AGDM,1.033343326414732,81.00457763671875
819,585,74.0,7.282822993053725,-8.397715283859812,54.0111,-111.272,ST. PAUL AGCM,1.011129583675771,81.6803970336914
820,1395,86.0,7.3418976867710075,27.448261560571915,47.3283,-54.5853,MARTICOT ISLAND,1.061711791854252,90.40339660644531
823,404,69.0,7.486091580041017,-16.40919542363794,52.1144,-124.13600000000001,PUNTZI MOUNTAIN (AUT),0.9166673069876996,84.0098648071289
824,514,70.0,7.52991753280295,-11.510674313393835,53.5862,-116.46700000000001,EDSON A COMPOSITE,0.9917940201477164,78.77156829833984
824,1403,83.0,7.514621430997384,27.815292532611775,47.2939,-53.9933,ARGENTIA (AUT),1.022297779727665,90.6136474609375
825,1032,74.0,7.55110484508539,11.40209725081259,53.6333,-77.7,LA GRANDE RIVIERE A,0.951247698588677,86.82225036621094
826,599,69.0,7.579601901793152,-7.751283756222322,54.4167,-110.28299999999999,COLD LAKE A,0.9424032508993626,81.71565246582031
827,1268,78.0,7.646599951001509,21.855483859627054,50.1833,-61.8167,NATASHQUAN A,1.0333456921703246,84.24456787109375
827,1333,79.0,7.665818126824087,24.702111897273234,48.9333,-57.9167,CORNER BROOK,0.9902617832361981,89.03689575195312
828,570,73.0,7.681597894971211,-9.05791632634179,54.2775,-112.499,SMOKY LAKE AGDM,0.9982760577060842,81.61408996582031
829,544,72.0,7.743529592078992,-10.221767770910317,54.0947,-114.448,BARRHEAD CS,0.9945607622622822,80.79679107666016
829,564,74.0,7.742399627759254,-9.32678710198578,54.2833,-112.96700000000001,ABEE AGDM,1.015018523922038,81.36744689941406
831,581,73.0,7.809699892844955,-8.553772913280616,54.5,-111.7,RICH LAKE AGDM,1.0301328503458023,79.09017944335938
833,667,71.0,7.901462901160688,-4.759302141690492,55.1482,-105.2685,LA RONGE RCS COMPOSITE,0.9916094125325841,79.91175079345703
834,526,71.0,7.970771424867976,-10.980626536377773,54.1418,-115.7855,WHITECOURT COMPOSITE,0.9952837415925796,79.61673736572266
835,432,70.0,8.020634284705773,-15.164130981795742,53.0261,-122.51,QUESNEL A,0.941329932124935,82.99446105957031
835,925,77.0,7.980076893652368,6.671684239981935,54.9833,-85.4333,PEAWANUCK (AUT),1.0005059869948612,85.89422607421875
836,490,72.0,8.036429614482419,-12.598464775815508,53.795,-118.447,HENDRICKSON CREEK,0.9764273952736177,82.29727935791016
837,1336,75.0,8.075391192008935,24.868387906174352,49.2167,-57.4,DEER LAKE A,0.9314648517360496,89.86441040039062
838,578,71.0,8.109459289381412,-8.687796526019358,54.7689,-112.024,LAC LA BICHE CLIMATE,0.9845142541301171,80.48765563964844
838,705,70.0,8.138488938936142,-3.055518822819442,55.5333,-102.35,ISLAND FALLS (AUT),0.9457903815487482,82.6030502319336
840,568,74.0,8.213527245036316,-9.14271447786085,54.7817,-112.825,ATMORE AGDM,1.0134068592797287,81.4968490600586
840,1326,79.0,8.23989353197616,24.42289491438044,49.57,-57.8778,ROCKY HARBOUR CS,0.9829361561867126,89.70046997070312
840,1416,82.0,8.230534649080468,28.377457088340115,47.6222,-52.7428,ST JOHN'S A,1.0008904403422263,91.43663787841797
841,374,74.0,8.274041871210073,-17.733803823622914,52.3875,-126.596,BELLA COOLA A,0.9188850049455535,89.88008880615234
841,1357,77.0,8.276607341657702,25.763095697857583,48.9667,-56.0667,BADGER (AUT),0.9738313286623319,88.24699401855469
842,361,83.0,8.288057845471815,-18.311029088565448,52.1875,-127.471,CATHEDRAL POINT (AUT),1.039661845601085,89.10025024414062
842,763,70.0,8.306018505604065,-0.4898819825218631,55.8033,-97.8625,THOMPSON A,0.9613944032263418,81.2623519897461
842,1084,74.0,8.314253687711462,13.681998561384583,53.7572,-73.6792,LA GRANDE IV A,0.9470635460258712,87.2058334350586
847,1294,83.0,8.51185137838431,22.990534772134843,50.465,-59.6394,CHEVERY,1.0816402627154562,85.64227294921875
849,1389,82.0,8.608947022211417,27.178288344027237,48.5569,-53.9744,TERRA NOVA NAT PARK CS,1.032168689145209,88.6657943725586
850,345,86.0,8.650836671452103,-18.9954872190085,52.2617,-128.719,MCINNES ISLAND,1.0635989975976614,90.24298858642578
852,1376,79.0,8.74541391101366,26.63526688911577,48.94625,-54.5719,GANDER AIRPORT CS COMPOSITE,1.003723698602228,87.84273529052734
853,628,71.0,8.812475748517459,-6.464228930655402,55.83695,-108.427,BUFFALO NARROWS A COMPOSITE,0.9719203613687353,81.53059387207031
