ilocy,ilocx,annual_pr (mm),rlat,rlon,lat,lon,station_name,ratio,model_vals
644,1112,922.0,-0.4461626144289343,14.929598665935082,45.0,-75.6333,KEMPTVILLE,1.087341619153587,938.710205078125
644,1114,913.0,-0.4496347539430733,15.040747769215615,44.9667,-75.4833,SOUTH MOUNTAIN,1.0705674384568702,944.1116943359375
645,1119,980.0,-0.43427613707536233,15.253398110235178,44.9236,-75.1883,MORRISBURG,1.1330274017981032,957.52978515625
646,1073,833.0,-0.3836766946566222,13.202421150283568,45.5,-77.9833,MADAWASKA,1.0309136206225036,894.5185546875
647,968,897.0,-0.3282026503152139,8.56463998274487,46.4833,-84.5094,SAULT STE MARIE A,1.1106467609088007,894.0938720703125
647,1007,913.0,-0.313658385690148,10.304340206572224,46.1931,-82.0247,MASSEY,1.1489880054149766,879.67431640625
649,971,1000.0,-0.2593907095720563,8.67624129918577,46.5333,-84.3333,SAULT STE MARIE 2,1.2049318868466403,918.7643432617188
649,1124,960.0,-0.25296375027185075,15.487079167723055,45.0333,-74.8,CORNWALL ONT HYDRO,1.1087138534678018,958.5579833984375
649,1125,985.0,-0.25988898011708267,15.52670054154102,45.0156,-74.7489,CORNWALL,1.1359002282720885,959.9810791015625
650,1093,810.0,-0.1767276458478402,14.078064634363093,45.4833,-76.7,RENFREW,1.01567810904685,882.8675537109375
650,1098,790.5,-0.1838318249350518,14.309865237758569,45.4167,-76.38335000000001,ARNPRIOR GRANDON,0.9737123139354782,898.747802734375
651,1109,924.0,-0.14229068458931268,14.818651720335906,45.3225,-75.6692,OTTAWA MACDONALD-CARTIER INT'L A,1.0872276202213838,940.8450927734375
651,1114,945.0,-0.14093876294364713,15.044549154525475,45.2628,-75.3595,RUSSELL,1.0973164717476014,953.381103515625
651,1121,993.0,-0.15509703413979337,15.333313656471164,45.17,-74.9708,AVONMORE,1.152936339213433,953.4777221679688
652,1034,962.0,-0.1239195276157593,11.479777089352243,46.1425,-80.307,MONETVILLE,1.1313887249305057,941.3038940429688
652,1038,934.0,-0.08994701104883951,11.678257300447983,46.1333,-80.0167,FRENCH R CHAUDIERE DAM,1.095862569792195,943.53369140625
652,1100,776.0,-0.10813293545524913,14.398485438967267,45.4667,-76.2333,CHATS FALLS,0.9434219694974115,910.5889282226562
652,1108,892.0,-0.0926557441963778,14.770203286375427,45.3833,-75.7167,OTTAWA CDA,1.0516399537265229,938.9974365234375
652,1134,1016.0,-0.11059958944123897,15.91164378309388,45.05,-74.1667,HUNTINGDON,1.132515406552445,993.1531372070312
653,1014,838.0,-0.06585166318362673,10.57808375459096,46.3833,-81.5667,TURBINE,1.0432940885006823,889.2091064453125
653,1092,823.0,-0.07706357697969418,14.063784453303173,45.5833,-76.6833,CHENAUX,1.039963993966572,876.0888671875
653,1119,1072.0,-0.0604863936540115,15.238149298815271,45.2872,-75.0636,ST. ALBERT,1.2477127732171533,951.1451416015625
653,1128,950.0,-0.07216402157873898,15.630422831696166,45.1667,-74.5333,GLEN GORDON,1.1011047461893027,955.1280517578125
653,1131,985.0,-0.06763698819223248,15.76386408140092,45.1333,-74.35,ST ANICET,1.1361032027773161,959.8095703125
654,1095,868.0,-0.005795683190460074,14.201635678814915,45.6167,-76.4667,SHAWVILLE,1.0813704793002703,888.611328125
654,1102,935.0,-0.010141822987990141,14.504972791199682,45.5333,-76.05,LUSKVILLE,1.122134119058526,922.4301147460938
654,1135,958.0,-0.02306995179155099,15.971452536902286,45.1167,-74.05,ORMSTOWN,1.0864808762592,976.1353759765625
654,1141,927.0,-0.002819591108613995,16.211153361252567,45.0667,-73.7167,HEMMINGFORD FOUR WINDS,1.0199031590441063,1006.2072143554688
655,1050,954.0,0.0108004267438218,12.200271604969695,46.1167,-79.25,POWASSAN,1.1362874901958686,929.4515991210938
655,1106,987.0,0.023408393646965037,14.689533459485038,45.5167,-75.7833,CHELSEA,1.1646388096587756,938.1937255859375
656,1104,997.0,0.08195977352268988,14.588600976666568,45.6,-75.9,WAKEFIELD,1.1782121180192633,936.781494140625
656,1128,1052.0,0.0849726979880299,15.633090253915883,45.3167,-74.4667,DALHOUSIE MILLS,1.2105058837820488,962.0894775390625
656,1146,980.0,0.08212766041682308,16.43136179542141,45.0833,-73.3833,ST BERNARD DE LACOLLE,1.0424127501061844,1040.7657470703125
657,1024,827.0,0.13122036052074418,11.041922279241216,46.4833,-80.85,CONISTON STP,1.0037665467336367,912.0936279296875
657,1110,982.0,0.09932157620079315,14.83803900373631,45.55,-75.55,ANGERS,1.1337546456093937,958.8684692382812
657,1134,944.0,0.12639370122986404,15.889859305178064,45.2833,-74.1,VALLEYFIELD,1.0806850148831488,967.0289916992188
657,1138,970.0,0.11337791584524394,16.077591989134834,45.2167,-73.85,STE MARTINE,1.0892726396099761,985.8294067382812
657,1141,981.0,0.09970703767826301,16.204535378802806,45.1667,-73.6833,STE CLOTHILDE CDA,1.0850755559475853,1000.8653564453125
657,1151,1065.0,0.09735313190136174,16.648563684979216,45.0333,-73.0833,PHILIPSBURG,1.0837445083868273,1087.90087890625
658,1079,836.0,0.17855996765314416,13.45697987749162,45.9833,-77.4333,PETAWAWA NAT FORESTRY,1.0726214911251062,862.8323364257812
658,1081,792.0,0.16636607784747412,13.543748046258958,45.95,-77.3167,PETAWAWA A,1.0204309515988157,859.2275390625
658,1108,987.0,0.1349063531828234,14.779613514026273,45.6,-75.6167,PERKINS,1.1412120387177216,957.4529418945312
658,1132,972.0,0.1449521540605815,15.835340398054557,45.3167,-74.1667,COTEAU DU LAC,1.1161237829225794,964.0965576171875
658,1134,949.0,0.15249205653689513,15.918756455961613,45.3,-74.05,LES CEDRES,1.0850396538198022,968.2493896484375
659,1081,848.0,0.19407473605052883,13.584505642712083,45.9667,-77.25,SHEENBORO,1.0837824739499216,866.204345703125
659,1087,913.0,0.20388898894959134,13.82140901489912,45.9167,-76.9167,WALTHAM,1.1545187689395928,875.460205078125
659,1157,1329.0,0.2143332821945056,16.907970562019244,45.0667,-72.6833,SUTTON,1.2541937408126005,1173.0782470703125
660,1039,909.0,0.24167388444506813,11.710957426397062,46.45,-79.8667,CRYSTAL FALLS,1.0931990182277824,920.515869140625
660,1046,1004.0,0.2247059616752298,12.02855117692835,46.3636,-79.4228,NORTH BAY A,1.2062362048896638,921.4419555664062
660,1079,850.0,0.2546265558096915,13.485297134232503,46.05,-77.3667,CHALK RIVER AECL,1.0732278732904934,876.7860107421875
660,1095,1032.0,0.22558931320200246,14.16377566524178,45.85,-76.4333,OTTER LAKE,1.2470412771645072,916.147705078125
660,1141,1000.0,0.2283644204318483,16.22655884926908,45.2833,-73.6,ST REMI,1.1063706126165205,1000.6126708984375
660,1148,1022.0,0.2478536721012904,16.515278173256952,45.2167,-73.2,SABREVOIS,1.0669119974797072,1060.4468994140625
661,1024,886.0,0.27785930544065024,11.04782465123829,46.6256,-80.7978,SUDBURY A,1.0713035840621916,915.5620727539062
661,1128,977.0,0.2806495088143387,15.648523738310713,45.5,-74.3667,RIGAUD,1.0991501331373585,984.0205688476562
661,1166,1124.0,0.2932856402850682,17.315574355214167,45.0167,-72.1,STANSTEAD,0.9859022277543348,1262.115478515625
662,1073,880.0,0.3432681606598265,13.224513500547225,46.2,-77.7,RAPIDE DES JOACHIMS,1.1046138920061987,881.9395141601562
662,1121,959.0,0.33932389965887066,15.315281294240158,45.65,-74.8,POINTE AU CHENE,1.0657423191520186,996.1690063476562
662,1133,1062.0,0.34068495857699327,15.85004677117141,45.5,-74.0667,OKA,1.212769069864833,969.42236328125
662,1146,1046.0,0.34872560816845866,16.447024680651992,45.3333,-73.25,IBERVILLE,1.111144298238751,1042.144287109375
662,1158,1288.0,0.35043721364910185,16.950859185149188,45.1833,-72.5667,BROME,1.2011765711321742,1187.068115234375
663,1118,1161.0,0.361483120581601,15.211915468380836,45.7,-74.9333,MONTEBELLO (SEDBERGH),1.2760737006167824,1007.2171020507812
663,1136,963.0,0.3845159255402604,15.995474941061378,45.5,-73.85,STE GENEVIEVE,1.0858841697147423,981.7692260742188
663,1138,985.0,0.3730154780297401,16.072237754624673,45.4667,-73.75,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,1.1023626963716635,989.1868896484375
663,1143,914.0,0.35838025065641466,16.309195659290722,45.3833,-73.4333,LAPRAIRIE,0.9988868149180814,1012.9699096679688
663,1152,1116.0,0.3905380912778866,16.691842997635554,45.3,-72.9,FARNHAM,1.1159219787969923,1107.1258544921875
