,ilocy,ilocx,RL50 (kPa),rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
34,623,1084,0.499,-1.39563263390509,13.715114449914411,44.39395238,-77.62724286,STIRLING composite,1.0118823477612398,0.4029578822017875,0.8171261881588013
35,623,1102,0.516,-1.3803565049833204,14.473210899310928,44.2186,-76.5967,KINGSTON A,1.0292553671202926,0.40965257657059495,0.8171261881588013
36,627,1099,0.48,-1.1950455367128394,14.354715693013972,44.4281,-76.6903,HARTINGTON IHD,0.952598423911195,0.41173758057024556,0.8171261881588013
37,629,1055,0.46799999999999997,-1.1177117079756498,12.424309244301325,44.9667,-79.3,MUSKOKA A,1.0501321847072436,0.3641589712488708,0.8171261881588013
38,633,1067,0.502,-0.929498972966488,12.938661086656456,45.0322,-78.5311,HALIBURTON 3,1.1106732168516884,0.36932316385413766,0.8171261881588013
39,637,1052,0.48,-0.7779930357615851,12.262381226920443,45.33400909,-79.41611818,BURKS FALLS composite,1.0664742124978397,0.36777314042839,0.8171261881588013
40,639,1000,0.371,-0.6883970505338951,9.992710779507949,45.8833,-82.5667,GORE BAY A,0.833624551976444,0.36365749435782163,0.8171261881588013
41,640,1059,0.469,-0.6480473584073168,12.604555155685231,45.3833,-78.9,DWIGHT,1.088215852482996,0.3521655941438935,0.8171261881588013
42,642,1043,0.59,-0.5742533922365206,11.880619147076752,45.6167,-79.8833,DUNCHURCH,1.2652973728107728,0.3810206686375474,0.8171261881588013
43,647,968,0.355,-0.3282026503152139,8.56463998274487,46.4833,-84.5094,SAULT STE MARIE A,0.9314323595617988,0.31143409805178474,0.8171261881588013
44,651,1109,0.46,-0.14229068458931268,14.818651720335906,45.3225,-75.6692,OTTAWA MACDONALD-CARTIER INT'L A,1.0203686349059666,0.36837475564670624,0.8171261881588013
45,652,1108,0.491,-0.0926557441963778,14.770203286375427,45.3833,-75.7167,OTTAWA CDA,1.0921099786701127,0.36737047204214063,0.8171261881588013
46,652,1134,0.41200000000000003,-0.11059958944123897,15.91164378309388,45.05,-74.1667,HUNTINGDON,0.891285079016289,0.3777197637965546,0.8171261881588013
47,653,1111,0.506,-0.08342891017602053,14.878650645037006,45.36306667,-75.56446667,OTTAWA ROCKCLIFFE A composite,1.1081639221787096,0.3731089263359679,0.8171261881588013
48,653,1131,0.42700000000000005,-0.06763698819223248,15.76386408140092,45.1333,-74.35,ST ANICET,0.9327779482288302,0.37405781623196405,0.8171261881588013
49,654,1102,0.425,-0.010141822987990141,14.504972791199682,45.5333,-76.05,LUSKVILLE,0.9692072151006186,0.3583120560358578,0.8171261881588013
50,654,1135,0.348,-0.02306995179155099,15.971452536902286,45.1167,-74.05,ORMSTOWN,0.755099720870667,0.37658590729100244,0.8171261881588013
51,654,1141,0.33799999999999997,-0.002819591108613995,16.211153361252567,45.0667,-73.7167,HEMMINGFORD FOUR WINDS,0.7264943865436168,0.3801662569089833,0.8171261881588013
52,655,1050,0.327,0.0108004267438218,12.200271604969695,46.1167,-79.25,POWASSAN,0.8353817887311603,0.31985406808277633,0.8171261881588013
53,656,1146,0.436,0.08212766041682308,16.43136179542141,45.0833,-73.3833,ST BERNARD DE LACOLLE,0.9182784772760642,0.3879727412255705,0.8171261881588013
54,657,1110,0.493,0.09932157620079315,14.83803900373631,45.55,-75.55,ANGERS,1.0768757618308171,0.37408513130373333,0.8171261881588013
55,657,1134,0.46399999999999997,0.12639370122986404,15.889859305178064,45.2833,-74.1,VALLEYFIELD,0.9982057318032554,0.37982806472244635,0.8171261881588013
56,657,1141,0.41,0.09970703767826301,16.204535378802806,45.1667,-73.6833,STE CLOTHILDE CDA,0.878395169018912,0.38140207159756756,0.8171261881588013
57,658,1081,0.315,0.16636607784747412,13.543748046258958,45.95,-77.3167,PETAWAWA A,0.8297883824094897,0.3101932429116626,0.8171261881588013
58,659,1081,0.318,0.19407473605052883,13.584505642712083,45.9667,-77.25,SHEENBORO,0.8296558037006254,0.31319750512859934,0.8171261881588013
59,659,1157,0.385,0.2143332821945056,16.907970562019244,45.0667,-72.6833,SUTTON,0.7507220068249559,0.4190546961206794,0.8171261881588013
60,660,1046,0.36,0.2247059616752298,12.02855117692835,46.3636,-79.4228,NORTH BAY A,0.907921542651236,0.3239987310777662,0.8171261881588013
61,660,1148,0.384,0.2478536721012904,16.515278173256952,45.2167,-73.2,SABREVOIS,0.7957023404205108,0.3943389887318365,0.8171261881588013
62,661,1024,0.386,0.27785930544065024,11.04782465123829,46.6256,-80.7978,SUDBURY A,0.9045783177518131,0.3486825877202109,0.8171261881588013
63,661,1128,0.39399999999999996,0.2806495088143387,15.648523738310713,45.5,-74.3667,RIGAUD,0.805188174745039,0.3998415876344827,0.8171261881588013
64,662,1146,0.413,0.34872560816845866,16.447024680651992,45.3333,-73.25,IBERVILLE,0.8602229398851453,0.3923089004748507,0.8171261881588013
65,662,1158,0.46799999999999997,0.35043721364910185,16.950859185149188,45.1833,-72.5667,BROME,0.911687546400678,0.41945846202252635,0.8171261881588013
66,663,1118,0.526,0.361483120581601,15.211915468380836,45.7,-74.9333,MONTEBELLO (SEDBERGH),1.0656059132190927,0.403346461989048,0.8171261881588013
67,663,1136,0.413,0.3845159255402604,15.995474941061378,45.5,-73.85,STE GENEVIEVE,0.8508746496936118,0.3966190740682007,0.8171261881588013
68,663,1138,0.47600000000000003,0.3730154780297401,16.072237754624673,45.4667,-73.75,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,0.9912793280387282,0.39237382901259643,0.8171261881588013
69,663,1139,0.5670000000000001,0.378677196996154,16.15032437560446,45.44933929,-73.64116429,LAVALTRIE CDA composite,1.1872110604329231,0.3902512064847944,0.8171261881588013
70,663,1163,0.431,0.3750065977850023,17.189960041690064,45.1333,-72.2333,GEORGEVILLE,0.8191551857052906,0.42993243922788094,0.8171261881588013
71,664,1128,0.474,0.43111426674639375,15.628350571746576,45.65,-74.3333,LACHUTE,0.9357616240123021,0.4139064941844419,0.8171261881588013
72,664,1140,0.47,0.43899501354061177,16.174297228821235,45.5,-73.5833,MONTREAL MCGILL,0.9806316464069158,0.39163462635721863,0.8171261881588013
73,665,1169,0.395,0.4860499102898444,17.47520195436037,45.15,-71.8,COATICOOK,0.7395962963515306,0.43640678829104934,0.8171261881588013
74,666,1132,0.444,0.5070676872066261,15.82450983689447,45.6667,-74.0333,MONTREAL/MIRABEL INT'L A,0.8697002481987234,0.4171598528273714,0.8171261881588013
75,666,1134,0.433,0.521333283639665,15.929713258832273,45.65,-73.8833,STE THERESE OUEST,0.852616003059818,0.41497654067365414,0.8171261881588013
76,666,1142,0.446,0.4892824791896059,16.280985270212184,45.5167,-73.4167,MONTREAL/ST-HUBERT A,0.9240579482759902,0.394388988914338,0.8171261881588013
77,666,1154,0.408,0.5088716677241474,16.78949405383804,45.3833,-72.7167,GRANBY,0.8164772489869945,0.4083242799262633,0.8171261881588013
78,666,1164,0.43700000000000006,0.5272872692490097,17.226791433609083,45.2667,-72.1167,MAGOG,0.8342182945019282,0.4280464077314368,0.8171261881588013
79,668,1155,0.537,0.6005135224791582,16.855793371577782,45.45045263,-72.58703684,ST HYACINTHE composite,1.0643165488283064,0.41228031596834847,0.8171261881588013
80,668,1161,0.40299999999999997,0.6214263288690471,17.08527176163669,45.4,-72.2667,BONSECOURS,0.7793850210715795,0.422514989286346,0.8171261881588013
81,668,1174,0.474,0.6002534616609015,17.66009565819819,45.2,-71.5,ST MALO D AUCKLAND,0.8873014138391553,0.43651211093131703,0.8171261881588013
82,669,1146,0.494,0.6436379439510136,16.440798499950514,45.6167,-73.1333,STE MADELEINE,1.0117870748279993,0.39895779160755623,0.8171261881588013
83,669,1150,0.39,0.6413453724906322,16.600395614683634,45.5667,-72.9167,ST HYACINTHE 2,0.7908811569686403,0.4029419724745935,0.8171261881588013
84,669,1266,0.596,0.6616967255468574,21.753266688790557,43.8308,-66.0886,YARMOUTH A,1.1302753593276247,0.43087483428140483,0.8171261881588013
85,670,1167,0.294,0.6886805319462729,17.390734475406397,45.3689,-71.8236,LENNOXVILLE,0.562538903506529,0.4270550851171475,0.8171261881588013
86,671,1098,0.336,0.7391769186864998,14.331629182838835,46.3018,-76.0061,MANIWAKI UA,0.7979585303866318,0.3440710121719339,0.8171261881588013
87,671,1141,0.387,0.738457158552364,16.240560473908765,45.7667,-73.3667,VERCHERES,0.7645308727652574,0.41362336837187624,0.8171261881588013
88,671,1267,0.542,0.7390764935272756,21.803607253579266,43.8833,-65.9833,TUSKET,1.0224249443582534,0.43316861196110085,0.8171261881588013
89,672,1140,0.467,0.7652575197208127,16.182646599358296,45.8094,-73.4347,L'ASSOMPTION,0.9053535259810259,0.4214905215690933,0.8171261881588013
90,672,1165,0.37200000000000005,0.7695743040876517,17.270669708561627,45.4833,-71.95,BROMPTONVILLE,0.7205721296721038,0.42184665417658607,0.8171261881588013
91,672,1169,0.38799999999999996,0.7807929838028224,17.463999638422727,45.4333,-71.6833,SHERBROOKE A,0.7524585978276116,0.42134538952832856,0.8171261881588013
92,673,1126,0.535,0.8244980392844867,15.547958374592634,46.05,-74.2833,STE AGATHE DES MONTS,0.9920411656683332,0.4406697280252927,0.8171261881588013
93,673,1131,0.563,0.816943782864911,15.7555788147033,45.9833,-74.0,ST HIPPOLYTE,1.0119545201690803,0.45460743023959216,0.8171261881588013
94,674,1147,0.45,0.8463890909946689,16.47479579678509,45.8,-73.0,FLEURY,0.8912375836077643,0.41257998028199094,0.8171261881588013
95,674,1178,0.32299999999999995,0.8834959655618496,17.87385061537259,45.4,-71.0833,NOTRE DAME DES BOIS,0.6132214134699178,0.4304020586656181,0.8171261881588013
96,677,881,0.17,0.9978671020460085,4.707577833482668,48.2833,-89.9167,WHITEFISH LAKE,0.5234782430963726,0.2653624172904213,0.8171261881588013
97,678,1117,0.42,1.0340555599277181,15.137667577989024,46.3667,-74.7667,LA MACAZA,0.8749791077278721,0.39222993554428187,0.8171261881588013
98,678,1143,0.40299999999999997,1.0447050148731867,16.327496188013978,46.0333,-73.1167,SOREL,0.7759365420821984,0.4243927640581625,0.8171261881588013
99,678,1154,0.405,1.0348232563982545,16.79264234742965,45.8833,-72.4833,DRUMMONDVILLE,0.8047111113744,0.41124833685854645,0.8171261881588013
100,678,1172,0.326,1.0408049695193322,17.61091405605013,45.6333,-71.3667,LINGWICK,0.6473242291987902,0.41151423865205616,0.8171261881588013
101,678,1177,0.318,1.0494863716117762,17.79263385317223,45.5833,-71.1167,MILAN,0.6130772415283205,0.42383913515813565,0.8171261881588013
102,679,959,0.39399999999999996,1.1072814606393633,8.146944438375767,47.9667,-84.7833,WAWA A,0.9106146094433849,0.3535499154042333,0.8171261881588013
103,679,1135,0.542,1.1048802078623199,15.95810005194841,46.2,-73.6,STE BEATRIX,0.9814422899399682,0.4512566846993725,0.8171261881588013
104,680,890,0.248,1.1206948848156557,5.08967868562008,48.3694,-89.3272,THUNDER BAY A,0.6822174370037296,0.29704209196616427,0.8171261881588013
105,680,981,0.319,1.1215982693691606,9.121374066660865,47.82,-83.3467,CHAPLEAU A,0.9749795232686506,0.2673525420808589,0.8171261881588013
106,680,1147,0.45299999999999996,1.1514404604556916,16.500102870276372,46.0833,-72.8333,PIERREVILLE,0.8890749809917741,0.41634077119459706,0.8171261881588013
107,681,1132,0.595,1.1542596729610621,15.834532095958147,46.2833,-73.75,ST COME,1.0554735173910879,0.46063693114370885,0.8171261881588013
108,683,1178,0.312,1.2606717705989359,17.84366708527203,45.7667,-70.95,ST SEBASTIEN,0.6171988700237816,0.41306519355053695,0.8171261881588013
109,684,1138,0.5489999999999999,1.29909797368146,16.07911852243818,46.35,-73.35,ST CHARLES DE MANDEVILLE,0.9940698225067846,0.4512784385385768,0.8171261881588013
110,684,1150,0.406,1.3081477460879134,16.607760775956216,46.2,-72.6167,NICOLET,0.7949204383618201,0.41734142988718936,0.8171261881588013
111,684,1182,0.294,1.3054290288877226,18.025092727207987,45.75,-70.6833,ST LUDGER,0.5824362309267984,0.41246592598886717,0.8171261881588013
112,686,1105,0.40700000000000003,1.3913321643034506,14.630169131697288,46.85,-75.3333,STE ANNE DU LAC,1.0024114155459263,0.33177032246735744,0.8171261881588013
113,687,1166,0.457,1.4353865918581943,17.319534723993772,46.1,-71.5833,ST FERDINAND,0.9225256388497344,0.4047873059161642,0.8171261881588013
114,688,1033,0.275,1.464268420428553,11.450362801068342,47.7,-79.85,EARLTON A,0.820415260567301,0.27389751573890525,0.8171261881588013
115,688,1149,0.40299999999999997,1.4827451771107225,16.55193535398155,46.3833,-72.6167,TROIS RIVIERES AQUEDUC,0.7787854241237832,0.4228402890289026,0.8171261881588013
116,688,1169,0.345,1.4868129159530434,17.472963414579834,46.1,-71.35,THETFORD MINES,0.7006983901718623,0.40232507861997785,0.8171261881588013
117,689,1140,0.634,1.5150610464679561,16.15629574000493,46.5333,-73.15,ST ALEXIS DES MONTS,1.1910305647728003,0.4349661701515647,0.8171261881588013
118,690,1149,0.441,1.5858719669451118,16.564190208663554,46.47778333,-72.55415833,RIVIERE A PIERRE composite,0.8426330746469062,0.4276507293866102,0.8171261881588013
119,691,1182,0.304,1.6268592987363577,18.036246116246513,46.05,-70.5167,ST COME DE LINIERE,0.6084402675083274,0.4082674577367216,0.8171261881588013
120,691,1284,1.014,1.6142468085780268,22.551400289984592,44.4,-64.55,BRIDGEWATER,1.6559924256319347,0.5003440486612369,0.8171261881588013
121,692,1150,0.375,1.664176253985097,16.626426689197242,46.5333,-72.4333,ST NARCISSE,0.7103714276845672,0.43135507513065974,0.8171261881588013
122,692,1179,0.377,1.6796607608428853,17.883321299254668,46.15,-70.7,ST GEORGES,0.7601105557654918,0.40527864084933096,0.8171261881588013
123,692,1246,0.6940000000000001,1.6654751578683622,20.850317762178534,45.1,-66.7333,PENNFIELD,0.8914961267117579,0.6361054833450337,0.8171261881588013
124,693,758,0.295,1.6882373082187547,-0.7083728658870007,49.1833,-98.0833,MORDEN CDA,2.127246321348043,0.11331655534564086,0.8171261881588013
125,693,1156,0.38,1.6981108675439935,16.892890608074847,46.4833,-72.05,FORTIERVILLE,0.7305477836559567,0.4250344172511715,0.8171261881588013
126,694,1153,0.415,1.7540822281724946,16.741931706325044,46.5833,-72.2333,STE ANNE DE LA PERADE,0.7841466386419245,0.43245402246856246,0.8171261881588013
127,695,1172,0.345,1.7744012915046719,17.594713197903786,46.3333,-71.05,ST SEVERIN,0.7148225761452927,0.39437553362540495,0.8171261881588013
128,695,1181,0.353,1.788085543520356,17.992307149959434,46.2167,-70.5,ST PROSPER,0.7122642121594165,0.40496986861877876,0.8171261881588013
129,697,686,0.071,1.8662740844535828,-3.895667948011195,49.2167,-102.96700000000001,ESTEVAN A,0.5910824053398358,0.09815206616735496,0.8171261881588013
130,697,1157,0.40299999999999997,1.9009426839342536,16.922755381469877,46.6667,-71.9167,DESCHAMBAULT,0.7601545268180067,0.4332038318661978,0.8171261881588013
131,698,1154,0.508,1.912824438817077,16.798519081378075,46.7167,-72.0833,ST ALBAN,0.934745431328789,0.44407823742404906,0.8171261881588013
132,699,756,0.19399999999999998,1.956539149126066,-0.8130760493526549,49.45,-98.25,MIAMI THIESSEN,1.4474455361899161,0.10951878778118532,0.8171261881588013
133,699,1148,0.473,1.9884978888085978,16.545808996887292,46.8667,-72.4,LAC AUX SABLES,0.8430507348360007,0.4584548367356554,0.8171261881588013
134,699,1180,0.37,1.9845023376234565,17.948131049345225,46.4167,-70.4667,STE GERMAINE,0.7505232365264606,0.4028345491580223,0.8171261881588013
135,701,1163,0.467,2.054217978278324,17.173129500136174,46.7333,-71.5,ST AUGUSTIN,0.8823106220691871,0.43249839719172845,0.8171261881588013
136,701,1168,0.43200000000000005,2.0641528045347988,17.411163562539105,46.6667,-71.1667,BEAUSEJOUR,0.8477914488774491,0.4163742318373268,0.8171261881588013
137,701,1273,0.618,2.0477520185861904,22.08183244528817,44.9833,-64.9167,GREENWOOD A,1.1495885153441225,0.43927368579441245,0.8171261881588013
138,702,1007,0.24600000000000002,2.1028662985791216,10.272256140147682,48.5697,-81.3767,TIMMINS VICTOR POWER A,0.8343801771448338,0.24091301278862093,0.8171261881588013
139,702,1183,0.48200000000000004,2.1043623241683953,18.088712820603085,46.4833,-70.2167,ST CAMILLE,0.9690392330935853,0.4064384694056093,0.8171261881588013
140,702,1256,0.643,2.0923818993230565,21.32172942210499,45.3181,-65.8856,SAINT JOHN A,0.9777545037672679,0.5373661148700488,0.8171261881588013
141,703,1062,0.28300000000000003,2.1295758090215102,12.715646487269279,48.0564,-77.7867,VAL-D'OR A,0.8313147163495642,0.27816987562109097,0.8171261881588013
142,703,1164,0.47600000000000003,2.142892402870948,17.22771444423007,46.8,-71.3833,QUEBEC/JEAN LESAGE INTL A,0.8960107903351501,0.4340930597700762,0.8171261881588013
143,703,1297,0.6970000000000001,2.1285083347995943,23.143751611246888,44.6333,-63.5,SHEARWATER A,1.0994911415243935,0.5180004928071071,0.8171261881588013
144,704,1277,0.534,2.1832299349175868,22.229032603976535,45.05,-64.65,WATERVILLE CAMBRIDGE,1.0202344780897739,0.4276912747487097,0.8171261881588013
145,705,1168,0.45,2.220882571941183,17.406153681880436,46.8167,-71.1,LAUZON,0.8715081831323019,0.4219200597174883,0.8171261881588013
146,705,1279,0.565,2.245163530071908,22.330642996726787,45.0667,-64.4833,KENTVILLE CDA,1.072755525658277,0.4303648736989011,0.8171261881588013
147,705,1287,0.612,2.249827933933791,22.675906214322463,44.9333,-64.0333,SALMON HOLE,1.1028813943516624,0.45343155638885646,0.8171261881588013
148,707,813,0.18,2.3191516259454263,1.7019727769211224,49.7903,-94.3653,KENORA A,0.8310213013603495,0.17699030533611543,0.8171261881588013
149,707,1046,0.306,2.3301463594803966,12.017196687285196,48.4167,-78.7333,MONT BRUN,0.9185616263706257,0.27220886045995746,0.8171261881588013
150,708,1168,0.48,2.377566928011995,17.400888965846388,46.9667,-71.0333,CHATEAU RICHER,0.9133017092848698,0.42945345040834293,0.8171261881588013
151,708,1184,0.51,2.38587791745667,18.134863525524572,46.7333,-70.0167,STE LUCIE,1.0399237480844807,0.40073549308649337,0.8171261881588013
152,708,1295,0.76,2.353824406162802,23.043207937173968,44.88,-63.5,HALIFAX STANFIELD INT'L A,1.2189773851924541,0.5094564596066251,0.8171261881588013
153,709,756,0.121,2.406655175540253,-0.816592826955396,49.9,-98.2667,PORTAGE SOUTHPORT A,0.9643800445292826,0.102524175327036,0.8171261881588013
154,709,771,0.16899999999999998,2.4169256900823712,-0.15035553299554535,49.9167,-97.2333,WINNIPEG RICHARDSON INT'L A,1.2776882113129622,0.108081396209276,0.8171261881588013
155,709,836,0.16699999999999998,2.408289044403697,2.742262906325916,49.8333,-92.75,DRYDEN A,0.7305520648417294,0.1867903466292758,0.8171261881588013
156,709,1242,0.57,2.4355673986902304,20.695842322706284,45.8721,-66.5279,FREDERICTON A,0.8528710987288507,0.5461105763165205,0.8171261881588013
157,710,732,0.18899999999999997,2.4461289022730366,-1.9022360052764455,49.91,-99.9519,BRANDON A,1.5716314613151676,0.0982653079703419,0.8171261881588013
158,710,1225,0.552,2.4503054913706883,19.923144460296516,46.1703,-67.5536,WOODSTOCK,0.8838496635420353,0.5103284805880413,0.8171261881588013
159,710,1240,0.581,2.4538374466501836,20.62178160144984,45.9167,-66.6167,FREDERICTON CDA,0.8898302164111481,0.533529100905362,0.8171261881588013
160,710,1248,0.647,2.4523914808738034,20.97348209091824,45.7833,-66.15,GAGETOWN 2,0.9637190246750164,0.5485837990144744,0.8171261881588013
161,712,1054,0.233,2.5693781490772243,12.368776262825914,48.5667,-78.1333,AMOS,0.704339886348796,0.27031040770381354,0.8171261881588013
162,712,1355,0.528,2.558199415687226,25.705259485464225,43.9322,-60.0094,SABLE ISLAND,0.9111281525661169,0.47352573414916965,0.8171261881588013
163,713,1244,0.61,2.5880834006331126,20.757678859211282,45.9903,-66.3633,ACADIA FOREST EXP ST,0.9465745670134057,0.526579724563643,0.8171261881588013
164,713,1278,0.619,2.5929897681063143,22.295057999272316,45.4,-64.3333,PARRSBORO,1.1029097136806811,0.45860608914424666,0.8171261881588013
165,715,921,0.243,2.703334463357099,6.489334819136607,49.7828,-86.9306,GERALDTON A,0.851664450532359,0.23314541730428184,0.8171261881588013
166,715,1163,0.501,2.6832756820036425,17.21270812915398,47.3167,-71.15,FORET MONTMORENCY,0.8684065060800744,0.47141542284784677,0.8171261881588013
167,716,848,0.18100000000000002,2.724053173483273,3.2714077284853,50.1167,-91.9,SIOUX LOOKOUT A,0.7939162404828746,0.18629149085902014,0.8171261881588013
168,717,988,0.307,2.7844182733983796,9.431461031270734,49.4,-82.4333,KAPUSKASING CDA,1.0730386468976814,0.23378257669471653,0.8171261881588013
169,717,1051,0.261,2.7724424149031415,12.216949590249524,48.8,-78.2833,LAC BERRY,0.816538925021086,0.26118771386672074,0.8171261881588013
170,718,987,0.266,2.7939506024780143,9.406987093709729,49.4139,-82.4675,KAPUSKASING A,0.9342943020301852,0.2326414338372138,0.8171261881588013
171,718,1299,0.573,2.8057614051937527,23.227533862191482,45.2167,-63.0,UPPER STEWIACKE,0.932974254899088,0.5018501886374516,0.8171261881588013
172,718,1313,0.648,2.8341066245898623,23.849578318579603,44.9833,-62.1833,ECUM SECUM,1.0800883812230533,0.490235594727275,0.8171261881588013
173,719,1294,0.539,2.865301707549471,22.994531657643748,45.3667,-63.2667,TRURO,0.957965134777422,0.4597568318808656,0.8171261881588013
174,720,1218,0.384,2.915060025357727,19.622613419942642,46.7122,-67.7156,AROOSTOOK,0.6793315144678956,0.461890033908928,0.8171261881588013
175,720,1293,0.595,2.906569872397495,22.932472395768386,45.42973684,-63.32314737,DEBERT A composite,1.0679662808958703,0.4552485323287952,0.8171261881588013
176,721,1179,0.479,2.9632011627512,17.917497467271644,47.35,-70.0333,LA POCATIERE CDA,1.0123479311454036,0.3866293712727986,0.8171261881588013
177,721,1276,0.486,2.952510648604285,22.20214615660833,45.7667,-64.25,NAPPAN CDA,0.8763985006670743,0.45313099821930936,0.8171261881588013
178,721,1304,0.69,2.9636487927491326,23.41369120676652,45.2833,-62.6667,TRAFALGAR,1.0834524694032688,0.5203892978711889,0.8171261881588013
179,722,694,0.09,2.995535908365118,-3.5550168868492085,50.3681,-102.571,BROADVIEW,0.8196144581742842,0.08972676872746693,0.8171261881588013
