,ilocy,ilocx,RL50 (kPa),rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
0,558,1009,0.402,-4.286848910227873,10.373390404111557,42.2756,-82.9556,WINDSOR A,1.163206912440688,0.28239578369646906,0.8171261881588013
1,559,1009,0.484,-4.227125340313413,10.379271031382924,42.3333,-82.9333,WINDSOR RIVERSIDE,1.4033804519771123,0.2818117314600516,0.8171261881588013
2,576,1017,0.389,-3.4945859613826147,10.7134921602455,42.9922,-82.3047,SARNIA AIRPORT,1.1107377667459042,0.28617203511950884,0.8171261881588013
3,577,1048,0.47,-3.434479081735439,12.106219211616422,42.774390000000004,-80.42905999999999,HAGERSVILLE 2 composite,1.1964753616853465,0.320983883774813,0.8171261881588013
4,579,1046,0.5870000000000001,-3.3628448895127754,11.999925006386508,42.8667,-80.55,DELHI CDA,1.5126880363103365,0.31708657762585285,0.8171261881588013
5,579,1050,0.446,-3.335374154899144,12.206799132067156,42.85,-80.2667,SIMCOE,1.1345837901762579,0.32120878429103045,0.8171261881588013
6,580,1035,0.45799999999999996,-3.290371679059054,11.534368202439223,43.0331,-81.1511,LONDON INT'L AIRPORT,1.1695669696099977,0.3199849208305924,0.8171261881588013
7,580,1037,0.491,-3.3033197995587598,11.625518178228763,43.001999999999995,-81.0328,DORCHESTER,1.249390574132504,0.3211237275937871,0.8171261881588013
8,580,1051,0.34,-3.2976268496041468,12.223659162002475,42.8833,-80.2333,WATERFORD,0.8551402543438593,0.32488577465829066,0.8171261881588013
9,587,1054,0.423,-2.9689855230488806,12.37546741076384,43.1717,-79.9342,HAMILTON A,1.0726226008940742,0.3222423034001562,0.8171261881588013
10,590,1054,0.397,-2.851997203751697,12.387474338992014,43.2833,-79.8833,HAMILTON RBG,1.0068248597286442,0.3222001260343085,0.8171261881588013
11,591,1066,0.309,-2.817509219258394,12.915619247015943,43.2,-79.1667,ST CATHARINES A,0.8162059359127461,0.30934838994856495,0.8171261881588013
12,592,1046,0.467,-2.767016061611644,11.996249233882299,43.45,-80.3833,WATERLOO WELLINGTON A,1.1608817554268258,0.328713866064556,0.8171261881588013
13,594,1044,0.41700000000000004,-2.666314502571736,11.94129167027309,43.56001071,-80.42801786,GUELPH OAC composite,1.0348834353308045,0.329256038727976,0.8171261881588013
14,598,1059,0.406,-2.4868552600065392,12.60189887608841,43.59246944,-79.48505417,TORONTO NEW INT'L A composite,1.0321699717918733,0.32141337324175523,0.8171261881588013
15,599,1061,0.396,-2.4371144169958994,12.657472533066505,43.6286,-79.395,TORONTO ISLAND A,1.0073051197195402,0.3212353081268751,0.8171261881588013
16,600,1057,0.373,-2.4275243009702034,12.480315141272046,43.6772,-79.6306,TORONTO LESTER B. PEARSON INT'L A,0.9413243655613052,0.323786443158188,0.8171261881588013
17,600,1060,0.436,-2.4007826199030635,12.645432657636889,43.6667,-79.4,TORONTO,1.1065156725854786,0.3219719583408934,0.8171261881588013
18,602,1053,0.494,-2.327916851748337,12.32637283896129,43.8081,-79.8081,SANDHILL,1.2394462887229591,0.32567795847478953,0.8171261881588013
19,603,1037,0.401,-2.300804570575231,11.625346633334846,43.9833,-80.75,MOUNT FOREST,1.010605835086484,0.3242288833842314,0.8171261881588013
20,603,1059,0.376,-2.3012399580428746,12.57237144415825,43.78,-79.4678,TORONTO NORTH YORK,0.9486707129092975,0.3238631092610577,0.8171261881588013
21,605,1058,0.415,-2.2032653790882666,12.564815949223863,43.8772,-79.4478,RICHMOND HILL,1.042912794157918,0.32515409724137956,0.8171261881588013
22,605,1060,0.41200000000000003,-2.2053809803339703,12.62287891217746,43.8622,-79.37,TORONTO BUTTONVILLE A,1.0375759592591671,0.3244639455233714,0.8171261881588013
23,608,1038,0.258,-2.068590235243496,11.658569176059126,44.2036,-80.6378,PRICEVILLE,0.6590540037552713,0.3198805490046832,0.8171261881588013
24,609,1050,0.365,-2.0028898354841,12.2065379573681,44.1514,-79.8722,ALLISTON NELSON,0.9332449567882009,0.3195849669570197,0.8171261881588013
25,611,1027,0.36,-1.9374790458624405,11.156459894997607,44.43423333,-81.2871,WALKERTON composite,0.9811476409406757,0.2998176986443521,0.8171261881588013
26,611,1053,0.35700000000000004,-1.9211289341184725,12.318754222071837,44.2067,-79.6947,COOKSTOWN,0.9017996506996117,0.32347988707511893,0.8171261881588013
27,616,1053,0.442,-1.7233069520001558,12.319592020167152,44.3995,-79.6328,SHANTY BAY,1.1105112156813817,0.3252283903720734,0.8171261881588013
28,616,1086,0.493,-1.7037724583668714,13.763648867181702,44.0833,-77.6667,SMITHFIELD CDA,1.0445121102105797,0.38567595992838566,0.8171261881588013
29,617,1071,0.49,-1.6437599584267275,13.111996013499192,44.29722,-78.52882667,HALIBURTON A composite,1.0818867087991915,0.37008665412131353,0.8171261881588013
30,617,1074,0.37799999999999995,-1.6786484471005159,13.239909508912735,44.2333,-78.3667,PETERBOROUGH A,0.8228837992009723,0.3753551831059817,0.8171261881588013
31,617,1087,0.444,-1.647919910661428,13.848380542642577,44.1167,-77.5333,TRENTON A,0.9287685948812838,0.39062908623528747,0.8171261881588013
32,618,1028,0.348,-1.6065279350677362,11.219407227076683,44.7458,-81.1072,WIARTON A,0.8888718407579238,0.3199110382851083,0.8171261881588013
33,619,1089,0.441,-1.5905322191931184,13.936456970299941,44.1506,-77.3947,BELLEVILLE,0.8996775415959001,0.4005353388490914,0.8171261881588013
