ilocy,ilocx,annual_rain (mm),rlat,rlon,lat,lon,station_name,ratio,model_vals
705,1279,934.0,2.245163530071908,22.330642996726787,45.0667,-64.4833,KENTVILLE CDA,0.880225155549544,1230.6566162109375
705,1281,1018.0,2.2578926570168223,22.402159208481862,45.05,-64.3833,WHITE ROCK,0.9604376681026706,1229.312744140625
705,1287,1127.0,2.249827933933791,22.675906214322463,44.9333,-64.0333,SALMON HOLE,1.0106714816954074,1293.2952880859375
706,762,397.0,2.303121949201095,-0.5598579952749113,49.8,-97.8667,FANNYSTELLE,1.0014469336131522,459.77606201171875
706,1290,1248.0,2.276362339898619,22.819066790626398,44.9,-63.8333,MOUNT UNIACKE,1.0892367945956134,1328.850341796875
707,675,325.0,2.3444152303763364,-4.421666135144434,49.65,-103.833,WEYBURN,0.8966011265667749,420.4049987792969
707,782,491.0,2.3178092398446517,0.33366328798232175,49.8167,-96.4833,OSTENFELD,1.153253789361782,493.787841796875
707,813,532.0,2.3191516259454263,1.7019727769211224,49.7903,-94.3653,KENORA A,1.1157710396855565,552.993896484375
707,1046,717.0,2.3301463594803966,12.017196687285196,48.4167,-78.7333,MONT BRUN,1.0931247588399589,760.7346801757812
707,1171,889.0,2.3161518592684875,17.530326768266313,46.8667,-70.8833,SAINT MICHEL,1.1020653870548134,935.5740966796875
708,576,224.0,2.3773939182474364,-8.775282388866069,49.1167,-110.46700000000001,MANYBERRIES CDA,0.6300835003526605,412.3193359375
708,615,256.0,2.361895594591036,-7.0454951835949196,49.37,-107.848,VAL-MARIE,0.7098053921490325,418.2967224121094
708,661,297.0,2.365788795482905,-5.005623792275916,49.6167,-104.73299999999999,AMULET,0.8044437266965886,428.19793701171875
708,835,560.0,2.355451406451814,2.691247840369279,49.7833,-92.8333,DRYDEN,1.104701259417134,587.9318237304688
708,954,427.0,2.3566550332879452,7.938366760535599,49.2333,-84.8,HORNEPAYNE,0.7544479214483445,656.4208984375
708,1016,567.0,2.3746582981894218,10.695157295895223,48.75,-80.6667,IROQUOIS FALLS,0.9106277642224384,722.1475830078125
708,1168,1055.0,2.377566928011995,17.400888965846388,46.9667,-71.0333,CHATEAU RICHER,1.3066339655060115,936.445068359375
708,1184,828.0,2.38587791745667,18.134863525524572,46.7333,-70.0167,STE LUCIE,0.970100347889031,989.9140014648438
708,1283,845.0,2.3753772930633694,22.505141605331136,45.1167,-64.1833,SUMMERVILLE,0.785755468050263,1247.248779296875
708,1295,1213.0,2.353824406162802,23.043207937173968,44.88,-63.5,HALIFAX STANFIELD INT'L A,1.0147048696300311,1386.4520263671875
709,564,280.0,2.4103822182807324,-9.335494768112428,49.05,-111.31700000000001,ADEN,0.7856215516047969,413.3599853515625
709,709,353.0,2.418002429277972,-2.9143599374970126,49.8333,-101.51700000000001,MARYFIELD,0.944899730226772,433.28411865234375
709,717,354.0,2.398079809265068,-2.5488583429224527,49.8333,-100.95,VIRDEN,0.9646571127142687,425.6122131347656
709,731,362.0,2.4036333940360897,-1.9241254340494038,49.8667,-99.9833,BRANDON CDA,0.9592960469715347,437.6628723144531
709,756,396.0,2.406655175540253,-0.816592826955396,49.9,-98.2667,PORTAGE SOUTHPORT A,1.0110305040589413,454.27069091796875
709,771,416.0,2.4169256900823712,-0.15035553299554535,49.9167,-97.2333,WINNIPEG RICHARDSON INT'L A,1.0197816456434092,473.1184997558594
709,777,501.0,2.4333932656282005,0.0966389221322516,49.9333,-96.85,OAKBANK,1.2092249702854798,480.52325439453125
709,836,546.0,2.408289044403697,2.742262906325916,49.8333,-92.75,DRYDEN A,1.0760859158597256,588.4769897460938
709,1139,709.0,2.416900417711517,16.134563842521807,47.4,-72.7833,LA TUQUE,0.9439531956714804,871.1231689453125
709,1236,861.0,2.4159697674047114,20.425584720825874,45.9544,-66.8986,MACTAQUAC PROV PARK,0.8626809086919772,1157.5419921875
709,1242,849.0,2.4355673986902304,20.695842322706284,45.8721,-66.5279,FREDERICTON A,0.8194152457478302,1201.6761474609375
709,1243,855.0,2.415558099465363,20.74994682985211,45.8333,-66.4667,OROMOCTO,0.8205154375661506,1208.5458984375
710,583,216.0,2.4540957028234907,-8.4614154851846,49.2453,-110.014,ALTAWAN,0.5973078895352645,419.4104919433594
710,631,284.0,2.465412066326195,-6.332837330436299,49.5667,-106.78299999999999,WOODROW,0.7835730122943434,420.3612365722656
710,689,340.0,2.476150763593188,-3.783965964958236,49.8333,-102.867,HANDSWORTH,0.9120173776173964,432.3740234375
710,732,367.0,2.4461289022730366,-1.9022360052764455,49.91,-99.9519,BRANDON A,0.9684121896845312,439.5310974121094
710,756,441.0,2.456648522123945,-0.8157764341778234,49.95,-98.2667,PORTAGE LA PRAIRIE CDA,1.126605657732777,453.9943542480469
710,1174,851.0,2.4775887360087,17.69149433444093,46.9667,-70.5833,MONTMAGNY,1.060817984704751,930.4059448242188
710,1225,844.0,2.4503054913706883,19.923144460296516,46.1703,-67.5536,WOODSTOCK,0.8767915995483166,1116.42578125
710,1240,868.0,2.4538374466501836,20.62178160144984,45.9167,-66.6167,FREDERICTON CDA,0.8551222305333979,1177.2679443359375
710,1248,900.0,2.4523914808738034,20.97348209091824,45.7833,-66.15,GAGETOWN 2,0.8440867393669991,1236.62841796875
710,1299,1250.0,2.464534456384161,23.20076633026193,44.9167,-63.2333,LOWER MEAGHERS GRANT,1.0052672261928175,1442.1561279296875
711,652,269.0,2.50765737870851,-5.403797530967789,49.7167,-105.367,ORMISTON,0.737198190920393,423.20599365234375
711,657,310.0,2.5014382891450686,-5.187126262989546,49.7333,-105.03299999999999,DAHINDA,0.8472163917988023,424.3763122558594
711,713,390.0,2.4999036239845025,-2.7069092206865126,49.9267,-101.20299999999999,ELKHORN 2 EAST,1.0569923177074987,427.93377685546875
711,755,380.0,2.4904789403497007,-0.8474091616608985,49.9833,-98.3167,PORTAGE LA PRAIRIE 2,0.9755189123356025,451.7848815917969
711,763,421.0,2.5160958184100637,-0.5191396988927048,50.0134,-97.8071,MARQUETTE,1.049233160107233,465.36517333984375
711,1049,618.0,2.498364362147083,12.14743197083642,48.55,-78.4833,MANNEVILLE,0.9414658468129656,761.32080078125
712,635,292.0,2.5307092052171214,-6.183475001160332,49.65,-106.56700000000001,LAFLECHE,0.8015360935542819,422.5163879394531
712,644,289.0,2.5672897485635935,-5.78779510740555,49.7333,-105.96700000000001,ASSINIBOIA,0.7870570417955909,425.868408203125
712,670,326.0,2.5308055853026388,-4.632149798689609,49.8167,-104.18299999999999,YELLOW GRASS,0.8932944231591616,423.2595520019531
712,750,415.0,2.5619506616191954,-1.0926001475664606,50.05,-98.7,BEAVER,1.0758306472300507,447.3917541503906
712,768,394.0,2.5507764247785225,-0.2785044975940113,50.05,-97.4333,GROSSE ISLE,0.9682962428896562,471.9236755371094
712,782,436.0,2.534476547966111,0.3428936572918165,50.0333,-96.4667,BEAUSEJOUR 2,1.0335127149039696,489.276611328125
712,1054,663.0,2.5693781490772243,12.368776262825914,48.5667,-78.1333,AMOS,1.0016370909647665,767.6918334960938
712,1229,862.0,2.543272234514257,20.125117322318697,46.1833,-67.2333,MAPLETON,0.877679797602768,1139.0819091796875
712,1238,928.0,2.5516354407498194,20.50751112763191,46.05,-66.7167,ROYAL ROAD,0.9292688053812543,1158.21826171875
712,1258,899.0,2.5551516497549285,21.39703724448969,45.7167,-65.5333,SUSSEX,0.7832952959907434,1331.122314453125
712,1355,1306.0,2.558199415687226,25.705259485464225,43.9322,-60.0094,SABLE ISLAND,1.0924026319276376,1386.5777587890625
713,629,261.0,2.582428851750694,-6.459742406652932,49.6667,-107.0,KINCAID,0.7190641024532753,420.9753723144531
713,1037,653.0,2.6140607436129164,11.621885002982848,48.7833,-79.2167,LA SARRE,1.0199289521637338,742.5523071289062
713,1045,662.0,2.5784586526098114,11.980734163495093,48.6667,-78.7,TASCHEREAU,1.0159118195871846,755.7632446289062
713,1177,714.0,2.592920434280473,17.819878310600807,47.0333,-70.35,LAMARTINE,0.8935098185942736,926.7928466796875
713,1244,914.0,2.5880834006331126,20.757678859211282,45.9903,-66.3633,ACADIA FOREST EXP ST,0.8957510941320799,1183.43017578125
713,1268,1211.0,2.605983214039064,21.81846865676879,45.6,-64.95,ALMA,1.0883358650938517,1290.520751953125
713,1278,1036.0,2.5929897681063143,22.295057999272316,45.4,-64.3333,PARRSBORO,0.9603802605169107,1251.1239013671875
714,533,286.0,2.6247434806866274,-10.670716836211362,48.9997,-113.376,CARWAY,0.7885216542907394,420.6648254394531
714,624,264.0,2.65724539890561,-6.645855250272714,49.7167,-107.3,ANEROID,0.7258414304144422,421.8382568359375
714,722,368.0,2.6545108371310495,-2.331970639315499,50.1,-100.633,OAKNER,0.9894704178703422,431.3489990234375
714,728,379.0,2.649934333757479,-2.0403860544524055,50.1082,-100.179,RIVERS PETTAPIECE,1.0043838898960948,437.64630126953125
714,770,412.0,2.617158787877163,-0.2139430721471519,50.1167,-97.3333,STONEWALL,1.0038864832976926,475.9884338378906
714,772,429.0,2.616814766031618,-0.107003867454187,50.1167,-97.1667,STONY MOUNTAIN,1.039998169533269,478.4190979003906
714,1009,597.0,2.635152432203594,10.394038056827705,49.0667,-81.0333,COCHRANE,0.9662377388722151,716.5955810546875
714,1186,762.0,2.659356556594008,18.206800425724534,46.9667,-69.7833,ST PAMPHILE,0.9135628317611045,967.38720703125
714,1299,1184.0,2.640022632473893,23.22509884639864,45.0667,-63.1,MIDDLE MUSQUODOBOIT,0.9653944480559948,1422.4293212890625
715,608,263.0,2.6916812431486687,-7.371604647278913,49.65,-108.417,SHAUNAVON 2,0.7020999831571628,434.4507751464844
715,753,399.0,2.6759825083663347,-0.9618183708461645,50.1667,-98.5,MACDONALD,1.0308629146449741,448.9063720703125
715,754,398.0,2.69047932872118,-0.8860081616431726,50.1826,-98.3822,DELTA MARSH CS,1.026958751992399,449.4836120605469
715,776,422.0,2.667271777948411,0.08458005588984939,50.1672,-96.8681,SELKIRK,1.0131341688748259,483.09136962890625
715,788,469.0,2.684257636904828,0.6036826195291788,50.1806,-96.0583,PINAWA WNRE,1.0860321410492935,500.85723876953125
715,921,554.0,2.703334463357099,6.489334819136607,49.7828,-86.9306,GERALDTON A,1.023188498605478,627.9685668945312
715,1061,684.0,2.700517824049695,12.688573136942864,48.6167,-77.6167,LA MORANDIERE,1.0143618466907274,782.0724487304688
715,1163,958.0,2.6832756820036425,17.21270812915398,47.3167,-71.15,FORET MONTMORENCY,1.0813191632180714,1027.5321044921875
715,1183,780.0,2.703352660024468,18.08230500135852,47.05,-69.9333,STE PERPETUE,0.9590433341655861,943.2789916992188
716,536,319.0,2.7356797825074115,-10.557344241186216,49.1317,-113.242,CARDSTON,0.880713892724921,420.0873718261719
716,639,250.0,2.728806653336407,-6.017867976390824,49.8667,-106.35,PALMER,0.6850217322044492,423.27191162109375
716,707,382.0,2.7231770710861136,-2.9929964009400494,50.1333,-101.667,MOOSOMIN,1.0113314158090798,438.0802307128906
716,722,365.0,2.7367358425981574,-2.306938210545114,50.1833,-100.6,HAMIOTA 2,0.9747326769847894,434.3013000488281
716,739,394.0,2.7417748980488845,-1.5799271982076977,50.2167,-99.4667,NEEPAWA WATER,1.0279183868901596,444.55078125
716,760,373.0,2.7376991197456233,-0.6616979327907412,50.2333,-98.0333,ST AMBROISE,0.9415138666488468,459.479248046875
716,848,546.0,2.724053173483273,3.2714077284853,50.1167,-91.9,SIOUX LOOKOUT A,1.0673869444194206,593.27294921875
716,1248,775.0,2.7145135696229357,20.953826699997283,46.0333,-66.0333,MINTO,0.7607565664018916,1181.5164794921875
717,530,379.0,2.784108239363333,-10.806905348774746,49.126999999999995,-113.63,MOUNTAIN VIEW,1.071126302011047,410.3763427734375
717,601,273.0,2.7729123197203642,-7.686983576994413,49.6833,-108.917,KLINTONEL,0.7210559908225421,439.1141662597656
717,636,257.0,2.760904671663381,-6.143942274080783,49.8833,-106.55,GRAVELBOURG,0.7063284392287135,421.9978332519531
717,988,571.0,2.7844182733983796,9.431461031270734,49.4,-82.4333,KAPUSKASING CDA,0.9728222494689278,680.748046875
717,1051,669.0,2.7724424149031415,12.216949590249524,48.8,-78.2833,LAC BERRY,1.0191256416762287,761.34619140625
717,1220,842.0,2.7603843215106942,19.71869245113389,46.5333,-67.6667,BEECHWOOD,0.8951822559596193,1090.898681640625
718,527,450.0,2.8022756055871145,-10.939070606592402,49.1167,-113.833,WATERTON RIVER CABIN,1.2766247354575722,408.82086181640625
718,530,351.0,2.8233266909891115,-10.800428133241176,49.1667,-113.633,CALDWELL,0.9972492942769658,408.21331787109375
718,593,348.0,2.811998922205028,-8.04155769934886,49.6667,-109.46700000000001,CYPRESS HILLS,0.9126824046311638,442.2250671386719
718,692,340.0,2.835407016195248,-3.6706294372449566,50.2,-102.73299999999999,KIPLING,0.8988163280940445,438.724365234375
718,734,378.0,2.7997471763017883,-1.81281543254088,50.2667,-99.8333,MINNEDOSA,0.9757144208587197,449.3170166015625
718,987,562.0,2.7939506024780143,9.406987093709729,49.4139,-82.4675,KAPUSKASING A,0.9618689367052862,677.6480712890625
718,1172,888.0,2.81187889797727,17.587087362385383,47.3167,-70.5667,PETITE RIV ST FRANCOIS,1.152580159912099,893.5639038085938
718,1299,1076.0,2.8057614051937527,23.227533862191482,45.2167,-63.0,UPPER STEWIACKE,0.9186012126241165,1358.5294189453125
718,1313,1327.0,2.8341066245898623,23.849578318579603,44.9833,-62.1833,ECUM SECUM,1.098632046838083,1400.8848876953125
719,563,251.0,2.845578190733637,-9.33997972296452,49.477,-111.446,FOREMOST,0.7085746351839192,410.8392333984375
719,1294,960.0,2.865301707549471,22.994531657643748,45.3667,-63.2667,TRURO,0.8626288517875507,1290.717041015625
720,668,296.0,2.8882729112387495,-4.695597674381797,50.1667,-104.333,WILCOX,0.8224140437560955,417.4312744140625
720,752,413.0,2.909865111521207,-0.9892112152755341,50.4,-98.55,LANGRUTH,1.0738669067057014,446.0498352050781
720,976,529.0,2.894860132923647,8.926195838729239,49.6,-83.1667,MATTICE TCPL,0.9324142367133605,658.007080078125
720,1172,692.0,2.9211748252048553,17.5968608830553,47.4167,-70.5,BAIE ST PAUL,0.9040344729098505,887.779052734375
720,1174,697.0,2.9157195105543443,17.682560835788625,47.3833,-70.3833,ILE AUX COUDRES,0.9118483976511919,886.531005859375
720,1218,802.0,2.915060025357727,19.622613419942642,46.7122,-67.7156,AROOSTOOK,0.8594919850352313,1082.221923828125
720,1220,930.0,2.890364405631569,19.72881367190746,46.6508,-67.5845,BON ACCORD,0.9871621005692857,1092.6429443359375
720,1227,852.0,2.901267852480248,20.033252850710543,46.55,-67.1667,JUNIPER,0.8735751476991901,1131.1575927734375
721,609,285.0,2.938997991384501,-7.335030678145053,49.9,-108.417,SHAUNAVON 3,0.7611226954906489,434.2841491699219
721,699,344.0,2.9639579026062517,-3.362546462664063,50.35,-102.26700000000001,WHITEWOOD,0.9086157043250095,439.0985412597656
721,725,355.0,2.947457268907272,-2.1693572616836576,50.4,-100.4,STRATHCLAIR,0.9268712368088236,444.2145080566406
721,1179,653.0,2.9632011627512,17.917497467271644,47.35,-70.0333,LA POCATIERE CDA,0.8516191265880799,889.3067016601562
721,1276,877.0,2.952510648604285,22.20214615660833,45.7667,-64.25,NAPPAN CDA,0.8499737409839616,1196.6795654296875
722,608,269.0,2.993173148009859,-7.359583263625591,49.95,-108.46700000000001,GULL LAKE CDA EPF,0.716781244933948,435.26068115234375
722,639,286.0,2.9947906157047606,-5.996687382672818,50.1333,-106.367,CODERRE,0.784957884353278,422.5746765136719
722,694,311.0,2.995535908365118,-3.5550168868492085,50.3681,-102.571,BROADVIEW,0.8214839038035573,439.08148193359375
722,716,362.0,3.00058420699414,-2.5820179079980603,50.4333,-101.05,BIRTLE,0.9749941651241275,430.6161804199219
722,789,378.0,2.9708007851680307,0.6373639569264644,50.4667,-96.0,GREAT FALLS,0.8790467540567094,498.72784423828125
722,1265,830.0,2.9876359604991496,21.69359495122803,46.0,-64.9,TURTLE CREEK,0.7960539448207312,1209.2591552734375
723,709,338.0,3.051557182938815,-2.898497165228421,50.4667,-101.55,ROCANVILLE,0.9058739978905277,432.7456359863281
723,730,355.0,3.039374012059399,-1.9740473741181737,50.5,-100.1,SANDY LAKE,0.9125593847479354,451.18121337890625
723,746,370.0,3.0325443412428967,-1.2521400722393652,50.5167,-98.9667,GRASS RIVER,0.9693460050651833,442.6971130371094
723,1170,659.0,3.051697850970607,17.51547824792845,47.5667,-70.55,ST URBAIN,0.8488492836343217,900.406494140625
723,1315,1290.0,3.039052178133156,23.91059312098373,45.1433,-61.9825,STILLWATER SHERBROOKE,1.0693149895847271,1399.1614990234375
724,634,255.0,3.0718586334985503,-6.213419605940155,50.1833,-106.71700000000001,SHAMROCK,0.7015084195890893,421.59075927734375
724,671,520.0,3.0765189042619805,-4.560333597213308,50.3667,-104.15,DAVIN 6,1.4407652431291125,418.5948791503906
724,786,422.0,3.0692110023732484,0.4982415705140741,50.5667,-96.2167,PINE FALLS,0.9955085672054301,491.6445617675781
724,1002,537.0,3.095391560413416,10.066378797363441,49.5833,-81.3833,ISLAND FALLS,0.8917923376552217,698.3840942382812
725,489,448.0,3.1151840128259987,-12.6342381251342,49.032,-116.458,LISTER,0.9396763174640799,552.947021484375
725,508,334.0,3.1105904390923986,-11.800666869836855,49.226000000000006,-115.221,BAYNES LAKE KOOTENAY RIVER,0.9260010572046059,418.32977294921875
725,594,272.0,3.1410386313108254,-7.988365624920761,50.0,-109.46700000000001,MAPLE CREEK NORTH,0.7199153913260405,438.1988525390625
725,642,285.0,3.129711352053985,-5.861721882758443,50.2833,-106.18299999999999,EASTLEIGH,0.7839986421140956,421.61236572265625
725,651,271.0,3.1345694278645513,-5.464582646908156,50.3333,-105.56700000000001,MOOSE JAW A,0.7525060774086112,417.6794128417969
725,666,284.0,3.1348148797529256,-4.82227641711188,50.4,-104.56700000000001,REGINA CDA,0.7938896492642707,414.89862060546875
725,1172,662.0,3.116497432622844,17.600139590724563,47.6,-70.4,ST HILARION,0.8805662744698955,871.9262084960938
725,1182,683.0,3.1142769282717855,18.043416843892093,47.45,-69.7833,ST BRUNO KAMOURASKA,0.9002191968577147,879.9464111328125
725,1265,835.0,3.1107959662171765,21.723803549587608,46.1014,-64.7903,MONCTON,0.8282218831407199,1169.2935791015625
725,1267,863.0,3.143485364303546,21.790230230835956,46.1053,-64.6838,MONCTON A,0.8565553551893871,1168.528076171875
726,488,447.0,3.188285817900065,-12.663697670536099,49.0956,-116.529,CRESTON WPCC,0.9180677612122525,564.6984252929688
726,489,498.0,3.187961984628174,-12.656336194902284,49.0971,-116.51799999999999,CRESTON,1.0521712201921927,548.9423217773438
726,510,433.0,3.166975812617557,-11.717458314911282,49.3,-115.117,ELKO,1.2087841691382388,415.4539794921875
726,545,273.0,3.16518878430455,-10.173529005346774,49.6303,-112.8,LETHBRIDGE A,0.7781524379448963,406.8944396972656
726,664,294.0,3.1741915710209807,-4.882522538616095,50.4333,-104.667,REGINA INT'L A,0.8230914000602836,414.26959228515625
726,678,308.0,3.1828402961635955,-4.251731975115476,50.5,-103.68299999999999,INDIAN HEAD PFRA,0.8400907733355603,425.2147216796875
726,713,371.0,3.157757887547335,-2.711981015898477,50.5833,-101.26700000000001,BINSCARTH,0.9973525158085698,431.4286804199219
726,732,375.0,3.190349735680813,-1.8675357401014678,50.655,-99.9419,WASAGAMING,0.9591863132673639,453.4319152832031
726,765,402.0,3.1684255894498277,-0.41261529439124417,50.6667,-97.65,NARCISSE,0.9986990400240092,466.8476867675781
726,1242,842.0,3.1668816081319098,20.688150177613355,46.5525,-66.1403,DOAKTOWN,0.8757414285453811,1115.1158447265625
726,1284,823.0,3.1895469156001117,22.55128252462423,45.8433,-63.6553,PUGWASH,0.8055218218483239,1184.9671630859375
727,524,385.0,3.192949668766475,-11.082654513889809,49.4672,-114.177,BEAVER MINES,1.0734159482525711,415.9838562011719
727,545,255.0,3.2242799425895714,-10.139555795803165,49.695,-112.76700000000001,LETHBRIDGE CDA,0.727208493998935,406.6914367675781
727,679,313.0,3.2308577774768055,-4.226503991244114,50.55,-103.65,INDIAN HEAD CDA,0.850929602084803,426.6134033203125
727,720,385.0,3.2261855256624408,-2.4221008048804133,50.6667,-100.81700000000001,ROSSBURN,1.0196384778280652,437.9235534667969
727,829,496.0,3.191779796551675,2.4023624021833774,50.6333,-93.2167,EAR FALLS,1.032312316184745,557.2554931640625
727,1175,633.0,3.23535563304697,17.73710919906378,47.6667,-70.15,LA MALBAIE,0.849671568830854,864.0451049804688
727,1215,811.0,3.218329405356741,19.516411109397673,47.0333,-67.7,GRAND FALLS DRUMMOND,0.8926039540102005,1053.77001953125
728,555,293.0,3.2375699704083867,-9.71242234701614,49.7919,-112.124,TABER,0.8400599447057573,404.52105712890625
728,620,257.0,3.239737027524128,-6.847848201400332,50.2667,-107.73299999999999,SWIFT CURRENT CDA,0.7039308635941917,423.4351501464844
728,621,263.0,3.2683382675249013,-6.811573228356857,50.3,-107.68299999999999,SWIFT CURRENT A,0.7219359137714777,422.5137939453125
728,674,349.0,3.2660356220445608,-4.436114995928013,50.5667,-103.98299999999999,QU'APPELLE 1,0.9594382045130251,421.8831787109375
728,738,416.0,3.238015104367025,-1.604296915523847,50.7119,-99.53,MCCREARY,1.0787920479597424,447.23870849609375
728,761,377.0,3.253551505508132,-0.5914415688313293,50.75,-97.9333,LUNDAR,0.9570318316983619,456.8764343261719
728,1155,913.0,3.241455432524704,16.83375162848483,47.9667,-71.4167,MONT APICA,1.1449270191622631,924.8616333007812
728,1189,750.0,3.2607061037378267,18.350351370101194,47.4833,-69.2833,ST ELEUTHERE,0.9170059893942223,948.57763671875
728,1193,684.0,3.272071498817136,18.52654239884909,47.4333,-69.0333,RIVIERE BLEUE,0.7986085908916699,993.3582763671875
728,1298,986.0,3.2668006308521753,23.174517519287896,45.6583,-62.7967,LYONS BROOK,0.9371442794744007,1220.2652587890625
729,576,237.0,3.294490341736107,-8.78098449257167,50.0189,-110.721,MEDICINE HAT A,0.6514015694032881,421.9717102050781
729,662,311.0,3.3174431962394433,-4.974449842487975,50.5667,-104.833,REGINA GILMOUR,0.8710242317525682,414.1083068847656
729,720,399.0,3.309384807123977,-2.4179990693494737,50.75,-100.81700000000001,ROSSBURN 4 NORTH,1.0586631644552327,437.1181945800781
729,1142,701.0,3.321200862802388,16.278681835293746,48.2167,-72.1667,LAC BOUCHETTE,0.9835238672703518,826.6409301757812
729,1213,808.0,3.3020657185607187,19.387549788287743,47.1578,-67.8319,ST LEONARD A,0.9024521461090769,1038.4150390625
730,511,871.0,3.344076840827133,-11.64618843686037,49.4887,-115.073,FERNIE,2.462026856030194,410.3072204589844
730,524,327.0,3.3436410785303474,-11.07419534393788,49.6161,-114.215,CONNELLY CREEK,0.8926699017400397,424.85491943359375
730,536,285.0,3.329272394899423,-10.536473830752245,49.7167,-113.4,FORT MACLEOD,0.8087146934691338,408.72698974609375
730,590,263.0,3.356437054558129,-8.169887026018502,50.1833,-109.8,GOLDEN PRAIRIE,0.7108478648594772,429.10430908203125
730,636,275.0,3.3477509475997844,-6.13565303879672,50.4667,-106.65,CHAPLIN,0.759619692640335,419.875244140625
730,654,300.0,3.337228887993305,-5.324288278331806,50.55,-105.383,BUFFALO POUND LAKE,0.8438764462422507,412.31219482421875
730,668,322.0,3.3568203245059554,-4.693936961270538,50.6333,-104.4,ZEHNER,0.898269403962832,415.7507629394531
730,713,343.0,3.341437957461708,-2.712009399926687,50.7667,-101.28299999999999,RUSSELL,0.916120328219717,434.2355651855469
730,745,421.0,3.3504043407531157,-1.2967873243293555,50.8333,-99.05,ALONSA,1.1186067823545758,436.50421142578125
730,1311,1078.0,3.336863255409132,23.744543989867303,45.4833,-62.0167,COLLEGEVILLE,0.9468442779852675,1320.4561767578125
730,1326,1304.0,3.3478667584073754,24.392707899410343,45.2164,-61.1778,DEMING,1.088521420340381,1389.3907470703125
731,464,412.0,3.398447758038234,-13.761694657537301,49.0168,-118.228,BILLINGS,0.8392722509067636,569.3484497070312
731,470,489.0,3.3882799034161626,-13.473082697884399,49.0833,-117.8,ROSSLAND MACLEAN,0.9426058247683289,601.67578125
731,471,556.0,3.395819087785036,-13.437045612651836,49.1,-117.75,WARFIELD,1.0697478779811909,602.805419921875
731,506,329.0,3.3872021726912815,-11.894809694518301,49.4732,-115.46,WARDNER KTNY HATCHERY,0.9285687017539568,410.92791748046875
731,527,292.0,3.404674819323749,-10.962228440153185,49.7,-114.06700000000001,COWLEY OLIN CREEK,0.7953688757804318,425.79254150390625
731,540,286.0,3.3928929926086964,-10.364921532744418,49.8144,-113.161,MONARCH,0.8093253272921119,409.8516540527344
731,662,289.0,3.4024948155256105,-4.987536752965401,50.65,-104.867,LUMSDEN,0.810063787339317,413.77325439453125
732,460,373.0,3.449463864850556,-13.909759469242152,49.0262,-118.46600000000001,GRAND FORKS,0.8344254138540915,518.4478759765625
732,506,416.0,3.4366479985340543,-11.88356380323646,49.5239,-115.461,FT STEELE DANDY CRK,1.1783687528853348,409.4453125
732,519,385.0,3.4130634905909547,-11.303295820292044,49.6333,-114.583,COLEMAN,1.0624840450145636,420.263916015625
732,700,334.0,3.4274527367636076,-3.2992868677279126,50.8167,-102.21700000000001,ATWATER,0.8953961950887004,432.6283874511719
732,750,384.0,3.429143610814428,-1.1051624067779984,50.9167,-98.75,VOGAR,1.0117836725985987,440.177001953125
732,773,404.0,3.433328186669455,-0.0525920979644637,50.9333,-97.0833,ARBORG,0.9975948033203624,469.68963623046875
732,1240,867.0,3.4175135208490293,20.60287773956269,46.8167,-66.1167,MCGRAW BROOK,0.9152124112691503,1098.7047119140625
733,456,357.0,3.482428806849257,-14.10936690232043,49.0037,-118.772,MIDWAY,0.8735676962366896,473.9750061035156
733,539,288.0,3.4603019323051942,-10.431235585286508,49.8667,-113.28299999999999,FORT MACLEOD NORTH,0.8142132925361457,410.2400817871094
733,597,235.0,3.49120271353768,-7.855981910856778,50.3667,-109.35,INGEBRIGHT LAKE,0.6492162374096847,419.8191833496094
733,680,308.0,3.461522713574033,-4.185690411402875,50.7833,-103.617,BALCARRES,0.8311441294519133,429.7918395996094
733,707,345.0,3.4903975193143655,-2.978402000497234,50.9,-101.71700000000001,LANGENBURG,0.9254555258673178,432.36181640625
733,989,533.0,3.4715962322549268,9.475870472936206,50.0667,-82.1667,SMOKY FALLS,0.9340752000139696,661.8036499023438
733,1178,708.0,3.471889413478817,17.855303395265043,47.85,-69.8667,ST SIMEON,0.9711347980368878,845.5465698242188
733,1195,727.0,3.483153829805875,18.616475250018723,47.6,-68.8,NOTRE DAME DU LAC,0.846236255886764,996.3836059570312
733,1198,718.0,3.491313994124788,18.733677276905336,47.5667,-68.6333,STE ROSE DU DEGELIS,0.8176825548220645,1018.4119873046875
734,678,318.0,3.5361326828081547,-4.2745335379287175,50.85,-103.76700000000001,LIPTON,0.8608753308682144,428.4208984375
734,699,317.0,3.513378016015592,-3.335289535255925,50.9,-102.28299999999999,BANGOR,0.8529502827203869,431.041748046875
734,793,427.0,3.5401506876544375,0.8190498276713648,51.0333,-95.7,BISSETT,0.9951067207074088,497.6706237792969
734,1263,823.0,3.5125281854438635,21.606688849567945,46.5167,-64.7167,BUCTOUCHE,0.8487282009059469,1124.643798828125
735,474,544.0,3.5652891404836695,-13.311122271809033,49.2964,-117.632,CASTLEGAR A,1.0520573012462515,599.7127685546875
735,502,274.0,3.5715594149337595,-12.06538588634602,49.6122,-115.78200000000001,CRANBROOK A,0.7537237694952559,421.62091064453125
735,515,416.0,3.565855703432369,-11.467506817735874,49.7453,-114.883,SPARWOOD,1.163401240144402,414.71295166015625
