ilocy,ilocx,Tmax (degC),rlat,rlon,lat,lon,station_name,ratio,model_vals
617,1087,299.15,-1.647919910661428,13.848380542642577,44.1167,-77.5333,TRENTON A,0.9954630669808406,302.6184387207031
617,1091,299.15,-1.6694849297937964,14.02564779032217,44.052,-77.3017,MOUNTAINVIEW,0.9954333531546955,302.6274719238281
617,1094,299.15,-1.6734444404721234,14.151747243967074,44.0167,-77.1333,PICTON,0.9964089127836872,302.3311767578125
618,1028,299.15,-1.6065279350677362,11.219407227076683,44.7458,-81.1072,WIARTON A,0.9948491744126855,302.80517578125
618,1074,299.15,-1.6216103317267434,13.262919317046434,44.2833,-78.3167,PETERBOROUGH STP,0.9964133382530607,302.329833984375
618,1084,300.15,-1.5989571666107039,13.699452523724991,44.2006,-77.7178,WOOLER,0.9990263524751046,302.54705810546875
619,1089,299.15,-1.5905322191931184,13.936456970299941,44.1506,-77.3947,BELLEVILLE,0.9957554813804459,302.5295715332031
620,1059,297.15,-1.5131887286064079,12.576260729874983,44.5472,-79.2167,LAGOON CITY,0.9903534130250407,302.1461486816406
620,1074,300.15,-1.5377497104263818,13.254811521010158,44.3667,-78.3,PETERBOROUGH TRENT U,1.000117781251838,302.2168884277344
620,1098,298.15,-1.5414624437518731,14.327793343245277,44.1,-76.85,CRESSY,0.9946976558804694,301.83892822265625
621,1051,298.15,-1.5005493345131968,12.24455704668356,44.6333,-79.6667,MOONSTONE,0.9933723101850463,302.24163818359375
621,1055,298.15,-1.485903018789871,12.415651137516097,44.609750000000005,-79.4278,ORILLIA BRAIN,0.9937741805673411,302.1194152832031
622,1096,300.15,-1.4337203913822272,14.21300261615781,44.2333,-76.9667,NAPANEE,1.0008787206810628,301.98712158203125
623,1102,299.15,-1.3803565049833204,14.473210899310928,44.2186,-76.5967,KINGSTON A,1.0001516619536106,301.1997985839844
624,1103,300.15,-1.3344650417683777,14.547086211470535,44.2439,-76.4806,KINGSTON PUMPING STATION,1.0038666285158329,301.0882873535156
626,1096,295.15,-1.2584926692926106,14.210738204995435,44.4034,-76.9078,CENTREVILLE,0.9846177805736586,301.8607482910156
626,1102,299.15,-1.2516890253689585,14.510561931232607,44.3333,-76.5,GLENBURNIE,1.0001371711992695,301.20416259765625
627,1099,299.15,-1.1950455367128394,14.354715693013972,44.4281,-76.6903,HARTINGTON IHD,0.9991728087761826,301.494873046875
629,1055,297.15,-1.1177117079756498,12.424309244301325,44.9667,-79.3,MUSKOKA A,0.9922726685950717,301.5617370605469
631,1064,298.15,-1.0562070565687953,12.833953903344092,44.9333,-78.7167,MINDEN,0.995873292178831,301.48260498046875
631,1091,300.15,-1.0596148068915552,14.004623047146392,44.6478,-77.1172,KALADAR,0.9999269447659611,302.2745666503906
631,1099,300.15,-1.0506547599153988,14.358492556784078,44.5667,-76.6333,GODFREY,1.0014566915844074,301.8128356933594
632,1108,296.15,-0.9970343098368244,14.75008258088223,44.5167,-76.0833,LYNDHURST SHAWMERE,0.9881321902147459,301.8062438964844
633,1053,298.15,-0.9711249001282717,12.318182553301423,45.1333,-79.4,BEATRICE 2,0.9967941100372094,301.2041015625
633,1067,297.15,-0.929498972966488,12.938661086656456,45.0322,-78.5311,HALIBURTON 3,0.9927374126536793,301.4205627441406
634,1010,297.15,-0.9112210432501607,10.426027277235224,45.5833,-82.0167,SOUTH BAYMOUTH,0.9926262604502957,301.4543151855469
636,1010,298.15,-0.8018517841064011,10.429480362505993,45.69,-81.98200000000001,SANDFIELD,0.9959667492958292,301.4543151855469
636,1060,298.15,-0.8155861240598921,12.61988479689368,45.2167,-78.9333,DORSET MOE,0.9969848227837191,301.146484375
636,1114,299.15,-0.8378436542802289,15.014147783762358,44.6,-75.6667,BROCKVILLE PCC,0.9972167088209383,302.0862731933594
639,1000,297.15,-0.6883970505338951,9.992710779507949,45.8833,-82.5667,GORE BAY A,0.9943206628116013,300.94061279296875
639,1093,297.15,-0.6970346994898854,14.101504159842776,44.9742,-76.8561,OMPAH,0.9895194790925711,302.4007873535156
640,1059,297.15,-0.6480473584073168,12.604555155685231,45.3833,-78.9,DWIGHT,0.9942007887495607,300.9768981933594
641,1094,299.15,-0.6072636239021553,14.130672257107062,45.0536,-76.7839,OMPAH-SEITZ,0.996063746737684,302.4359436035156
642,1043,297.15,-0.5742533922365206,11.880619147076752,45.6167,-79.8833,DUNCHURCH,0.9965031992251273,300.281494140625
642,1102,299.15,-0.5311247041004096,14.49877022431523,45.0322,-76.2528,DRUMMOND CENTRE,0.9956514296493688,302.5611877441406
644,1112,300.15,-0.4461626144289343,14.929598665935082,45.0,-75.6333,KEMPTVILLE,0.9992075709762916,302.4921875
644,1114,300.15,-0.4496347539430733,15.040747769215615,44.9667,-75.4833,SOUTH MOUNTAIN,0.9992965916777774,302.4652404785156
645,1119,300.15,-0.43427613707536233,15.253398110235178,44.9236,-75.1883,MORRISBURG,0.9994545088584719,302.4174499511719
646,1073,298.15,-0.3836766946566222,13.202421150283568,45.5,-77.9833,MADAWASKA,0.9959667492958292,301.4543151855469
647,968,297.15,-0.3282026503152139,8.56463998274487,46.4833,-84.5094,SAULT STE MARIE A,0.9940049591866172,301.03619384765625
647,1007,296.15,-0.313658385690148,10.304340206572224,46.1931,-82.0247,MASSEY,0.9915577693362139,300.7635803222656
647,1118,300.15,-0.34700285948860216,15.219938380209175,45.0167,-75.2,CHESTERVILLE 2,0.999663427465126,302.354248046875
649,1125,301.15,-0.25988898011708267,15.52670054154102,45.0156,-74.7489,CORNWALL,1.002376716671276,302.5404357910156
650,1093,299.15,-0.1767276458478402,14.078064634363093,45.4833,-76.7,RENFREW,0.9961342083429348,302.41455078125
650,1098,300.15,-0.1807976990180741,14.321151979112058,45.4167,-76.3667,ARNPRIOR GRANDON,0.9992481979359005,302.4798889160156
651,1109,300.15,-0.14229068458931268,14.818651720335906,45.3225,-75.6692,OTTAWA MACDONALD-CARTIER INT'L A,0.9997232642819719,302.3361511230469
651,1114,300.15,-0.14093876294364713,15.044549154525475,45.2628,-75.3595,RUSSELL,1.0000078141932625,302.2501220703125
651,1121,300.15,-0.15509703413979337,15.333313656471164,45.17,-74.9708,AVONMORE,0.9994284884177169,302.4253234863281
652,1100,300.15,-0.10813293545524913,14.398485438967267,45.4667,-76.2333,CHATS FALLS,0.9995857411060596,302.37774658203125
652,1108,300.15,-0.0926557441963778,14.770203286375427,45.3833,-75.7167,OTTAWA CDA,0.9998363986462058,302.30194091796875
652,1134,299.15,-0.11059958944123897,15.91164378309388,45.05,-74.1667,HUNTINGDON,0.9954401791469973,302.6253967285156
653,1119,298.15,-0.0604863936540115,15.238149298815271,45.2872,-75.0636,ST. ALBERT,0.9929394968774168,302.3733825683594
653,1128,299.15,-0.07216402157873898,15.630422831696166,45.1667,-74.5333,GLEN GORDON,0.995213265084248,302.69439697265625
653,1131,300.15,-0.06763698819223248,15.76386408140092,45.1333,-74.35,ST ANICET,0.9982239561227707,302.7902526855469
654,1095,299.15,-0.005795683190460074,14.201635678814915,45.6167,-76.4667,SHAWVILLE,0.9964667487220877,302.3136291503906
654,1102,299.15,-0.010141822987990141,14.504972791199682,45.5333,-76.05,LUSKVILLE,0.9965919991118072,302.275634765625
654,1135,300.15,-0.02306995179155099,15.971452536902286,45.1167,-74.05,ORMSTOWN,0.9981529313321327,302.8117980957031
654,1141,300.15,-0.002819591108613995,16.211153361252567,45.0667,-73.7167,HEMMINGFORD FOUR WINDS,0.9981945792046263,302.7991638183594
655,1050,299.15,0.0108004267438218,12.200271604969695,46.1167,-79.25,POWASSAN,1.0020962111768108,300.6153259277344
655,1106,299.15,0.023408393646965037,14.689533459485038,45.5167,-75.7833,CHELSEA,0.9968765199625494,302.1893615722656
656,1096,299.15,0.06457777123853113,14.206951891737853,45.6833,-76.4333,CHARTERIS,0.9967713279603634,302.22125244140625
656,1104,297.15,0.08195977352268988,14.588600976666568,45.6,-75.9,WAKEFIELD,0.9902771972707075,302.1694030761719
656,1128,299.15,0.0849726979880299,15.633090253915883,45.3167,-74.4667,DALHOUSIE MILLS,0.9954936861236219,302.609130859375
657,1082,298.15,0.11330453220638075,13.605283933039043,45.8833,-77.25,PETAWAWA HOFFMAN,0.9944923355317974,301.9012451171875
657,1110,298.15,0.09932157620079315,14.83803900373631,45.55,-75.55,ANGERS,0.99397609131564,302.05804443359375
657,1134,299.15,0.12639370122986404,15.889859305178064,45.2833,-74.1,VALLEYFIELD,0.9948373434289516,302.80877685546875
657,1138,300.15,0.11337791584524394,16.077591989134834,45.2167,-73.85,STE MARTINE,0.9981311027968188,302.81842041015625
657,1151,300.15,0.09735313190136174,16.648563684979216,45.0333,-73.0833,PHILIPSBURG,1.0001279814424386,302.21380615234375
658,1032,298.15,0.1588690757167492,11.411658178529011,46.4333,-80.3167,WARREN,1.0002585820240848,300.1608581542969
658,1079,297.15,0.17855996765314416,13.45697987749162,45.9833,-77.4333,PETAWAWA NAT FORESTRY,0.991640548329433,301.75396728515625
658,1081,299.15,0.16636607784747412,13.543748046258958,45.95,-77.3167,PETAWAWA A,0.9980749588921938,301.8265075683594
658,1132,299.15,0.1449521540605815,15.835340398054557,45.3167,-74.1667,COTEAU DU LAC,0.9951239730168494,302.7215576171875
658,1134,299.15,0.15249205653689513,15.918756455961613,45.3,-74.05,LES CEDRES,0.9949395202700823,302.7776794433594
659,1081,299.15,0.19407473605052883,13.584505642712083,45.9667,-77.25,SHEENBORO,0.9982022289696397,301.78802490234375
659,1157,299.15,0.2143332821945056,16.907970562019244,45.0667,-72.6833,SUTTON,0.9986566692119148,301.65069580078125
660,1046,298.15,0.2247059616752298,12.02855117692835,46.3636,-79.4228,NORTH BAY A,0.9984462744207464,300.7056884765625
660,1079,300.15,0.2546265558096915,13.485297134232503,46.05,-77.3667,CHALK RIVER AECL,1.0019076096431918,301.677001953125
660,1136,299.15,0.22738696504931138,15.994085520116192,45.35,-73.9167,POINTE DU MOULIN,0.9950888625482719,302.73223876953125
660,1141,299.15,0.2283644204318483,16.22655884926908,45.2833,-73.6,ST REMI,0.9949468409083282,302.77545166015625
660,1148,297.15,0.2478536721012904,16.515278173256952,45.2167,-73.2,SABREVOIS,0.9895428468808235,302.3936462402344
661,1024,298.15,0.27785930544065024,11.04782465123829,46.6256,-80.7978,SUDBURY A,0.9994308435148085,300.4094543457031
661,1128,300.15,0.2806495088143387,15.648523738310713,45.5,-74.3667,RIGAUD,0.9996913773295446,302.3457946777344
662,1073,299.15,0.3432681606598265,13.224513500547225,46.2,-77.7,RAPIDE DES JOACHIMS,0.9994286501379719,301.4176940917969
662,1112,297.15,0.33288059623135635,14.929673952353337,45.75,-75.3333,BLANCHE,0.9919688010880301,301.65411376953125
662,1121,298.15,0.33932389965887066,15.315281294240158,45.65,-74.8,POINTE AU CHENE,0.9943119206907893,301.9560241699219
662,1133,299.15,0.34068495857699327,15.85004677117141,45.5,-74.0667,OKA,0.9954034403512908,302.6365661621094
662,1146,299.15,0.34872560816845866,16.447024680651992,45.3333,-73.25,IBERVILLE,0.9958082186016411,302.5135498046875
662,1158,299.15,0.35043721364910185,16.950859185149188,45.1833,-72.5667,BROME,0.9988351248358731,301.5968017578125
663,1118,296.15,0.361483120581601,15.211915468380836,45.7,-74.9333,MONTEBELLO (SEDBERGH),0.9882360142893859,301.7745361328125
663,1136,298.15,0.3845159255402604,15.995474941061378,45.5,-73.85,STE GENEVIEVE,0.9920132800354177,302.65570068359375
663,1138,300.15,0.3730154780297401,16.072237754624673,45.4667,-73.75,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,0.9985571832089409,302.689208984375
663,1152,299.15,0.3905380912778866,16.691842997635554,45.3,-72.9,FARNHAM,0.9967565323975754,302.2257385253906
663,1163,296.15,0.3750065977850023,17.189960041690064,45.1333,-72.2333,GEORGEVILLE,0.9904222743352682,301.1083984375
664,1128,299.15,0.43111426674639375,15.628350571746576,45.65,-74.3333,LACHUTE,0.9966682713975652,302.25250244140625
664,1137,299.15,0.41406455561027233,16.035360030867526,45.5167,-73.7833,STE DOROTHEE,0.9953875812720379,302.6413879394531
664,1147,300.15,0.4368054058190625,16.505448072721734,45.4,-73.1333,MARIEVILLE,0.9992332774775569,302.4844055175781
665,966,296.15,0.4534327836783287,8.490695838493727,47.2667,-84.4333,MONTREAL FALLS,0.9927670701542308,300.397216796875
665,1117,298.15,0.4479252468195834,15.150717234220592,45.8,-74.9833,NOTRE DAME DE LA PAIX,0.9954832200494546,301.6007385253906
665,1140,301.15,0.4583713999221783,16.180524851159493,45.5167,-73.5667,MONTREAL LAFONTAINE,1.0021478540539865,302.6095275878906
665,1169,298.15,0.4860499102898444,17.47520195436037,45.15,-71.8,COATICOOK,0.9993551087758199,300.4322204589844
666,1099,299.15,0.5043901353927333,14.364356559816647,46.0667,-76.05,WRIGHT,0.9984608052370051,301.7098693847656
666,1115,298.15,0.5248360328681333,15.056181318654785,45.9,-75.0833,CHENEVILLE,0.9959673542533969,301.4541320800781
666,1132,299.15,0.5070676872066261,15.82450983689447,45.6667,-74.0333,MONTREAL/MIRABEL INT'L A,0.996388998657965,302.33721923828125
666,1134,299.15,0.521333283639665,15.929713258832273,45.65,-73.8833,STE THERESE OUEST,0.9962040766951156,302.3933410644531
666,1142,299.15,0.4892824791896059,16.280985270212184,45.5167,-73.4167,MONTREAL/ST-HUBERT A,0.9954343569712216,302.6271667480469
666,1154,299.15,0.5088716677241474,16.78949405383804,45.3833,-72.7167,GRANBY,0.9972531785950557,302.0752258300781
666,1164,299.15,0.5272872692490097,17.226791433609083,45.2667,-72.1167,MAGOG,1.0007299119525075,301.0257568359375
666,1273,292.15,0.5167730618197578,22.051543718913305,43.5833,-65.7833,CHARLESVILLE,0.987521682956837,297.9139099121094
667,1137,300.15,0.5517791406523052,16.030056157354327,45.65,-73.7333,AUTEUIL,0.9997504101576639,302.32794189453125
668,1049,296.15,0.6116695306403618,12.166449577432108,46.7097,-79.1011,BARRAGE TEMISCAMINGUE,0.990972863917216,300.94110107421875
668,1161,297.15,0.6214263288690471,17.08527176163669,45.4,-72.2667,BONSECOURS,0.9928481876210056,301.3869323730469
668,1174,297.15,0.6002534616609015,17.66009565819819,45.2,-71.5,ST MALO D AUCKLAND,0.9973469220929423,300.0274658203125
