ilocy,ilocx,TwJul2.5 (degC),rlat,rlon,lat,lon,station_name,ratio,model_vals
856,313,287.54999999999995,8.9221102400567,-20.436114299632873,51.9333,-131.017,CAPE ST JAMES,0.9981147298470254,291.349853515625
856,1323,291.25,8.917592883317909,24.275196665536356,50.2364,-57.5811,DANIELS HARBOUR,1.0027283896626107,293.740966796875
857,545,291.45,8.953304446870465,-10.139585833530132,55.29165,-114.78299999999999,SLAVE LAKE A COMPOSITE,1.0000307794214696,294.735595703125
857,695,291.95,8.975675671215516,-3.521382304920674,56.3333,-103.28299999999999,SOUTHEND,0.9985624966582187,295.67535400390625
858,1398,292.25,8.995449237262823,27.614971456792322,48.6672,-53.1142,BONAVISTA,1.0063488684879658,293.6891174316406
860,514,291.15,9.100559585566144,-11.541608424210233,55.0981,-117.199,VALLEYVIEW AGDM,0.9987150716512663,294.8200988769531
861,1022,290.45,9.143254450485722,10.963379553343792,55.2833,-77.75,KUUJJUARAPIK A,1.0039317227953732,292.5830078125
863,1351,293.04999999999995,9.231985979494414,25.520707508907858,49.9167,-55.6667,LA SCIE,1.0049780801026467,294.8947448730469
863,1387,292.45,9.218553550490716,27.116250937411323,49.1122,-53.5811,POOLS ISLAND,1.0040145415038257,294.5733947753906
864,525,291.95,9.284503540207844,-11.06298075782664,55.3958,-116.479,HIGH PRAIRIE AGDM,1.0013050378882964,294.8655090332031
867,493,291.15,9.437642625030247,-12.46008114715757,55.1797,-118.885,GRANDE PRAIRIE A,0.9986855059790574,294.8288269042969
867,723,291.65,9.423099719603844,-2.2572180214763757,56.8639,-101.07600000000001,LYNN LAKE A,0.9979379987621729,295.5563659667969
870,487,289.84999999999997,9.536136619901917,-12.739011854163321,55.1967,-119.396,BEAVERLODGE RCS,0.993672348512598,294.9931945800781
875,1321,289.84999999999997,9.748990532666745,24.169962329644125,51.0167,-57.1,FEROLLE POINT (AUT),1.0008980086293708,292.86358642578125
875,1336,290.84999999999997,9.792500942910612,24.868298591591508,50.7211,-56.1128,ENGLEE (AUT),1.0004784465384868,293.9972229003906
877,597,292.04999999999995,9.871521038852975,-7.875701530273596,56.65055,-111.215,FORT MCMURRAY A COMPOSITE,0.9997291846111429,295.43145751953125
880,399,289.84999999999997,9.993147522311885,-16.63738722118312,54.3832,-125.959,BURNS LAKE DECKER LAKE,1.0080906923569224,290.7740173339844
880,492,289.54999999999995,9.986883825544258,-12.503884480613857,55.6947,-119.23,SPIRIT RIVER AUTO STATION,0.9917638814698103,295.25494384765625
880,668,290.95,10.01081133133084,-4.711898162748228,57.25,-105.6,KEY LAKE A,0.9980903922088639,294.8019714355469
883,1207,290.25,10.1206661327751,19.1358411789273,53.5539,-64.09695,CHURCHILL FALLS COMPOSITE,1.0055844318168174,291.9010009765625
883,1315,289.25,10.104162651119204,23.912489411212096,51.45,-57.1833,LOURDES DE BLANC SABLON A,0.9998338077749362,292.56842041015625
885,504,290.54999999999995,10.234716599616755,-11.961712455028112,56.0814,-118.439,FAIRVIEW AGDM,0.9953091272821849,295.2193298339844
885,517,291.45,10.226946829363605,-11.381198804475845,56.2269,-117.447,PEACE RIVER A,0.9986122549803207,295.1542663574219
886,546,290.95,10.243617505655562,-10.117383444519708,56.552,-115.27799999999999,RED EARTH,0.9983782248092757,294.71697998046875
887,315,288.65,10.323304131822256,-20.314453931732185,53.2539,-131.813,SANDSPIT A,1.0114664320735534,288.603759765625
887,441,290.04999999999995,10.295420807028806,-14.765125833156345,55.3053,-123.13799999999999,MACKENZIE A,1.0091100510195594,290.68072509765625
887,594,292.04999999999995,10.29025448153633,-7.989638709553197,57.0411,-111.559,MILDRED LAKE,0.9991190228580196,295.61187744140625
889,1329,291.45,10.373611671056155,24.545692171940438,51.3833,-56.1,ST ANTHONY,1.00524775712371,293.20599365234375
895,367,290.75,10.64544044520589,-18.038806278710556,54.4664,-128.577,TERRACE A,1.0109332306035639,290.85675048828125
895,387,290.25,10.665533425795687,-17.140960439352252,54.8247,-127.18299999999999,SMITHERS A,1.0118697589926526,290.08782958984375
895,490,290.65,10.663113773742156,-12.603736837825105,56.3144,-119.745,CLEARDALE AGDM,0.997980300468892,294.5304870605469
895,1162,289.45,10.642722973708436,17.15060312140212,54.8,-66.8167,SCHEFFERVILLE A,1.0067624777937145,290.7558288574219
897,477,290.34999999999997,10.753806257076697,-13.163717285063106,56.2381,-120.74,FORT ST JOHN A,0.9968210064081553,294.56866455078125
899,693,290.65,10.845344827838785,-3.5963917953415443,58.19,-103.712,COLLINS BAY,0.9987990089639627,294.2890625
901,342,288.15,10.925168419012316,-19.12359427311639,54.2925,-130.445,PRINCE RUPERT A,0.9979257826779259,292.0130615234375
902,522,292.45,10.948419695171538,-11.184218485505541,56.9739,-117.45100000000001,MANNING AGDM,1.0070889409647998,293.67413330078125
908,342,288.65,11.248087391590866,-19.138145264634165,54.5803,-130.69799999999998,GREY ISLET (AUT),1.001559254422722,291.45855712890625
908,757,290.95,11.223480767171646,-0.7949466980517512,58.7158,-98.5017,TADOULE LAKE CS,0.9987291192429285,294.6134338378906
909,810,291.34999999999997,11.268490682622877,1.5517817622508403,58.7392,-94.0664,CHURCHILL A,0.9972116377231324,295.4674072265625
909,1322,291.45,11.255849381265458,24.230382756279035,52.3036,-55.8325,MARY'S HARBOUR,1.0051495204874465,293.2346496582031
922,599,291.95,11.85969113511516,-7.747077807915864,58.6272,-111.679,PRAIRIE RIVER,0.9952945306474416,296.64617919921875
924,607,292.34999999999997,11.942013308392715,-7.427243662432282,58.7667,-111.117,FORT CHIPEWYAN A,0.9972227320645461,296.4782409667969
926,670,291.75,12.01176366560062,-4.604034071073405,59.25,-105.833,STONY RAPIDS A,1.0019675091825817,294.46868896484375
928,547,293.04999999999995,12.118719845803014,-10.074177481250986,58.3823,-116.04,FORT VERMILION,1.0033877137884872,295.3621520996094
929,574,293.84999999999997,12.174502673448476,-8.86753025568397,58.7108,-113.866,GARDEN RIVER,1.0056978218016401,295.4881591796875
930,1000,288.04999999999995,12.187637204389825,9.989987113095877,58.4693,-78.0801,INUKJUAK UA COMPOSITE,1.0036311297280232,290.2522888183594
937,535,291.60499999999996,12.498830656358052,-10.594224739549533,58.6214,-117.165,HIGH LEVEL A,0.9986561768753991,295.2982482910156
937,641,291.15,12.505036006001426,-5.928649267233507,59.5667,-108.48299999999999,URANIUM CITY (AUT),0.9974554320435446,295.1924133300781
954,603,291.65,13.25566504900323,-7.607541496645303,60.0232,-111.9455,FORT SMITH A COMPOSITE,0.9969443269742859,295.8509521484375
957,1115,289.95,13.3816017084914,15.062915391847254,58.1,-68.4167,KUUJJUAQ A,1.0051557269863274,291.7236633300781
957,1207,288.54999999999995,13.419876797675242,19.12294867359371,56.55,-61.6833,NAIN,0.9997729923293164,291.8781433105469
960,474,291.34999999999997,13.53351926237463,-13.294599528109782,58.8364,-122.59700000000001,FORT NELSON A,1.0031649102342999,293.7139587402344
981,564,291.25,14.468214057228929,-9.32324361570522,60.8393,-115.78,HAY RIVER A COMPOSITE,0.9948559939816425,296.06536865234375
984,387,287.65,14.589765715473439,-17.152490634558443,58.42415,-130.0285,DEASE LAKE LWIS COMPOSITE,1.0099404360148017,288.0384826660156
989,501,290.15,14.83338284377432,-12.093794579681376,60.4408,-121.23899999999999,TROUT LAKE,1.0005335403279294,293.27349853515625
993,475,292.25,14.997500532148845,-13.242353392775371,60.2333,-123.46700000000001,FORT LIARD,1.0113525577846276,292.236083984375
997,547,291.84999999999997,15.15615711513494,-10.077110170574896,61.3169,-117.602,FORT PROVIDENCE,0.9968645866433467,296.0775146484375
1000,592,291.15,15.290638004720607,-8.073096498129345,61.9203,-113.726,INNER WHALEBACKS,0.9946787659742016,296.0164489746094
1002,827,287.75,15.389341884371548,2.3116704332428544,62.8167,-92.1167,RANKIN INLET A,0.9949383938364667,292.4832763671875
1004,627,289.84999999999997,15.491470329004402,-6.5299173223889415,62.4156,-110.69,LUTSELK'E CS,0.9949396017002465,294.6174621582031
1008,644,289.84999999999997,15.665372425277164,-5.759402027381535,62.71405,-109.1675,FORT RELIANCE COMPOSITE,0.9955678369972326,294.4315490722656
1010,489,292.34999999999997,15.735323208943159,-12.636105165664782,61.125,-122.851,LINDBURG LANDING,1.0078205654920227,293.360595703125
1013,416,288.95,15.880923220563833,-15.851020784876589,60.1165,-128.822,WATSON LAKE A,1.0076985597190906,289.98394775390625
1013,587,290.45,15.8941364226464,-8.283411299371597,62.4628,-114.44,YELLOWKNIFE A,0.9921089231324005,296.0696716308594
1018,473,290.84999999999997,16.127037568073327,-13.349857386820682,61.2567,-124.46799999999999,DEADMEN VALLEY,1.012572728221669,290.4856872558594
1018,511,292.04999999999995,16.085824204153216,-11.662896594650553,61.7603,-121.23700000000001,FORT SIMPSON COMPOSITE,1.0032786487552798,294.3862609863281
1022,690,290.45,16.296719225433336,-3.7576483250916217,63.6,-105.133,HANBURY RIVER,0.9991598636146202,293.9803466796875
1033,375,287.75,16.75778702871603,-17.662960628502297,60.1667,-132.733,TESLIN (AUT),1.0100427296566836,288.10943603515625
1034,784,288.45,16.80137872475479,0.41775555963923183,64.2989,-96.0778,BAKER LAKE A,0.9924464749292543,293.93096923828125
1035,562,291.15,16.86203978958295,-9.404454925856033,63.1336,-117.245,LAC LA MARTRE,0.9988539296726915,294.77911376953125
1043,914,286.54999999999995,17.235601653792568,6.170803303022934,64.1933,-83.3594,CORAL HARBOUR A,1.0015885860713687,289.32965087890625
1056,357,287.75,17.7729222850007,-18.468791200743226,60.7095,-135.069,WHITEHORSE A,1.0080110696719877,288.69012451171875
1057,567,291.04999999999995,17.814289511711262,-9.167268951780255,64.1117,-117.32799999999999,RAE LAKES,1.000126807502573,294.3028259277344
1060,982,284.25,17.945778795694643,9.198410704987277,64.2303,-76.525,CAPE DORSET A,1.0014362637501408,287.0509948730469
1070,333,287.34999999999997,18.431001006079605,-19.56058255517341,60.7725,-137.58,HAINES JUNCTION,1.006911598556969,288.6036071777344
1075,1065,285.65,18.615143558311996,12.846172943570908,63.75,-68.55,IQALUIT A,1.0052727931890346,287.3638916015625
1077,391,288.25,18.715605658033613,-16.976263997671126,62.2075,-133.376,FARO (AUT),1.0121022631188143,288.02276611328125
1083,435,284.75,18.96547520573286,-15.042048565821952,63.2436,-130.037,MACMILLAN PASS,1.0030341177701225,287.09783935546875
1090,325,287.45,19.306314193603082,-19.882004589804254,61.3667,-139.05,BURWASH A,1.0138450078306487,286.72967529296875
1098,516,289.34999999999997,19.663546246690753,-11.432770199531417,65.2086,-123.43299999999999,DELINE CS,0.9933859835921555,294.5692138671875
1112,485,290.95,20.25328633221057,-12.797273633836445,65.2825,-126.8,NORMAN WELLS A,1.003216625322736,293.29559326171875
1117,383,289.15,20.495251114049235,-17.3192127506522,63.6167,-135.86700000000002,MAYO A,1.0140407112156236,288.3697509765625
1132,611,288.95,21.164734286306757,-7.243285175467381,67.8167,-115.14399999999999,KUGLUKTUK A,0.9940374664280699,293.9692077636719
1132,785,284.34999999999997,21.138921535217452,0.44902530231432797,68.6356,-95.8503,GJOA HAVEN CLIMATE,0.9808307302036152,293.1845397949219
1142,359,288.84999999999997,21.613778935308083,-18.396937550529213,64.0609,-139.127,DAWSON,1.0113009599520275,288.8509826660156
1145,508,290.95,21.74932347936409,-11.803610114555505,67.0214,-126.12299999999999,COLVILLE LAKE,1.0028938655343231,293.3899841308594
1146,704,286.34999999999997,21.771353847100382,-3.1159972251081784,69.1081,-105.13799999999999,CAMBRIDGE BAY COMPOSITE,0.9893427823381522,292.7064514160156
1149,912,284.62,21.893848234284437,6.082122147370087,68.7758,-81.2425,HALL BEACH A,0.991095436315834,290.4235534667969
1153,804,285.23499999999996,22.07830769192602,1.287569506056761,69.55,-93.5833,TALOYOAK A,0.993693586342664,290.29010009765625
1160,1100,282.34999999999997,22.39945260697579,14.412454916130438,66.5833,-61.6167,CAPE DYER A,0.9965779959981822,286.52227783203125
1163,474,291.635,22.551131746181326,-13.304558056771857,67.1792,-130.22799999999998,LITTLE CHICAGO,1.0057991654385334,293.23126220703125
1184,421,287.54999999999995,23.480497388330893,-15.638171778396813,66.9811,-136.218,ROCK RIVER,0.9991895940687252,291.03643798828125
1188,547,289.04999999999995,23.628469659569642,-10.089579069383861,69.3578,-124.083,PAULATUK,0.9966255711218887,293.3072814941406
1199,460,289.95,24.124623751581403,-13.937953309449579,68.31045,-133.5,INUVIK A COMPOSITE,0.9988347479377909,293.5697937011719
1202,608,286.65,24.25257185841111,-7.373396591071229,70.7614,-117.8,HOLMAN CS,0.9918613793598189,292.2690734863281
1207,549,284.84999999999997,24.460936365558343,-9.983429469768042,70.1667,-124.71700000000001,CAPE PARRY A,0.9833582112378201,292.9451904296875
1208,465,290.04999999999995,24.5070341253506,-13.70848374880496,68.7463,-133.502,TRAIL VALLEY,0.9996757614051823,293.4239807128906
1212,400,290.25,24.7216824726706,-16.594913935534528,67.5706,-139.839,OLD CROW RCS,1.009626097763852,290.73248291015625
1215,1003,283.25,24.854671892755793,10.111462339176834,70.4861,-68.5167,CLYDE A,1.0045003613602714,285.1686096191406
1219,477,290.25,25.02650427046885,-13.17794002244732,69.4333,-133.017,TUKTOYAKTUK,1.0030956251768783,292.625244140625
1233,461,289.34999999999997,25.618503190969815,-13.885727026121224,69.6325,-135.444,PELLY ISLAND,0.9992801400872076,292.83172607421875
1240,409,288.15,25.950472036238068,-16.17625039491352,68.8006,-140.847,MARGARET LAKE,1.0055521106265002,289.7983703613281
1240,914,283.15,25.95102437247518,6.194640307498111,72.6894,-77.9689,POND INLET A,1.0130957981019046,282.6493225097656
1244,419,289.04999999999995,26.1095088620721,-15.71801209818014,69.1644,-140.15,IVVAVIK NAT. PARK,1.0034975468735094,291.2987060546875
1246,434,288.65,26.20329779273869,-15.064342732394133,69.5682,-138.91299999999998,HERSCHEL ISLAND,0.9958516113053327,293.1290283203125
1246,562,285.84999999999997,26.214275750688063,-9.387968858171986,71.9925,-125.25399999999999,SACHS HARBOUR CLIMATE,0.9902383523325055,291.93109130859375
1259,614,286.95,26.768680893281097,-7.115011108950228,73.2308,-119.538,THOMSEN RIVER,0.9936092830765832,292.0602722167969
1269,788,281.95,27.224762925109236,0.6018099385145664,74.7169,-94.9694,RESOLUTE CARS,1.0097018717175148,282.3974914550781
1279,618,286.91249999999997,27.669419059365698,-6.922336498707367,74.1389,-119.98899999999999,NANGMAGVIK LAKE,0.9983961812376128,290.6219787597656
1322,640,280.95,29.59681105435813,-5.969241673105273,76.2333,-119.333,MOULD BAY A,0.9953409224504023,285.4559326171875
1391,826,281.54999999999995,32.64541886648805,2.272431308433523,79.9833,-85.9333,EUREKA A,1.0016350032995815,284.2679748535156
