ilocy,ilocx,Tmin (degC),rlat,rlon,lat,lon,station_name,ratio,model_vals
599,1025,255.14999999999998,-2.442376887557362,11.10292505991431,43.95,-81.5,LUCKNOW,0.9863517016479206,257.84808349609375
599,1061,257.15,-2.4371144169958994,12.657472533066505,43.6286,-79.395,TORONTO ISLAND A,1.0005612459901831,256.1786804199219
600,1057,256.15,-2.4275243009702034,12.480315141272046,43.6772,-79.6306,TORONTO LESTER B. PEARSON INT'L A,0.9981185090210059,255.80697631835938
600,1060,257.15,-2.4007826199030635,12.645432657636889,43.6667,-79.4,TORONTO,1.0009364870419004,256.0826416015625
602,1044,252.14999999999998,-2.3358602778749833,11.939964180370309,43.8833,-80.3333,GRAND VALLEY WPCP,0.9852972912921576,255.08905029296875
602,1056,254.14999999999998,-2.3191600885020183,12.478488442384476,43.7833,-79.6,WOODBRIDGE,0.9917515051183357,255.43910217285156
603,1043,253.14999999999998,-2.2644885750578165,11.875340169110592,43.9667,-80.4,MONTICELLO,0.9893365499306019,255.0550994873047
603,1048,254.14999999999998,-2.2636477744192036,12.106430139619064,43.9184,-80.0864,ORANGEVILLE MOE,0.9936023803141392,254.96327209472656
603,1059,256.15,-2.3012399580428746,12.57237144415825,43.78,-79.4678,TORONTO NORTH YORK,0.9991292260622218,255.54820251464844
604,1022,259.15,-2.241321589381504,10.972174998558373,44.1728,-81.6233,KINCARDINE,1.0005995033932824,258.1612548828125
604,1062,255.14999999999998,-2.24387654203197,12.73301417766345,43.8,-79.2333,TORONTO MALVERN,0.9948039546745746,255.6573028564453
605,1033,254.14999999999998,-2.20819786821322,11.417963386519043,44.1164,-81.0058,HANOVER,0.990260948714427,255.82359313964844
605,1058,255.14999999999998,-2.2032653790882666,12.564815949223863,43.8772,-79.4478,RICHMOND HILL,0.9967320091618426,255.1627655029297
605,1059,254.14999999999998,-2.203136713592852,12.612519283256612,43.8667,-79.3833,GORMLEY ARDENLEE,0.992499891266184,255.24649047851562
605,1060,255.14999999999998,-2.2053809803339703,12.62287891217746,43.8622,-79.37,TORONTO BUTTONVILLE A,0.9960783351500584,255.33021545410156
607,1026,254.14999999999998,-2.1129955462159336,11.13405684862998,44.2667,-81.3667,PAISLEY,0.9831636232500576,257.67034912109375
607,1040,252.14999999999998,-2.086565409940424,11.75125646889718,44.1667,-80.5167,PROTON STATION,0.9839324119265523,255.44290161132812
607,1061,253.14999999999998,-2.084160802863321,12.683738271548572,43.9667,-79.25,STOUFFVILLE WPCP,0.9897626467305842,254.94529724121094
607,1068,256.15,-2.113258297105187,12.998996944329729,43.8667,-78.8333,OSHAWA WPCP,1.0000699635781074,255.3078155517578
608,1055,253.14999999999998,-2.07532116856368,12.423288218542075,44.0333,-79.6,BRADFORD MUCK RESEARCH,0.992198114632659,254.3195037841797
608,1057,253.14999999999998,-2.07826530969464,12.48541277998624,44.0167,-79.5167,KING SMOKE TREE,0.9919774845118942,254.37606811523438
608,1071,255.14999999999998,-2.0368723211683046,13.104326222048623,43.9167,-78.6667,BOWMANVILLE MOSTERT,0.9968838456926227,255.1239013671875
609,1040,253.14999999999998,-1.9976029764428336,11.768849235202438,44.25,-80.4667,PORT LAW,0.9872996706956583,255.581298828125
609,1050,254.14999999999998,-2.0028898354841,12.2065379573681,44.1514,-79.8722,ALLISTON NELSON,0.9962643283956356,254.2820281982422
610,1046,253.14999999999998,-1.9632896096268049,12.005951269358317,44.2333,-80.1333,RUSKVIEW,0.9910851934046454,254.60508728027344
610,1069,252.14999999999998,-1.9506957967676675,13.034488807523276,44.0167,-78.7333,TYRONE,0.9868431226736533,254.68946838378906
611,1033,253.14999999999998,-1.9208176300440867,11.431423879128285,44.395,-80.9056,CHATSWORTH,0.9839164800338209,256.4601135253906
611,1051,252.14999999999998,-1.9090728517835933,12.250936972318437,44.2333,-79.7833,EGBERT CARE,0.9895170365613408,254.00123596191406
611,1053,252.14999999999998,-1.9211289341184725,12.318754222071837,44.2067,-79.6947,COOKSTOWN,0.9896605550215215,253.9644012451172
611,1068,253.14999999999998,-1.9456140465990561,12.98396334043673,44.0333,-78.8,BURKETON MCLAUGHLIN,0.9918003134640017,254.4215087890625
611,1078,255.14999999999998,-1.9064779158935732,13.431092717642924,43.9667,-78.1833,COBOURG STP,0.9972399218618062,255.03280639648438
612,1067,254.14999999999998,-1.886213506972899,12.945302739494345,44.1,-78.8333,BLACKSTOCK,0.9968336099922952,254.13681030273438
613,1028,255.14999999999998,-1.8353251431644337,11.230341090007814,44.5195,-81.157,TARA,0.9895652366837014,257.0107421875
613,1077,255.14999999999998,-1.8312767142835416,13.387933314906906,44.05,-78.2167,CAMBORNE,0.9992678931248137,254.51522827148438
614,1050,251.14999999999998,-1.800398130737639,12.202123436529773,44.35,-79.8167,ESSA ONT HYDRO,0.9855681467755998,254.007568359375
614,1061,252.14999999999998,-1.7816353282292943,12.679022862516934,44.2625,-79.1614,UDORA,0.9917998255128718,253.41661071777344
615,1031,257.15,-1.7405275891997007,11.373576723747828,44.5833,-80.9333,OWEN SOUND MOE,0.9985277826888301,256.70037841796875
615,1052,253.14999999999998,-1.7553657751343468,12.285118537724797,44.3758,-79.6897,BARRIE WPCC,0.994891237837091,253.63107299804688
615,1070,252.14999999999998,-1.7395011092485384,13.057972763569062,44.2167,-78.6333,JANETVILLE,0.9910499103535593,253.60836791992188
616,1039,255.14999999999998,-1.6839926466563786,11.687924428012861,44.5736,-80.4853,THORNBURY SLAMA,0.9944764344983309,255.7415008544922
616,1043,256.15,-1.7154697341383163,11.8907013659687,44.5,-80.2167,COLLINGWOOD,1.0006013657925803,255.17222595214844
616,1051,251.14999999999998,-1.6950125327746375,12.21516992426389,44.45,-79.7667,MIDHURST,0.9865406632885155,253.75717163085938
616,1053,251.14999999999998,-1.7233069520001558,12.319592020167152,44.3995,-79.6328,SHANTY BAY,0.9879906070810198,253.384765625
617,1067,251.14999999999998,-1.638869579923607,12.955200183926335,44.3384,-78.7403,LINDSAY FROST,0.9888323680411885,253.1690673828125
617,1074,251.64999999999998,-1.6744215474072017,13.257323716687257,44.2333,-78.3417,PETERBOROUGH A,0.9892650594355366,253.5621337890625
617,1087,253.14999999999998,-1.647919910661428,13.848380542642577,44.1167,-77.5333,TRENTON A,0.9914424164424906,254.5133514404297
617,1091,253.14999999999998,-1.6694849297937964,14.02564779032217,44.052,-77.3017,MOUNTAINVIEW,0.9910123187334903,254.62380981445312
617,1094,253.14999999999998,-1.6734444404721234,14.151747243967074,44.0167,-77.1333,PICTON,0.9920178298157829,254.36572265625
618,1028,255.14999999999998,-1.6065279350677362,11.219407227076683,44.7458,-81.1072,WIARTON A,0.9930923495597861,256.0979309082031
618,1074,253.14999999999998,-1.6216103317267434,13.262919317046434,44.2833,-78.3167,PETERBOROUGH STP,0.995727502087008,253.41806030273438
618,1084,252.14999999999998,-1.5989571666107039,13.699452523724991,44.2006,-77.7178,WOOLER,0.9890968870026272,254.109130859375
619,1089,254.14999999999998,-1.5905322191931184,13.936456970299941,44.1506,-77.3947,BELLEVILLE,0.996088895671651,254.32681274414062
620,1059,251.14999999999998,-1.5131887286064079,12.576260729874983,44.5472,-79.2167,LAGOON CITY,0.9897925899021024,252.9234619140625
620,1074,252.14999999999998,-1.5377497104263818,13.254811521010158,44.3667,-78.3,PETERBOROUGH TRENT U,0.9929232074401835,253.12989807128906
620,1098,254.14999999999998,-1.5414624437518731,14.327793343245277,44.1,-76.85,CRESSY,0.996101983748626,254.32347106933594
621,1051,250.14999999999998,-1.5005493345131968,12.24455704668356,44.6333,-79.6667,MOONSTONE,0.9839797088133884,253.40460205078125
621,1055,251.64999999999998,-1.485903018789871,12.415651137516097,44.609750000000005,-79.4278,ORILLIA BRAIN,0.9914878966358798,252.99366760253906
622,1096,253.14999999999998,-1.4337203913822272,14.21300261615781,44.2333,-76.9667,NAPANEE,0.9932600817841631,254.04759216308594
623,1102,252.14999999999998,-1.3803565049833204,14.473210899310928,44.2186,-76.5967,KINGSTON A,0.9901623048238284,253.83570861816406
624,1103,253.14999999999998,-1.3344650417683777,14.547086211470535,44.2439,-76.4806,KINGSTON PUMPING STATION,0.9947458737010303,253.6681365966797
626,1096,251.14999999999998,-1.2584926692926106,14.210738204995435,44.4034,-76.9078,CENTREVILLE,0.9878293975157934,253.42611694335938
626,1102,251.14999999999998,-1.2516890253689585,14.510561931232607,44.3333,-76.5,GLENBURNIE,0.9879151116237241,253.4041290283203
627,1099,252.14999999999998,-1.1950455367128394,14.354715693013972,44.4281,-76.6903,HARTINGTON IHD,0.9925494410207297,253.2252197265625
629,1055,248.14999999999998,-1.1177117079756498,12.424309244301325,44.9667,-79.3,MUSKOKA A,0.9828144041039684,251.6766357421875
631,1064,249.14999999999998,-1.0562070565687953,12.833953903344092,44.9333,-78.7167,MINDEN,0.9891713319569095,251.06692504882812
631,1091,252.14999999999998,-1.0596148068915552,14.004623047146392,44.6478,-77.1172,KALADAR,0.9956016919428531,252.4488983154297
631,1099,250.14999999999998,-1.0506547599153988,14.358492556784078,44.5667,-76.6333,GODFREY,0.9867129790156012,252.70265197753906
632,1108,252.14999999999998,-0.9970343098368244,14.75008258088223,44.5167,-76.0833,LYNDHURST SHAWMERE,0.9941673308502454,252.81312561035156
633,1053,247.14999999999998,-0.9711249001282717,12.318182553301423,45.1333,-79.4,BEATRICE 2,0.9833099447552852,250.53610229492188
633,1067,248.14999999999998,-0.929498972966488,12.938661086656456,45.0322,-78.5311,HALIBURTON 3,0.9860351528823964,250.8545684814453
634,1010,251.14999999999998,-0.9112210432501607,10.426027277235224,45.5833,-82.0167,SOUTH BAYMOUTH,0.9967897741329287,251.14801025390625
636,1010,250.14999999999998,-0.8018517841064011,10.429480362505993,45.69,-81.98200000000001,SANDFIELD,0.9928208719862716,251.14801025390625
636,1060,247.14999999999998,-0.8155861240598921,12.61988479689368,45.2167,-78.9333,DORSET MOE,0.9848209629184748,250.15170288085938
636,1114,252.14999999999998,-0.8378436542802289,15.014147783762358,44.6,-75.6667,BROCKVILLE PCC,0.9955697990309776,252.4569854736328
639,1000,250.14999999999998,-0.6883970505338951,9.992710779507949,45.8833,-82.5667,GORE BAY A,0.9915218939171477,251.47703552246094
639,1093,250.14999999999998,-0.6970346994898854,14.101504159842776,44.9742,-76.8561,OMPAH,0.991041430498494,251.5989532470703
640,1059,247.14999999999998,-0.6480473584073168,12.604555155685231,45.3833,-78.9,DWIGHT,0.9868907077250015,249.6270751953125
641,1094,250.14999999999998,-0.6072636239021553,14.130672257107062,45.0536,-76.7839,OMPAH-SEITZ,0.9916193663378395,251.4523162841797
642,1043,247.14999999999998,-0.5742533922365206,11.880619147076752,45.6167,-79.8833,DUNCHURCH,0.9884617153230123,249.23033142089844
642,1102,250.14999999999998,-0.5311247041004096,14.49877022431523,45.0322,-76.2528,DRUMMOND CENTRE,0.9902188099131866,251.80796813964844
644,1112,249.14999999999998,-0.4461626144289343,14.929598665935082,45.0,-75.6333,KEMPTVILLE,0.9871254995614148,251.58726501464844
644,1114,249.14999999999998,-0.4496347539430733,15.040747769215615,44.9667,-75.4833,SOUTH MOUNTAIN,0.9869869217147094,251.62258911132812
645,1119,249.14999999999998,-0.43427613707536233,15.253398110235178,44.9236,-75.1883,MORRISBURG,0.9868894317248571,251.64744567871094
646,1073,246.14999999999998,-0.3836766946566222,13.202421150283568,45.5,-77.9833,MADAWASKA,0.9827223988994387,249.6715850830078
647,968,250.14999999999998,-0.3282026503152139,8.56463998274487,46.4833,-84.5094,SAULT STE MARIE A,0.9866103927778481,252.7289276123047
647,1007,248.14999999999998,-0.313658385690148,10.304340206572224,46.1931,-82.0247,MASSEY,0.9905874551978552,249.70175170898438
647,1118,247.14999999999998,-0.34700285948860216,15.219938380209175,45.0167,-75.2,CHESTERVILLE 2,0.9800648160056834,251.36566162109375
649,1125,251.14999999999998,-0.25988898011708267,15.52670054154102,45.0156,-74.7489,CORNWALL,0.9956780232162599,251.42843627929688
650,1093,246.14999999999998,-0.1767276458478402,14.078064634363093,45.4833,-76.7,RENFREW,0.9806999814211379,250.18646240234375
650,1098,247.14999999999998,-0.1807976990180741,14.321151979112058,45.4167,-76.3667,ARNPRIOR GRANDON,0.9834989877830993,250.48794555664062
651,1109,250.14999999999998,-0.14229068458931268,14.818651720335906,45.3225,-75.6692,OTTAWA MACDONALD-CARTIER INT'L A,0.9944325195414052,250.74098205566406
651,1114,249.14999999999998,-0.14093876294364713,15.044549154525475,45.2628,-75.3595,RUSSELL,0.9904371640863905,250.7460479736328
651,1121,249.14999999999998,-0.15509703413979337,15.333313656471164,45.17,-74.9708,AVONMORE,0.9893575514088258,251.01966857910156
652,1100,249.14999999999998,-0.10813293545524913,14.398485438967267,45.4667,-76.2333,CHATS FALLS,0.9921027943557217,250.3250732421875
652,1108,250.14999999999998,-0.0926557441963778,14.770203286375427,45.3833,-75.7167,OTTAWA CDA,0.995083795153093,250.57687377929688
652,1134,249.14999999999998,-0.11059958944123897,15.91164378309388,45.05,-74.1667,HUNTINGDON,0.9880290942927444,251.357177734375
653,1119,248.14999999999998,-0.0604863936540115,15.238149298815271,45.2872,-75.0636,ST. ALBERT,0.986604190479047,250.7098846435547
653,1128,250.14999999999998,-0.07216402157873898,15.630422831696166,45.1667,-74.5333,GLEN GORDON,0.9929006817418364,251.12782287597656
653,1131,251.14999999999998,-0.06763698819223248,15.76386408140092,45.1333,-74.35,ST ANICET,0.9963111472852679,251.26866149902344
654,1095,247.14999999999998,-0.005795683190460074,14.201635678814915,45.6167,-76.4667,SHAWVILLE,0.986695353678159,249.67649841308594
654,1102,248.14999999999998,-0.010141822987990141,14.504972791199682,45.5333,-76.05,LUSKVILLE,0.9887641169577017,250.16221618652344
654,1135,250.14999999999998,-0.02306995179155099,15.971452536902286,45.1167,-74.05,ORMSTOWN,0.9919372475019472,251.37173461914062
654,1141,251.14999999999998,-0.002819591108613995,16.211153361252567,45.0667,-73.7167,HEMMINGFORD FOUR WINDS,0.9942391845837016,251.79229736328125
655,1050,245.14999999999998,0.0108004267438218,12.200271604969695,46.1167,-79.25,POWASSAN,0.985740860579559,247.89585876464844
655,1106,248.14999999999998,0.023408393646965037,14.689533459485038,45.5167,-75.7833,CHELSEA,0.9889292136444002,250.12045288085938
656,1096,251.14999999999998,0.06457777123853113,14.206951891737853,45.6833,-76.4333,CHARTERIS,1.003336943010644,249.50917053222656
656,1104,248.14999999999998,0.08195977352268988,14.588600976666568,45.6,-75.9,WAKEFIELD,0.9894636071265623,249.98536682128906
656,1128,248.14999999999998,0.0849726979880299,15.633090253915883,45.3167,-74.4667,DALHOUSIE MILLS,0.9861048519997644,250.8368377685547
657,1082,248.14999999999998,0.11330453220638075,13.605283933039043,45.8833,-77.25,PETAWAWA HOFFMAN,0.9933306933176914,249.0121612548828
657,1110,248.14999999999998,0.09932157620079315,14.83803900373631,45.55,-75.55,ANGERS,0.9895774659347828,249.95660400390625
657,1134,251.14999999999998,0.12639370122986404,15.889859305178064,45.2833,-74.1,VALLEYFIELD,0.9977885182932823,250.89662170410156
657,1138,250.14999999999998,0.11337791584524394,16.077591989134834,45.2167,-73.85,STE MARTINE,0.9928654504568573,251.13673400878906
657,1151,250.14999999999998,0.09735313190136174,16.648563684979216,45.0333,-73.0833,PHILIPSBURG,0.9923318575692753,251.2717742919922
658,1032,245.14999999999998,0.1588690757167492,11.411658178529011,46.4333,-80.3167,WARREN,0.9867304393757015,247.64724731445312
658,1079,246.14999999999998,0.17855996765314416,13.45697987749162,45.9833,-77.4333,PETAWAWA NAT FORESTRY,0.9862064474143908,248.78955078125
658,1081,249.14999999999998,0.16636607784747412,13.543748046258958,45.95,-77.3167,PETAWAWA A,0.9979289979723565,248.8636016845703
658,1132,249.14999999999998,0.1449521540605815,15.835340398054557,45.3167,-74.1667,COTEAU DU LAC,0.9905301116539412,250.72251892089844
658,1134,250.14999999999998,0.15249205653689513,15.918756455961613,45.3,-74.05,LES CEDRES,0.9943248732682806,250.76812744140625
659,1081,246.14999999999998,0.19407473605052883,13.584505642712083,45.9667,-77.25,SHEENBORO,0.9863550237205108,248.7520751953125
659,1157,250.14999999999998,0.2143332821945056,16.907970562019244,45.0667,-72.6833,SUTTON,0.9938048206554201,250.89935302734375
660,1046,246.14999999999998,0.2247059616752298,12.02855117692835,46.3636,-79.4228,NORTH BAY A,0.9918002403038215,247.38636779785156
660,1079,249.14999999999998,0.2546265558096915,13.485297134232503,46.05,-77.3667,CHALK RIVER AECL,0.9991218531121475,248.5664825439453
660,1136,250.14999999999998,0.22738696504931138,15.994085520116192,45.35,-73.9167,POINTE DU MOULIN,0.9951220928386627,250.56723022460938
660,1141,250.14999999999998,0.2283644204318483,16.22655884926908,45.2833,-73.6,ST REMI,0.9940587923287688,250.8352508544922
660,1148,251.14999999999998,0.2478536721012904,16.515278173256952,45.2167,-73.2,SABREVOIS,0.9979312033483695,250.86074829101562
661,1024,247.14999999999998,0.27785930544065024,11.04782465123829,46.6256,-80.7978,SUDBURY A,0.9973657685674236,247.00531005859375
661,1128,248.14999999999998,0.2806495088143387,15.648523738310713,45.5,-74.3667,RIGAUD,0.9881225912739873,250.3246307373047
662,1073,247.14999999999998,0.3432681606598265,13.224513500547225,46.2,-77.7,RAPIDE DES JOACHIMS,0.9931571148723425,248.05203247070312
662,1112,246.14999999999998,0.33288059623135635,14.929673952353337,45.75,-75.3333,BLANCHE,0.9832429099495678,249.53941345214844
662,1121,247.14999999999998,0.33932389965887066,15.315281294240158,45.65,-74.8,POINTE AU CHENE,0.9853937844378929,250.00628662109375
662,1133,247.14999999999998,0.34068495857699327,15.85004677117141,45.5,-74.0667,OKA,0.984527957617784,250.2261505126953
662,1146,249.14999999999998,0.34872560816845866,16.447024680651992,45.3333,-73.25,IBERVILLE,0.9910668602139984,250.58673095703125
662,1158,247.14999999999998,0.35043721364910185,16.950859185149188,45.1833,-72.5667,BROME,0.9828755890046216,250.64682006835938
663,1118,248.14999999999998,0.361483120581601,15.211915468380836,45.7,-74.9333,MONTEBELLO (SEDBERGH),0.9903634736818145,249.7582244873047
663,1136,251.14999999999998,0.3845159255402604,15.995474941061378,45.5,-73.85,STE GENEVIEVE,1.0006394968575747,250.18177795410156
663,1138,251.14999999999998,0.3730154780297401,16.072237754624673,45.4667,-73.75,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,1.0004152625566307,250.23785400390625
663,1152,248.14999999999998,0.3905380912778866,16.691842997635554,45.3,-72.9,FARNHAM,0.9859044785998236,250.8878173828125
663,1163,249.14999999999998,0.3750065977850023,17.189960041690064,45.1333,-72.2333,GEORGEVILLE,0.9920333744709153,250.34259033203125
664,1128,249.14999999999998,0.43111426674639375,15.628350571746576,45.65,-74.3333,LACHUTE,0.9936345561520947,249.93917846679688
664,1137,249.14999999999998,0.41406455561027233,16.035360030867526,45.5167,-73.7833,STE DOROTHEE,0.9930697557895959,250.08132934570312
664,1147,250.14999999999998,0.4368054058190625,16.505448072721734,45.4,-73.1333,MARIEVILLE,0.9953872882129966,250.50047302246094
665,966,246.14999999999998,0.4534327836783287,8.490695838493727,47.2667,-84.4333,MONTREAL FALLS,0.9878959318863704,248.36407470703125
665,1117,246.14999999999998,0.4479252468195834,15.150717234220592,45.8,-74.9833,NOTRE DAME DE LA PAIX,0.9834344996377137,249.4907989501953
665,1140,252.14999999999998,0.4583713999221783,16.180524851159493,45.5167,-73.5667,MONTREAL LAFONTAINE,1.0050480369373138,250.07615661621094
665,1169,250.14999999999998,0.4860499102898444,17.47520195436037,45.15,-71.8,COATICOOK,0.997110037520229,250.0676727294922
666,1099,244.14999999999998,0.5043901353927333,14.364356559816647,46.0667,-76.05,WRIGHT,0.9785183738860869,248.70692443847656
666,1115,246.14999999999998,0.5248360328681333,15.056181318654785,45.9,-75.0833,CHENEVILLE,0.9843951360016139,249.24732971191406
