ilocy,ilocx,Tmin (degC),rlat,rlon,lat,lon,station_name,ratio,model_vals
666,1132,248.14999999999998,0.5070676872066261,15.82450983689447,45.6667,-74.0333,MONTREAL/MIRABEL INT'L A,0.9902025551911962,249.79881286621094
666,1134,248.14999999999998,0.521333283639665,15.929713258832273,45.65,-73.8833,STE THERESE OUEST,0.9900217960079626,249.84442138671875
666,1142,252.14999999999998,0.4892824791896059,16.280985270212184,45.5167,-73.4167,MONTREAL/ST-HUBERT A,1.0053253005198217,250.00718688964844
666,1154,250.14999999999998,0.5088716677241474,16.78949405383804,45.3833,-72.7167,GRANBY,0.9948679410336434,250.63124084472656
666,1164,249.14999999999998,0.5272872692490097,17.226791433609083,45.2667,-72.1167,MAGOG,0.9928315633981264,250.14132690429688
666,1273,262.15,0.5167730618197578,22.051543718913305,43.5833,-65.7833,CHARLESVILLE,0.9991415364655798,261.5308837890625
667,1137,248.14999999999998,0.5517791406523052,16.030056157354327,45.65,-73.7333,AUTEUIL,0.9899401162042352,249.8650360107422
668,1049,248.14999999999998,0.6116695306403618,12.166449577432108,46.7097,-79.1011,BARRAGE TEMISCAMINGUE,1.0023080830150595,246.78182983398438
668,1161,249.14999999999998,0.6214263288690471,17.08527176163669,45.4,-72.2667,BONSECOURS,0.992787051300247,250.1525421142578
668,1174,247.14999999999998,0.6002534616609015,17.66009565819819,45.2,-71.5,ST MALO D AUCKLAND,0.9860117715149811,249.84959411621094
669,1131,248.14999999999998,0.6313835144540892,15.775006468895526,45.8,-74.05,ST JEROME,0.9909707159935727,249.6051788330078
669,1140,250.14999999999998,0.6472925145879969,16.171309964048906,45.7,-73.5,RIVIERE DES PRAIRIES,0.9985347457342533,249.71087646484375
669,1146,249.14999999999998,0.6436379439510136,16.440798499950514,45.6167,-73.1333,STE MADELEINE,0.9936426848459877,249.9371337890625
669,1150,249.14999999999998,0.6413453724906322,16.600395614683634,45.5667,-72.9167,ST HYACINTHE 2,0.9925961487609187,250.20065307617188
669,1266,260.15,0.6616967255468574,21.753266688790557,43.8308,-66.0886,YARMOUTH A,0.9914858929588568,261.5395812988281
670,1138,250.14999999999998,0.6746081217094909,16.08989611417244,45.75,-73.6,MASCOUCHE,0.99881513327731,249.64077758789062
670,1167,249.14999999999998,0.6886805319462729,17.390734475406397,45.3689,-71.8236,LENNOXVILLE,0.9939279406139682,249.8654022216797
670,1266,260.15,0.691809181967963,21.732060479707474,43.8667,-66.1,DAYTON,0.9914858929588568,261.5395812988281
671,1098,246.14999999999998,0.7391769186864998,14.331629182838835,46.3018,-76.0061,MANIWAKI UA,0.9891419619254246,248.05120849609375
671,1141,250.14999999999998,0.738457158552364,16.240560473908765,45.7667,-73.3667,VERCHERES,0.9995262066176055,249.4631805419922
671,1172,249.14999999999998,0.7509101223247516,17.58498768439471,45.3667,-71.5333,SAWYERVILLE NORD,0.9947665120232925,249.65476989746094
672,1140,248.14999999999998,0.7652575197208127,16.182646599358296,45.8094,-73.4347,L'ASSOMPTION,0.9918989997539202,249.37158203125
672,1165,248.14999999999998,0.7695743040876517,17.270669708561627,45.4833,-71.95,BROMPTONVILLE,0.9901377186125437,249.81517028808594
672,1169,248.14999999999998,0.7807929838028224,17.463999638422727,45.4333,-71.6833,SHERBROOKE A,0.990628195498483,249.6914825439453
673,1126,246.14999999999998,0.8244980392844867,15.547958374592634,46.05,-74.2833,STE AGATHE DES MONTS,0.9857981537098622,248.89259338378906
673,1131,247.14999999999998,0.816943782864911,15.7555788147033,45.9833,-74.0,ST HIPPOLYTE,0.9880139697089801,249.34327697753906
674,1137,248.14999999999998,0.8692421461964197,16.042427016078804,45.95,-73.5833,ST JACQUES,0.9925426444566415,249.20986938476562
674,1147,249.14999999999998,0.8463890909946689,16.47479579678509,45.8,-73.0,FLEURY,0.9955918832591775,249.4477996826172
674,1153,248.14999999999998,0.8636001331270774,16.74986518653635,45.7333,-72.6167,ST NAZAIRE,0.9900226425013612,249.84420776367188
674,1178,248.14999999999998,0.8834959655618496,17.87385061537259,45.4,-71.0833,NOTRE DAME DES BOIS,0.9910497788422421,249.58526611328125
675,1045,251.14999999999998,0.917660245635942,11.979386771404783,47.05,-79.2667,KIPAWA LANIEL,1.017237316887501,246.09967041015625
675,1182,248.14999999999998,0.916905903277946,18.023200046235907,45.3833,-70.8667,WOBURN,0.9909292811941482,249.61561584472656
676,887,246.14999999999998,0.9729814465218624,4.9774347896798545,48.2333,-89.5167,TRANQUILLO RIDGE,0.9962271482908727,246.2870635986328
676,1139,248.14999999999998,0.9636319823370622,16.122458232313356,46.0167,-73.4333,JOLIETTE VILLE,0.9935530961250333,248.9564208984375
676,1150,247.14999999999998,0.9747855116695645,16.604689994654365,45.8833,-72.7667,ST GUILLAUME,0.9877332620279045,249.4141387939453
676,1170,246.14999999999998,0.9489281006476226,17.494131786612147,45.5833,-71.5667,BISHOPTON,0.9837912982904665,249.4003143310547
676,1178,247.14999999999998,0.9661034892266325,17.85802000379403,45.4833,-71.0667,VAL RACINE,0.9873567574770266,249.50924682617188
677,881,244.14999999999998,0.9978671020460085,4.707577833482668,48.2833,-89.9167,WHITEFISH LAKE,0.9908465870875595,245.61248779296875
677,1112,244.14999999999998,1.005526645700237,14.918558559991391,46.4,-75.0833,NOMININGUE,0.9827025261213881,247.64797973632812
677,1167,246.14999999999998,0.9912789287134749,17.357229033844433,45.6667,-71.7333,ST CAMILLE WOLFE,0.9837315931995099,249.4154510498047
678,1117,246.14999999999998,1.0340555599277181,15.137667577989024,46.3667,-74.7667,LA MACAZA,0.990424629583459,247.72996520996094
678,1142,248.14999999999998,1.0468615131981447,16.278382023454203,46.05,-73.1833,BERTHIERVILLE,0.9946134492750164,248.69100952148438
678,1143,251.14999999999998,1.0447050148731867,16.327496188013978,46.0333,-73.1167,SOREL,1.0065547254892337,248.71153259277344
678,1154,249.14999999999998,1.0348232563982545,16.79264234742965,45.8833,-72.4833,DRUMMONDVILLE,0.995745620168988,249.40928649902344
678,1172,249.14999999999998,1.0408049695193322,17.61091405605013,45.6333,-71.3667,LINGWICK,0.9959041577718164,249.3695831298828
678,1177,247.14999999999998,1.0494863716117762,17.79263385317223,45.5833,-71.1167,MILAN,0.9877008736477696,249.4223175048828
679,884,244.14999999999998,1.0786265168121942,4.855987512171448,48.35,-89.6833,FLINT,0.9913434764140144,245.4893798828125
679,959,245.14999999999998,1.1072814606393633,8.146944438375767,47.9667,-84.7833,WAWA A,0.9965608319030541,245.20437622070312
679,1104,244.14999999999998,1.0783665501697681,14.56388649802228,46.5667,-75.55,MONT LAURIER,0.9844513832143358,247.20803833007812
679,1135,246.14999999999998,1.1048802078623199,15.95810005194841,46.2,-73.6,STE BEATRIX,0.9864371349618379,248.7313690185547
680,890,245.14999999999998,1.1206948848156557,5.08967868562008,48.3694,-89.3272,THUNDER BAY A,0.9937599497191719,245.89547729492188
680,981,243.14999999999998,1.1215982693691606,9.121374066660865,47.82,-83.3467,CHAPLEAU A,0.9913126327567776,244.4915008544922
680,1147,248.14999999999998,1.1514404604556916,16.500102870276372,46.0833,-72.8333,PIERREVILLE,0.994651897088695,248.681396484375
680,1180,247.14999999999998,1.121857502574631,17.95280611454204,45.6,-70.8667,LAC MEGANTIC 2,0.9877603949738765,249.40728759765625
681,820,243.14999999999998,1.17242148420654,2.0045267189053573,48.6333,-93.9667,BARWICK,0.9923025203205448,244.2476043701172
681,828,243.14999999999998,1.171307503113004,2.3685206274323862,48.6167,-93.4167,FORT FRANCES,0.9925630780257818,244.18348693847656
681,1041,244.14999999999998,1.1847574110401833,11.80195308999552,47.35,-79.4333,VILLE MARIE,0.9913729309586948,245.48208618164062
681,1132,246.14999999999998,1.1542596729610621,15.834532095958147,46.2833,-73.75,ST COME,0.9872151769888732,248.53533935546875
681,1151,247.14999999999998,1.1882352189004102,16.67043021880062,46.0667,-72.5833,ST ZEPHIRIN,0.990102636224734,248.81727600097656
682,822,241.14999999999998,1.2258957845981295,2.0905986080791252,48.6833,-93.8333,EMO RADBOURNE,0.9846209287910153,244.12841796875
682,828,243.14999999999998,1.2040678231957311,2.3560277919814805,48.65,-93.4333,FORT FRANCES A,0.9930480347850511,244.06423950195312
682,1248,257.15,1.22131817111723,20.95157407717011,44.65,-66.8333,SEAL COVE,1.002335894020066,255.72511291503906
682,1263,259.15,1.2260693338535873,21.62925982666031,44.4,-65.95,WEYMOUTH FALLS,0.9923986393065657,260.29461669921875
683,813,241.14999999999998,1.2450305823457917,1.7044929060086724,48.7167,-94.4167,SLEEMAN,0.9842430220903865,244.22215270996094
683,1161,248.14999999999998,1.2763094335797933,17.104104129505625,46.0167,-71.95,ARTHABASKA,0.9929712725506018,249.102294921875
683,1178,246.14999999999998,1.2606717705989359,17.84366708527203,45.7667,-70.95,ST SEBASTIEN,0.9841966056841885,249.297607421875
683,1281,257.15,1.2610336342032678,22.40401598304577,44.1333,-64.9333,LIVERPOOL BIG FALLS,0.9842968545223852,260.4117431640625
683,1284,257.15,1.261987951032758,22.533695992288553,44.0833,-64.7667,LIVERPOOL MILTON,0.9838365947636113,260.5335693359375
684,1047,243.14999999999998,1.3294122999251627,12.058052306278517,47.4333,-79.0167,LATULIPE,0.9879662605652244,245.3196258544922
684,1052,245.14999999999998,1.3299647528776817,12.278198359713487,47.3833,-78.7,BELLETERRE,0.9955057133545936,245.46426391601562
684,1138,247.14999999999998,1.29909797368146,16.07911852243818,46.35,-73.35,ST CHARLES DE MANDEVILLE,0.9927297662957727,248.1588134765625
684,1143,247.14999999999998,1.2881409336328433,16.32377712875588,46.2667,-73.0167,LOUISEVILLE,0.9929606158636952,248.1011199951172
684,1150,247.14999999999998,1.3081477460879134,16.607760775956216,46.2,-72.6167,NICOLET,0.9917481004849202,248.40444946289062
684,1167,246.14999999999998,1.305267531023902,17.350725953154015,45.9667,-71.6,ST FORTUNAT,0.984929004136141,249.1122283935547
684,1175,248.14999999999998,1.293674588091914,17.734174158350864,45.8333,-71.0833,LAMBTON,0.992380531064763,249.25057983398438
684,1182,248.14999999999998,1.3054290288877226,18.025092727207987,45.75,-70.6833,ST LUDGER,0.9921625392554911,249.3053436279297
685,840,244.14999999999998,1.3481612006290875,2.888354841498004,48.7667,-92.6167,MINE CENTRE,0.9989029284867916,243.63157653808594
685,1154,246.14999999999998,1.3365106493736163,16.804800195591653,46.1667,-72.3333,ST WENCESLAS,0.9873493249779695,248.50157165527344
686,1043,243.14999999999998,1.4114245534198955,11.886957938417009,47.5519,-79.2358,BARRAGE ANGLIERS,0.9888943061896324,245.0894012451172
686,1105,243.14999999999998,1.3913321643034506,14.630169131697288,46.85,-75.3333,STE ANNE DU LAC,0.9834792911068775,246.43885803222656
686,1156,245.14999999999998,1.3807822076069196,16.887501960563338,46.1833,-72.2,DAVELUYVILLE,0.9832718024195986,248.51834106445312
686,1284,256.15,1.3821740029408922,22.56028411923297,44.1833,-64.6667,MILL VILLAGE,0.9815512053830817,260.1246643066406
687,1166,247.14999999999998,1.4353865918581943,17.319534723993772,46.1,-71.5833,ST FERDINAND,0.9900895819578025,248.820556640625
687,1274,256.15,1.4484465391270387,22.115954879060453,44.4182,-65.20155,KEJIMKUJIK PARK,0.9824865759104853,259.87701416015625
688,771,244.14999999999998,1.500238175261201,-0.1558671941190945,49.0,-97.2375,EMERSON AUT,0.9993433079251043,243.5242156982422
688,1033,243.14999999999998,1.464268420428553,11.450362801068342,47.7,-79.85,EARLTON A,0.9896906341196948,244.89219665527344
688,1127,244.14999999999998,1.5037525622964423,15.608573111621684,46.6833,-73.9167,ST MICHEL DES SAINTS,0.9841565194356258,247.2821044921875
688,1149,248.14999999999998,1.4827451771107225,16.55193535398155,46.3833,-72.6167,TROIS RIVIERES AQUEDUC,0.996542490028679,248.20960998535156
688,1152,247.14999999999998,1.4738111302348953,16.68777768726543,46.3333,-72.4333,BECANCOUR,0.9927478957942378,248.15428161621094
688,1169,247.14999999999998,1.4868129159530434,17.472963414579834,46.1,-71.35,THETFORD MINES,0.9902024064790079,248.79220581054688
689,766,244.14999999999998,1.5321233667437582,-0.36729378923272993,49.0308,-97.56,GRETNA (AUT),0.9989614898380246,243.61729431152344
689,789,242.14999999999998,1.5350710334875086,0.6520645088268568,49.0309,-96.0058,PINEY,0.9901226206286089,243.77862548828125
689,795,242.14999999999998,1.5284324891740146,0.9189431922892288,49.02015,-95.59915,SPRAGUE,0.9903326969636702,243.72691345214844
689,1140,247.14999999999998,1.5150610464679561,16.15629574000493,46.5333,-73.15,ST ALEXIS DES MONTS,0.9934888413307086,247.96920776367188
689,1175,246.14999999999998,1.540749758985941,17.73550833013751,46.0667,-70.9667,ST EPHREM,0.9856402595958701,248.93246459960938
689,1183,248.14999999999998,1.5242966039290742,18.096586920667207,45.9333,-70.4833,ST THEOPHILE,0.9927628097089525,249.15460205078125
690,750,242.14999999999998,1.5781799589874443,-1.0813719494445242,49.0667,-98.65,SNOWFLAKE,0.9897958127472075,243.85911560058594
690,763,243.14999999999998,1.5526997089048007,-0.5245030077534,49.05,-97.8,PLUM COULEE,0.994725854033747,243.65257263183594
690,934,245.14999999999998,1.585858911633587,7.055491873290131,48.6,-86.3,PUKASKWA NATL PARK,0.9976473369923609,244.9373321533203
690,1042,245.14999999999998,1.5723766422513157,11.8515015407491,47.7167,-79.2333,REMIGNY,0.997892517397618,244.8771514892578
690,1158,245.14999999999998,1.5699018781915144,16.98335742756213,46.3333,-71.9833,MANSEAU,0.9842789919826684,248.2640380859375
691,766,245.14999999999998,1.6012747916408643,-0.36024496770735226,49.1,-97.55,ALTONA,1.0033656703452678,243.54139709472656
691,1142,245.14999999999998,1.607393110610914,16.283534503371335,46.5833,-72.9333,ST MATHIEU,0.9858128876926268,247.87774658203125
691,1163,247.14999999999998,1.6384874829205949,17.19100096731101,46.3333,-71.6667,LAURIERVILLE,0.991811522579018,248.38856506347656
691,1182,247.14999999999998,1.6268592987363577,18.036246116246513,46.05,-70.5167,ST COME DE LINIERE,0.9893989862824369,248.99423217773438
691,1284,257.15,1.6142468085780268,22.551400289984592,44.4,-64.55,BRIDGEWATER,0.9879546327451043,259.4476013183594
692,728,244.14999999999998,1.6742075566257653,-2.0397530351410067,49.1333,-100.117,TURTLE MOUNTAIN 11,0.9977699056784314,243.90823364257812
692,1150,247.14999999999998,1.664176253985097,16.626426689197242,46.5333,-72.4333,ST NARCISSE,0.994010468813603,247.83908081054688
692,1170,246.14999999999998,1.6584646708515252,17.512421946317293,46.25,-71.2167,ST PIERRE DE BROUGHTON,0.9876296197367604,248.43104553222656
692,1179,247.14999999999998,1.6796607608428853,17.883321299254668,46.15,-70.7,ST GEORGES,0.9898587907983741,248.87857055664062
692,1246,254.14999999999998,1.6654751578683622,20.850317762178534,45.1,-66.7333,PENNFIELD,0.9929472205650148,255.13150024414062
693,746,243.14999999999998,1.7107226376147948,-1.243636752000045,49.1955,-98.90245,PILOT MOUND (AUT),0.9943370989812913,243.74783325195312
693,758,243.14999999999998,1.6882373082187547,-0.7083728658870007,49.1833,-98.0833,MORDEN CDA,0.9946756468807987,243.6648712158203
693,921,244.14999999999998,1.7144764090857971,6.505500981730009,48.8,-87.1,TERRACE BAY,0.9944617253140235,244.71961975097656
693,1156,247.14999999999998,1.6981108675439935,16.892890608074847,46.4833,-72.05,FORTIERVILLE,0.9938043336051148,247.89048767089844
693,1184,246.14999999999998,1.7203353439045161,18.101638337129636,46.1167,-70.3833,ST ZACHARIE,0.9851950688927544,249.04495239257812
693,1250,255.14999999999998,1.7154081076878958,21.04652747769824,45.0731,-66.4492,POINT LEPREAU CS,0.9957870374723037,255.4049072265625
694,711,244.14999999999998,1.759869947385571,-2.788925790154022,49.1833,-101.26700000000001,PIERSON,0.9981787995680258,243.80831909179688
694,782,241.14999999999998,1.75098144362941,0.31562401784473887,49.25,-96.5167,ZHODA,0.9869597702787365,243.54989624023438
694,1153,247.14999999999998,1.7540822281724946,16.741931706325044,46.5833,-72.2333,STE ANNE DE LA PERADE,0.994750849320442,247.6546173095703
695,1163,247.14999999999998,1.8025936437057593,17.208994077081204,46.4833,-71.5667,ST FLAVIEN,0.9934082116655891,247.9893341064453
695,1172,247.14999999999998,1.7744012915046719,17.594713197903786,46.3333,-71.05,ST SEVERIN,0.9927130413524197,248.16299438476562
695,1181,246.14999999999998,1.788085543520356,17.992307149959434,46.2167,-70.5,ST PROSPER,0.9866338460676588,248.68177795410156
695,1277,256.15,1.7750700012855147,22.249610446505937,44.6667,-64.85,SPRINGFIELD,0.9859881587487748,258.9541015625
695,1280,256.15,1.7956809346675493,22.382699204771423,44.6333,-64.6667,FARMINGTON,0.9863362948906311,258.8627014160156
696,649,245.14999999999998,1.8530276791510933,-5.551048048175222,49.05,-105.48299999999999,CORONACH SPC,0.9912168014341453,246.5263671875
696,716,243.14999999999998,1.847991952515984,-2.6003980818173,49.2813,-100.986,MELITA,0.9951873617674188,243.53958129882812
696,726,242.14999999999998,1.8461722388645943,-2.1634391440554928,49.3,-100.31700000000001,TURTLE MOUNTAIN 6,0.9906231321322014,243.65545654296875
696,1173,248.14999999999998,1.8477648175200458,17.65478065992973,46.3833,-70.9333,VALLEE JONCTION,0.9970387824784053,248.0860595703125
696,1253,254.14999999999998,1.8528378278950468,21.18059270462604,45.15,-66.2,COLESON COVE,0.9933491871208776,255.02825927734375
697,636,242.14999999999998,1.8709560722784313,-6.143356834257447,49.0,-106.383,WEST POPLAR RIVER,0.9782850615176824,246.72842407226562
697,686,243.14999999999998,1.8662740844535828,-3.895667948011195,49.2167,-102.96700000000001,ESTEVAN A,0.9919493551122004,244.33456420898438
697,763,243.14999999999998,1.9025703794522904,-0.510023459423396,49.4,-97.7833,MYRTLE,0.9960827410220616,243.32066345214844
697,1029,241.14999999999998,1.8818189500908733,11.254690971329046,48.15,-80.0,KIRKLAND LAKE,0.9839570320860945,244.2931365966797
697,1157,248.14999999999998,1.9009426839342536,16.922755381469877,46.6667,-71.9167,DESCHAMBAULT,0.9987267547828961,247.66676330566406
697,1178,245.14999999999998,1.8799679473293647,17.85055640566512,46.35,-70.65,ST ODILON,0.9843330176034906,248.2504119873047
698,649,243.14999999999998,1.9217580791277464,-5.565919320395133,49.1167,-105.51700000000001,CORONACH,0.9840422148653407,246.29788208007812
698,758,244.14999999999998,1.9388365983686902,-0.7482821736307885,49.4333,-98.15,CARMAN,0.9998673115731899,243.39659118652344
698,1154,246.14999999999998,1.912824438817077,16.798519081378075,46.7167,-72.0833,ST ALBAN,0.9914800354457207,247.4662628173828
698,1170,248.14999999999998,1.924782851224904,17.51916677348729,46.5,-71.0833,SCOTT,0.9984298909893505,247.7404022216797
698,1270,256.15,1.9173520216787827,21.94487127536682,44.9167,-65.1667,CLARENCE,0.9888794870235086,258.19696044921875
699,745,243.14999999999998,1.9670199217075781,-1.3116963458875754,49.45,-99.0167,ST ALPHONSE,0.9938177389906679,243.87521362304688
699,756,245.14999999999998,1.956539149126066,-0.8130760493526549,49.45,-98.25,MIAMI THIESSEN,1.0036546795068801,243.4712677001953
699,902,243.14999999999998,1.9644369395837542,5.64879348201322,49.15,-88.35,CAMERON FALLS,0.9945082432786209,243.7058868408203
699,1148,246.14999999999998,1.9884978888085978,16.545808996887292,46.8667,-72.4,LAC AUX SABLES,0.991715949378654,247.4073944091797
699,1180,246.14999999999998,1.9845023376234565,17.948131049345225,46.4167,-70.4667,STE GERMAINE,0.9880739781309893,248.31932067871094
699,1298,257.15,1.9569807986708783,23.16812369013147,44.4667,-63.5667,SANDY COVE NRC,0.9842289183747345,260.4297180175781
700,724,242.14999999999998,2.01697541858997,-2.253770610868459,49.4667,-100.46700000000001,CAMERON,0.9912133956445653,243.51036071777344
700,759,243.14999999999998,2.002533166016492,-0.6691504847160616,49.4981,-98.0297,CARMAN U OF M CS,0.9962656720252496,243.27598571777344
700,778,242.14999999999998,2.0335274203908495,0.15150827139782444,49.5333,-96.7667,STEINBACH,0.9944013481541071,242.7296905517578
700,1009,241.14999999999998,2.0164603918766244,10.364249727743847,48.4667,-81.2667,PORCUPINE ONT HYDRO,0.9860250370225823,243.78077697753906
700,1174,246.14999999999998,2.031512617921482,17.67659981234482,46.55,-70.8167,ST MALACHIE,0.9908141143821655,247.63258361816406
701,606,246.14999999999998,2.0454001350395923,-7.444549262222911,49.0,-108.383,TREELON,0.9904074265701915,247.73426818847656
701,682,242.14999999999998,2.0494711797191627,-4.09912821844457,49.3833,-103.3,MIDALE,0.9887452336880627,244.11822509765625
701,744,242.14999999999998,2.0681265362032217,-1.352320706706114,49.55,-99.0833,CYPRESS RIVER,0.9895921548796202,243.9093017578125
701,1156,247.14999999999998,2.0434183347994725,16.875816064205196,46.8167,-71.9167,STE CHRISTINE,0.9959726273259322,247.35081481933594
701,1168,248.14999999999998,2.0641528045347988,17.411163562539105,46.6667,-71.1667,BEAUSEJOUR,1.0001256043283246,247.3203582763672
701,1273,257.15,2.0477520185861904,22.08183244528817,44.9833,-64.9167,GREENWOOD A,0.9927050703257068,258.2060546875
701,1291,258.15,2.074260409036978,22.85644042732311,44.7,-63.9,ST MARGARET'S BAY,0.9957320280289885,258.42218017578125
702,1007,243.14999999999998,2.1028662985791216,10.272256140147682,48.5697,-81.3767,TIMMINS VICTOR POWER A,0.9948998118033605,243.60997009277344
702,1045,241.14999999999998,2.115085730644821,11.9769317110481,48.2167,-78.8667,RIVIERE KINOJEVIS,0.9846420996547011,244.1231689453125
702,1139,245.14999999999998,2.100160056740986,16.12801895862977,47.1,-72.9333,GRANDE ANSE,0.9903549490442268,246.74090576171875
702,1183,245.14999999999998,2.1043623241683953,18.088712820603085,46.4833,-70.2167,ST CAMILLE,0.9833048269857474,248.50999450683594
702,1256,253.14999999999998,2.0923818993230565,21.32172942210499,45.3181,-65.8856,SAINT JOHN A,0.989436172550298,255.0294189453125
702,1296,257.15,2.1196558101930303,23.082772328459058,44.65,-63.5833,HALIFAX CITADEL,0.9908063430459783,258.70086669921875
703,801,242.14999999999998,2.137454399850029,1.1685590870668008,49.6239,-95.1972,INDIAN BAY,0.9927091125946254,243.14346313476562
703,1062,242.14999999999998,2.1295758090215102,12.715646487269279,48.0564,-77.7867,VAL-D'OR A,0.989301581378442,243.98094177246094
703,1159,246.14999999999998,2.14822484257896,17.03338649155908,46.8667,-71.65,DUCHESNAY,0.9931980198870265,247.0382080078125
703,1160,246.14999999999998,2.139578302013488,17.060287126239714,46.85,-71.6167,STE CATHERINE,0.9932802927362504,247.0177459716797
703,1164,248.64999999999998,2.1447730523095254,17.227659227146034,46.8018,-71.3825,QUEBEC/JEAN LESAGE INTL A,1.0034347144521842,247.00143432617188
703,1165,247.14999999999998,2.141629603938868,17.27629182672879,46.7833,-71.3167,STE FOY (PIE XII),0.99731309273409,247.0183563232422
703,1172,246.14999999999998,2.1501189541189794,17.6115595829187,46.6833,-70.85,HONFLEUR,0.9927925605554537,247.13909912109375
703,1291,256.15,2.154404320358035,22.8729134731765,44.7667,-63.8333,POCKWOCK LAKE,0.9890422115446916,258.15447998046875
703,1297,256.65,2.14892450784469,23.128137524052722,44.6583,-63.50835,SHEARWATER A,0.9885633339118015,258.78369140625
704,705,243.14999999999998,2.192795072440763,-3.057417837564855,49.6,-101.71700000000001,REDVERS,0.9951596155829727,243.54637145996094
704,727,241.14999999999998,2.1940200283558933,-2.1051172813454797,49.65,-100.25,SOURIS,0.9875117052495483,243.4137725830078
704,823,243.14999999999998,2.194926487102732,2.1266742815778903,49.65,-93.7167,RAWSON LAKE,0.9973721857641755,243.00608825683594
704,1068,242.14999999999998,2.2056823756394897,12.97467662996059,48.0667,-77.3833,LOUVICOURT,0.9888600137844864,244.0898895263672
704,1244,251.14999999999998,2.173083669748209,20.772546955364465,45.6,-66.5667,HOYT BLISSVILLE,0.9889670183850552,253.1345977783203
704,1277,256.15,2.1832299349175868,22.229032603976535,45.05,-64.65,WATERVILLE CAMBRIDGE,0.9910391202148506,257.6343078613281
704,1285,256.15,2.2119797330826,22.589318864862648,44.9333,-64.1667,WINDSOR MARTOCK,0.9901991911483694,257.85284423828125
705,596,246.14999999999998,2.2477172015257336,-7.88928622531456,49.1333,-109.1,CLAYDON,0.9913151824765112,247.50741577148438
705,604,244.14999999999998,2.2609165501685404,-7.534424637373432,49.2,-108.56700000000001,FRONTIER,0.983664804787388,247.4057159423828
705,697,242.14999999999998,2.2489046645255795,-3.411153802440533,49.6333,-102.26700000000001,CARLYLE,0.9910252344910057,243.5565948486328
705,1156,246.14999999999998,2.21948402727274,16.877744951521635,46.9833,-71.8333,RIVIERE VERTE OUEST,0.9936902035145175,246.9158477783203
705,1165,248.14999999999998,2.231592225551093,17.2820151698798,46.8667,-71.2667,CHARLESBOURG PARC ORLEAN,1.0020937614807284,246.83460998535156
705,1168,247.14999999999998,2.220882571941183,17.406153681880436,46.8167,-71.1,LAUZON,0.9978501540659954,246.88540649414062
705,1179,245.14999999999998,2.2318537708212007,17.89809691069761,46.6667,-70.4167,ST PHILEMON,0.9857599737411417,247.89105224609375
705,1255,253.14999999999998,2.2259082118344966,21.25569052578888,45.4667,-65.9,NAUWIGEWAUK,0.9922793207437399,254.29869079589844
705,1279,255.14999999999998,2.245163530071908,22.330642996726787,45.0667,-64.4833,KENTVILLE CDA,0.9880685378663612,257.4000549316406
705,1287,255.14999999999998,2.249827933933791,22.675906214322463,44.9333,-64.0333,SALMON HOLE,0.986835123393419,257.7217712402344
706,1290,256.15,2.276362339898619,22.819066790626398,44.9,-63.8333,MOUNT UNIACKE,0.9911333946685028,257.60980224609375
707,675,243.14999999999998,2.3444152303763364,-4.421666135144434,49.65,-103.833,WEYBURN,0.9927532809807434,244.13670349121094
707,782,242.14999999999998,2.3178092398446517,0.33366328798232175,49.8167,-96.4833,OSTENFELD,0.9946609630371018,242.6663360595703
707,813,243.14999999999998,2.3191516259454263,1.7019727769211224,49.7903,-94.3653,KENORA A,0.9986745173036955,242.68919372558594
707,1046,240.14999999999998,2.3301463594803966,12.017196687285196,48.4167,-78.7333,MONT BRUN,0.9816593238588582,243.8495330810547
707,1171,248.14999999999998,2.3161518592684875,17.530326768266313,46.8667,-70.8833,SAINT MICHEL,1.0019609640728397,246.86732482910156
708,576,245.64999999999998,2.3773939182474364,-8.775282388866069,49.1167,-110.46700000000001,MANYBERRIES CDA,0.987773294739663,247.89035034179688
708,661,243.14999999999998,2.365788795482905,-5.005623792275916,49.6167,-104.73299999999999,AMULET,0.9890799644426499,245.04339599609375
708,675,242.14999999999998,2.392352772509108,-4.39599211308612,49.7,-103.8,WEYBURN,0.9890687506690113,244.0383758544922
708,773,246.14999999999998,2.3883694702034233,-0.08344225224319311,49.8883,-97.1294,WINNIPEG THE FORKS,1.013325650689792,242.1313018798828
708,835,242.14999999999998,2.355451406451814,2.691247840369279,49.7833,-92.8333,DRYDEN,0.9956616093463478,242.42245483398438
708,1168,249.14999999999998,2.377566928011995,17.400888965846388,46.9667,-71.0333,CHATEAU RICHER,1.0065220833879662,246.73895263671875
708,1170,249.14999999999998,2.3560343942310813,17.492475232440565,46.9167,-70.9167,ST JEAN (IO),1.0062666318124969,246.8015899658203
708,1178,246.14999999999998,2.3928831921630294,17.85383397054956,46.8333,-70.4,NOTRE DAME DU ROSAIRE,0.990790914921275,247.6383819580078
708,1184,246.14999999999998,2.38587791745667,18.134863525524572,46.7333,-70.0167,STE LUCIE,0.9881026366414956,248.31211853027344
708,1283,257.15,2.3753772930633694,22.505141605331136,45.1167,-64.1833,SUMMERVILLE,0.9977724155211738,256.89471435546875
708,1295,255.14999999999998,2.353824406162802,23.043207937173968,44.88,-63.5,HALIFAX STANFIELD INT'L A,0.9871994917744628,257.62664794921875
709,709,243.14999999999998,2.418002429277972,-2.9143599374970126,49.8333,-101.51700000000001,MARYFIELD,0.995329483897701,243.5048065185547
