ilocy,ilocx,Q10_Gumbel-MM,rlat,rlon,lat,lon,station_name,ratio,model_vals
558,1009,0.275,-4.286303317504344,10.373533646905495,42.27611111,-82.95527778,WINDSOR A,0.8909001053088206,0.3000212090112716
576,1016,0.298,-3.48804380801358,10.70911725486623,42.99944444,-82.30888889,SARNIA,0.9173597080332121,0.31573656226270896
579,1050,0.287,-3.3353689590638744,12.206823049227507,42.85,-80.26666667,SIMCOE,0.6890593788846316,0.40483077663951594
580,1035,0.27,-3.2904168437142984,11.534369212852347,43.03305556,-81.15111111,LONDON A,0.7164949675916509,0.366267929163264
587,1054,0.34,-2.9672462089752716,12.374482460573976,43.17361111,-79.935,HAMILTON A,0.930190321177812,0.35526741340400425
591,1056,0.19,-2.8224940050071763,12.44308227059991,43.3,-79.8,BURLINGTON PIERS (AUT),0.5631063836401533,0.3279528606382555
591,1066,0.29,-2.8263537576593833,12.914368822069164,43.19166667,-79.17111111,ST CATHARINES A,0.8311805143661413,0.3391180589934275
592,1046,0.218,-2.755708330772456,11.997290400172446,43.46083333,-80.37861111,KITCHENER-WATERLOO,0.6062942357468423,0.3494791957480518
592,1065,0.32,-2.7770194854473744,12.868806527061649,43.25,-79.21666667,PORT WELLER (AUT),0.8923704506422829,0.3485403561773129
595,1023,0.207,-2.65276038889117,10.985517938364806,43.76666667,-81.71666667,GODERICH,0.6058747116853157,0.33207470281721213
599,1060,0.315,-2.4383661704221993,12.656933578522423,43.6275,-79.39611111,TORONTO CITY CENTRE,0.977568662159421,0.31319264609539355
600,1057,0.287,-2.4280374478097446,12.48046411804727,43.67666667,-79.63055556,TORONTO INTL A,0.9611476740287203,0.290228495622695
603,1037,0.245,-2.3007719587955977,11.625339745869262,43.98333333,-80.75,MOUNT FOREST (AUT),0.7630069995974226,0.3120942990361788
605,1060,0.20600000000000002,-2.2064892992981635,12.624161363112355,43.86083333,-79.36861111,TORONTO BUTTONVILLE A,0.726354390154523,0.2756556686486119
611,1078,0.26899999999999996,-1.9198477837726322,13.446705882854868,43.95,-78.16666667,COBOURG (AUT),0.8133321986794418,0.3214641799829645
613,1095,0.465,-1.8539753644643515,14.186065075654536,43.83333333,-77.15,POINT PETRE (AUT),1.1592277950961924,0.3898813313253666
616,1043,0.21,-1.7154646708868815,11.890724603560995,44.5,-80.21666667,COLLINGWOOD,0.889564286613059,0.2294511449025223
617,1074,0.19,-1.681286926386074,13.24303297256795,44.23,-78.36333333,PETERBOROUGH,0.7575481321486538,0.24377639059667428
617,1087,0.303,-1.6479580998039793,13.848365534890087,44.11666667,-77.53333333,TRENTON A,1.1075554358670252,0.2659043418531107
618,1028,0.255,-1.608330023712921,11.218755263733659,44.74416667,-81.10861111,WIARTON A,0.842172386192535,0.29429809869953183
620,1059,0.265,-1.5131617290709791,12.576278873912775,44.54722222,-79.21666667,LAGOON CITY,1.5057572976893276,0.17105633807229184
623,1101,0.278,-1.376287929563316,14.47009238904273,44.22333333,-76.59944444,KINGSTON CLIMATE,1.3747249627779066,0.19655190181271995
629,1055,0.141,-1.1104223325675606,12.42021185602272,44.97472222,-79.30333333,MUSKOKA,1.2538602209004925,0.10929952169645889
637,1077,0.067,-0.7819711108327801,13.376973995423196,45.07138889,-77.87888889,BANCROFT AUTO,0.8749225425973565,0.07443093413602882
639,1000,0.27399999999999997,-0.690069370908283,9.992653603870442,45.88166667,-82.56722222,GORE BAY-MANITOULIN,0.9375998845390846,0.2840411686915628
647,968,0.284,-0.3265597809046357,8.564149867880838,46.485,-84.50972222,SAULT STE MARIE A,1.5574087953141211,0.1772409178211532
651,1109,0.221,-0.14743254423379257,14.821932295193472,45.31666667,-75.66666667,OTTAWA INTL A,1.6788463753175438,0.1279468474625941
653,1132,0.18,-0.06744339856063078,15.80836957099062,45.12083333,-74.28944444,ST-ANICET 1,1.2116359594246071,0.14439382610176005
657,1141,0.151,0.10111418445683244,16.207357598047103,45.16722222,-73.67888889,STE-CLOTHILDE,1.071469253067502,0.13697632417647104
658,1081,0.155,0.16637183265387717,13.543770494311032,45.95,-77.31666667,PETAWAWA A,1.7809274017425298,0.08459286916454427
658,1154,0.102,0.146891087188546,16.805817882306044,45.03333333,-72.85,FRELIGHSBURG,0.9420084168954078,0.10524310721152713
660,1046,0.17800000000000002,0.2247776229261326,12.027567413504922,46.36388889,-79.42416667,NORTH BAY A,2.242712475857394,0.07714267184014448
661,1024,0.252,0.27781895532178186,11.047848727345684,46.62555556,-80.79777778,SUDBURY A,1.7170154176993178,0.14265093388707525
661,1135,0.146,0.298783997656161,15.963386826741665,45.42722222,-73.92916667,STE-ANNE-DE-BELLEVUE 1,0.8350252235354588,0.16994231681426786
661,1145,0.20199999999999999,0.29036027254180596,16.391913068259413,45.29388889,-73.34944444,L'ACADIE,1.2866872017935114,0.1525902067622693
663,1138,0.28,0.37857540410213814,16.077265709536555,45.47055556,-73.74083333,MONTREAL INTL A,1.4317147314447443,0.19008585955927393
664,1140,0.045,0.4443774501594452,16.175677570505083,45.50474167,-73.57916667,MCTAVISH,0.21495797811177836,0.20347320155386406
666,1132,0.175,0.5192700488528611,15.816969557831044,45.68055556,-74.03861111,MONTREAL MIRABEL INTL A,0.9509388074754161,0.17886845296390486
666,1142,0.314,0.48999635800437125,16.28058561419673,45.5175,-73.41694444,MONTREAL-ST-HUBERT,1.4438559047936497,0.21137521777271445
668,1049,0.086,0.611689446314243,12.166437121629148,46.70972222,-79.10111111,BARRAGE TEMISCAMINGUE,1.0837949040725636,0.07712578898824504
