ilocy,ilocx,RL50 (kPa),rlat,rlon,lat,lon,station_name,ratio,model_vals
678,1172,0.326,1.0408049695193322,17.61091405605013,45.6333,-71.3667,LINGWICK,0.6643741584044048,0.4115604758262634
678,1177,0.318,1.0494863716117762,17.79263385317223,45.5833,-71.1167,MILAN,0.6292958546687804,0.42383912205696106
679,959,0.39399999999999996,1.1072814606393633,8.146944438375767,47.9667,-84.7833,WAWA A,0.9347045816512706,0.3535498380661011
679,1135,0.542,1.1048802078623199,15.95810005194841,46.2,-73.6,STE BEATRIX,1.0074058111534592,0.451256662607193
680,890,0.248,1.1206948848156557,5.08967868562008,48.3694,-89.3272,THUNDER BAY A,0.7002650004099644,0.2970421314239502
680,981,0.319,1.1215982693691606,9.121374066660865,47.82,-83.3467,CHAPLEAU A,1.0007721038560469,0.26735252141952515
680,1147,0.45299999999999996,1.1514404604556916,16.500102870276372,46.0833,-72.8333,PIERREVILLE,0.8868546482287685,0.42842474579811096
681,1132,0.595,1.1542596729610621,15.834532095958147,46.2833,-73.75,ST COME,1.0797179998988111,0.46220582723617554
683,1178,0.312,1.2606717705989359,17.84366708527203,45.7667,-70.95,ST SEBASTIEN,0.6335265880075825,0.4130651354789734
684,1138,0.5489999999999999,1.29909797368146,16.07911852243818,46.35,-73.35,ST CHARLES DE MANDEVILLE,1.0203671918627433,0.4512785077095032
684,1150,0.406,1.3081477460879134,16.607760775956216,46.2,-72.6167,NICOLET,0.8145144152754414,0.4180767834186554
684,1182,0.294,1.3054290288877226,18.025092727207987,45.75,-70.6833,ST LUDGER,0.5978443155100612,0.4124658703804016
686,1105,0.40700000000000003,1.3913321643034506,14.630169131697288,46.85,-75.3333,STE ANNE DU LAC,1.018736698066368,0.3350898325443268
687,1166,0.457,1.4353865918581943,17.319534723993772,46.1,-71.5833,ST FERDINAND,0.933560762011295,0.41058436036109924
688,1033,0.275,1.464268420428553,11.450362801068342,47.7,-79.85,EARLTON A,0.8421188185073203,0.27389752864837646
688,1149,0.40299999999999997,1.4827451771107225,16.55193535398155,46.3833,-72.6167,TROIS RIVIERES AQUEDUC,0.7993876010253749,0.4228403568267822
688,1169,0.345,1.4868129159530434,17.472963414579834,46.1,-71.35,THETFORD MINES,0.7073881349978507,0.409062922000885
689,1140,0.634,1.5150610464679561,16.15629574000493,46.5333,-73.15,ST ALEXIS DES MONTS,1.1847375394488056,0.4488444924354553
690,1149,0.441,1.5858719669451118,16.564190208663554,46.47778333,-72.55415833,RIVIERE A PIERRE composite,0.8649243300060805,0.4276507794857025
691,1182,0.304,1.6268592987363577,18.036246116246513,46.05,-70.5167,ST COME DE LINIERE,0.6245362223696739,0.40826743841171265
691,1284,1.014,1.6142468085780268,22.551400289984592,44.4,-64.55,BRIDGEWATER,1.6998007562438073,0.5003440380096436
692,1150,0.375,1.664176253985097,16.626426689197242,46.5333,-72.4333,ST NARCISSE,0.729163807448036,0.4313551187515259
692,1179,0.377,1.6796607608428853,17.883321299254668,46.15,-70.7,ST GEORGES,0.780218862470122,0.40527862310409546
692,1246,0.6940000000000001,1.6654751578683622,20.850317762178534,45.1,-66.7333,PENNFIELD,0.9150799628410342,0.6361055970191956
693,758,0.295,1.6882373082187547,-0.7083728658870007,49.1833,-98.0833,MORDEN CDA,2.1835217309677097,0.11331653594970703
693,1156,0.38,1.6981108675439935,16.892890608074847,46.4833,-72.05,FORTIERVILLE,0.7498739092213034,0.42503446340560913
694,1153,0.415,1.7540822281724946,16.741931706325044,46.5833,-72.2333,STE ANNE DE LA PERADE,0.8048906655149064,0.43245407938957214
695,1172,0.345,1.7744012915046719,17.594713197903786,46.3333,-71.05,ST SEVERIN,0.7342298142484892,0.3941085636615753
695,1181,0.353,1.788085543520356,17.992307149959434,46.2167,-70.5,ST PROSPER,0.7311067337683048,0.40496987104415894
697,686,0.071,1.8662740844535828,-3.895667948011195,49.2167,-102.96700000000001,ESTEVAN A,0.6048220124635338,0.09845993667840958
697,1157,0.40299999999999997,1.9009426839342536,16.922755381469877,46.6667,-71.9167,DESCHAMBAULT,0.772271703378329,0.43768706917762756
698,1154,0.508,1.912824438817077,16.798519081378075,46.7167,-72.0833,ST ALBAN,0.9536701210500639,0.44678062200546265
699,756,0.19399999999999998,1.956539149126066,-0.8130760493526549,49.45,-98.25,MIAMI THIESSEN,1.4857369345904072,0.10951878130435944
699,1148,0.473,1.9884978888085978,16.545808996887292,46.8667,-72.4,LAC AUX SABLES,0.865352951704805,0.4584549367427826
699,1180,0.37,1.9845023376234565,17.948131049345225,46.4167,-70.4667,STE GERMAINE,0.7703779099967275,0.40283453464508057
701,1163,0.467,2.054217978278324,17.173129500136174,46.7333,-71.5,ST AUGUSTIN,0.9078830120240877,0.43143540620803833
701,1168,0.43200000000000005,2.0641528045347988,17.411163562539105,46.6667,-71.1667,BEAUSEJOUR,0.8795400066482519,0.41196179389953613
701,1273,0.618,2.0477520185861904,22.08183244528817,44.9833,-64.9167,GREENWOOD A,1.180000037034591,0.43927374482154846
702,1007,0.24600000000000002,2.1028662985791216,10.272256140147682,48.5697,-81.3767,TIMMINS VICTOR POWER A,0.8564533466546044,0.24091297388076782
702,1183,0.48200000000000004,2.1043623241683953,18.088712820603085,46.4833,-70.2167,ST CAMILLE,0.9891840263131159,0.40869444608688354
702,1256,0.643,2.0923818993230565,21.32172942210499,45.3181,-65.8856,SAINT JOHN A,1.0036201258379764,0.5373662710189819
703,1062,0.28300000000000003,2.1295758090215102,12.715646487269279,48.0564,-77.7867,VAL-D'OR A,0.8533066686869822,0.2781698703765869
703,1164,0.47600000000000003,2.142892402870948,17.22771444423007,46.8,-71.3833,QUEBEC/JEAN LESAGE INTL A,0.923085390856654,0.43250772356987
703,1297,0.6970000000000001,2.1285083347995943,23.143751611246888,44.6333,-63.5,SHEARWATER A,1.1285771562208438,0.5180006623268127
704,1277,0.534,2.1832299349175868,22.229032603976535,45.05,-64.65,WATERVILLE CAMBRIDGE,1.0472240133783313,0.42769134044647217
705,1168,0.45,2.220882571941183,17.406153681880436,46.8167,-71.1,LAUZON,0.894563284302921,0.42192012071609497
705,1279,0.565,2.245163530071908,22.330642996726787,45.0667,-64.4833,KENTVILLE CDA,1.1011344739643243,0.4303649365901947
705,1287,0.612,2.249827933933791,22.675906214322463,44.9333,-64.0333,SALMON HOLE,1.1213258913544502,0.45777109265327454
707,813,0.18,2.3191516259454263,1.7019727769211224,49.7903,-94.3653,KENORA A,0.8521947473591053,0.1771586835384369
707,1046,0.306,2.3301463594803966,12.017196687285196,48.4167,-78.7333,MONT BRUN,0.9383579210320517,0.27351534366607666
708,1168,0.48,2.377566928011995,17.400888965846388,46.9667,-71.0333,CHATEAU RICHER,0.9374624064495569,0.4294535219669342
708,1184,0.51,2.38587791745667,18.134863525524572,46.7333,-70.0167,STE LUCIE,1.063913834097284,0.4020615220069885
708,1295,0.76,2.353824406162802,23.043207937173968,44.88,-63.5,HALIFAX STANFIELD INT'L A,1.251224862680355,0.5094563961029053
709,756,0.121,2.406655175540253,-0.816592826955396,49.9,-98.2667,PORTAGE SOUTHPORT A,0.9770191563660044,0.10387501120567322
709,771,0.16899999999999998,2.4169256900823712,-0.15035553299554535,49.9167,-97.2333,WINNIPEG RICHARDSON INT'L A,1.3114887324355657,0.1080813929438591
709,836,0.16699999999999998,2.408289044403697,2.742262906325916,49.8333,-92.75,DRYDEN A,0.749067365358279,0.1869925856590271
709,1242,0.57,2.4355673986902304,20.695842322706284,45.8721,-66.5279,FREDERICTON A,0.8729140901488617,0.5476866364479065
710,732,0.18899999999999997,2.4461289022730366,-1.9022360052764455,49.91,-99.9519,BRANDON A,1.6401391054955317,0.09665179252624512
710,1225,0.552,2.4503054913706883,19.923144460296516,46.1703,-67.5536,WOODSTOCK,0.9072315023972969,0.5103284120559692
710,1240,0.581,2.4538374466501836,20.62178160144984,45.9167,-66.6167,FREDERICTON CDA,0.8970071942788843,0.5432615876197815
710,1248,0.647,2.4523914808738034,20.97348209091824,45.7833,-66.15,GAGETOWN 2,0.9422613395632928,0.5759193897247314
712,1054,0.233,2.5693781490772243,12.368776262825914,48.5667,-78.1333,AMOS,0.722972874199502,0.2703103721141815
712,1355,0.528,2.558199415687226,25.705259485464225,43.9322,-60.0094,SABLE ISLAND,0.9352313319576494,0.4735258221626282
713,1244,0.61,2.5880834006331126,20.757678859211282,45.9903,-66.3633,ACADIA FOREST EXP ST,0.9575597252829545,0.5343093276023865
713,1278,0.619,2.5929897681063143,22.295057999272316,45.4,-64.3333,PARRSBORO,1.1320863745814986,0.45860615372657776
715,921,0.243,2.703334463357099,6.489334819136607,49.7828,-86.9306,GERALDTON A,0.8730068701429655,0.2334626466035843
715,1163,0.501,2.6832756820036425,17.21270812915398,47.3167,-71.15,FORET MONTMORENCY,0.8785015590804911,0.4783259928226471
716,848,0.18100000000000002,2.724053173483273,3.2714077284853,50.1167,-91.9,SIOUX LOOKOUT A,0.8149188434493996,0.18629148602485657
717,988,0.307,2.7844182733983796,9.431461031270734,49.4,-82.4333,KAPUSKASING CDA,1.1014253965080314,0.2337825447320938
717,1051,0.261,2.7724424149031415,12.216949590249524,48.8,-78.2833,LAC BERRY,0.8320271237048055,0.26310664415359497
718,987,0.266,2.7939506024780143,9.406987093709729,49.4139,-82.4675,KAPUSKASING A,0.9590106459465043,0.23264139890670776
718,1299,0.573,2.8057614051937527,23.227533862191482,45.2167,-63.0,UPPER STEWIACKE,0.9252931039895934,0.5194025635719299
718,1313,0.648,2.8341066245898623,23.849578318579603,44.9833,-62.1833,ECUM SECUM,1.1086612696792024,0.49023568630218506
719,1294,0.539,2.865301707549471,22.994531657643748,45.3667,-63.2667,TRURO,0.946214986379061,0.477779746055603
720,1218,0.384,2.915060025357727,19.622613419942642,46.7122,-67.7156,AROOSTOOK,0.6915309451733581,0.465745210647583
720,1293,0.595,2.906569872397495,22.932472395768386,45.42973684,-63.32314737,DEBERT A composite,1.0707586347900129,0.46607324481010437
721,1179,0.479,2.9632011627512,17.917497467271644,47.35,-70.0333,LA POCATIERE CDA,1.0361708239866925,0.3877331614494324
721,1276,0.486,2.952510648604285,22.20214615660833,45.7667,-64.25,NAPPAN CDA,0.8995830582315806,0.4531310200691223
721,1304,0.69,2.9636487927491326,23.41369120676652,45.2833,-62.6667,TRAFALGAR,1.1121150254133112,0.5203890800476074
722,694,0.09,2.995535908365118,-3.5550168868492085,50.3681,-102.571,BROADVIEW,0.8412968738057296,0.0897267684340477
722,1273,0.5589999999999999,2.99186183107382,22.08356301670653,45.85,-64.3833,SACKVILLE,1.0316803734338273,0.4544597566127777
724,695,0.149,3.0926391667634663,-3.503230109800849,50.46864,-102.5009,BROADVIEW A composite,1.3842320633076002,0.09028303623199463
724,891,0.243,3.0628319237385395,5.168523459661336,50.2936,-88.9053,ARMSTRONG (AUT),1.0315525166136736,0.19758033752441406
725,651,0.10800000000000001,3.1345694278645513,-5.464582646908156,50.3333,-105.56700000000001,MOOSE JAW A,1.074751218920678,0.08428389579057693
725,1267,0.57,3.143485364303546,21.790230230835956,46.1053,-64.6838,MONCTON A,1.0116104041865546,0.47259634733200073
726,489,0.35,3.187961984628174,-12.656336194902284,49.0971,-116.51799999999999,CRESTON,1.2120611687479403,0.24219897389411926
726,545,0.261,3.16518878430455,-10.173529005346774,49.6303,-112.8,LETHBRIDGE A,2.857572611807493,0.07660762965679169
726,664,0.068,3.1741915710209807,-4.882522538616095,50.4333,-104.667,REGINA INT'L A,0.7655197578889208,0.0745042935013771
726,1242,0.45,3.1668816081319098,20.688150177613355,46.5525,-66.1403,DOAKTOWN,0.7657710437810161,0.49288132786750793
728,620,0.09300000000000001,3.2540343879709486,-6.82970579631831,50.28335,-107.708,SWIFT CURRENT (HYBRID),0.9059639073638888,0.0860995426774025
729,576,0.13,3.294490341736107,-8.78098449257167,50.0189,-110.721,MEDICINE HAT A,1.3903109289362616,0.07842602580785751
729,1142,0.233,3.321200862802388,16.278681835293746,48.2167,-72.1667,LAC BOUCHETTE,0.6612737283044423,0.2955312728881836
729,1213,0.444,3.3020657185607187,19.387549788287743,47.1578,-67.8319,ST LEONARD A,0.8674119249848722,0.4293251931667328
729,1301,0.44799999999999995,3.2939386094819403,23.293464625867358,45.63357273,-62.62608182,STELLARTON LOURDES composite,0.849997806588637,0.4420679211616516
730,1311,0.748,3.336863255409132,23.744543989867303,45.4833,-62.0167,COLLEGEVILLE,1.3084032692508316,0.4795001745223999
730,1326,0.741,3.3478667584073754,24.392707899410343,45.2164,-61.1778,DEMING,1.279183590801135,0.4858633279800415
733,1198,0.327,3.491313994124788,18.733677276905336,47.5667,-68.6333,STE ROSE DU DEGELIS,0.680942263683281,0.4027784764766693
735,474,0.381,3.5652891404836695,-13.311122271809033,49.2964,-117.632,CASTLEGAR A,1.0868494038993923,0.29402509331703186
735,502,0.132,3.5715594149337595,-12.06538588634602,49.6122,-115.78200000000001,CRANBROOK A,0.9470963757003069,0.11689839512109756
735,515,0.282,3.565855703432369,-11.467506817735874,49.7453,-114.883,SPARWOOD,3.090820211752235,0.07652514427900314
735,1139,0.225,3.5858890255644726,16.122340479606144,48.5167,-72.2667,ROBERVAL A,0.6522689978749148,0.2893240749835968
735,1316,0.763,3.568214239959637,23.980406366594252,45.592375,-61.571925,COPPER LAKE composite,1.3680133211224936,0.4678030014038086
736,570,0.187,3.5910565071829694,-9.028653520187895,50.2667,-111.18299999999999,SUFFIELD A,2.197474705945342,0.07137506455183029
736,820,0.18100000000000002,3.6085516827729736,2.018623133323337,51.0669,-93.7931,RED LAKE A,0.8862877878607974,0.17129023373126984
736,1147,0.32299999999999995,3.5978108026814204,16.479739155928193,48.4167,-71.75,LAC STE CROIX,0.9713336142314143,0.27890923619270325
737,725,0.174,3.6486471044256565,-2.1807652710283705,51.1,-100.46700000000001,GILBERT PLAINS,1.5750263674043197,0.09265955537557602
737,731,0.131,3.637650982133446,-1.9186062210436028,51.1,-100.05,DAUPHIN A,1.1855780747644227,0.0926765650510788
737,1136,0.255,3.6504271546022258,15.99683941147927,48.6167,-72.4167,ST PRIME,0.7157669291187589,0.29881152510643005
737,1158,0.24,3.677953743438618,16.97946760951628,48.3333,-71.0,BAGOTVILLE A,0.6635174421994857,0.3033805191516876
738,1188,0.26,3.71007111167222,18.31675132549891,47.9167,-69.1,ST CLEMENT,0.5950019522994884,0.36650824546813965
