ilocy,ilocx,Q50_Gumbel-MM,rlat,rlon,lat,lon,station_name,ratio,model_vals
669,1266,0.42200000000000004,0.6582772202422525,21.75509070422866,43.82694444,-66.08805556,YARMOUTH A,0.550684015103374,0.6793140490573998
670,1142,0.387,0.6947066382437866,16.246814370360987,45.72305556,-73.37666667,VARENNES,1.3361865392585954,0.256746474239518
670,1167,0.187,0.6886675344034751,17.390730548630025,45.36888889,-71.82361111,LENNOXVILLE,1.5452408011522272,0.10727686052897023
671,1099,0.18,0.7156465063613154,14.348220031587388,46.27472222,-75.99194444,MANIWAKI AIRPORT,1.6870214169006514,0.09458287800993344
672,1140,0.207,0.7652954192167273,16.18261869647524,45.80944444,-73.43472222,L'ASSOMPTION,0.7203697703903664,0.2547272936045766
672,1169,0.233,0.7840438481593633,17.456938030254612,45.43861111,-71.69138889,SHERBROOKE,1.8262817382798555,0.11309639460502902
673,1122,0.07200000000000001,0.799998920943068,15.358009694295855,46.08027778,-74.55583333,ST-JOVITE,0.6076339656905836,0.10503911886723691
673,1126,0.23800000000000002,0.8244914525008411,15.547936197870108,46.05,-74.28333333,STE AGATHE DES MONTS,1.6518990788070727,0.12771857425401406
677,1258,0.5539999999999999,1.013103054271252,21.40977380568075,44.28583333,-66.34666667,BRIER ISLAND,0.7212826370662498,0.6808711030257548
679,959,0.204,1.1072002167220376,8.144863040258011,47.96694444,-84.78638889,WAWA A,0.7178064604323775,0.2519320498767558
680,890,0.293,1.123588995196667,5.093086699236781,48.37194444,-89.32166667,THUNDER BAY A,2.0855365906375254,0.12454044757118309
682,1286,0.3720000000000001,1.2052816300768616,22.63821273524277,43.99001944,-64.66416889,WESTERN HEAD,0.7535676739508822,0.4376040124958133
684,1149,0.301,1.324226130258862,16.573181133601576,46.22583333,-72.65722222,NICOLET,1.1762153671422755,0.22685077233027173
686,854,0.174,1.3834476126927673,3.5392813362570417,48.76111111,-91.62805556,ATIKOKAN (AUT),0.8917814154345175,0.17296229790855447
687,1033,0.29,1.4595507371864511,11.452180728681906,47.695,-79.84888889,EARLTON A,2.3836697906358526,0.1078481056476032
688,1150,0.284,1.4756457357241934,16.6271170400325,46.35361111,-72.51611111,TROIS-RIVIERES,1.1960937934969886,0.21048139765384336
689,766,0.479,1.5321578097717676,-0.3672940852556362,49.03083444,-97.56000083,GRETNA (AUT),0.9149693612938069,0.46407650058103866
689,795,0.221,1.5319026633467594,0.9194147961794182,49.02361111,-95.59833583,SPRAGUE,0.7415917837067745,0.2641727273391625
691,1237,0.128,1.6327235234971353,20.468971389030212,45.21016667,-67.25286111,ST. STEPHEN,0.346402788180841,0.32755875095002457
692,949,0.157,1.682248851832476,7.721145960612029,48.6,-85.28333333,WHITE RIVER,0.9648167876490668,0.14424986540936294
693,746,0.363,1.706290339740612,-1.2453221511382133,49.19102778,-98.90486111,PILOT MOUND (AUT),0.7608875019374896,0.4229088662186174
693,1177,0.115,1.7124441297757003,17.80970706466286,46.205,-70.785,BEAUCEVILLE,0.8060162121911639,0.12647790952219698
696,649,0.384,1.8530514501478257,-5.551265309445778,49.05,-105.48333329999998,CORONACH SPC,0.7286278574261296,0.46718196456121314
696,686,0.434,1.8598123330635636,-3.8954003503245587,49.21027778,-102.9658333,ESTEVAN A,0.7979233570211858,0.48215776706379615
696,716,0.272,1.8479818411730005,-2.6006345964591766,49.28127778,-100.9863611,MELITA,0.5608508135413806,0.42991457175486414
700,618,0.355,2.02968059125335,-6.918528831774791,49.05833361,-107.58583610000001,VAL MARIE SOUTHEAST,0.7078993042579383,0.4445467947666628
700,759,0.215,2.0025447055693135,-0.6691828279800607,49.49811111,-98.02975,CARMAN U OF M CS,0.4621210929482361,0.4124233863229428
701,1273,0.414,2.0477919209758024,22.081841079598306,44.98333333,-64.91666667,GREENWOOD A,0.940071430355469,0.39039127470707685
702,1007,0.168,2.1037091825759284,10.272107662608434,48.57055556,-81.37666667,TIMMINS A,1.1083385065143745,0.1343685019885249
702,1043,0.17600000000000002,2.117947158040492,11.861593259295349,48.24583333,-79.03416667,ROUYN,1.2860564601654343,0.12131464961915318
702,1046,0.203,2.1095497258728697,11.999579208352097,48.20611111,-78.83555556,ROUYN-NORANDA A,1.3552920925234384,0.1327772743450393
702,1062,0.192,2.1272375140852886,12.718936624841794,48.05333333,-77.78277778,VAL D'OR A,0.9595319622326436,0.17737908025195856
702,1256,0.321,2.0893637137531003,21.319625857738036,45.31611111,-65.89,SAINT JOHN A,0.551333153014345,0.5161210114146031
703,1164,0.33299999999999996,2.132277043565629,17.22403660651413,46.79111111,-71.39333333,QUEBEC INTL A,1.7480403481385525,0.16887034726219743
703,1165,0.22899999999999998,2.1451633278208866,17.296217277429587,46.78027778,-71.2875,STE-FOY (U. LAVAL),1.1906100352716076,0.17050085426728845
703,1297,0.429,2.1285387762167187,23.143738029513393,44.63333333,-63.5,SHEARWATER A,0.6765191823631658,0.5621313319700293
707,813,0.231,2.3172352583415843,1.703488929625912,49.78833333,-94.36305556,KENORA A,1.3176939041825302,0.15540252062543547
708,576,0.377,2.3773235953818492,-8.77507302987451,49.11666667,-110.46666670000002,ONEFOUR CDA,0.8935950022344946,0.3739910720143503
708,675,0.371,2.392352772509108,-4.39599211308612,49.7,-103.8,WEYBURN,0.6811519602811907,0.48282585088269614
708,1295,0.473,2.352354449005868,23.037177573707574,44.88111111,-63.50861111,HALIFAX INTL A,0.9407893267979544,0.4456863926444024
709,740,0.256,2.4288519831726374,-1.519417526912051,49.90580556,-99.35744444,CARBERRY CS,0.727705095536439,0.3118495811506668
709,756,0.3515,2.4083164808904542,-0.8221767079430446,49.901569445,-98.27540278000001,PORTAGE SOUTHPORT A,0.8350649339898731,0.37313475099432764
709,771,0.359,2.4102388711197187,-0.1546942168317851,49.91,-97.24,WINNIPEG INTL A,0.8188331200599211,0.38865088740129367
709,837,0.228,2.402703651893969,2.7463410647526323,49.8275,-92.74416667,DRYDEN REGIONAL,1.1973003728726292,0.16880773587603015
709,1242,0.259,2.4301608295874497,20.69102009227779,45.86888889,-66.53722222,FREDERICTON,1.577784182696971,0.14551668141733504
710,732,0.39299999999999996,2.446136788495766,-1.902443550978571,49.91,-99.95222222,BRANDON A,1.1665827263713096,0.2986328813506059
710,1171,0.529,2.4557024255946307,17.536467226809375,46.99666667,-70.80833333,ILE D'ORLEANS,2.9104450477419235,0.16112275678764046
712,599,0.456,2.5373799207670418,-7.770516223099108,49.43778056,-108.988625,EASTEND CYPRESS (AUT),0.9318098875795295,0.43380858649861653
712,644,0.387,2.5616574714663254,-5.774843358851855,49.72919167,-105.9461139,ASSINIBOIA AIRPORT,0.7898466718772265,0.434338961086707
712,1109,0.079,2.5545142294849863,14.795061306408192,47.92222444,-74.62416861,PARENT,0.5567920628221223,0.12577510000594
712,1171,0.214,2.539281126555128,17.527472888722397,47.07861111,-70.78083333,CAP-TOURMENTE,1.2422290235646174,0.15271184253588868
713,553,0.39,2.5820339466703155,-9.791870424322251,49.13333333,-112.05,MILK RIVER,0.880601271996392,0.39259603964885614
713,1356,0.684,2.5865558135085105,25.731151722331923,43.94611111,-59.95972222,SABLE ISLAND A,0.7772468587647934,0.7801134073260417
715,788,0.127,2.680835943980643,0.599606479581388,50.17722778,-96.06472222,PINAWA,0.4204442718385878,0.267766287134678
715,921,0.21899999999999997,2.6985132756667336,6.484740405051936,49.77861111,-86.93861111,GERALDTON A,1.538081639353242,0.1262191766010844
716,848,0.198,2.721186628111753,3.2664137243959526,50.11416667,-91.90805556,SIOUX LOOKOUT A,1.315418414121291,0.1334325816623099
717,592,0.183,2.791096203892551,-8.076095167585466,49.64055806,-109.5144456,CYPRESS HILLS PARK,0.3782134624231764,0.4289184442301322
717,987,0.22399999999999998,2.7916554952604735,9.406867820066804,49.41166667,-82.46833333,KAPUSKASING A,1.4986287077355447,0.13249960584883852
718,528,0.517,2.8129668370825396,-10.920374535676116,49.13113333,-113.8086139,WATERTON PARK GATE,1.6186726586832691,0.2831340673200732
718,536,0.23,2.8089927644936328,-10.571167858737764,49.200575,-113.2858389,CARDSTON,0.5363982113193257,0.38010285421421597
719,1291,0.485,2.8534843231962084,22.845763158855647,45.41666667,-63.46666667,DEBERT,1.826407737819309,0.2353990012496292
719,1294,0.33899999999999997,2.8652809063512636,22.994566723392392,45.36666667,-63.26666667,TRURO (AUT),1.24511104614452,0.24135273683273667
720,1161,0.102,2.8986234994689877,17.08311890059295,47.56222222,-71.22888889,L'ETAPE,0.5817683486951051,0.15542135748457644
721,1179,0.43799999999999994,2.969005325500165,17.91640842882544,47.35583333,-70.03194444,LA POCATIERE,2.9848087829765912,0.1300823015341112
722,694,0.39,2.9954839618510443,-3.5549138744833266,50.36805556,-102.5708333,BROADVIEW,0.8518607196100197,0.4058416639445459
722,723,0.31,3.00813617049279,-2.2965626638232313,50.45488889,-100.6035,SHOAL LAKE CS,0.9784405987561239,0.2808586764041227
722,760,0.325,3.00386083349919,-0.6602998402221041,50.49945667,-98.036675,OAKPOINT MARINE,0.867175454620855,0.3322285877032463
723,594,0.315,3.044709334204974,-8.003371579967343,49.90251389,-109.4661278,MAPLE CREEK,0.6226992247570213,0.4484281261791555
724,564,0.325,3.098874115547959,-9.29527030155278,49.73418611,-111.4502778,BOW ISLAND,0.7132779101715098,0.4039105550182153
724,891,0.21100000000000002,3.0628444493427165,5.168536441565418,50.29361111,-88.90527778,ARMSTRONG (AUT),1.4066792712869813,0.13296825924960276
725,651,0.39349999999999996,3.132735896199253,-5.4551941435774065,50.332506945000006,-105.5520875,MOOSE JAW A,0.7559208016041395,0.4614546810622252
725,774,0.29100000000000004,3.133343547615983,-0.03176152251228218,50.63333333,-97.05,GIMLI CLIMATE,0.8380878648222717,0.3077967659978709
726,489,0.161,3.1702303156207052,-12.649133317055378,49.08168944,-116.50068030000001,CRESTON CAMPBELL SCIENTIFIC,1.0170343988569988,0.14033010480560992
726,545,0.527,3.165022329592455,-10.172827418272798,49.63027778,-112.7988889,LETHBRIDGE,1.2257319637289472,0.3811322682164311
726,664,0.435,3.1730632556920284,-4.8820645473925355,50.43222222,-104.6661111,REGINA INTL A,0.8322724088878122,0.4633235500736427
726,732,0.105,3.1903525258318917,-1.8675652895921906,50.65500167,-99.94194667,WASAGAMING,0.4496450461172677,0.2070046502548583
726,1267,0.4,3.151265509927931,21.790803679126054,46.11222222,-64.67861111,MONCTON INTL A,1.5442811387552782,0.22961181940610556
727,527,0.865,3.219698343118908,-10.956891855957187,49.52055556,-113.99722220000001,PINCHER CREEK,2.2468896401613536,0.3412675395793452
727,545,0.32,3.224344841091907,-10.139873148240085,49.695,-112.7675,LETHBRIDGE CDA,0.7464202657998725,0.38003812939259296
727,679,0.35100000000000003,3.2308577774768055,-4.226503991244114,50.55,-103.65,INDIAN HEAD CDA,0.7070010001422977,0.4400962864880688
727,781,0.371,3.200766413554716,0.27489230629413614,50.7,-96.56666667,VICTORIA BEACH (AUT),1.3857595847963495,0.23732671843760986
728,620,0.454,3.2503764467056726,-6.832765655738073,50.279305555,-107.71194444999998,SWIFT CURRENT,0.9124609881596607,0.4410645599416784
728,738,0.225,3.2380598177335678,-1.6042959815747406,50.71194472,-99.53000083,MCCREARY,0.9860304791208692,0.20227992979629267
729,576,0.364,3.2944606413386714,-8.780880812800653,50.01888889,-110.72083329999998,MEDICINE HAT,0.8145113286654948,0.39615475244258497
731,521,0.185,3.3928706225609435,-11.240659239068288,49.627525,-114.48195,CROWSNEST,0.6386037101163454,0.2568034812533161
733,556,0.33399999999999996,3.4919882042729453,-9.668493619430778,50.05,-112.13333329999999,VAUXHALL CDA CS,0.7678719375871693,0.38558336244673497
734,1183,0.271,3.5026613441783248,18.07159315492528,47.80583333,-69.54861111,RIVIERE-DU-LOUP,1.745767064748522,0.13760797712824008
735,474,0.235,3.565095085022112,-13.311513059059466,49.29611111,-117.6325,CASTLEGAR A,1.8949392029087455,0.10993429542351893
735,502,0.18600000000000005,3.5715724287243624,-12.065345530500947,49.61222222,-115.78194440000001,CRANBROOK A,1.0678573643309095,0.1544046278196827
735,515,0.251,3.5656954494166606,-11.468142510374218,49.745,-114.8839,SPARWOOD CS,1.2532613480908752,0.17753855934269902
735,767,0.174,3.5846062509781897,-0.3490103538669817,51.08336111,-97.5545,FISHER BRANCH (AUT),0.5628836208625648,0.2740256726769425
735,1139,0.293,3.589204874556557,16.1218655276776,48.52,-72.26583333,ROBERVAL A,2.0418970898979754,0.12720213066029415
736,446,0.13,3.628022144320439,-14.524791441949997,49.02829167,-119.44099170000001,OSOYOOS CS,0.780409032344129,0.14766639781922286
736,820,0.228,3.60887478161026,2.018637748676641,51.06722222,-93.79305556,RED LAKE A,1.8395808619966276,0.10986935626672428
737,534,0.628,3.6421127241754636,-10.626784979767747,50.00363056,-113.6386361,CLARESHOLM,1.6826082417268178,0.3308546536542347
737,731,0.375,3.6385454019366055,-1.9201452319280081,51.10083333,-100.0525,DAUPHIN,1.3998257983066087,0.23747499669227545
737,1158,0.301,3.6779852770256394,16.979456792711613,48.33333333,-71.0,BAGOTVILLE A,2.1097739770784405,0.1264710662667534
738,1276,0.45799999999999996,3.684848285505142,22.19274231102992,46.44111111,-63.83805556,SUMMERSIDE,0.618254293364071,0.6566878072401029
739,383,0.693,3.7601333555044705,-17.325740433821284,48.29798417,-123.5314406,RACE ROCKS,1.8044443424750178,0.3404476646398495
739,713,0.292,3.760227530037952,-2.739029127447539,51.18333833,-101.3627967,ROBLIN,0.906827379981923,0.2854426356473448
739,1155,0.201,3.7341636155797224,16.86001938032433,48.42500333,-71.14250028,JONQUIERE,1.325357747974511,0.134438467085004
739,1248,0.335,3.765983515622409,20.941037953738697,47.00944444,-65.465,MIRAMICHI RCS,1.7658896916472866,0.1681674161375225
739,1288,0.40299999999999997,3.7485350227656515,22.70872628876536,46.28916667,-63.11916667,CHARLOTTETOWN A,0.5199757538410922,0.6870408635782065
740,1052,0.196,3.7789790210924012,12.297713586348909,49.75778333,-77.79307222,MATAGAMI,0.8501910644944324,0.20436200309390862
740,1171,0.5,3.8028294572212555,17.56106413236668,48.26027778,-70.11444444,POINTE CLAVEAU,4.188962209740888,0.10580938195133097
741,387,0.5035000000000001,3.8237917476644463,-17.15786695651581,48.413188469999994,-123.32489015000002,VICTORIA GONZALES HTS,1.0864059749065749,0.41083548255113245
741,532,0.65,3.851137098460191,-10.742119354071132,50.18333333,-113.88333329999999,STAVELY AAFC,1.9999178125277728,0.28811231619109984
741,1133,0.305,3.838216713691122,15.845765888702402,48.84166667,-72.54694444,NORMANDIN,1.5330496585976345,0.17636168206692285
742,385,0.244,3.866471761135751,-17.223584352495884,48.43197222,-123.43933329999999,ESQUIMALT HARBOUR,0.4825628337155696,0.44822551194112364
742,387,0.07,3.8607786888483604,-17.130742360455955,48.457,-123.3046111,VICTORIA UNIVERSITY CS,0.13881403685447785,0.44701826808245737
742,630,0.41200000000000003,3.8673502491107055,-6.388839086316044,50.95,-107.15,LUCKY LAKE,0.8251366860152535,0.4426209186821981
742,697,0.309,3.884990310819582,-3.4222113413113346,51.26472222,-102.4616667,YORKTON,0.7318145893025221,0.3742984527855708
743,378,0.65,3.9204327866692434,-17.544331235963643,48.37669444,-123.92102779999999,SHERINGHAM POINT,1.1782758153779793,0.48902043616534296
744,562,0.295,3.9532495945256017,-9.393013264990834,50.55529722,-111.84889720000001,BROOKS,0.6464742334853453,0.40451200200808207
745,639,0.34700000000000003,4.004087085054908,-6.011307272124186,51.13333333,-106.58333329999999,ELBOW CS,0.6650275708137536,0.46254121811843063
746,387,0.243,4.066799462131285,-17.1441395448798,48.64722222,-123.4258333,VICTORIA INTL A,0.44324862190713815,0.48598122934759913
746,447,0.275,4.074265803373255,-14.502793382081894,49.4625,-119.6022222,PENTICTON A,1.7690847060637167,0.13779856074783717
746,597,0.341,4.04232783420433,-7.864501653195341,50.90946389,-109.50139170000001,LEADER AIRPORT,0.6988015406973449,0.4325747255160868
747,394,0.605,4.113823072401467,-16.861117364424064,48.7839075,-123.04474499999999,SATURNA ISLAND CS,1.481402954954287,0.3620285190784225
748,870,0.21100000000000002,4.133851210697307,4.231720571439928,51.44916694,-90.21777972,PICKLE LAKE (AUT),1.666583100741692,0.11223184367001451
749,405,0.331,4.198153065137018,-16.35607410314257,49.02527778,-122.36,ABBOTSFORD A,1.699644216436787,0.17263569150013464
749,447,0.187,4.178770978746291,-14.503269431170576,49.56255556,-119.64869440000001,SUMMERLAND CS,1.162160490881309,0.14263828723274982
749,658,0.28800000000000003,4.189983408021939,-5.148035096424749,51.41666667,-105.25,LAST MOUNTAIN CS,0.5536543601485724,0.46112044585229184
749,1154,0.133,4.201828370034858,16.777582007442813,48.89416667,-71.03166667,ONATCHIWAY,0.7685538424999627,0.1534044501851926
749,1268,0.545,4.204993378987614,21.84238071776973,47.05805556,-63.99861111,NORTH CAPE,0.7421671947402868,0.6509615906937831
750,434,0.22899999999999998,4.247462226064249,-15.068282827752846,49.465,-120.51,PRINCETON CS,1.4163986213610824,0.14332125508421034
750,1302,0.5820000000000001,4.229876092164572,23.347619828387366,46.46,-61.98833333,EAST POINT (AUT),0.7343809590018262,0.7025256612452954
751,399,0.13699999999999998,4.280014154965024,-16.622549060683824,49.01805556,-122.7838889,WHITE ROCK CAMPBELL SCIENTIFIC,0.4713344877566472,0.2576629438764264
751,415,0.239,4.2821013480871,-15.91401292376641,49.24305556,-121.7602778,AGASSIZ RCS,1.465716408392271,0.1445468283963683
753,419,0.34700000000000003,4.348601221374459,-15.712183126678072,49.36833333,-121.49805559999999,HOPE A,2.110470642353129,0.14575074228161933
753,1098,0.177,4.347111774083126,14.333709478181978,49.77194444,-74.52805556,CHIBOUGAMAU CHAPAIS A,0.8200662957365905,0.19133081395492046
754,633,0.28800000000000003,4.388063674895859,-6.257252146675371,51.48333333,-107.05,OUTLOOK PFRA,0.5690037299392088,0.44868132134573335
754,1193,0.396,4.416690511142627,18.502887617254068,48.51388889,-68.46833333,POINTE-AU-PERE (INRS),3.111050258200783,0.1128362838238774
755,392,0.337,4.473602251907387,-16.916836294395274,49.10589583,-123.30336750000001,SANDHEADS CS,0.8581305209525018,0.3481265673971601
755,402,0.122,4.440478981070972,-16.50292136810328,49.20832333,-122.6900211,PITT MEADOWS CS,0.4309216087004998,0.25097020991612856
755,657,0.294,4.44853377457857,-5.214215428951586,51.66666667,-105.4,WATROUS EAST,0.5667520017146768,0.45984861569159924
755,674,0.2835,4.473410525238996,-4.462202619695296,51.76666667,-104.2,WYNYARD,0.5641089492584617,0.4455030578902552
755,1227,0.29600000000000004,4.448041820202402,20.021582577436224,47.99,-66.33416667,CHARLO AUTO,2.427451958226571,0.1080940236734303
756,453,0.19399999999999998,4.5077420619667485,-14.222879053496781,49.95722222,-119.37777779999999,KELOWNA,1.1579096691454038,0.1485209317492179
757,395,0.368,4.531988130147841,-16.81361800373649,49.19472222,-123.1838889,VANCOUVER INTL A,1.0682220897533783,0.3053844223198154
757,477,0.10800000000000001,4.535698860288343,-13.171617048682501,50.269425,-117.81709440000002,NAKUSP CS,0.6878004882377644,0.13919444106561923
757,621,0.336,4.5431919325944135,-6.78194231884097,51.56666667,-107.91666670000001,ROSETOWN EAST,0.6658590754662347,0.4473192310617905
757,1332,0.395,4.543164880667941,24.68839616601449,46.16138889,-60.04805556,SYDNEY A,0.7786869432651826,0.449670936373445
758,603,0.433,4.608767404503917,-7.569468433826363,51.51527778,-109.18055559999999,KINDERSLEY A,0.9094035487428179,0.42207717534767786
758,1195,0.397,4.566745837694851,18.630981416578855,48.60888889,-68.2075,MONT JOLI A,2.626352612618053,0.1339979297672209
758,1314,0.833,4.588363646646774,23.89393865227279,46.55,-61.05,GRAND ETANG,1.3071800056483411,0.5648982388484499
759,1207,0.16699999999999998,4.623521214546431,19.1592846264715,48.47194444,-67.43472222,AMQUI,1.374618664677166,0.1076948288392713
760,386,0.49,4.680274358543418,-17.196777885610086,49.20866528,-123.8105558,ENTRANCE ISLAND,1.1077159178889433,0.3921284016658052
760,394,0.401,4.677418954367656,-16.81915663615698,49.33036111,-123.26472220000001,POINT ATKINSON,1.1927205014608708,0.2980343378969362
760,396,0.052000000000000005,4.677969762216227,-16.76956278138926,49.34704167,-123.19330829999998,WEST VANCOUVER AUT,0.1829444365645906,0.25196763081922097
760,716,0.196,4.685965385398002,-2.6065900190944675,52.11497222,-101.2329167,SWAN RIVER RCS,1.0255657184318485,0.16941551948352357
760,1250,0.55,4.662718972537827,21.02561753646174,47.80222222,-64.83333333,BAS CARAQUET,0.8979481116802186,0.5429652853335603
761,1241,0.265,4.7250855134720275,20.634842638445125,48.01194444,-65.33166667,NEW CARLISLE 1,1.5023439237849765,0.15636412712753076
762,531,0.52,4.769292484492782,-10.758454639357664,51.07611667,-114.22224720000001,COP UPPER,1.648315198842639,0.27965571321009125
762,535,0.408,4.785993628558092,-10.619828647503724,51.1225,-114.01333329999999,CALGARY INTL A,1.3042919917070004,0.27729749801627446
764,395,0.677,4.833554553323542,-16.788834370638504,49.48778028,-123.2994528,HOWE SOUND - PAM ROCKS,2.5979453607198826,0.231003878435745
764,774,0.27899999999999997,4.859738570519439,-0.013455308300481918,52.35973667,-97.02195333,BERENS RIVER CS,2.0766835261246444,0.11909526668108575
764,1005,0.276,4.867997166536083,10.202260909953266,51.29111111,-80.60777778,MOOSONEE,1.4348580237617725,0.17051428454225395
765,382,0.428,4.89026139347413,-17.3647279462562,49.35027778,-124.16027779999999,BALLENAS ISLAND,1.4952318693678617,0.25374403385384137
765,520,0.18100000000000002,4.895300185968008,-11.27565501371888,51.08333333,-115.06666670000001,BOW VALLEY,0.5556605333297877,0.28875508382469883
766,555,0.19699999999999998,4.927599397797105,-9.731734597129488,51.44527778,-112.67666670000001,DRUMHELLER EAST,0.41049457922562793,0.42542148129439245
766,1252,0.43799999999999994,4.9424908491171085,21.153074897500563,48.00888944,-64.49416889,MISCOU ISLAND (AUT),0.6190989934804113,0.6271546234408627
767,358,0.379,5.004338801292544,-18.44943354802297,49.08222222,-125.7725,TOFINO A,0.7399417602880685,0.45404854391684546
768,371,0.12300000000000001,5.029547406576533,-17.84743393457936,49.31658333,-124.92683329999998,PORT ALBERNI (AUT),0.5758076592179013,0.18936001953485443
